Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Std,_step,Time/Total,Train/PolicyRatio,Metrics/EpCost,Time/Epoch,Loss/Loss_pi,_timestamp,Train/LR,Train/Entropy,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Train/KL,_runtime,Metrics/EpLen,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpRet,Metrics/LagrangeMultiplier/Std,Time/Rollout,Loss/Loss_cost_critic,Train/Epoch,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi/Delta,Value/reward,Train/PolicyRatio/Min,TotalEnvSteps,Value/Adv,Safety/shield_adv_c,Safety/shield_violation,Loss/Loss_cost_critic/Delta,Time/FPS,Loss/Loss_reward_critic/Delta,Time/Update,Train/PolicyStd,Value/cost,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier,Train/StopIter
13.149999618530273,0,0.009798210114240646,1,161.17312622070312,0.9999609589576721,1.9500000476837158,161.17242431640625,-0.038737084716558456,1746540311.9601462,0.0002969999914057553,1.4022737741470337,0.004619624465703964,0.03599999472498894,0.007645373232662678,306.382624589,1000,0.044999994337558746,0.044999994337558746,-1.1748450994491577,0,79.71023559570312,1.3633390665054321,0,0.044999994337558746,-0.038737084716558456,0.07727159559726715,0.9999609589576721,20000.0,-0.07618691027164459,NaN,-0.1447327733039856,1.3633390665054321,124.09070587158203,0.004619624465703964,81.4621353149414,0.9834899306297302,0.22645707428455353,0.03599999472498894,0.9999609589576721,0.03599999472498894,40
27.899999618530273,0,0.012719675898551941,2,305.29730224609375,0.9989376068115234,6.574999809265137,144.04100036621094,-0.02580205909907818,1746540456.084641,0.00029399999766610563,1.4095327854156494,0.00396359758451581,0.06763599067926407,0.010051406919956207,452.534791827,1000,0.07855577766895294,0.07855577766895294,-0.7614313364028931,0,63.491485595703125,5.150687217712402,1,0.07855577766895294,0.012935025617480278,0.03972809016704559,0.9989376068115234,40000.0,-0.14504891633987427,NaN,0.3944724500179291,3.78734815120697,138.84934997558594,-0.0006560268811881542,80.5494613647461,0.9906733632087708,0.16991370916366577,0.06763599067926407,0.9989376068115234,0.06763599067926407,40
81.1500015258789,0,0.011574450880289078,3,451.45343017578125,0.9999601244926453,14.033333778381348,146.07199096679688,0.036952320486307144,1746540602.2366364,0.000291000003926456,1.3995968103408813,0.004604760091751814,0.09845879673957825,0.01089203730225563,603.91548396,1000,0.10866797715425491,0.10866797715425491,-0.582385778427124,0,66.74040222167969,10.166190147399902,2,0.10866797715425491,0.06275437958538532,0.03569592162966728,0.9999601244926453,60000.0,0.30476611852645874,NaN,1.7117458581924438,5.0155029296875,136.91879272460938,0.0006411625072360039,79.33155059814453,0.9808464050292969,0.4558749496936798,0.09845879673957825,0.9999601244926453,0.09845879673957825,40
108.25,0,0.010906259529292583,4,602.8399658203125,0.9982712864875793,16.424999237060547,151.30703735351562,0.10486720502376556,1746540753.6177235,0.0002880000101868063,1.3960850238800049,0.0036181961186230183,0.13059544563293457,0.006953399628400803,744.678256965,1000,0.1399652659893036,0.1399652659893036,-0.387918084859848,0,70.80643463134766,8.929948806762695,3,0.1399652659893036,0.06791488453745842,0.025682596489787102,0.9982712864875793,80000.0,0.04905993491411209,NaN,1.9234952926635742,-1.236241340637207,132.1815643310547,-0.0009865639731287956,80.50055694580078,0.9774258732795715,0.7932688593864441,0.13059544563293457,0.9982712864875793,0.13059544563293457,40
57.70000076293945,0,0.010064816102385521,5,743.5531005859375,1.000787615776062,20.760000228881836,140.637939453125,0.02076932042837143,1746540894.380455,0.0002849999873433262,1.389524221420288,0.0041712261736392975,0.1635197103023529,0.007729174569249153,891.217140856,1000,0.171723410487175,0.171723410487175,-0.2976174056529999,0,63.12443161010742,7.790852069854736,4,0.171723410487175,-0.08409788459539413,0.043360255658626556,1.000787615776062,100000.0,-0.22473423182964325,NaN,2.290576219558716,-1.139096736907959,142.20913696289062,0.0005530300550162792,77.51347351074219,0.971071183681488,0.8807342052459717,0.1635197103023529,1.000787615776062,0.1635197103023529,40
50.099998474121094,0,0.010494844987988472,6,890.1381225585938,1.0012768507003784,25.43000030517578,146.46177673339844,0.0024854345247149467,1746541040.9188318,0.00028199999360367656,1.3894599676132202,0.004658074118196964,0.1970304697751999,0.009799241088330746,1036.76838351,1000,0.20347225666046143,0.20347225666046143,-0.09207405894994736,0,65.98712158203125,6.458282947540283,5,0.20347225666046143,-0.018283885903656483,0.03262798488140106,1.0012768507003784,120000.0,0.17872492969036102,NaN,2.7105214595794678,-1.3325691223144531,136.55441284179688,0.0004868479445576668,80.47460174560547,0.9711000323295593,0.8461716771125793,0.1970304697751999,1.0012768507003784,0.1970304697751999,40
23.399999618530273,0,0.01103215292096138,7,1035.68603515625,1.0008907318115234,23.40999984741211,145.46885681152344,-0.09237515181303024,1746541186.470036,0.0002789999998640269,1.3772855997085571,0.003824555315077305,0.23124080896377563,0.010803303681313992,1179.057631882,1000,0.2334938645362854,0.2334938645362854,0.038947951048612595,0,63.45657730102539,4.0376787185668945,6,0.2334938645362854,-0.09486058633774519,0.03863798826932907,1.0008907318115234,140000.0,0.029792338609695435,NaN,4.1331892013549805,-2.4206042289733887,137.48646545410156,-0.0008335188031196594,82.01223754882812,0.959504246711731,1.5812957286834717,0.23124080896377563,1.0008907318115234,0.23124080896377563,40
42.400001525878906,0,0.010907281190156937,8,1177.979248046875,1.0002918243408203,20.690000534057617,142.21165466308594,-0.0323045440018177,1746541328.7598379,0.00027600000612437725,1.3721877336502075,0.004981753882020712,0.2658572494983673,0.009558182209730148,1321.408851576,1000,0.26352426409721375,0.26352426409721375,0.01154682133346796,0,62.76240158081055,4.772130012512207,7,0.26352426409721375,0.06007060781121254,0.03841923922300339,1.0002919435501099,160000.0,0.08275696635246277,NaN,3.521245002746582,0.7344512939453125,140.6354522705078,0.001157198566943407,79.44920349121094,0.9545367956161499,1.3289920091629028,0.2658572494983673,1.0002919435501099,0.2658572494983673,40
47.5,0,0.01117468811571598,9,1320.3223876953125,0.9995567202568054,18.40999984741211,142.26705932617188,0.04399135708808899,1746541471.1110606,0.0002730000123847276,1.3752559423446655,0.004070498514920473,0.300584614276886,0.009319516830146313,1465.498348079,1000,0.2938714921474457,0.2938714921474457,-0.12548048794269562,0,60.322715759277344,2.951158285140991,8,0.2938714921474457,0.07629590108990669,0.017594631761312485,0.9995567798614502,180000.0,-0.3770991265773773,NaN,1.8948252201080322,-1.8209717273712158,140.58067321777344,-0.0009112553671002388,81.94430541992188,0.9574483036994934,0.7545279860496521,0.300584614276886,0.9995567798614502,0.300584614276886,40
34.400001525878906,0,0.011837724596261978,10,1464.37646484375,1.003535270690918,12.729999542236328,143.96734619140625,-0.11412794888019562,1746541615.2005358,0.0002699999895412475,1.361944556236267,0.004295959137380123,0.33464881777763367,0.013983181677758694,1614.263007301,1000,0.3237565755844116,0.3237565755844116,-0.06719397008419037,0,65.84503173828125,4.303584575653076,9,0.3237565755844116,-0.1581193059682846,0.0622456856071949,1.003535270690918,200000.0,-0.009509898722171783,NaN,5.091409683227539,1.352426290512085,138.92039489746094,0.00022546062245965004,78.12223815917969,0.944700300693512,1.3352488279342651,0.33464881777763367,1.003535270690918,0.33464881777763367,40
