Train/Entropy,Safety/ShieldLagrangeMultiplier/Min,Time/Epoch,Train/LR,Value/cost,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Train/PolicyStd,Misc/FinalStepNorm,Misc/AcceptanceStep,Value/Adv,Train/PolicyRatio,Safety/shield_adv_c,Train/StopIter,Safety/ShieldLagrangeMultiplier,Misc/xHx,Time/Update,Metrics/EpLen,Time/FPS,TotalEnvSteps,Time/Total,Metrics/EpRet,Train/KL,Loss/Loss_reward_critic,Loss/Loss_pi,Loss/Loss_cost_critic,Misc/Alpha,Metrics/LagrangeMultiplier/Max,_runtime,Train/PolicyRatio/Max,Safety/shield_violation,_timestamp,Metrics/EpCost,Train/PolicyRatio/Min,Time/Rollout,Value/reward,Loss/Loss_pi/Delta,Loss/Loss_reward_critic/Delta,_step,Metrics/LagrangeMultiplier/Std,Train/Epoch,Safety/EpCostShield,Misc/H_inv_g,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Std,Misc/gradient_norm,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min
1.4152255058288574,0.04500000178813934,149.60113525390625,0,-0.06254997104406357,0.0006181818898767233,9.839619636535645,0.9962983131408691,0.30910614132881165,1,1.8692016823251834e-08,0.9991257786750793,0.6621995568275452,10,0.04500000178813934,0.003409078111872077,23.203868865966797,1000,133.68882751464844,20000.0,149.60231018066406,-1.5039929151535034,0.0002675068099051714,0.00997727271169424,-0.0635390505194664,9.839619636535645,2.422121286392212,0.035999998450279236,263.117527326,0.9991258382797241,0.10323403030633926,1746562170.4282439,23.5,0.9991258382797241,126.39724731445312,0.2869330942630768,-0.0635390505194664,0.00997727271169424,1,0,0,43.25,0.1276179403066635,0.035999998450279236,0,0.04232432693243027,0.04500000178813934,0.035999998450279236
1.404340386390686,0.0766320526599884,112.24842071533203,0,0.618550181388855,4.787882062373683e-05,-3.8030452728271484,0.9855476021766663,0.2528512477874756,1,-1.831054596834747e-08,1.0000677108764648,-0.3497266471385956,10,0.0766320526599884,0.008205687627196312,23.029212951660156,1000,178.1762237548828,40000.0,261.9609069824219,-1.040940761566162,0.00039795602788217366,0.005935526918619871,-0.08767547458410263,6.036574363708496,1.5611952543258667,0.0701102614402771,379.619234396,1.0000677108764648,1.2793693542480469,1746562282.761406,16.274999618530273,1.0000677108764648,89.21918487548828,0.2503562867641449,-0.02413642406463623,-0.004041745793074369,2,0,1,17.899999618530273,0.16196005046367645,0.0701102614402771,0,0.1065402552485466,0.0766320526599884,0.0701102614402771
1.4167855978012085,0.10962220281362534,116.39930725097656,0,1.1014056205749512,0.000141051466926001,5.800240516662598,0.9979478716850281,0.2801298499107361,1,-6.103515470812226e-09,0.9998005032539368,0.957219660282135,10,0.10962220281362534,0.006510842591524124,23.326396942138672,1000,171.82232666015625,60000.0,378.4559326171875,-0.5918411016464233,0.0003571114793885499,0.006101823411881924,-0.036832600831985474,11.836814880371094,1.7526534795761108,0.10460422933101654,494.587604333,0.9998005628585815,1.4749172925949097,1746562399.2630317,21.116666793823242,0.9998005628585815,93.07288360595703,0.18605057895183563,0.05084287375211716,0.00016629649326205254,3,0,2,51.5,0.15983183681964874,0.10460422933101654,0,0.08532477170228958,0.10962220281362534,0.10460422933101654
1.4077728986740112,0.1434393972158432,114.87454223632812,0,1.7310243844985962,0.0006821607821621001,3.4141321182250977,0.9889886975288391,0.34866607189178467,1,-2.2888183792701966e-08,0.9990352988243103,0.176101416349411,10,0.1434393972158432,0.006616143509745598,22.742570877075195,1000,174.1029815673828,80000.0,493.4330139160156,-0.396634042263031,0.0002640624297782779,0.004144447855651379,-0.036726538091897964,15.250946998596191,1.7386502027511597,0.13941776752471924,612.238251186,0.9990352988243103,2.496150016784668,1746562514.2321014,25.125,0.9990352988243103,92.13195037841797,0.17531056702136993,0.00010606274008750916,-0.001957375556230545,4,0,3,54.29999923706055,0.20053836703300476,0.13941776752471924,0,0.053812336176633835,0.1434393972158432,0.13941776752471924
1.4005259275436401,0.17769476771354675,117.56954193115234,0,1.9771698713302612,0.0017177931731566787,0.7077312469482422,0.9817880988121033,0.3198232650756836,1,4.1961669694501325e-09,0.9975706934928894,0.9135430455207825,10,0.17769476771354675,0.005771239288151264,22.362661361694336,1000,170.11209106445312,100000.0,611.0848388671875,-0.22989532351493835,0.00033280428033322096,0.0056149656884372234,-0.006763836368918419,15.958678245544434,1.8615731000900269,0.17448186874389648,733.125623705,0.9975706934928894,3.108475685119629,1746562631.882161,26.59000015258789,0.9975706934928894,95.20685577392578,0.1520841121673584,0.029962701722979546,0.0014705178327858448,5,0,4,70.0999984741211,0.17180268466472626,0.17448186874389648,0,0.07372990995645523,0.17769476771354675,0.17448186874389648
1.4030189514160156,0.2102617621421814,120.8109130859375,0,2.871860980987549,0.001038386020809412,14.984618186950684,0.9842462539672852,0.34590867161750793,1,3.814697002724188e-09,0.9985315203666687,0.9063647985458374,10,0.2102617621421814,0.007479086983948946,22.701248168945312,1000,165.54795837402344,120000.0,731.9868774414062,0.3223319947719574,0.0002741438220255077,0.009360098280012608,0.12472835183143616,30.943296432495117,1.6352734565734863,0.20965182781219482,854.093088198,0.9985315203666687,5.233468532562256,1746562752.7699876,37.52000045776367,0.9985315203666687,98.10963439941406,0.13465969264507294,0.13149218820035458,0.003745132591575384,6,0,5,144.35000610351562,0.21152955293655396,0.20965182781219482,0,0.05765078216791153,0.2102617621421814,0.20965182781219482
1.4105730056762695,0.24374744296073914,120.8800048828125,0,4.589180946350098,0.0002992988156620413,-8.23991584777832,0.9918388724327087,0.3256457448005676,1,1.5258788677030566e-09,0.99957674741745,0.10994851589202881,10,0.24374744296073914,0.009112406522035599,22.70206642150879,1000,165.45333862304688,140000.0,852.93359375,0.6955008506774902,0.0002850605233106762,0.007561871316283941,0.0026465067639946938,22.703380584716797,1.4814882278442383,0.24487239122390747,975.072417587,0.99957674741745,6.707235813140869,1746562873.736857,47.060001373291016,0.99957674741745,98.17791748046875,0.13614428043365479,-0.12208184506744146,-0.0017982269637286663,7,0,6,104.3499984741211,0.2198098748922348,0.24487239122390747,0,0.08151475340127945,0.24374744296073914,0.24487239122390747
1.4140201807022095,0.27778464555740356,120.89043426513672,0,4.839552402496338,0.0005175633123144507,-6.268337249755859,0.9957451224327087,0.33047083020210266,1,-3.051757735406113e-09,1.0007319450378418,0.07223790884017944,10,0.27778464555740356,0.009110234677791595,22.840848922729492,1000,165.43907165527344,160000.0,973.92431640625,1.0388718843460083,0.0002780651266220957,0.010651832446455956,-0.06779735535383224,16.435043334960938,1.481664776802063,0.2803812026977539,1098.537717714,1.0007319450378418,8.127838134765625,1746562994.716419,50.220001220703125,1.0007319450378418,98.04953002929688,0.14439205825328827,-0.07044386211782694,0.0030899611301720142,8,0,7,94.55000305175781,0.22304022312164307,0.2803812026977539,0,0.06353797018527985,0.27778464555740356,0.2803812026977539
1.410508155822754,0.31250691413879395,123.364013671875,0,5.525989532470703,0.0003570681146811694,4.193828582763672,0.9924384951591492,0.2622506320476532,1,-3.814697002724188e-09,1.000504970550537,1.298675298690796,10,0.31250691413879395,0.020836520940065384,22.613492965698242,1000,162.121826171875,180000.0,1097.37255859375,1.5683603286743164,0.0004143499827478081,0.012287602759897709,-0.008136470802128315,20.62887191772461,0.9797207117080688,0.3161933422088623,1221.348362875,1.000504970550537,9.710891723632812,1746563118.1817276,57.439998626708984,1.000504970550537,100.75050354003906,0.18641525506973267,0.05966088455170393,0.0016357703134417534,9,0,8,131.0500030517578,0.26767897605895996,0.3161933422088623,0,0.20459698140621185,0.31250691413879395,0.3161933422088623
1.4075297117233276,0.34775882959365845,122.73054504394531,0,5.119753360748291,0.0010525473626330495,4.550228118896484,0.9895163178443909,0.31128227710723877,1,3.051757735406113e-09,1.0014885663986206,-0.2208002805709839,10,0.34775882959365845,0.016640443354845047,22.646291732788086,1000,162.9586181640625,200000.0,1220.2061767578125,2.2435712814331055,0.00030403363052755594,0.01594594679772854,-0.0020091405604034662,25.179100036621094,1.096307635307312,0.35231873393058777,1340.696709728,1.0014885663986206,9.083970069885254,1746563240.992537,66.0999984741211,1.0014885663986206,100.08422088623047,0.23128339648246765,0.006127330241724849,0.0036583440378308296,10,0,9,123.80000305175781,0.2839369773864746,0.35231873393058777,0,0.12114592641592026,0.34775882959365845,0.35231873393058777
