Metrics/LagrangeMultiplier/Std,Metrics/EpLen,Misc/gradient_norm,_step,Train/PolicyRatio/Min,Safety/EpCostShield,Time/Rollout,Train/PolicyRatio,Metrics/LagrangeMultiplier/Min,Time/FPS,Time/Total,Metrics/LagrangeMultiplier/Max,Train/KL,Safety/ShieldLagrangeMultiplier/Std,Train/LR,Misc/H_inv_g,Misc/xHx,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier,Misc/AcceptanceStep,Train/StopIter,Safety/ShieldLagrangeMultiplier/Min,Value/reward,Train/PolicyStd,Loss/Loss_reward_critic,Value/cost,_timestamp,Loss/Loss_pi,Misc/FinalStepNorm,_runtime,Time/Epoch,Value/Adv,Train/PolicyRatio/Max,Loss/Loss_pi/Delta,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Max,Train/Epoch,Misc/Alpha,Loss/Loss_cost_critic,Train/PolicyRatio/Std,TotalEnvSteps,Metrics/EpCost,Time/Update,Metrics/EpRet,Train/Entropy,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic/Delta,Safety/shield_adv_c
0,1000,0.027973495423793793,1,1.0030864477157593,47.04999923706055,94.57466125488281,1.0030864477157593,0.035999998450279236,183.28208923339844,109.12226104736328,0.035999998450279236,0.0002363703679293394,0,0,0.09510448575019836,0.0016765615437179804,0.035999998450279236,0.044999994337558746,1,10,0.044999994337558746,0.19329385459423065,1.0010865926742554,0.011647332459688187,0.03205324336886406,1746527028.8104823,-0.4734887182712555,0.32847702503204346,199.360281573,109.12140655517578,-1.5258788677030566e-09,1.0030864477157593,-0.4734887182712555,0.2105778306722641,0.044999994337558746,0,3.4538538455963135,12.382658004760742,0.002182419877499342,20000.0,26.549999237060547,14.546730995178223,-0.5108067989349365,1.4198147058486938,0.011647332459688187,12.382658004760742,0.3552914559841156
0,1000,0.034179266542196274,2,1.0012401342391968,150.85000610351562,75.06953430175781,1.0012401342391968,0.0693981796503067,223.7565155029297,198.5791778564453,0.0693981796503067,0.00030085811158642173,0,0,0.10624567419290543,0.0021385429427027702,0.0693981796503067,0.07684428989887238,1,10,0.07684428989887238,0.17077374458312988,1.001226544380188,0.006156586576253176,0.5700715780258179,1746527118.2717469,-0.3799600899219513,0.32491233944892883,292.906885065,89.38287353515625,1.602172794434864e-08,1.0012401342391968,0.0935286283493042,1.8759486675262451,0.07684428989887238,1,3.0581231117248535,32.88422393798828,0.000876879203133285,40000.0,58.625,14.313322067260742,-0.2929777204990387,1.4196144342422485,-0.005490745883435011,20.50156593322754,0.7215197086334229
0,1000,0.04122624546289444,3,1.0024083852767944,215.5500030517578,79.13813018798828,1.0024083852767944,0.10300851613283157,213.99867248535156,292.1170959472656,0.10300851613283157,0.00032791902776807547,0,0,0.10186998546123505,0.002386390697211027,0.10300851613283157,0.10942834615707397,1,10,0.10942834615707397,0.1490655094385147,1.022645354270935,0.01222290936857462,2.097167491912842,1746527211.8182225,-0.30335062742233276,0.2949100434780121,382.844466208,93.45852661132812,-1.2207030941624453e-08,1.0024083852767944,0.07660946249961853,4.763376235961914,0.10942834615707397,2,2.8949649333953857,36.1883659362793,0.0017029012087732553,60000.0,79.76667022705078,14.320382118225098,0.008721939288079739,1.4409666061401367,0.0060663227923214436,3.3041419982910156,0.20909053087234497
0,1000,0.049994003027677536,4,1.002633810043335,76.9000015258789,75.01319122314453,1.0026336908340454,0.13720634579658508,222.56687927246094,382.0669250488281,0.13720634579658508,0.0004121989768464118,0,0,0.1054857149720192,0.002537252614274621,0.13720634579658508,0.14070487022399902,1,10,0.14070487022399902,0.13779796659946442,1.0208936929702759,0.014500007033348083,2.1179492473602295,1746527301.7559605,-0.406958669424057,0.29615968465805054,475.46379304,89.86062622070312,6.103515470812226e-09,1.002633810043335,-0.10360804200172424,3.6489319801330566,0.14070487022399902,3,2.8075809478759766,15.323674201965332,0.0018623849609866738,80000.0,69.0250015258789,14.84742259979248,0.10459001362323761,1.439553141593933,0.002277097664773464,-20.864691734313965,1.2819268703460693
0,1000,0.048185184597969055,5,1.0018343925476074,154.35000610351562,78.13056182861328,1.0018343925476074,0.17178547382354736,216.16371154785156,474.6651306152344,0.17178547382354736,0.0003233071183785796,0,0,0.1222081333398819,0.0033335888292640448,0.17178547382354736,0.17308609187602997,1,10,0.17308609187602997,0.12222913652658463,1.0349879264831543,0.005738710984587669,4.2145819664001465,1746527394.3749595,-0.3312215805053711,0.29933562874794006,565.239877183,92.52246856689453,1.2397765480898215e-08,1.0018343925476074,0.07573708891868591,7.921488285064697,0.17308609187602997,4,2.449392080307007,24.29708480834961,0.001297111390158534,100000.0,71.31999969482422,14.391885757446289,0.23377679288387299,1.4532185792922974,-0.008761296048760414,8.973410606384277,-0.33688515424728394
0,1000,0.07407869398593903,6,1.0029990673065186,116.5999984741211,75.4913558959961,1.002998948097229,0.20669874548912048,222.93345642089844,564.474609375,0.20669874548912048,0.0003076002176385373,0,0,0.1503669172525406,0.004988078959286213,0.20669874548912048,0.2055824100971222,1,10,0.2055824100971222,0.13120289146900177,1.0730079412460327,0.012250951491296291,6.612285137176514,1746527484.151187,-0.4314819276332855,0.3010927140712738,658.017642516,89.7128677368164,-5.340575981449547e-09,1.0029990673065186,-0.10026034712791443,10.765056610107422,0.2055824100971222,5,2.0023865699768066,19.619203567504883,0.002120660850778222,120000.0,77.62000274658203,14.221487045288086,0.6784069538116455,1.4892314672470093,0.006512240506708622,-4.677881240844727,-0.657651960849762
0,1000,0.06464273482561111,7,1.0031074285507202,126.8499984741211,78.26113891601562,1.0031074285507202,0.24179905652999878,215.7943572998047,657.21728515625,0.24179905652999878,0.00037710354081355035,0,0,0.12008775770664215,0.0036090451758354902,0.24179905652999878,0.23837816715240479,1,10,0.23837816715240479,0.1145191639661789,1.0983635187149048,0.01176638063043356,5.947268009185791,1746527576.9289782,-0.4151364266872406,0.2826942503452301,749.257967747,92.68083190917969,-3.8146971692576415e-10,1.0031074285507202,0.016345500946044922,11.318782806396484,0.23837816715240479,6,2.3540639877319336,17.8818302154541,0.002197255613282323,140000.0,74.25,14.41967487335205,1.0498391389846802,1.5127325057983398,-0.00048457086086273193,-1.7373733520507812,-0.09070909023284912
0,1000,0.04514995217323303,8,1.0028189420700073,122.75,76.90990447998047,1.0028189420700073,0.2767108082771301,219.39700317382812,748.4752197265625,0.2767108082771301,0.0002662865736056119,0,0,0.13652421534061432,0.0034038154408335686,0.2767108082771301,0.27133625745773315,1,10,0.27133625745773315,0.14507241547107697,1.1160086393356323,0.02049597166478634,5.272479057312012,1746527668.1694427,-0.3961237370967865,0.33093371987342834,841.144709595,91.15895080566406,-7.629394338515283e-10,1.0028189420700073,0.0190126895904541,10.261722564697266,0.27133625745773315,7,2.423992872238159,17.258970260620117,0.001993265002965927,160000.0,61.560001373291016,14.249031066894531,1.3775238990783691,1.5286388397216797,0.00872959103435278,-0.6228599548339844,0.18486300110816956
0,1000,0.04447469487786293,9,1.0034453868865967,102.80000305175781,77.45133209228516,1.0034452676773071,0.3114924728870392,217.81634521484375,840.376220703125,0.3114924728870392,0.0002514848602004349,0,0,0.14308570325374603,0.00380010437220335,0.3114924728870392,0.3040396571159363,1,10,0.3040396571159363,0.18400156497955322,1.1334539651870728,0.021803151816129684,5.403158664703369,1746527760.0562155,-0.4407678544521332,0.32825616002082825,932.781920794,91.82047271728516,-9.155272984173735e-09,1.0034453868865967,-0.04464411735534668,10.586991310119629,0.3040396571159363,8,2.2941226959228516,15.551708221435547,0.0024362565018236637,180000.0,61.880001068115234,14.369121551513672,1.9323608875274658,1.5440458059310913,0.0013071801513433456,-1.7072620391845703,-0.21020403504371643
0,1000,0.07901772111654282,10,1.0026776790618896,159.0500030517578,77.15857696533203,1.0026775598526,0.3460339605808258,218.45150756835938,931.996337890625,0.3460339605808258,0.0003433487145230174,0,0,0.16388221085071564,0.006443431600928307,0.3460339605808258,0.3374491035938263,1,10,0.3374491035938263,0.18958131968975067,1.1444135904312134,0.021780094131827354,5.432796955108643,1746527851.693276,-0.3272891044616699,0.2887272834777832,1023.694106265,91.55349731445312,5.340575981449547e-09,1.0026776790618896,0.11347874999046326,10.722493171691895,0.3374491035938263,9,1.7617976665496826,16.66891860961914,0.0018934049876406789,200000.0,57.66999816894531,14.394908905029297,2.373810052871704,1.5534977912902832,-2.3057684302330017e-05,1.1172103881835938,0.26748332381248474
