Train/StopIter,Loss/Loss_cost_critic,Time/Update,Value/reward,_timestamp,Train/PolicyStd,Time/Epoch,Train/LR,Metrics/EpLen,Loss/Loss_reward_critic/Delta,Loss/Loss_reward_critic,Metrics/EpRet,Metrics/LagrangeMultiplier/Max,Time/Total,Loss/Loss_pi,Train/PolicyRatio/Min,_step,Value/Adv,Time/Rollout,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Std,Train/PolicyRatio/Max,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier,Loss/Loss_cost_critic/Delta,Value/cost,Train/KL,TotalEnvSteps,Train/PolicyRatio,Train/Epoch,Metrics/EpCost,Time/FPS,_runtime,Train/Entropy
40,4.935507774353027,50.463233947753906,-0.17868328094482422,1743312374.4779963,0.9984136819839478,281.7361755371094,0.0002969999914057553,1000,0.007300851866602898,0.007300851866602898,0.00792759656906128,0.03599999472498894,281.7373352050781,-0.005385105963796377,1.0000454187393188,1,-0.22140130400657654,231.27288818359375,0,0.03599999472498894,0.010020671412348747,1.0000454187393188,-0.005385105963796377,0.03599999472498894,4.935507774353027,-0.17911753058433533,0.0063268574886024,20000.0,1.0000454187393188,0,46.29999923706055,70.98839569091797,563.574026065,1.4173439741134644
40,5.093310356140137,50.56081771850586,-0.15069568157196045,1743312655.5987678,0.9912096858024597,281.0565490722656,0.00029399999766610563,1000,-0.0010756012052297592,0.006225250661373138,0.19989430904388428,0.07104414701461792,562.8588256835938,-0.006452945061028004,0.999508798122406,2,0.09621264040470123,230.4956817626953,0,0.07104414701461792,0.011341936886310577,0.999508798122406,-0.0010678390972316265,0.07104414701461792,0.15780258178710938,0.5682870149612427,0.009015141054987907,40000.0,0.9995087385177612,1,52.849998474121094,71.1600570678711,845.61946535,1.4101061820983887
40,4.229156494140625,50.66248321533203,-0.11975850909948349,1743312937.6441042,0.973556399345398,281.9765319824219,0.000291000003926456,1000,0.0025986582040786743,0.008823908865451813,0.8343496322631836,0.10607238113880157,844.9013671875,-0.00693303719162941,1.000963568687439,3,-0.0830182135105133,231.31402587890625,0,0.10607238113880157,0.011143662966787815,1.000963568687439,-0.0004800921306014061,0.10607238113880157,-0.8641538619995117,2.1996116638183594,0.010841661132872105,60000.0,1.0009634494781494,2,49.70000076293945,70.92788696289062,1127.193367794,1.3920363187789917
40,2.1912007331848145,50.50701141357422,-0.06298497319221497,1743313219.2186327,0.9601402282714844,281.5162353515625,0.0002880000101868063,1000,0.0021943943575024605,0.011018303222954273,1.2341413497924805,0.14085908234119415,1126.4915771484375,-0.0061828577890992165,0.9999098181724548,4,-0.27427488565444946,231.00917053222656,0,0.14085908234119415,0.009902660734951496,0.9999098181724548,0.0007501794025301933,0.14085908234119415,-2.0379557609558105,1.0227593183517456,0.010137569159269333,80000.0,0.9999098181724548,3,43.537498474121094,71.04386138916016,1410.325001123,1.3781609535217285
40,2.7135629653930664,50.66895294189453,0.004022539593279362,1743313502.349833,0.952060878276825,283.0792236328125,0.0002849999873433262,1000,0.0004750005900859833,0.011493303813040257,1.6597306728363037,0.17554157972335815,1409.6192626953125,-0.008365429006516933,0.999169111251831,5,-0.14426223933696747,232.4102020263672,0,0.17554157972335815,0.01094235572963953,0.999169111251831,-0.002182571217417717,0.17554157972335815,0.522362232208252,1.8238253593444824,0.008924965746700764,100000.0,0.9991690516471863,4,44.119998931884766,70.65160369873047,1692.965787478,1.3696746826171875
40,3.1790921688079834,50.37850570678711,0.0308708306401968,1743313784.9904537,0.9338446259498596,282.5760803222656,0.00028199999360367656,1000,-0.0009545199573040009,0.010538783855736256,2.262982130050659,0.210200697183609,1692.2481689453125,-0.010443526320159435,0.9998370409011841,6,-0.05298428237438202,232.19752502441406,0,0.210200697183609,0.01097583957016468,0.9998370409011841,-0.002078097313642502,0.210200697183609,0.465529203414917,1.7599947452545166,0.008770640939474106,120000.0,0.9998370409011841,5,45.029998779296875,70.77740478515625,1975.422751783,1.3503248691558838
40,3.355475664138794,50.695430755615234,0.08693777769804001,1743314067.4477034,0.9222677946090698,282.3994445800781,0.0002789999998640269,1000,0.004389161244034767,0.014927945099771023,2.983806848526001,0.24498215317726135,1974.7137451171875,-0.010179678909480572,0.9988263249397278,7,-0.10111582279205322,231.70396423339844,0,0.24498215317726135,0.010823294520378113,0.9988263249397278,0.0002638474106788635,0.24498215317726135,0.17638349533081055,2.4046318531036377,0.009814823977649212,140000.0,0.9988263249397278,6,48.65999984741211,70.82167053222656,2257.764138952,1.3377766609191895
40,2.791574239730835,50.9056282043457,0.13802023231983185,1743314349.7879074,0.9016072154045105,282.2882995605469,0.00027600000612437725,1000,-1.8555670976638794e-05,0.014909389428794384,3.548079252243042,0.27993878722190857,2257.058349609375,-0.009271643124520779,1.0004220008850098,8,0.40200933814048767,231.38262939453125,0,0.27993878722190857,0.010666930116713047,1.0004220008850098,0.0009080357849597931,0.27993878722190857,-0.563901424407959,2.6172561645507812,0.00897231139242649,160000.0,1.0004220008850098,7,51.31999969482422,70.84955596923828,2539.918121804,1.3151865005493164
40,3.312922716140747,50.30782699584961,0.2718607485294342,1743314631.9431672,0.8919942378997803,282.0953063964844,0.0002730000123847276,1000,0.0034091128036379814,0.018318502232432365,4.100902557373047,0.315250039100647,2539.208251953125,-0.011097664944827557,1.000823974609375,9,0.01494528353214264,231.78741455078125,0,0.315250039100647,0.010544772259891033,1.000823974609375,-0.001826021820306778,0.315250039100647,0.5213484764099121,4.00632905960083,0.007970985025167465,180000.0,1.000823974609375,8,60.279998779296875,70.89802551269531,2826.656285619,1.3044739961624146
40,3.713460683822632,58.51972961425781,0.33501678705215454,1743314918.6809716,0.8809016942977905,286.65240478515625,0.0002699999895412475,1000,0.0014191698282957077,0.019737672060728073,4.7015204429626465,0.35098403692245483,2825.919921875,-0.016044707968831062,0.9989396333694458,10,-0.07068830728530884,228.1326446533203,0,0.35098403692245483,0.011172004975378513,0.9989396333694458,-0.004947043024003506,0.35098403692245483,0.40053796768188477,4.1277852058410645,0.009221585467457771,200000.0,0.9989396333694458,9,69.47000122070312,69.77091217041016,3104.102680144,1.2920057773590088
