Time/Total,Train/StopIter,Train/PolicyRatio,Metrics/LagrangeMultiplier/Max,Misc/xHx,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Max,Train/KL,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Metrics/EpCost,Train/Epoch,Loss/Loss_pi,Time/Epoch,Value/reward,Metrics/LagrangeMultiplier,Misc/Alpha,_step,Train/LR,Time/Rollout,Train/PolicyRatio/Min,Loss/Loss_reward_critic,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,_timestamp,TotalEnvSteps,Safety/ShieldLagrangeMultiplier/Min,_runtime,Misc/H_inv_g,Train/PolicyStd,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi/Delta,Misc/gradient_norm,Time/FPS,Value/Adv,Value/cost,Metrics/EpRet,Misc/AcceptanceStep,Train/PolicyRatio/Max,Time/Update,Safety/EpCostShield,Misc/FinalStepNorm,Loss/Loss_reward_critic/Delta,Train/Entropy,Safety/shield_adv_c,Metrics/EpLen,Metrics/LagrangeMultiplier/Min
177.96763610839844,10,1.0009998083114624,0.03599999472498894,0.0005345867830328643,0.010295453481376171,0.044999994337558746,0.0002086204185616225,8.75225830078125,0,18.299999237060547,0,-0.29591938853263855,177.9663543701172,0.13575290143489838,0.03599999472498894,6.116483688354492,1,0,149.4279022216797,1.0009998083114624,0.010615215636789799,0.0007068869890645146,0.044999994337558746,8.75225830078125,1746549003.161769,20000.0,0.044999994337558746,306.892986616,0.05941867455840111,0.9842423796653748,0,-0.29591938853263855,0.01495707593858242,112.38079071044922,-2.5177001816700795e-08,-0.056034862995147705,-1.258002519607544,1,1.0009998083114624,28.538433074951172,46.400001525878906,0.3634333610534668,0.010615215636789799,1.40293550491333,-0.06024613976478577,1000,0.03599999472498894
305.5624694824219,10,0.9998278021812439,0.07104484736919403,0.002406580140814185,0.8093047142028809,0.08004198968410492,0.0004406983789522201,-0.07687568664550781,0,20.825000762939453,1,-0.2887438237667084,127.45175170898438,0.08951816707849503,0.07104484736919403,2.882796049118042,2,0,98.76239776611328,0.9998278021812439,0.006183061748743057,0.00012177629832876846,0.08004198968410492,8.675382614135742,1746549130.7331967,40000.0,0.08004198968410492,452.807312045,0.08760567009449005,0.9777906537055969,0,0.007175564765930176,0.0753888487815857,156.92213439941406,7.629394005448376e-09,0.27588266134262085,-1.050199270248413,1,0.9998278021812439,28.68931007385254,49.70000076293945,0.25254929065704346,-0.0044321538880467415,1.3963581323623657,0.5731698274612427,1000,0.07104484736919403
451.48187255859375,10,0.9995443820953369,0.10542798042297363,0.0049299332313239574,3.7822375297546387,0.11216594278812408,0.0003791953204199672,13.996337890625,0,34.61666488647461,2,-0.1828187257051468,145.7996368408203,0.08223631232976913,0.10542798042297363,2.014160394668579,3,0,115.7402114868164,0.9995443820953369,0.004330701660364866,0.00032217049738392234,0.11216594278812408,22.671720504760742,1746549276.6476853,60000.0,0.11216594278812408,596.247148619,0.13772331178188324,0.9952147603034973,0,0.10592509806156158,0.09979762881994247,137.174560546875,1.5258788677030566e-09,1.405540943145752,-0.6176822781562805,1,0.9995443820953369,30.05936622619629,135.60000610351562,0.2773968279361725,-0.001852360088378191,1.4139901399612427,0.9305809140205383,1000,0.10542798042297363
594.9213256835938,10,1.00092613697052,0.139132559299469,0.0044935038313269615,8.960947036743164,0.14428821206092834,0.00029419155907817185,7.906492233276367,0,52.5625,3,-0.1596270650625229,143.32481384277344,0.1459130495786667,0.139132559299469,2.109706163406372,4,0,116.86509704589844,1.0009262561798096,0.0074645960703492165,0.0006549058016389608,0.14428821206092834,30.57821273803711,1746549420.0874634,80000.0,0.14428821206092834,745.748442289,0.1608520895242691,1.0148674249649048,0,0.0231916606426239,0.06451815366744995,139.54318237304688,2.2888182460434336e-09,3.9882235527038574,-0.10368096828460693,1,1.0009262561798096,26.45968246459961,199.14999389648438,0.3393506407737732,0.00313389440998435,1.4336328506469727,0.5738981366157532,1000,0.139132559299469
744.4381103515625,10,0.999355137348175,0.17322909832000732,0.0034713756758719683,10.24413013458252,0.1774347424507141,0.00022480420011561364,-10.261602401733398,0,57.619998931884766,4,-0.15402942895889282,149.403076171875,0.11627518385648727,0.17322909832000732,2.4002890586853027,5,0,123.28217315673828,0.9993551969528198,0.009910809807479382,0.0004559445951599628,0.1774347424507141,20.31661033630371,1746549569.5887792,100000.0,0.1774347424507141,890.778351131,0.15027926862239838,1.0320295095443726,0,0.005597636103630066,0.0434517003595829,133.86605834960938,1.5258788677030566e-09,4.055171012878418,0.11883474141359329,1,0.9993551969528198,26.120861053466797,196.10000610351562,0.3607136607170105,0.002446213737130165,1.450415015220642,0.5272371172904968,1000,0.17322909832000732
889.4760131835938,10,1.0013089179992676,0.20777389407157898,0.0041949027217924595,9.164593696594238,0.21072489023208618,0.0003253979957662523,-2.254415512084961,0,63.380001068115234,5,-0.21443046629428864,144.94216918945312,0.13587650656700134,0.20777389407157898,2.183501720428467,6,0,115.54579162597656,1.0013089179992676,0.00887606106698513,0.0009255447657778859,0.21072489023208618,18.06219482421875,1746549714.6197498,120000.0,0.21072489023208618,1041.713539122,0.14315082132816315,1.0476726293563843,0,-0.06040103733539581,0.08648864179849625,137.98606872558594,-9.53674250681047e-10,3.430760145187378,0.6777651906013489,1,1.0013089179992676,29.39635467529297,125.8499984741211,0.31257006525993347,-0.0010347487404942513,1.465458869934082,1.6360546350479126,1000,0.20777389407157898
1040.4102783203125,10,1.0013518333435059,0.24276107549667358,0.004754711873829365,12.346809387207031,0.2441638559103012,0.0003000836877617985,-2.250429153442383,0,65.94999694824219,6,-0.28660136461257935,150.86068725585938,0.16194933652877808,0.24276107549667358,2.0509376525878906,7,0,121.8379135131836,1.0013518333435059,0.02298940159380436,0.0009558905148878694,0.2441638559103012,15.811765670776367,1746549865.5542445,140000.0,0.2441638559103012,1181.0882602,0.1583424210548401,1.061010718345642,0,-0.07217089831829071,0.0690535381436348,132.5726318359375,-1.0299681996173149e-08,5.651318073272705,1.6123788356781006,1,1.0013518333435059,29.022754669189453,127.75,0.32475045323371887,0.014113340526819229,1.4781293869018555,0.47983449697494507,1000,0.24276107549667358
1179.7821044921875,10,1.0006824731826782,0.2780492603778839,0.004229426849633455,9.775053024291992,0.27729901671409607,0.00028269446920603514,-3.8755455017089844,0,59.7599983215332,7,-0.2588736116886139,139.28457641601562,0.1820961982011795,0.2780492603778839,2.1745717525482178,8,0,111.65755462646484,1.0006825923919678,0.02304421178996563,0.00048255332512781024,0.27729901671409607,11.936220169067383,1746550004.9287739,160000.0,0.27729901671409607,1329.342736034,0.1479700356721878,1.0872950553894043,0,0.027727752923965454,0.04665404558181763,143.59092712402344,-1.831054596834747e-08,3.8612921237945557,2.3397164344787598,1,1.0006825923919678,27.626976013183594,105.25,0.3217714726924896,5.481019616127014e-05,1.502321720123291,-0.8254116773605347,1000,0.2780492603778839
1328.0313720703125,10,1.0002468824386597,0.3130563497543335,0.006154277827590704,10.060815811157227,0.31057608127593994,0.0003172674623783678,1.5337190628051758,0,44.20000076293945,8,-0.23047403991222382,148.15769958496094,0.24236249923706055,0.3130563497543335,1.802711009979248,9,0,117.67591857910156,1.0002468824386597,0.032927315682172775,0.00017454415501561016,0.31057608127593994,13.469939231872559,1746550153.1833267,180000.0,0.31057608127593994,1477.297023528,0.17287026345729828,1.0911692380905151,0,0.028399571776390076,0.10771960020065308,134.99130249023438,6.866454960174906e-09,4.069155693054199,3.0017244815826416,1,1.0002468824386597,30.48175811767578,124.0999984741211,0.3116351366043091,0.009883103892207146,1.505895972251892,0.00850677490234375,1000,0.3130563497543335
1475.9813232421875,10,1.0001267194747925,0.34771016240119934,0.007558256387710571,12.353211402893066,0.3442995250225067,0.00029770430410280824,3.5301733016967773,0,41.31999969482422,9,-0.2213246077299118,147.8545379638672,0.36256158351898193,0.34771016240119934,1.626686692237854,10,0,119.25305938720703,1.0001267194747925,0.03272601217031479,8.957611134974286e-05,0.3442995250225067,17.000112533569336,1746550301.1372666,200000.0,0.3442995250225067,1629.251902353,0.1966037154197693,1.0978716611862183,0,0.009149432182312012,0.1063179075717926,135.26808166503906,-1.9836425835251248e-08,4.536890029907227,4.17353630065918,1,1.0001267194747925,28.601430892944336,146.4499969482422,0.3198126554489136,-0.00020130351185798645,1.5118087530136108,0.30758875608444214,1000,0.34771016240119934
