Train/PolicyRatio/Max,Loss/Loss_pi/Delta,Loss/Loss_pi,Safety/shield_violation,Loss/Loss_reward_critic,Misc/H_inv_g,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Value/cost,Train/Epoch,Metrics/LagrangeMultiplier/Min,Train/PolicyStd,Misc/FinalStepNorm,Misc/gradient_norm,Misc/Alpha,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Time/FPS,_step,Train/StopIter,Metrics/EpRet,Time/Update,Safety/ShieldLagrangeMultiplier/Std,Value/reward,Metrics/EpCost,Value/Adv,_timestamp,Time/Total,Loss/Loss_reward_critic/Delta,Train/LR,Time/Rollout,Metrics/LagrangeMultiplier,TotalEnvSteps,Metrics/EpLen,Safety/shield_adv_c,Train/PolicyRatio,Metrics/LagrangeMultiplier/Std,Time/Epoch,_runtime,Metrics/LagrangeMultiplier/Max,Train/Entropy,Train/PolicyRatio/Std,Misc/xHx,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Min,Misc/AcceptanceStep,Train/KL
1.0021209716796875,-0.1302947849035263,-0.1302947849035263,-0.10827543586492538,0.01137604657560587,0.08535748720169067,24.149999618530273,0.044999994337558746,0.044999994337558746,-0.1513005793094635,0,0.03599999472498894,1.0077857971191406,0.13525967299938202,0.13020271062850952,1.5846258401870728,7.0079345703125,7.0079345703125,127.2794418334961,1,10,-2.520110607147217,25.510568618774414,0,0.06042381748557091,10.399999618530273,1.4495848965623281e-08,1746496578.0443816,157.13584899902344,0.01137604657560587,0,131.6239776611328,0.03599999472498894,20000.0,1000,-0.005201748572289944,1.0021209716796875,0,157.1345672607422,266.739629916,0.03599999472498894,1.4266115427017212,0.0014997534453868866,0.00796481966972351,1.0021209716796875,0.044999994337558746,1,0.00048250911640934646
1.0010170936584473,-0.32628022134304047,-0.4565750062465668,0.9997289180755615,0.0028304471634328365,0.11923134326934814,15.199999809265137,0.0787234753370285,0.0787234753370285,0.36433297395706177,1,0.07054334878921509,1.0200861692428589,0.2410283386707306,0.09379463642835617,2.0215182304382324,4.5602264404296875,-2.4477081298828125,185.18441772460938,2,10,-1.5845897197723389,23.459226608276367,0,0.029312940314412117,8.199999809265137,2.7465819840699623e-08,1746496686.3267179,265.23016357421875,-0.008545599412173033,0,84.54119873046875,0.07054334878921509,40000.0,1000,-0.24318623542785645,1.0010170936584473,0,108.00045013427734,380.679036925,0.07054334878921509,1.4387073516845703,0.0007191937766037881,0.00489411037415266,1.0010170936584473,0.0787234753370285,1,0.00036907882895320654
1.001570701599121,0.07388424873352051,-0.38269075751304626,1.311622142791748,0.006920166313648224,0.09709317237138748,45.349998474121094,0.11152662336826324,0.11152662336826324,0.408795028924942,2,0.10482596606016159,1.0466238260269165,0.2902590334415436,0.0514858104288578,2.9894895553588867,11.67912483215332,7.118898391723633,175.70068359375,3,10,-1.1147007942199707,24.31324577331543,0,0.031212996691465378,15.816666603088379,-5.340575981449547e-09,1746496800.265926,379.3473205566406,0.004089719150215387,0,89.51667785644531,0.10482596606016159,60000.0,1000,1.3187453746795654,1.001570701599121,0,113.82994842529297,512.454906858,0.10482596606016159,1.4643243551254272,0.0011106537422165275,0.0022378654684871435,1.001570701599121,0.11152662336826324,1,0.00030200948822312057
1.0025357007980347,0.042434632778167725,-0.34025612473487854,2.73736310005188,0.008226823061704636,0.09819964319467545,142.9499969482422,0.139998659491539,0.139998659491539,0.9201624989509583,3,0.1371164470911026,1.0576995611190796,0.354189395904541,0.02934509888291359,3.606829881668091,41.412540435791016,29.733415603637695,151.89251708984375,4,10,-0.564495861530304,24.003273010253906,0,0.029851660132408142,32.087501525878906,-1.5258788677030566e-09,1746496932.0422683,511.12841796875,0.0013066567480564117,0,107.66873168945312,0.1371164470911026,80000.0,1000,1.6072206497192383,1.0025357007980347,0,131.67205810546875,637.830695463,0.1371164470911026,1.4750114679336548,0.0017929831519722939,0.0015373610658571124,1.0025357007980347,0.139998659491539,1,0.00030082277953624725
1.0030330419540405,-0.05539458990097046,-0.395650714635849,5.140084266662598,0.010208779014647007,0.08581733703613281,93.1500015258789,0.1704872101545334,0.1704872101545334,3.1480703353881836,4,0.17024514079093933,1.0564080476760864,0.2963288128376007,0.03658862039446831,3.4530181884765625,19.239091873168945,-22.17344856262207,159.64915466308594,5,10,-0.006963005289435387,22.82927894592285,0,0.04028591886162758,33.040000915527344,-1.7166136956348055e-08,1746497057.417937,636.5005493164062,0.0019819559529423714,0,102.44539642333984,0.17024514079093933,100000.0,1000,-0.6394945383071899,1.0030330419540405,0,125.27470397949219,766.525783996,0.17024514079093933,1.4733928442001343,0.002144712721928954,0.0016773729585111141,1.0030330419540405,0.1704872101545334,1,0.00040010741213336587
1.0020666122436523,0.05571174621582031,-0.3399389684200287,6.504722595214844,0.013306397944688797,0.10838297009468079,111.55000305175781,0.20245473086833954,0.20245473086833954,2.6786584854125977,5,0.20380446314811707,1.0991231203079224,0.2759319543838501,0.0521717295050621,2.5458974838256836,27.52195167541504,8.282859802246094,155.534423828125,6,10,0.9076541066169739,22.051883697509766,0,0.06217557191848755,43.439998626708984,-1.3732909920349812e-08,1746497186.1129138,765.1903686523438,0.00309761893004179,0,106.53699493408203,0.20380446314811707,120000.0,1000,1.159621238708496,1.0020666122436523,0,128.58889770507812,888.115365995,0.20380446314811707,1.5124651193618774,0.0014613716630265117,0.003085650969296694,1.0020666122436523,0.20245473086833954,1,0.00034288555616512895
1.0017064809799194,-0.09493637084960938,-0.43487533926963806,5.081700325012207,0.01482991874217987,0.1010807603597641,50.0,0.23371188342571259,0.23371188342571259,2.49086856842041,6,0.2379888892173767,1.1350371837615967,0.32364344596862793,0.03963342308998108,3.2018303871154785,13.610213279724121,-13.911738395690918,164.6444091796875,7,10,1.7547426223754883,23.84501075744629,0,0.09004520624876022,46.060001373291016,1.0681151962899094e-08,1746497307.7024229,886.77783203125,0.0015235207974910736,0,97.62887573242188,0.2379888892173767,140000.0,1000,0.5825883150100708,1.0017064809799194,0,121.47391510009766,1017.388188957,0.2379888892173767,1.544589638710022,0.0012066924246028066,0.0019508826080709696,1.0017064809799194,0.23371188342571259,1,0.0003263098478782922
1.0018479824066162,0.16191476583480835,-0.2729605734348297,6.227160930633545,0.014863473363220692,0.10691307485103607,136.85000610351562,0.2662748396396637,0.2662748396396637,2.732968807220459,7,0.27267640829086304,1.1360985040664673,0.3212175965309143,0.06669535487890244,3.004474401473999,25.069665908813477,11.459452629089355,154.82598876953125,8,10,2.554577350616455,22.515451431274414,0,0.1539219170808792,54.4900016784668,-1.602172794434864e-08,1746497436.9760191,1016.069091796875,3.3554621040821075e-05,0,106.66179656982422,0.27267640829086304,160000.0,1000,0.2518821656703949,1.0018478631973267,0,129.17727661132812,1144.104431432,0.27267640829086304,1.5455623865127563,0.0013067208928987384,0.0022155982442200184,1.0018479824066162,0.2662748396396637,1,0.0003193081065546721
1.0029075145721436,-0.12218445539474487,-0.3951450288295746,5.596497535705566,0.016636524349451065,0.10747423768043518,69.44999694824219,0.29865431785583496,0.29865431785583496,2.490352153778076,8,0.3078160583972931,1.1226097345352173,0.30815389752388,0.07023069262504578,2.867234945297241,16.7972412109375,-8.272424697875977,157.9182891845703,9,10,3.227964162826538,25.691604614257812,0,0.21691201627254486,45.540000915527344,1.0299681996173149e-08,1746497563.692415,1142.7987060546875,0.0017730509862303734,0,100.95614624023438,0.3078160583972931,180000.0,1000,-0.5095698833465576,1.002907395362854,0,126.64777374267578,1263.904447877,0.3078160583972931,1.5331711769104004,0.0020559232216328382,0.002432773122563958,1.0029075145721436,0.29865431785583496,1,0.0003318382950965315
1.0024538040161133,-0.026539325714111328,-0.4216843545436859,5.677048683166504,0.0186231080442667,0.11631440371274948,49.900001525878906,0.33019116520881653,0.33019116520881653,2.9304842948913574,9,0.3432328701019287,1.1288018226623535,0.29929739236831665,0.10427320003509521,2.5731756687164307,10.871098518371582,-5.926142692565918,167.0482940673828,10,10,3.5768749713897705,25.31026840209961,0,0.24343466758728027,43.060001373291016,-1.0681151962899094e-08,1746497683.4922824,1262.589599609375,0.0019865836948156357,0,94.41556549072266,0.3432328701019287,200000.0,1000,0.5379939675331116,1.0024538040161133,0,119.72586059570312,1392.649339292,0.3432328701019287,1.5382132530212402,0.0017350452253594995,0.0030205752700567245,1.0024538040161133,0.33019116520881653,1,0.0003686005074996501
