Time/Rollout,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_cost_critic/Delta,Value/Adv,Value/cost,Loss/Loss_pi,Train/PolicyRatio/Max,_timestamp,Train/Entropy,_runtime,Train/LR,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier,Train/PolicyStd,Time/FPS,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Std,Time/Epoch,Loss/Loss_reward_critic,Loss/Loss_pi/Delta,Loss/Loss_cost_critic,Metrics/EpRet,Train/StopIter,Metrics/LagrangeMultiplier/Min,Metrics/EpLen,Time/Update,TotalEnvSteps,Time/Total,Metrics/EpCost,Metrics/LagrangeMultiplier,_step,Train/PolicyRatio,Train/KL,Train/Epoch,Value/reward,Train/PolicyRatio/Min,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,Safety/EpCostShield,Loss/Loss_reward_critic/Delta
134.9915008544922,0.03599999472498894,0.04500000178813934,0.09794692695140839,0.3111758828163147,-0.18911506235599518,-0.47812721133232117,1.0044912099838257,1746517810.177905,1.389870047569275,487.090830167,0.0002969999914057553,NaN,0.04500000178813934,0.9713839888572693,76.42329406738281,0.0111213568598032,0,261.7003173828125,0.013649597764015198,-0.47812721133232117,0.09794692695140839,-3.329169750213623,40,0.03599999472498894,1000,126.70875549316406,20000.0,261.7015686035156,0.30000001192092896,0.03599999472498894,1,1.0044912099838257,0.010621645487844944,0,0.01922370307147503,1.0044912099838257,0.03248393163084984,0.04500000178813934,0,1.100000023841858,0.013649597764015198
97.38825988769531,0.0686262845993042,0.07259125262498856,0.5831010490655899,-0.0995824858546257,-0.1388797163963318,-0.4820616543292999,1.0066783428192139,1746518034.2435825,1.3429231643676758,715.587424415,0.00029399999766610563,NaN,0.07259125262498856,0.927117645740509,89.2872314453125,0.01374469418078661,0,223.99620056152344,0.005330223124474287,-0.00393444299697876,0.6810479760169983,-2.3768856525421143,40,0.0686262845993042,1000,126.60786437988281,40000.0,485.7630615234375,0.15000000596046448,0.0686262845993042,2,1.0066783428192139,0.013936040922999382,1,-0.024274636059999466,1.0066783428192139,0.06706903129816055,0.07259125262498856,0,16.0,-0.00831937463954091
102.93462371826172,0.09194432199001312,0.09974376112222672,8.763067662715912,-0.47801947593688965,-0.11078967154026031,-0.4058127999305725,1.0073275566101074,1746518262.7401888,1.317713737487793,944.296461543,0.000291000003926456,NaN,0.09974376112222672,0.9043487906455994,87.55488586425781,0.011714009568095207,0,228.4281463623047,0.0073542408645153046,0.07624885439872742,9.44411563873291,-2.186054229736328,40,0.09194432199001312,1000,125.49347686767578,60000.0,714.2603149414062,8.649999618530273,0.09194432199001312,3,1.0073274374008179,0.012840952724218369,2,-0.04325001314282417,1.0073275566101074,0.5244399905204773,0.09974376112222672,0,59.25,0.0020240177400410175
101.21688842773438,0.11952276527881622,0.12797977030277252,-6.9305315017700195,-0.05732347071170807,0.16925431787967682,-0.3454976975917816,1.0075761079788208,1746518491.4492173,1.2731136083602905,1177.060289725,0.0002880000101868063,NaN,0.12797977030277252,0.8649085760116577,87.47905731201172,0.012671010568737984,0,228.6261444091797,0.01078843604773283,0.060315102338790894,2.5135841369628906,-1.9076274633407593,40,0.11952276527881622,1000,127.4092025756836,80000.0,942.954833984375,6.775000095367432,0.11952276527881622,4,1.0075761079788208,0.015361941419541836,3,-0.04917936027050018,1.0075761079788208,1.1768618822097778,0.12797977030277252,0,24.75,0.0034341951832175255
106.42555236816406,0.14962701499462128,0.15670262277126312,-0.13872146606445312,-0.032958462834358215,0.03494788706302643,-0.4518994390964508,1.0088766813278198,1746518724.213045,1.2351016998291016,1408.980670344,0.0002849999873433262,NaN,0.15670262277126312,0.8328663110733032,85.9584732055664,0.012537612579762936,0,232.6704864501953,0.008316903375089169,-0.10640174150466919,2.3748626708984375,-1.7333731651306152,40,0.14962701499462128,1000,126.24488067626953,100000.0,1175.7080078125,8.25,0.14962701499462128,5,1.0088765621185303,0.012392019852995872,4,-0.049444086849689484,1.0088766813278198,1.6445564031600952,0.15670262277126312,0,22.350000381469727,-0.0024715326726436615
105.34233093261719,0.18136075139045715,0.18433071672916412,0.21013903617858887,0.08633071929216385,0.9754869341850281,-0.3548167943954468,1.0095387697219849,1746518956.1328106,1.2178174257278442,1640.994987962,0.00028199999360367656,NaN,0.18433071672916412,0.8185001015663147,86.26958465576172,0.012011134997010231,0,231.8314208984375,0.005935619585216045,0.09708264470100403,2.5850017070770264,-1.093949556350708,40,0.18136075139045715,1000,126.48900604248047,120000.0,1407.6328125,9.460000038146973,0.18136075139045715,6,1.0095387697219849,0.012534037232398987,5,-0.04604564234614372,1.0095387697219849,1.8715349435806274,0.18433071672916412,0,12.699999809265137,-0.002381283789873123
106.06763458251953,0.21425652503967285,0.21414221823215485,0.012709856033325195,0.13283832371234894,0.661142885684967,-0.31840425729751587,1.0100977420806885,1746519188.1473346,1.1905263662338257,1870.47014295,0.0002789999998640269,NaN,0.21414221823215485,0.796542227268219,86.23680114746094,0.012409033253788948,0,231.91954040527344,0.004344447515904903,0.03641253709793091,2.5977115631103516,-0.7223806977272034,40,0.21425652503967285,1000,125.85186767578125,140000.0,1639.65283203125,10.680000305175781,0.21425652503967285,7,1.0100977420806885,0.012442218139767647,6,-0.008005798794329166,1.0100977420806885,1.7340781688690186,0.21414221823215485,0,42.650001525878906,-0.001591172069311142
103.03532409667969,0.24726006388664246,0.24526050686836243,-0.23051190376281738,0.29356759786605835,0.6241199970245361,-0.34342682361602783,1.011705994606018,1746519417.6225772,1.1614532470703125,2097.000241698,0.00027600000612437725,NaN,0.24526050686836243,0.7738124132156372,87.1874771118164,0.012715918011963367,0,229.39073181152344,0.005073252599686384,-0.025022566318511963,2.367199659347534,-0.3082280457019806,40,0.24726006388664246,1000,126.35533905029297,160000.0,1869.1348876953125,6.610000133514404,0.24726006388664246,8,1.011705994606018,0.013440304435789585,7,0.005891310516744852,1.011705994606018,1.990883231163025,0.24526050686836243,0,37.849998474121094,0.0007288050837814808
98.90294647216797,0.28093063831329346,0.2769394516944885,0.7134835720062256,0.0770123228430748,0.7515938878059387,-0.3865070641040802,1.0156000852584839,1746519644.153013,1.1294465065002441,2326.746091373,0.0002730000123847276,NaN,0.2769394516944885,0.7496629953384399,88.32200622558594,0.014059127308428288,0,226.4441375732422,0.006165650207549334,-0.04308024048805237,3.0806832313537598,-0.025088496506214142,40,0.28093063831329346,1000,127.54114532470703,180000.0,2095.661865234375,8.949999809265137,0.28093063831329346,9,1.0156000852584839,0.01511064451187849,8,-0.007988464087247849,1.0156000852584839,2.2252819538116455,0.2769394516944885,0,31.149999618530273,0.0010923976078629494
102.20357513427734,0.31539276242256165,0.3094266951084137,6.253159046173096,0.0341915562748909,1.158049464225769,-0.33063799142837524,1.0133813619613647,1746519873.8984997,1.092572569847107,2553.182036533,0.0002699999895412475,NaN,0.3094266951084137,0.7225789427757263,87.08234405517578,0.014224547892808914,0,229.6676788330078,0.008206266909837723,0.055869072675704956,9.333842277526855,0.26676347851753235,40,0.31539276242256165,1000,127.46406555175781,200000.0,2325.408935546875,14.300000190734863,0.31539276242256165,10,1.0133813619613647,0.016123445704579353,9,0.007418521214276552,1.0133813619613647,3.371490716934204,0.3094266951084137,0,82.69999694824219,0.002040616702288389
