Time/Total,Misc/Nu_star,Loss/Loss_cost_critic/Delta,Misc/FinalStepNorm,_step,Time/FPS,Metrics/EpCost,Time/Rollout,Misc/s,Metrics/EpRet,Misc/Alpha,Train/Entropy,Loss/Loss_pi/Delta,Loss/Loss_reward_critic/Delta,Time/Update,Metrics/EpLen,Misc/AcceptanceStep,Loss/Loss_pi,Loss/Loss_reward_critic,Misc/xHx,Train/KL,Train/PolicyRatio/Max,_runtime,Time/Epoch,Train/PolicyStd,Misc/Lambda_star,Train/PolicyRatio/Min,Misc/A,TotalEnvSteps,Train/PolicyRatio/Std,Train/LR,Misc/q,Misc/r,Value/Adv,Train/StopIter,Misc/H_inv_g,Misc/gradient_norm,Loss/Loss_cost_critic,Misc/cost_gradient_norm,Value/reward,Train/Epoch,Value/cost,_timestamp,Train/PolicyRatio,Misc/B,Misc/OptimCase
114.25243377685547,1.1355464458465576,3.2431745529174805,0.3194025158882141,1,175.0529022216797,33.650001525878906,93.07122039794922,0.015510288998484612,-0.516190767288208,2.6898536682128906,1.4212778806686401,-0.005435307044535875,0.005458778236061335,21.1799373626709,1000,1,-0.005435307044535875,0.005458778236061335,0.002764210570603609,0.00015600248298142105,0.9998635053634644,228.54063333,114.25118255615234,1.0023664236068726,0,0.9998635053634644,0.00270163849927485,20000.0,9.65443832683377e-05,0,0.002764210570603609,-0.0009851446375250816,-8.01086397217432e-09,10,0.13590456545352936,0.036838047206401825,3.2431745529174805,0.08580033481121063,0.12503696978092194,0,0.22163042426109314,1743306042.8697689,0.9998634457588196,-73004.5390625,0
226.92398071289062,1.325199007987976,-0.7771966457366943,0.34591513872146606,2,177.7004852294922,22.899999618530273,91.9149169921875,0.011388523504137993,-0.2918970584869385,1.8615227937698364,1.4086438417434692,0.0017251488752663136,-0.002067095600068569,20.633989334106445,1000,1,-0.0037101581692695618,0.0033916826359927654,0.00577155128121376,0.00013637480151373893,1.0003540515899658,341.167843451,112.54893493652344,0.9900191426277161,0,1.0003540515899658,0.00576265761628747,40000.0,0.0002502960851415992,0,0.00577155128121376,0.0003182505024597049,2.2888182460434336e-09,10,0.19543112814426422,0.054019127041101456,2.465977907180786,0.07935178279876709,0.0950518399477005,1,0.9135064482688904,1743306155.5403862,1.0003539323806763,-46047.171875,0
339.56890869140625,1.7098625898361206,-1.1925384998321533,0.32445982098579407,3,177.7371368408203,20.08333396911621,92.10659790039062,0.006840801332145929,-0.24827735126018524,1.336238980293274,1.3900880813598633,0.0032307663932442665,-0.00037438003346323967,20.419084548950195,1000,1,-0.00047939177602529526,0.0030173026025295258,0.011201117187738419,0.0001341270690318197,0.9995535612106323,453.86885022,112.52571868896484,0.9717079997062683,0,0.9995535612106323,0.010802716948091984,60000.0,0.0003157361061312258,0,0.011201117187738419,0.0016508735716342926,3.356933575560106e-08,10,0.22875243425369263,0.12676358222961426,1.2734394073486328,0.09310140460729599,0.06982152909040451,2,0.5000426769256592,1743306268.167592,0.9995535016059875,-58960.87109375,0
452.241943359375,0.6822105646133423,3.927847385406494,0.2946043014526367,4,177.6614227294922,33.724998474121094,91.96776580810547,0.042972732335329056,-0.28457003831863403,0.8267686367034912,1.3625794649124146,-0.009122710675001144,-0.0009322515688836575,20.605884552001953,1000,1,-0.00960210245102644,0.0020850510336458683,0.02925916202366352,0.00017410027794539928,0.9988713264465332,566.970402327,112.57367706298828,0.9453217387199402,0,0.9988713264465332,0.028598515316843987,80000.0,0.0007980926893651485,0,0.02925916202366352,-0.0053282082080841064,1.4495848965623281e-08,10,0.2641230821609497,0.3265098035335541,5.201286792755127,0.23858746886253357,0.057664453983306885,3,0.9755863547325134,1743306380.868603,0.9988713264465332,-26467.3515625,0
565.3563842773438,1.093159556388855,-2.655644178390503,0.35048842430114746,5,177.01614379882812,33.02000045776367,91.9857406616211,0.01673642173409462,-0.36965084075927734,0.9410889744758606,1.3651208877563477,0.006956376601010561,0.0007792767137289047,20.998279571533203,1000,1,-0.0026457258500158787,0.002864327747374773,0.022582314908504486,9.674894681666046e-05,1.0007319450378418,679.23982851,112.98405456542969,0.9477512240409851,0,1.0007319450378418,0.021933764219284058,100000.0,0.0005175633123144507,0,0.022582314908504486,0.0032946066930890083,1.1444091896350983e-08,10,0.25675103068351746,0.28650617599487305,2.545642614364624,0.1249309852719307,0.046311795711517334,4,1.3086363077163696,1743306493.970116,1.0007319450378418,-65146.515625,0
677.6331176757812,1.2303646802902222,-0.661932110786438,0.36931702494621277,6,178.31578063964844,31.56999969482422,91.67874908447266,0.013211797922849655,-0.3827280104160309,0.7533970475196838,1.3650182485580444,0.003002852317877114,-0.000233054393902421,20.481801986694336,1000,1,0.00035712646786123514,0.002631273353472352,0.035235628485679626,0.00011297926539555192,1.0000680685043335,792.200129681,112.16057586669922,0.9476249814033508,0,1.0000680685043335,0.034296005964279175,120000.0,4.804755371878855e-05,0,0.035235628485679626,0.0035233632661402225,1.9836425835251248e-08,10,0.2605183720588684,0.3888789117336273,1.883710503578186,0.08423720300197601,0.026312027126550674,5,1.7674787044525146,1743306606.239503,1.0000680685043335,-75437.40625,0
790.5865478515625,1.3400334119796753,-0.7858898639678955,0.33042386174201965,7,177.23458862304688,30.700000762939453,92.09700012207031,0.011137772351503372,-0.7064257860183716,0.6676220297813416,1.3542603254318237,-0.00320686271879822,0.00045877275988459587,20.747745513916016,1000,1,-0.002849736250936985,0.003090046113356948,0.04487128555774689,0.00014469123561866581,0.9990493655204773,904.947220396,112.84479522705078,0.9374879002571106,0,0.9990493655204773,0.04486382007598877,140000.0,0.0006722141406498849,0,0.04487128555774689,0.00028838322032243013,-4.577636758540393e-08,10,0.2682570517063141,0.44013121724128723,1.0978206396102905,0.09899597615003586,0.00659584254026413,6,1.9588426351547241,1743306719.1997342,0.9990493655204773,-84620.953125,0
903.3380126953125,1.5280135869979858,-0.1516321301460266,0.3406704366207123,8,177.56837463378906,31.65999984741211,92.05123901367188,0.008565939962863922,-0.9521211385726929,0.7347444295883179,1.355754017829895,-0.0008157803677022457,0.0003560902550816536,20.58138656616211,1000,1,-0.0036655166186392307,0.0034461363684386015,0.037047360092401505,0.00011094264482380822,0.9993119239807129,1017.881900549,112.6326675415039,0.9388220906257629,0,0.9993119239807129,0.03704705834388733,160000.0,0.00048651514225639403,0,0.037047360092401505,-5.098473047837615e-05,-1.0681151962899094e-08,10,0.22984878718852997,0.4274164140224457,0.9461885094642639,0.11521229892969131,-0.024643786251544952,7,1.3590121269226074,1743306831.9467614,0.9993119239807129,-117016.25,0
1016.2601928710938,1.6427615880966187,-0.09629124402999878,0.2942189574241638,9,177.2896270751953,18.1200008392334,92.19166564941406,0.00741105992347002,-1.1712157726287842,0.6344377398490906,1.3479704856872559,-0.009730607736855745,0.000803682254627347,20.618066787719727,1000,1,-0.013396124355494976,0.0042498186230659485,0.049688033759593964,0.00020358923939056695,0.9994499087333679,1131.000117339,112.80976104736328,0.9315276145935059,0,0.9994499087333679,0.043365802615880966,180000.0,0.0003889592189807445,0,0.049688033759593964,-0.006845033727586269,6.103515470812226e-09,10,0.22883573174476624,0.4886339604854584,0.8498972654342651,0.10795402526855469,-0.0650961697101593,8,1.1592748165130615,1743306944.881647,0.9994499087333679,-44303.2265625,0
1129.377197265625,1.1844197511672974,0.5303854942321777,0.33897557854652405,10,177.00311279296875,16.8799991607666,92.00233459472656,0.014256677590310574,-1.3211369514465332,1.4707385301589966,1.3465505838394165,0.010440903948619962,0.0009333654306828976,20.990001678466797,1000,1,-0.0029552204068750143,0.005183184053748846,0.0092460997402668,0.00011272302799625322,0.9995891451835632,1243.845460956,112.99236297607422,0.9303954243659973,0,0.9995891451835632,0.0091446777805686,200000.0,0.0002905041619669646,0,0.0092460997402668,0.0012024734169244766,3.051757735406113e-09,10,0.18475885689258575,0.17048610746860504,1.3802827596664429,0.11897697299718857,-0.04210786148905754,9,1.1032427549362183,1743307057.9999485,0.9995891451835632,-19985.994140625,0
