Train/PolicyRatio/Min,Metrics/LagrangeMultiplier,_runtime,Value/reward,_timestamp,Time/FPS,Metrics/LagrangeMultiplier/Max,_step,Metrics/LagrangeMultiplier/Min,Time/Epoch,Train/StopIter,Value/cost,Time/Rollout,TotalEnvSteps,Train/PolicyRatio,Loss/Loss_reward_critic/Delta,Time/Update,Metrics/LagrangeMultiplier/Std,Train/KL,Loss/Loss_pi,Safety/EpCostShield,Metrics/EpCost,Value/Adv,Safety/ShieldLagrangeMultiplier,Train/PolicyRatio/Max,Loss/Loss_cost_critic/Delta,Train/Epoch,Loss/Loss_pi/Delta,Metrics/EpRet,Train/PolicyStd,Safety/ShieldLagrangeMultiplier/Min,Time/Total,Train/PolicyRatio/Std,Metrics/EpLen,Loss/Loss_cost_critic,Safety/shield_adv_c,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Std,Train/LR,Train/Entropy,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_reward_critic
1.0019218921661377,0.03599999472498894,558.454331183,0.23578745126724243,1746510190.492734,61.143890380859375,0.03599999472498894,1,0.03599999472498894,327.0972900390625,40,0.08607174456119537,166.49176025390625,20000.0,1.0019218921661377,0.03511129319667816,160.60540771484375,0,0.007561513222754002,-0.3190498352050781,223.5749969482422,195.4499969482422,-0.20250792801380157,0.044999994337558746,1.0019218921661377,70.92423248291016,0,-0.3190498352050781,-0.8876709938049316,0.994342029094696,0.044999994337558746,327.0986328125,0.01029404066503048,500,70.92423248291016,NaN,-0.03361925110220909,0,0.0002969999914057553,1.4132192134857178,0.044999994337558746,0.03511129319667816
1.002451777458191,0.07072712481021881,783.459253715,0.19998039305210114,1746510420.652186,86.93672180175781,0.07072712481021881,2,0.07072712481021881,230.05238342285156,29,4.756557941436768,113.57262420654297,40000.0,1.002451777458191,-0.008582687005400658,116.47969818115234,0,0.021776586771011353,-0.3347615599632263,154.375,165.35000610351562,0.12838605046272278,0.07909894734621048,1.002451777458191,-31.717262268066406,1,-0.015711724758148193,-0.14525297284126282,0.9595322012901306,0.07909894734621048,557.2473754882812,0.014250355772674084,500,39.20697021484375,NaN,5.7665886878967285,0,0.00029399999766610563,1.377087950706482,0.07909894734621048,0.026528606191277504
1.0003336668014526,0.10516378283500671,1066.137910619,0.30553138256073,1746510645.6577668,88.92115783691406,0.10516378283500671,3,0.10516378283500671,224.9183349609375,26,7.809681415557861,118.7305679321289,60000.0,1.0003336668014526,-0.0029236450791358948,106.18766021728516,0,0.020343875512480736,-0.3069933354854584,150.1999969482422,148.25,-0.14679718017578125,0.11298701167106628,1.0003336668014526,6.710380554199219,2,0.027768224477767944,1.8210104703903198,0.9191571474075317,0.11298701167106628,782.2767333984375,0.014471560716629028,500,45.91735076904297,NaN,9.113421440124512,0,0.000291000003926456,1.3326600790023804,0.11298701167106628,0.02360496111214161
0.9996107816696167,0.13946732878684998,1350.685836757,0.44767361879348755,1746510928.3359852,70.77386474609375,0.13946732878684998,4,0.13946732878684998,282.5902099609375,40,16.091455459594727,121.48995208740234,80000.0,0.9996107816696167,0.003536667674779892,161.1001739501953,0,0.009338773787021637,-0.2116832137107849,221.8249969482422,146.25999450683594,-0.08333395421504974,0.14739784598350525,0.9996107816696167,34.50013732910156,3,0.09531012177467346,4.103960037231445,0.9018246531486511,0.14739784598350525,1064.9434814453125,0.011373132467269897,500,80.41748809814453,NaN,18.859708786010742,0,0.0002880000101868063,1.312246322631836,0.14739784598350525,0.0271416287869215
1.0000253915786743,0.1741650402545929,1635.283940767,0.6443257331848145,1746511212.8843448,70.3116683959961,0.1741650402545929,5,0.1741650402545929,284.44781494140625,40,24.628379821777344,122.19371032714844,100000.0,1.0000253915786743,0.016750676557421684,162.25401306152344,0,0.007407791912555695,-0.11792055517435074,283.8999938964844,202.11000061035156,0.01579057052731514,0.1821279227733612,1.0000253915786743,33.227210998535156,4,0.09376265853643417,6.390891075134277,0.8928912878036499,0.1821279227733612,1349.488525390625,0.01044268999248743,500,113.64469909667969,NaN,27.519031524658203,0,0.0002849999873433262,1.301811933517456,0.1821279227733612,0.043892305344343185
1.0008316040039062,0.20916233956813812,1923.214232891,0.8957603573799133,1746511497.4826035,70.29354858398438,0.20916233956813812,6,0.20916233956813812,284.5211486816406,40,33.825782775878906,122.01145935058594,120000.0,1.0008316040039062,0.016253959387540817,162.50958251953125,0,0.007275118958204985,-0.04408393055200577,336.0249938964844,265.17999267578125,0.032561928033828735,0.21711798012256622,1.0008316040039062,10.381874084472656,5,0.07383662462234497,8.771753311157227,0.8908101916313171,0.21711798012256622,1634.1014404296875,0.011049758642911911,500,124.02657318115234,NaN,36.2543830871582,0,0.00028199999360367656,1.29884934425354,0.21711798012256622,0.060146264731884
1.0002665519714355,0.24447429180145264,2203.624498517,1.2557638883590698,1746511785.4127076,69.4823989868164,0.24447429180145264,7,0.24447429180145264,287.84271240234375,40,36.02470779418945,123.68382263183594,140000.0,1.0002665519714355,0.013297408819198608,164.15879821777344,0,0.006913534365594387,-0.09557310491800308,319.67498779296875,292.1600036621094,-0.14117425680160522,0.2524334490299225,1.0002665519714355,19.556861877441406,6,-0.051489174365997314,10.940677642822266,0.8825346231460571,0.2524334490299225,1922.019287109375,0.011568805202841759,500,143.58343505859375,NaN,39.01345443725586,0,0.0002789999998640269,1.2891671657562256,0.2524334490299225,0.07344367355108261
1.0013760328292847,0.28011205792427063,2482.332519255,1.5545310974121094,1746512065.8228285,71.34984588623047,0.28011205792427063,8,0.28011205792427063,280.3089599609375,40,39.49998092651367,122.35651397705078,160000.0,1.0013760328292847,0.011531971395015717,157.95236206054688,0,0.007094267290085554,-0.1184174194931984,323.92498779296875,302.0799865722656,0.17336080968379974,0.2880226969718933,1.0013760328292847,-4.875396728515625,7,-0.022844314575195312,13.5142822265625,0.8747889995574951,0.2880226969718933,2202.42041015625,0.011104864068329334,500,138.70803833007812,NaN,43.32136154174805,0,0.00027600000612437725,1.2810345888137817,0.2880226969718933,0.08497564494609833
1.001417636871338,0.31603485345840454,2761.940910522,1.8586477041244507,1746512344.5310786,71.78436279296875,0.31603485345840454,9,0.31603485345840454,278.6122131347656,40,42.7901611328125,119.60078430175781,180000.0,1.0014175176620483,0.005527772009372711,159.01132202148438,0,0.008136425167322159,-0.10081328451633453,348.3500061035156,301.30999755859375,0.20914007723331451,0.3238958716392517,1.001417636871338,3.946258544921875,8,0.01760413497686386,15.478886604309082,0.8679983615875244,0.3238958716392517,2481.13720703125,0.011263487860560417,500,142.654296875,NaN,48.28407287597656,0,0.0002730000123847276,1.2742531299591064,0.3238958716392517,0.09050341695547104
1.0011353492736816,0.35213902592658997,3040.202021299,2.2896628379821777,1746512624.1392508,71.55882263183594,0.35213902592658997,10,0.35213902592658997,279.4903564453125,40,40.192054748535156,118.64242553710938,200000.0,1.0011353492736816,0.026547037065029144,160.8477783203125,0,0.008811227045953274,-0.2773497998714447,291.0249938964844,287.69000244140625,-0.010610759258270264,0.3597480058670044,1.0011353492736816,-1.2579345703125,9,-0.17653651535511017,17.38897132873535,0.8505011796951294,0.3597480058670044,2760.72119140625,0.010994858108460903,500,141.3963623046875,NaN,45.86030960083008,0,0.0002699999895412475,1.2546290159225464,0.3597480058670044,0.11705045402050018
