_step,Value/Adv,_timestamp,Misc/Alpha,Metrics/EpRet,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier,Train/LR,Time/Rollout,Value/reward,Safety/EpCostShield,Loss/Loss_cost_critic/Delta,Train/Epoch,Train/PolicyRatio,Misc/FinalStepNorm,Misc/xHx,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_pi/Delta,Value/cost,Safety/shield_adv_c,Train/KL,Misc/gradient_norm,Loss/Loss_pi,Time/Epoch,Misc/AcceptanceStep,Train/PolicyRatio/Std,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Train/Entropy,Metrics/EpLen,TotalEnvSteps,Safety/shield_violation,Time/FPS,Metrics/LagrangeMultiplier/Min,Loss/Loss_cost_critic,Metrics/EpCost,Misc/H_inv_g,_runtime,Train/StopIter,Time/Update,Train/PolicyStd,Time/Total,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Std
19,-3.814697002724188e-09,1746535382.987712,2.5587568283081055,7.33363151550293,0.5721368193626404,0.5620964765548706,0,96.73582458496094,1.168259620666504,2.5,-3.9187440872192383,18,1.004622459411621,0.2969156801700592,0.0030547138303518295,1.004622459411621,0.5620964765548706,0.5721368193626404,0.5620964765548706,-0.08629795908927917,0.2995834946632385,0.03212421387434006,0.0003087056102231145,0.08526448905467987,-0.4129079282283783,118.69192504882812,1,0.003268628614023328,0.07701829820871353,-0.01955173909664154,0,1.5016204118728638,500,380000.0,1.0943729877471924,168.5034637451172,0.5721368193626404,2.3592915534973145,6.650000095367432,0.11603903770446777,2507.835467178,10,21.95608139038086,1.0906600952148438,2386.9052734375,1.004622459411621,0
20,1.0681151962899094e-08,1746535502.861371,2.1537795066833496,6.45443868637085,0.5890301465988159,0.5780118703842163,0,96.92372131347656,1.2093771696090698,3.825000047683716,-0.2969181537628174,19,1.0043936967849731,0.2606756091117859,0.004311481490731239,1.0043938159942627,0.5780118703842163,0.5890301465988159,0.5780118703842163,0.0744071900844574,0.3111426830291748,0.31419241428375244,0.0003409717173781246,0.1412775218486786,-0.3385007381439209,119.7702865600586,1,0.0031068408861756325,0.06797857582569122,-0.009039722383022308,0,1.50879967212677,500,400000.0,1.0428317785263062,166.986328125,0.5890301465988159,2.062373399734497,2.7899999618530273,0.12103170901536942,2627.375185992,10,22.846542358398438,1.0989153385162354,2506.78857421875,1.0043938159942627,0
21,4.577636492086867e-09,1746535622.4008148,2.355306386947632,6.487927436828613,0.6048585176467896,0.5934036374092102,0,97.44413757324219,1.2655787467956543,11.975000381469727,1.3601658344268799,20,1.0042877197265625,0.2954564094543457,0.0036052376963198185,1.0042877197265625,0.5934036374092102,0.6048585176467896,0.5934036374092102,0.006786614656448364,0.3365055024623871,-0.16365888714790344,0.00030030793277546763,0.1023326963186264,-0.33171412348747253,119.44806671142578,1,0.003031819360330701,0.07728610187768936,0.009307526051998138,0,1.5215907096862793,500,420000.0,1.3720128536224365,167.43678283691406,0.6048585176467896,3.422539234161377,4.03000020980835,0.12544287741184235,2746.674471087,10,22.003908157348633,1.1146448850631714,2626.324462890625,1.0042877197265625,0
22,-1.5258788677030566e-09,1746535741.6999683,2.4648027420043945,7.867731094360352,0.6196025013923645,0.6078879237174988,0,96.16737365722656,1.3443509340286255,6.099999904632568,-0.5940566062927246,21,1.0050410032272339,0.2970345914363861,0.0032920341473072767,1.0050410032272339,0.6078879237174988,0.6196025013923645,0.6078879237174988,-0.05701044201850891,0.2954763174057007,-0.3204127252101898,0.00033007629099301994,0.08517573773860931,-0.38872456550598145,119.19501495361328,1,0.0035644995514303446,0.10162534564733505,0.02433924376964569,0,1.5186119079589844,500,440000.0,1.3428725004196167,167.79225158691406,0.6196025013923645,2.8284826278686523,2.9200000762939453,0.12051049619913101,2864.892486754,10,23.027606964111328,1.112402081489563,2745.623779296875,1.0050410032272339,0
23,1.1444091230217168e-09,1746535859.9181066,2.2482030391693115,8.181469917297363,0.6333804726600647,0.621246337890625,0,95.93275451660156,1.2151281833648682,2.1500000953674316,-1.433811902999878,22,1.0051933526992798,0.2924961745738983,0.003956925123929977,1.0051934719085693,0.621246337890625,0.6333804726600647,0.621246337890625,0.04416680335998535,0.16143757104873657,-0.1865948736667633,0.00033537199487909675,0.14100868999958038,-0.3445577621459961,118.12738800048828,1,0.00367233925499022,0.07316523790359497,-0.028460107743740082,0,1.5159730911254883,500,460000.0,0.6711891889572144,169.30874633789062,0.6333804726600647,1.3946707248687744,3.0299999713897705,0.13010220229625702,2983.094618492,10,22.194612503051758,1.1099637746810913,2863.855224609375,1.0051934719085693,0
24,8.392333938900265e-09,1746535978.1206467,2.1951444149017334,7.422429084777832,0.6459416151046753,0.6334123015403748,0,95.38009643554688,1.372527837753296,0.0,-0.5471104383468628,23,1.003159523010254,0.25028473138809204,0.004150522407144308,1.003159523010254,0.6334123015403748,0.6459416151046753,0.6334123015403748,0.06980863213539124,0.10778925567865372,-0.25426775217056274,0.00034004944609478116,0.09292185306549072,-0.27474913001060486,118.12911224365234,1,0.0022341201547533274,0.07656627893447876,0.003401041030883789,0,1.5500726699829102,500,480000.0,0.71222984790802,169.3062744140625,0.6459416151046753,0.8475602865219116,0.10999999940395355,0.11401742696762085,3101.999438283,10,22.748992919921875,1.1504067182540894,2982.0703125,1.003159523010254,0
25,-4.577636492086867e-09,1746536097.0254319,2.552661418914795,7.9409379959106445,0.6574122905731201,0.6448743343353271,0,96.89814758300781,1.3839421272277832,4.699999809265137,0.353651762008667,24,1.0040321350097656,0.27750250697135925,0.003069319762289524,1.0040321350097656,0.6448743343353271,0.6574122905731201,0.6448743343353271,-0.04367947578430176,0.13748842477798462,-0.09313832223415375,0.00031439383747056127,0.10484117269515991,-0.3184286057949066,118.84098815917969,1,0.0028511499986052513,0.07556183636188507,-0.001004442572593689,0,1.5752925872802734,500,500000.0,0.5759871006011963,168.29209899902344,0.6574122905731201,1.2012120485305786,0.23999999463558197,0.10871104151010513,3223.025682856,10,21.942827224731445,1.18136465549469,3100.976806640625,1.0040321350097656,0
26,-1.3732909920349812e-08,1746536218.0516155,2.3829712867736816,8.208629608154297,0.6679655313491821,0.6560109257698059,0,97.90487670898438,1.3270431756973267,8.524999618530273,0.596254825592041,25,1.0030773878097534,0.2917255163192749,0.0035220147110521793,1.0030773878097534,0.6560109257698059,0.6679655313491821,0.6560109257698059,0.056741297245025635,0.13214848935604095,0.18500399589538574,0.00032215018291026354,0.05751429870724678,-0.261687308549881,120.9315414428711,1,0.0021760135423392057,0.08614911884069443,0.010587282478809357,0,1.5935121774673462,500,520000.0,0.9093732237815857,165.38282775878906,0.6679655313491821,1.7974668741226196,0.8500000238418579,0.12242090702056885,3341.292649962,10,23.02664566040039,1.204906940460205,3221.971923828125,1.0030773878097534,0
27,-4.577636492086867e-09,1746536336.3178086,2.6402416229248047,8.236151695251465,0.6777893900871277,0.6665570139884949,0,96.22711181640625,1.3918410539627075,4.824999809265137,-0.00037109851837158203,26,1.0047658681869507,0.2871096730232239,0.002869070041924715,1.0047658681869507,0.6665570139884949,0.6777893900871277,0.6665570139884949,-0.11482453346252441,0.14768317341804504,0.3295897841453552,0.0003316093352623284,0.08808719366788864,-0.3765118420124054,118.17364501953125,1,0.0033700058702379465,0.0836944505572319,-0.0024546682834625244,0,1.5893884897232056,500,540000.0,0.930004894733429,169.2424774169922,0.6777893900871277,1.797095775604248,1.7000000476837158,0.10874371975660324,3462.887991613,10,21.946514129638672,1.2010693550109863,3340.240966796875,1.0047658681869507,0
28,-3.8146971692576415e-10,1746536457.91394,2.2558300495147705,8.334900856018066,0.6871387362480164,0.6771019697189331,0,98.12867736816406,1.4381537437438965,11.25,2.167908191680908,27,1.0035167932510376,0.3018641471862793,0.003930213395506144,1.0035169124603271,0.6771019697189331,0.6871387362480164,0.6771019697189331,0.07648980617523193,0.2169833481311798,-0.1035071611404419,0.00027871286147274077,0.06623883545398712,-0.30002203583717346,121.51353454589844,1,0.0024867202155292034,0.09884262830018997,0.015148177742958069,0,1.581972599029541,500,560000.0,1.1172443628311157,164.59071350097656,0.6871387362480164,3.9650039672851562,3.2100000381469727,0.13381512463092804,3581.34075427,10,23.384838104248047,1.1938221454620361,3461.86279296875,1.0035169124603271,0
29,-3.051757735406113e-09,1746536576.366397,2.6118850708007812,7.688459396362305,0.6960244178771973,0.6869775056838989,0,96.31886291503906,1.262436866760254,3.1500000953674316,-2.208796262741089,28,1.0053001642227173,0.27834856510162354,0.0029317056760191917,1.0053002834320068,0.6869775056838989,0.6960244178771973,0.6869775056838989,-0.05882745981216431,0.11171697080135345,-0.012750353664159775,0.0003626426332630217,0.06482825428247452,-0.35884949564933777,118.38404846191406,1,0.0037478103768080473,0.062067896127700806,-0.036774732172489166,0,1.5722370147705078,500,580000.0,0.5781353116035461,168.94168090820312,0.6960244178771973,1.7562077045440674,2.9200000762939453,0.10656997561454773,3703.002549785,10,22.06516456604004,1.1836774349212646,3580.313232421875,1.0053002834320068,0
30,-6.866454960174906e-09,1746536698.0284297,1.9872987270355225,7.676231861114502,0.704569399356842,0.6974680423736572,0,98.84844207763672,1.5040525197982788,17.649999618530273,4.22063946723938,29,1.0014055967330933,0.2897050976753235,0.005064106546342373,1.0014055967330933,0.6974680423736572,0.704569399356842,0.6974680423736572,0.1971689611673355,0.3459460139274597,0.17998969554901123,0.0003235804324503988,0.08788792788982391,-0.16168053448200226,121.59215545654297,1,0.000993878929875791,0.09988638758659363,0.03781849145889282,0,1.5819998979568481,500,600000.0,1.1869364976882935,164.4842987060547,0.704569399356842,5.976847171783447,3.5299999713897705,0.1457783430814743,3823.494150243,10,22.74369239807129,1.1966911554336548,3701.981201171875,1.0014055967330933,0
31,4.577636492086867e-09,1746536818.520019,2.133063554763794,8.489829063415527,0.7130646109580994,0.7084124088287354,0,97.72840881347656,1.63754141330719,16.225000381469727,1.4698848724365234,30,1.002264380455017,0.27797695994377136,0.00439563300460577,1.002264380455017,0.7084124088287354,0.7130646109580994,0.7084124088287354,-0.10901094973087311,0.3666493594646454,0.5991897583007812,0.00034531630808487535,0.08533179759979248,-0.27069148421287537,120.4229507446289,1,0.0016011868137866259,0.12042509764432907,0.020538710057735443,0,1.59304678440094,500,620000.0,1.5181978940963745,166.081298828125,0.7130646109580994,7.446732044219971,5.53000020980835,0.13031817972660065,3943.987424469,10,22.69451904296875,1.2101448774337769,3822.466552734375,1.002264380455017,0
32,2.479553229406406e-09,1746536939.0133648,2.411634683609009,9.148202896118164,0.7217357158660889,0.7192654609680176,0,97.45035552978516,1.5242345333099365,10.149999618530273,-2.810004234313965,31,1.0039576292037964,0.2848565876483917,0.003438789863139391,1.0039576292037964,0.7192654609680176,0.7217357158660889,0.7192654609680176,-0.058067142963409424,0.3795624077320099,0.03045869991183281,0.00031605770345777273,0.0816236063838005,-0.3287586271762848,120.42548370361328,1,0.0027984383050352335,0.09307861328125,-0.02734648436307907,0,1.5995908975601196,500,640000.0,0.868294358253479,166.0778045654297,0.7217357158660889,4.636727809906006,7.190000057220459,0.11811763048171997,4062.553510047,10,22.975109100341797,1.2191804647445679,3942.9638671875,1.0039576292037964,0
33,2.2888182460434336e-09,1746537057.579229,1.9099714756011963,9.34927749633789,0.7304624915122986,0.7297677397727966,0,96.19924926757812,1.6851328611373901,6.974999904632568,-0.21633052825927734,32,1.0041207075119019,0.26975563168525696,0.00548245944082737,1.0041207075119019,0.7297677397727966,0.7304624915122986,0.7297677397727966,0.0031359493732452393,0.4246801733970642,0.05916004255414009,0.0003303150297142565,0.0967516303062439,-0.32562267780303955,118.49781799316406,1,0.002913752105087042,0.11274687945842743,0.01966826617717743,0,1.6126008033752441,500,660000.0,0.6247931122779846,168.77947998046875,0.7304624915122986,4.4203972816467285,6.309999942779541,0.14123544096946716,4182.917966102,10,22.298547744750977,1.2366970777511597,4061.526611328125,1.0041207075119019,0
34,-5.340575981449547e-09,1746537177.943938,2.1237881183624268,8.529306411743164,0.7388670444488525,0.7398903965950012,0,97.52167510986328,1.6349122524261475,6.224999904632568,-1.985196828842163,33,1.0027939081192017,0.281152606010437,0.0044341119937598705,1.0027940273284912,0.7398903965950012,0.7388670444488525,0.7398903965950012,0.049716681241989136,0.36656370759010315,-0.16838794946670532,0.0003027640632353723,0.12976588308811188,-0.2759059965610504,120.29364776611328,1,0.0019755633547902107,0.0842856913805008,-0.028461188077926636,0,1.6420087814331055,500,680000.0,0.6962986588478088,166.25982666015625,0.7388670444488525,2.4352004528045654,3.4200000762939453,0.1323826014995575,4301.384049731,10,22.77195167541504,1.2767289876937866,4181.89453125,1.0027940273284912,0
35,4.1961669694501325e-09,1746537296.4099648,2.0839247703552246,8.248167991638184,0.7468993663787842,0.7496370077133179,0,96.04376983642578,1.6617242097854614,5.824999809265137,-0.46283185482025146,34,1.002863883972168,0.29985061287879944,0.004605374298989773,1.002863883972168,0.7496370077133179,0.7468993663787842,0.7496370077133179,-0.06864655017852783,0.49500033259391785,0.43175628781318665,0.00031780367135070264,0.12126164138317108,-0.34455254673957825,118.3825454711914,1,0.002025015652179718,0.07469853013753891,-0.009587161242961884,0,1.6498230695724487,500,700000.0,0.8443148732185364,168.94383239746094,0.7468993663787842,1.972368597984314,2.799999952316284,0.1438874453306198,4421.683308155,10,22.338756561279297,1.2905662059783936,4300.341796875,1.002863883972168,0
