Metrics/LagrangeMultiplier/Min,Train/KL,Misc/gradient_norm,Misc/Alpha,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi,TotalEnvSteps,Loss/Loss_cost_critic,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,_runtime,Safety/EpCostShield,Time/Update,Value/Adv,Safety/shield_violation,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Std,Time/FPS,Time/Epoch,Time/Rollout,Train/PolicyStd,Metrics/EpRet,Loss/Loss_cost_critic/Delta,Train/Epoch,Train/Entropy,Train/StopIter,Value/cost,Misc/AcceptanceStep,_timestamp,Value/reward,Safety/shield_adv_c,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpLen,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Misc/FinalStepNorm,Train/LR,Misc/H_inv_g,Misc/xHx,_step,Metrics/EpCost,Train/PolicyRatio,Time/Total
0.03599999472498894,0.0003386596217751503,0.02850867435336113,3.6113007068634033,0.044999994337558746,-0.20796412229537964,20000.0,85.64228057861328,0.0014794105663895607,0,0.044999994337558746,213.568917625,236.10000610351562,15.787550926208496,3.051757735406113e-09,-0.14049774408340454,-0.20796412229537964,0.03599999472498894,1.0020922422409058,0,169.05174255371094,118.30697631835938,102.51940155029297,1.0033212900161743,-0.3384520709514618,85.64228057861328,0,1.4222370386123657,10,-0.1733354926109314,1,1746532682.7848516,0.14203600585460663,6.767295837402344,1.0020922422409058,0.016331512480974197,0.044999994337558746,500,0.03599999472498894,0.016331512480974197,0.2941165864467621,0,0.08144339174032211,0.00153355672955513,1,202.9499969482422,1.0020922422409058,118.30767822265625
0.07104361057281494,0.0003567294916138053,0.05815902352333069,2.6579079627990723,0.08004604279994965,-0.2080395221710205,40000.0,66.4929428100586,0.0012693506432697177,0,0.08004604279994965,308.79284973,266.95001220703125,15.11513614654541,1.1444091230217168e-09,9.012029647827148,-7.539987564086914e-05,0.07104361057281494,1.0017951726913452,0,211.86871337890625,94.39807891845703,79.28292846679688,1.034826636314392,-0.08972989767789841,-19.149337768554688,1,1.4528142213821411,10,7.658511161804199,1,1746532777.2678983,0.12339089065790176,6.873396873474121,1.0017951726913452,0.0139016630128026,0.08004604279994965,500,0.07104361057281494,-0.0024298494681715965,0.24866662919521332,0,0.09355727583169937,0.002831056946888566,2,218.6125030517578,1.0017951726913452,212.79434204101562
0.1061452329158783,0.0004298160783946514,0.07422538846731186,2.579474925994873,0.11513973772525787,-0.176793172955513,60000.0,97.03585052490234,0.00010025330993812531,0,0.11513973772525787,403.469130341,269.25,15.493391990661621,1.2969969986897922e-08,16.582847595214844,0.031246349215507507,0.1061452329158783,1.0001418590545654,0,210.18621826171875,95.15371704101562,79.66030883789062,1.0626884698867798,0.38945236802101135,30.54290771484375,2,1.4790596961975098,10,14.711968421936035,1,1746532872.4918613,0.11608956009149551,6.040785789489746,1.0001418590545654,0.016643330454826355,0.11513973772525787,500,0.1061452329158783,0.002741667442023754,0.2187221497297287,0,0.08479328453540802,0.0030058405827730894,3,228.58999633789062,1.0001417398452759,308.01495361328125
0.14120839536190033,0.00033934233943000436,0.05386003851890564,3.0288829803466797,0.15000805258750916,-0.20776772499084473,80000.0,98.93252563476562,0.002090090187266469,0,0.15000805258750916,497.100204274,229.72500610351562,15.371980667114258,-5.340575981449547e-09,19.440250396728516,-0.030974552035331726,0.14120839536190033,1.0029557943344116,0,211.39064025878906,94.611572265625,79.23957061767578,1.095080018043518,1.4104743003845215,1.8966751098632812,3,1.50864839553833,10,16.676122665405273,1,1746532967.168105,0.2237904816865921,3.213326930999756,1.0029557943344116,0.025429172441363335,0.15000805258750916,500,0.14120839536190033,0.00878584198653698,0.271332710981369,0,0.08958177268505096,0.0021800328977406025,4,215.6199951171875,1.0029557943344116,402.69683837890625
0.17597109079360962,0.00036887722671963274,0.06791850924491882,2.5174787044525146,0.183929443359375,-0.30473485589027405,100000.0,105.09120178222656,0.0014374884776771069,0,0.183929443359375,589.454026408,162.52499389648438,15.321687698364258,1.1444091896350983e-08,18.561561584472656,-0.09696713089942932,0.17597109079360962,1.002032995223999,0,213.75753784179688,93.56394958496094,78.24224853515625,1.115588665008545,2.3265035152435303,6.1586761474609375,4,1.5272703170776367,10,15.750727653503418,1,1746533060.7991874,0.24713720381259918,3.7850542068481445,1.002032995223999,0.0265154168009758,0.183929443359375,500,0.17597109079360962,0.001086244359612465,0.28661373257637024,0,0.11384951323270798,0.003155709244310856,5,185.6199951171875,1.0020328760147095,496.32916259765625
0.20954717695713043,0.0003215525939594954,0.06485339254140854,2.4544219970703125,0.21648189425468445,-0.37992921471595764,120000.0,92.0828628540039,0.0010366439819335938,0,0.21648189425468445,681.384760031,119.4749984741211,15.810423851013184,-2.2888183792701966e-08,17.1049861907959,-0.0751943588256836,0.20954717695713043,1.001466155052185,0,216.7147979736328,92.28719329833984,76.47675323486328,1.1270420551300049,2.4759395122528076,-13.008338928222656,5,1.5365968942642212,10,14.302031517028809,1,1746533153.1530428,0.28265878558158875,1.4150512218475342,1.001466155052185,0.03690969944000244,0.21648189425468445,500,0.20954717695713043,0.010394282639026642,0.30082112550735474,0,0.12256291508674622,0.0033199398312717676,6,121.41999816894531,1.001466155052185,588.6796875
0.24137672781944275,0.0003193879092577845,0.04401509091258049,2.4231841564178467,0.24729767441749573,-0.40938079357147217,140000.0,88.30265808105469,0.0015599391190335155,0,0.24729767441749573,774.446343959,84.07499694824219,16.01814842224121,1.678466787780053e-08,13.737334251403809,-0.029451578855514526,0.24137672781944275,1.0022062063217163,0,217.76409912109375,91.84249877929688,75.82433319091797,1.1264678239822388,3.0958986282348633,-3.7802047729492188,6,1.5364042520523071,10,10.683485984802246,1,1746533245.0836809,0.4237290918827057,0.8453724980354309,1.0022062063217163,0.0567903108894825,0.24729767441749573,500,0.24137672781944275,0.019880611449480057,0.31369277834892273,0,0.12945477664470673,0.003406088100746274,7,80.68000030517578,1.0022062063217163,680.5888061523438
0.27171090245246887,0.00041681324364617467,0.12645065784454346,1.481587529182434,0.27742138504981995,-0.3952976167201996,160000.0,107.12179565429688,0.0016525498358532786,0,0.27742138504981995,863.66377696,113.32499694824219,15.344932556152344,-2.3651121949797016e-08,18.30077362060547,0.014083176851272583,0.27171090245246887,1.0023372173309326,0,215.03578186035156,93.00777435302734,77.66282653808594,1.1310033798217773,4.880440711975098,18.819137573242188,7,1.5406979322433472,10,13.895048141479492,1,1746533338.1453347,0.616381824016571,2.9285526275634766,1.0023372173309326,0.10588651150465012,0.27742138504981995,500,0.27171090245246887,0.04909620061516762,0.25208577513694763,0,0.17014572024345398,0.009111184626817703,8,74.26000213623047,1.002337098121643,773.6890258789062
0.3006444573402405,0.00031354319071397185,0.07339261472225189,1.8296979665756226,0.3056623041629791,-0.45381712913513184,180000.0,52.12887954711914,0.0008125350577756763,0,0.3056623041629791,948.989091283,53.025001525878906,15.36763858795166,-8.583068478174027e-09,10.759862899780273,-0.05851951241493225,0.3006444573402405,1.0011491775512695,0,224.33609008789062,89.1519546508789,73.78428649902344,1.1423301696777344,5.620201587677002,-54.992916107177734,8,1.5506302118301392,10,7.359455585479736,1,1746533427.3626082,0.578737199306488,-1.587787389755249,1.0011491775512695,0.06519751250743866,0.3056623041629791,500,0.3006444573402405,-0.040688998997211456,0.31213322281837463,0,0.1705927550792694,0.005974072031676769,9,65.58999633789062,1.0011491775512695,862.8905029296875
0.3273487091064453,0.0003529441310092807,0.08591403067111969,1.9215399026870728,0.3311830461025238,-0.5202234387397766,200000.0,20.144495010375977,0.0027921446599066257,0,0.3311830461025238,1033.663589294,10.600000381469727,15.103419303894043,1.5258788677030566e-09,6.498666763305664,-0.06640630960464478,0.3273487091064453,1.00394868850708,0,234.57359313964844,85.26109313964844,70.15765380859375,1.1437002420425415,5.042620658874512,-31.984384536743164,9,1.551489233970642,10,4.4453043937683105,1,1746533512.6881075,0.6766548752784729,0.4065680503845215,1.00394868850708,0.07315624505281448,0.3311830461025238,500,0.3273487091064453,0.007958732545375824,0.28309640288352966,0,0.14732788503170013,0.005416644737124443,10,27.25,1.00394868850708,948.2216796875
