Metrics/EpRet,Value/cost,Time/Total,Train/KL,_step,Time/FPS,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic/Delta,Time/Update,Train/Entropy,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,_runtime,_timestamp,Train/PolicyStd,Value/Adv,Time/Rollout,Loss/Loss_pi/Delta,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier/Max,Time/Epoch,Metrics/LagrangeMultiplier,Metrics/EpCost,Value/reward,Safety/EpCostShield,Train/PolicyRatio/Max,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Max,Train/LR,Loss/Loss_reward_critic,Train/Epoch,Train/PolicyRatio,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_cost_critic,TotalEnvSteps,Train/PolicyRatio/Min,Train/StopIter,Train/PolicyRatio/Std,Loss/Loss_pi,Metrics/EpLen,Metrics/LagrangeMultiplier/Min
-0.34629935026168823,0.09271880239248276,291.4830017089844,0.008632340468466282,1,68.61492919921875,0,6.351039886474609,145.14987182617188,1.3941904306411743,0,0.044999994337558746,528.788913862,1746521764.3297896,0.9755932688713074,0.07104375213384628,146.331787109375,-0.46722105145454407,NaN,0.044999994337558746,291.48175048828125,0.03599999472498894,43.150001525878906,0.21647316217422485,52.29999923706055,1.0028109550476074,0.008660605177283287,0.03599999472498894,0.0002969999914057553,0.008660605177283287,0,1.0028109550476074,-0.003445978509262204,0.044999994337558746,6.351039886474609,20000.0,1.0028109550476074,40,0.009998253546655178,-0.46722105145454407,1000,0.03599999472498894
-0.2713142931461334,0.40251702070236206,527.1030883789062,0.011927733197808266,2,84.90828704833984,0,4.13923454284668,145.4158935546875,1.3545671701431274,0,0.0799955204129219,780.147883887,1746521999.9674237,0.937829852104187,0.07908251881599426,90.13227844238281,0.036156266927719116,NaN,0.0799955204129219,235.5482635498047,0.07048666477203369,33.375,0.17116867005825043,52.04999923706055,1.0073145627975464,-0.0013947607949376106,0.07048666477203369,0.00029399999766610563,0.007265844382345676,1,1.0073144435882568,0.45914942026138306,0.0799955204129219,10.490274429321289,40000.0,1.0073145627975464,40,0.01190943643450737,-0.43106478452682495,1000,0.07048666477203369
0.09321607649326324,0.7753814458847046,778.4650268554688,0.0118187190964818,3,79.59571075439453,0,9.893104553222656,145.43185424804688,1.3164743185043335,0,0.11267027258872986,1024.163696411,1746522251.3262825,0.9030136466026306,-0.193095400929451,105.837890625,0.06076899170875549,NaN,0.11267027258872986,251.26983642578125,0.10525831580162048,49.08333206176758,0.14992550015449524,132.89999389648438,1.0071897506713867,-0.001378936693072319,0.10525831580162048,0.000291000003926456,0.005886907689273357,2,1.0071897506713867,2.099583387374878,0.11267027258872986,20.383378982543945,60000.0,1.0071897506713867,40,0.011909146793186665,-0.37029579281806946,1000,0.10525831580162048
0.29035237431526184,2.966965675354004,1022.4739990234375,0.009415701031684875,4,81.99536895751953,0,19.967313766479492,132.55569458007812,1.2955714464187622,0,0.14391182363033295,1287.824232903,1746522495.3421762,0.8843105435371399,-0.01641169562935829,111.3604507446289,0.13291071355342865,NaN,0.14391182363033295,243.9162139892578,0.13999420404434204,67.3375015258789,0.14973033964633942,251.8000030517578,1.0040918588638306,0.0010489346459507942,0.13999420404434204,0.0002880000101868063,0.006935842335224152,3,1.0040918588638306,4.522983074188232,0.14391182363033295,40.35069274902344,80000.0,1.0040918588638306,40,0.011076468974351883,-0.2373850792646408,1000,0.13999420404434204
0.6453927755355835,4.816005706787109,1286.1458740234375,0.012009996920824051,5,75.87973022460938,0,-14.312820434570312,147.0576171875,1.2689769268035889,0,0.1755276620388031,1530.639418537,1746522759.0025861,0.8611578345298767,-0.24821004271507263,116.51730346679688,-0.16790296137332916,NaN,0.1755276620388031,263.57501220703125,0.17500650882720947,67.98999786376953,0.13617052137851715,117.9000015258789,1.0093188285827637,0.00425600353628397,0.17500650882720947,0.0002849999873433262,0.011191845871508121,4,1.0093188285827637,9.257136344909668,0.1755276620388031,26.037872314453125,100000.0,1.0093188285827637,40,0.012053042650222778,-0.40528804063796997,1000,0.17500650882720947
1.0706816911697388,4.3106889724731445,1528.94873046875,0.013202453032135963,6,82.40095520019531,0,-9.8233642578125,140.8131561279297,1.234786033630371,0,0.20589536428451538,1786.478049445,1746523001.8177812,0.8322850465774536,-0.1303310990333557,101.90238952636719,-0.024690568447113037,NaN,0.20589536428451538,242.7156219482422,0.21025404334068298,66.26000213623047,0.13713566958904266,65.0,1.009813904762268,-0.0015113335102796555,0.21025404334068298,0.00028199999360367656,0.009680512361228466,5,1.0098137855529785,7.948913097381592,0.20589536428451538,16.214508056640625,120000.0,1.009813904762268,40,0.012477898970246315,-0.429978609085083,1000,0.21025404334068298
1.5869613885879517,4.558813095092773,1784.7945556640625,0.01238534040749073,7,78.20335388183594,0,1.1910572052001953,141.7440643310547,1.2047463655471802,0,0.23718447983264923,2038.001602445,1746523257.6567965,0.807720422744751,0.13942721486091614,113.9993667602539,0.0750674307346344,NaN,0.23718447983264923,255.74349975585938,0.2457679957151413,75.91999816894531,0.15743178129196167,134.10000610351562,1.01078200340271,0.0011175302788615227,0.2457679957151413,0.0002789999998640269,0.010798042640089989,6,1.01078200340271,8.872442245483398,0.23718447983264923,17.40556526184082,140000.0,1.01078200340271,40,0.012560785748064518,-0.3549111783504486,1000,0.2457679957151413
2.0673606395721436,4.5658040046691895,2036.329833984375,0.012804044410586357,8,79.54035949707031,0,-4.37028694152832,143.65185546875,1.1765248775482178,0,0.26815566420555115,2296.56198433,1746523509.1803606,0.7853608727455139,0.010152369737625122,107.79266357421875,-0.0692281723022461,NaN,0.26815566420555115,251.44467163085938,0.2814253270626068,69.79000091552734,0.18420615792274475,87.5,1.01154625415802,0.00294595118612051,0.2814253270626068,0.00027600000612437725,0.013743993826210499,7,1.01154625415802,9.078254699707031,0.26815566420555115,13.0352783203125,160000.0,1.01154625415802,40,0.012765464372932911,-0.4241393506526947,1000,0.2814253270626068
2.667348623275757,4.70100736618042,2294.8466796875,0.014132296666502953,9,77.38677978515625,0,1.6237783432006836,146.31161499023438,1.1428966522216797,0,0.2995505928993225,2545.161398961,1746523767.7404284,0.7595040798187256,0.447456955909729,112.13041687011719,0.06127956509590149,NaN,0.2995505928993225,258.44207763671875,0.3169126808643341,58.720001220703125,0.20892296731472015,115.0,1.0097376108169556,0.0029667364433407784,0.3169126808643341,0.0002730000123847276,0.016710730269551277,8,1.0097376108169556,8.634804725646973,0.2995505928993225,14.659056663513184,180000.0,1.0097376108169556,40,0.013109243474900723,-0.3628597855567932,1000,0.3169126808643341
3.293922185897827,4.8962578773498535,2543.472412109375,0.016441702842712402,10,80.48185729980469,0,-0.8686103820800781,144.19619750976562,1.1095610857009888,0,0.33047401905059814,2800.388071912,1746524016.3396358,0.7343955039978027,-0.0599808394908905,104.30693054199219,-0.07122859358787537,NaN,0.33047401905059814,248.50320434570312,0.35204461216926575,52.349998474121094,0.23666879534721375,80.0,1.0136116743087769,0.004873137921094894,0.35204461216926575,0.0002699999895412475,0.02158386819064617,9,1.0136116743087769,9.230937957763672,0.33047401905059814,13.790446281433105,200000.0,1.0136116743087769,40,0.014195777475833893,-0.4340883791446686,1000,0.35204461216926575
