Metrics/LagrangeMultiplier/Max,Train/LR,TotalEnvSteps,Loss/Loss_pi,Train/PolicyRatio/Min,Train/KL,Train/PolicyStd,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/cost,Metrics/EpCost,Time/FPS,Loss/Loss_cost_critic,Train/PolicyRatio/Std,_runtime,Time/Rollout,Train/Epoch,Metrics/EpRet,_timestamp,Time/Update,Time/Epoch,Metrics/LagrangeMultiplier/Std,Train/StopIter,Train/PolicyRatio,Loss/Loss_cost_critic/Delta,Time/Total,Train/Entropy,Metrics/EpLen,_step,Loss/Loss_pi/Delta,Value/Adv,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier,Value/reward,Train/PolicyRatio/Max
0.03599999472498894,0.0002969999914057553,20000.0,-0.009322317317128181,0.99894118309021,0.009177385829389095,1.0054372549057007,0.024293862283229828,0.024293862283229828,-0.120208241045475,137.97500610351562,113.16478729248047,18.578781127929688,0.01156011875718832,353.442604584,97.63401794433594,0,-2.3735668659210205,1743306103.1051989,79.09933471679688,176.73342895507812,0,40,0.99894118309021,18.578781127929688,176.73419189453125,1.424355387687683,500,1,-0.009322317317128181,0.3561195433139801,0.03599999472498894,0.03599999472498894,0.014320341870188713,0.99894118309021
0.07091081142425537,0.00029399999766610563,40000.0,-0.013849149458110332,1.0010371208190918,0.011128632351756096,0.9930450916290283,0.02324780449271202,-0.001046057790517807,3.6384999752044678,128.3125,113.85626220703125,10.920228004455566,0.013135681860148907,529.577546789,95.97564697265625,1,-0.7800916433334351,1743306278.8263962,79.68437194824219,175.6600799560547,0,40,1.0010370016098022,-7.658553123474121,352.4446716308594,1.4119462966918945,500,2,-0.004526832140982151,0.18682770431041718,0.07091081142425537,0.07091081142425537,-0.034947168081998825,1.0010371208190918
0.1055627316236496,0.000291000003926456,60000.0,-0.014514547772705555,0.9994028806686401,0.013517112471163273,0.9685921669006348,0.02585325390100479,0.0026054494082927704,4.780549049377441,113.36000061035156,113.58877563476562,10.061949729919434,0.013757270760834217,705.966240643,96.0774154663086,2,1.1786904335021973,1743306454.9612403,79.99625396728516,176.07374572753906,0,40,0.9994028806686401,-0.8582782745361328,528.5776977539062,1.386885404586792,500,3,-0.0006653983145952225,-0.049186863005161285,0.1055627316236496,0.1055627316236496,0.05820639804005623,0.9994028806686401
0.14034724235534668,0.0002880000101868063,80000.0,-0.012016606517136097,0.9999985098838806,0.010126923210918903,0.9508219361305237,0.025936519727110863,8.326582610607147e-05,14.23624038696289,129.8000030517578,113.42745208740234,22.046875,0.012150557711720467,882.010258746,96.2927017211914,3,4.001804351806641,1743306631.3500407,80.03140258789062,176.32415771484375,0,40,0.9999985098838806,11.984925270080566,704.9639892578125,1.368046760559082,500,4,0.002497941255569458,-0.2084791362285614,0.14034724235534668,0.14034724235534668,0.22583921253681183,0.9999985098838806
0.17534202337265015,0.0002849999873433262,100000.0,-0.01371409185230732,1.0008184909820557,0.010073716752231121,0.9380912780761719,0.03178335726261139,0.005846837535500526,19.825321197509766,187.89999389648438,113.6470718383789,29.604259490966797,0.011990122497081757,1057.600960377,96.23726654052734,4,6.05426025390625,1743306807.3940804,79.74610137939453,175.98341369628906,0,40,1.0008184909820557,7.557384490966797,881.0137939453125,1.3541717529296875,500,5,-0.0016974853351712227,0.29041072726249695,0.17534202337265015,0.17534202337265015,0.38924333453178406,1.0008184909820557
0.21032464504241943,0.00028199999360367656,120000.0,-0.013334139250218868,0.9990481734275818,0.009272796101868153,0.9205020666122437,0.03456048667430878,0.0027771294116973877,29.062971115112305,251.5500030517578,113.93934631347656,28.42303466796875,0.011561300605535507,1233.442106914,96.05591583251953,5,7.916965484619141,1743306982.9847536,79.47601318359375,175.53199768066406,0,40,0.9990481734275818,-1.1812248229980469,1056.6044921875,1.3347529172897339,500,6,0.0003799526020884514,0.2262658327817917,0.21032464504241943,0.21032464504241943,0.5865891575813293,0.9990481734275818
0.24551916122436523,0.0002789999998640269,140000.0,-0.011606001295149326,0.9995231032371521,0.010466914623975754,0.9097128510475159,0.04932219907641411,0.014761712402105331,34.733543395996094,282.30999755859375,113.77291870117188,26.280498504638672,0.010828517377376556,1410.902167472,96.17996215820312,6,9.634243965148926,1743307158.8230133,79.60874938964844,175.78875732421875,0,40,0.9995230436325073,-2.142536163330078,1232.4512939453125,1.3230879306793213,500,7,0.001728137955069542,0.09987187385559082,0.24551916122436523,0.24551916122436523,0.8475967049598694,0.9995231032371521
0.2809658944606781,0.00027600000612437725,160000.0,-0.012696390971541405,0.9995276927947998,0.012675735168159008,0.8889965415000916,0.056179508566856384,0.006857309490442276,41.242462158203125,326.7699890136719,112.73574829101562,29.012741088867188,0.011579318903386593,1588.388759115,97.0164566040039,7,12.25931167602539,1743307336.2835677,80.38947296142578,177.40602111816406,0,40,0.999527633190155,2.7322425842285156,1409.910400390625,1.29965078830719,500,8,-0.0010903896763920784,0.12271065264940262,0.2809658944606781,0.2809658944606781,1.2364500761032104,0.9995276927947998
0.31678009033203125,0.0002730000123847276,180000.0,-0.014854073524475098,1.0003594160079956,0.00937290582805872,0.866521954536438,0.08441895991563797,0.028239451348781586,44.32341766357422,330.0199890136719,112.78433990478516,40.940704345703125,0.011434522457420826,1764.787054165,96.93458557128906,8,15.872976303100586,1743307513.7714767,80.39492797851562,177.32958984375,0,40,1.0003594160079956,11.927963256835938,1587.29248046875,1.2736575603485107,500,9,-0.002157682552933693,-0.23950715363025665,0.31678009033203125,0.31678009033203125,1.7797271013259888,1.0003594160079956
0.35293853282928467,0.0002699999895412475,200000.0,-0.014010041020810604,0.9992470741271973,0.009772415272891521,0.849953830242157,0.10082478821277618,0.016405828297138214,48.382545471191406,328.25,113.41999053955078,38.891014099121094,0.010595417581498623,1942.220364398,95.99515533447266,9,19.961837768554688,1743307690.1709101,80.34054565429688,176.33575439453125,0,40,0.9992470741271973,-2.0496902465820312,1763.7972412109375,1.2543203830718994,500,10,0.0008440325036644936,0.36996787786483765,0.35293853282928467,0.35293853282928467,2.360657215118408,0.9992470741271973
0.3892461359500885,0.00026699999580159783,220000.0,-0.02112904191017151,0.9999902248382568,0.010026480071246624,0.8321859836578369,0.12611179053783417,0.025287002325057983,42.10918426513672,290.1499938964844,112.76175689697266,33.188777923583984,0.011485093273222446,2118.346370678,96.33418273925781,10,22.925498962402344,1743307867.604153,81.03083801269531,177.36509704589844,0,40,0.9999902248382568,-5.702236175537109,1941.2132568359375,1.2335315942764282,500,11,-0.007119000889360905,0.1981985867023468,0.3892461359500885,0.3892461359500885,2.65659761428833,0.9999902248382568
0.42555806040763855,0.0002640000020619482,240000.0,-0.015451115556061268,0.9986580014228821,0.008631972596049309,0.8164204955101013,0.14619049429893494,0.02007870376110077,43.019805908203125,270.5299987792969,113.58946228027344,35.70579528808594,0.011162090115249157,2294.538824321,96.4657211303711,11,25.143789291381836,1743308043.7301867,79.60688781738281,176.07266235351562,0,40,0.9986580014228821,2.517017364501953,2117.35498046875,1.2147351503372192,500,12,0.005677926354110241,-0.14865589141845703,0.42555806040763855,0.42555806040763855,3.2640817165374756,0.9986580014228821
