Train/Entropy,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Loss/Loss_reward_critic/Delta,Time/Epoch,Time/Update,Time/FPS,Train/LR,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Std,Value/reward,Metrics/EpCost,_step,Train/PolicyRatio,Metrics/LagrangeMultiplier/Max,_timestamp,_runtime,Metrics/EpLen,Train/PolicyStd,Metrics/LagrangeMultiplier/Min,Metrics/EpRet,Loss/Loss_pi/Delta,Time/Total,TotalEnvSteps,Train/PolicyRatio/Min,Loss/Loss_reward_critic,Time/Rollout,Loss/Loss_cost_critic,Train/Epoch,Loss/Loss_cost_critic/Delta,Value/cost,Value/Adv,Train/StopIter,Loss/Loss_pi,Train/KL
1.412695050239563,1.0000784397125244,0.010131049901247025,0.008893292397260666,201.30349731445312,107.05587768554688,99.35247039794922,0.0002969999914057553,0.03599999472498894,0,0.1488094925880432,49.400001525878906,1,1.0000784397125244,0.03599999472498894,1743321376.687434,400.123933157,1000,0.9937789440155029,0.03599999472498894,-0.4370388984680176,-0.00826512835919857,201.30540466308594,20000.0,1.0000784397125244,0.008893292397260666,94.24752807617188,3.9600751399993896,0,3.9600751399993896,-0.009965052828192711,-0.15983816981315613,40,-0.00826512835919857,0.007549005560576916
1.3947064876556396,1.0005340576171875,0.012130559422075748,-0.0023359907791018486,196.88511657714844,104.15819549560547,101.58208465576172,0.00029399999766610563,0.07097315043210983,0,0.1286097764968872,48.125,2,1.0005340576171875,0.07097315043210983,1743321573.7412474,595.869483681,1000,0.9760658740997314,0.07097315043210983,-0.30260252952575684,-0.0049530137330293655,398.3351135253906,40000.0,1.0005340576171875,0.006557301618158817,92.72682189941406,2.6661388874053955,1,-1.2939362525939941,0.5342814326286316,0.13759925961494446,40,-0.013218142092227936,0.012653549201786518
1.3699281215667725,1.0004019737243652,0.012773755006492138,0.004069874063134193,195.65444946289062,103.33158874511719,102.22103881835938,0.000291000003926456,0.10605529695749283,0,0.10995737463235855,57.04999923706055,3,1.0004019737243652,0.10605529695749283,1743321769.4869359,796.383597951,1000,0.9522020220756531,0.10605529695749283,0.15105819702148438,0.0008895657956600189,594.1569213867188,60000.0,1.0004019737243652,0.01062717568129301,92.3227767944336,3.786990165710449,2,1.1208512783050537,1.6256219148635864,-0.06916377693414688,40,-0.012328576296567917,0.013225429691374302
1.3504209518432617,0.9984614849090576,0.013005557470023632,0.005988028831779957,200.4085693359375,106.5740737915039,99.79613494873047,0.0002880000101868063,0.14125843346118927,0,0.11553524434566498,65.25,4,0.9984614253044128,0.14125843346118927,1743321970.0007315,998.78321298,1000,0.9338223338127136,0.14125843346118927,0.6176465153694153,-0.004794089123606682,794.6539306640625,80000.0,0.9984614849090576,0.016615204513072968,93.83436584472656,5.329985618591309,3,1.5429954528808594,2.420243740081787,0.4359300434589386,40,-0.0171226654201746,0.013912290334701538
1.3207793235778809,1.0009691715240479,0.013292777352035046,0.0047778356820344925,202.30821228027344,107.58832550048828,98.85906219482422,0.0002849999873433262,0.17657622694969177,0,0.11849170178174973,64.19000244140625,5,1.0009690523147583,0.17657622694969177,1743322172.400604,1200.729313599,1000,0.9066815376281738,0.17657622694969177,0.9959875345230103,0.0037224944680929184,997.0703125,100000.0,1.0009691715240479,0.02139304019510746,94.71976470947266,2.201294183731079,4,-3.1286914348602295,4.168180465698242,0.5720524787902832,40,-0.01340017095208168,0.014784661121666431
1.2993344068527222,1.0007480382919312,0.013296701945364475,-9.668804705142975e-05,201.81993103027344,107.74473571777344,99.0982437133789,0.00028199999360367656,0.21206039190292358,0,0.1571224182844162,82.61000061035156,6,1.0007479190826416,0.21206039190292358,1743322374.3464837,1400.416664244,1000,0.8874151110649109,0.21206039190292358,1.8270028829574585,-0.010214801877737045,1198.9774169921875,120000.0,1.0007480382919312,0.02129635214805603,94.0750503540039,3.8207180500030518,5,1.6194238662719727,4.187625885009766,0.05025763064622879,40,-0.023614972829818726,0.013402609154582024
1.2732888460159302,0.9993005394935608,0.013125632889568806,0.006763642653822899,199.58470153808594,105.655029296875,100.20808410644531,0.0002789999998640269,0.2477552443742752,0,0.23567470908164978,84.06999969482422,7,0.9993005394935608,0.2477552443742752,1743322574.0338805,1600.840905884,1000,0.8646883964538574,0.2477552443742752,2.8162217140197754,0.0018594730645418167,1398.693115234375,140000.0,0.9993005394935608,0.02805999480187893,93.92959594726562,2.643920421600342,6,-1.17679762840271,4.856425762176514,0.11751264333724976,40,-0.02175549976527691,0.016681456938385963
1.2469165325164795,1.0015432834625244,0.01402472797781229,0.005622031167149544,200.3370819091797,107.72049713134766,99.83174133300781,0.00027600000612437725,0.283639132976532,0,0.2937113344669342,84.16000366210938,8,1.0015431642532349,0.283639132976532,1743322774.4582071,1799.752997537,1000,0.8421859741210938,0.283639132976532,3.8112597465515137,-0.0029521528631448746,1599.131591796875,160000.0,1.0015432834625244,0.03368202596902847,92.61650085449219,2.8947536945343018,7,0.25083327293395996,4.57034969329834,0.3378973603248596,40,-0.024707652628421783,0.018146749585866928
1.2234935760498047,1.0012013912200928,0.01403485331684351,-0.009686365723609924,198.82554626464844,105.29963684082031,100.5906982421875,0.0002730000123847276,0.31950005888938904,0,0.27541494369506836,73.62999725341797,9,1.0012013912200928,0.31950005888938904,1743322973.3708138,2001.259787469,1000,0.8226821422576904,0.31950005888938904,4.3334856033325195,0.001467924565076828,1798.0430908203125,180000.0,1.0012013912200928,0.02399566024541855,93.52577209472656,1.913221001625061,8,-0.9815326929092407,6.163750648498535,-0.1134137213230133,39,-0.023239728063344955,0.02078254707157612
1.2039124965667725,1.0018281936645508,0.014418888837099075,0.016764409840106964,201.4231719970703,107.54095458984375,99.29344177246094,0.0002699999895412475,0.35539278388023376,0,0.34368205070495605,76.02999877929688,10,1.0018281936645508,0.35539278388023376,1743323174.8770688,2196.520263781,1000,0.8066346645355225,0.35539278388023376,5.112267017364502,-0.004337470978498459,1999.5452880859375,200000.0,1.0018281936645508,0.04076007008552551,93.882080078125,2.2177884578704834,9,0.30456745624542236,6.024302959442139,-0.16280709207057953,40,-0.027577199041843414,0.01972544938325882
1.18489408493042,0.9998360276222229,0.014312408864498138,0.0008427686989307404,195.1692352294922,102.65219116210938,102.47516632080078,0.00026699999580159783,0.39083245396614075,0,0.48371005058288574,58.959999084472656,11,0.9998359680175781,0.39083245396614075,1743323370.1379514,2392.382086047,1000,0.7914519906044006,0.39083245396614075,5.810948371887207,0.0016225818544626236,2194.804443359375,220000.0,0.9998360276222229,0.04160283878445625,92.51689910888672,2.176251173019409,10,-0.04153728485107422,5.328927040100098,-0.1349569857120514,38,-0.02595461718738079,0.020131682977080345
1.174551248550415,1.0002862215042114,0.014839944429695606,-0.006223686039447784,195.78121948242188,102.50093078613281,102.15483856201172,0.0002640000020619482,0.4259946346282959,0,0.5336239337921143,61.630001068115234,12,1.0002862215042114,0.4259946346282959,1743323565.9997597,2571.857467901,1000,0.7834389805793762,0.4259946346282959,6.574801445007324,-0.0044538117945194244,2390.671630859375,240000.0,1.0002862215042114,0.03537915274500847,93.28022766113281,2.314818859100342,11,0.13856768608093262,4.587463855743408,-0.24908550083637238,38,-0.030408428981900215,0.02131158672273159
1.1570359468460083,1.0011519193649292,0.014364264905452728,-0.004881072789430618,179.39047241210938,86.18268585205078,111.4886474609375,0.0002610000083222985,0.4608311951160431,0,0.4816990792751312,58.689998626708984,13,1.0011519193649292,0.4608311951160431,1743323745.4747279,2761.723122304,1000,0.7698377966880798,0.4608311951160431,6.512041091918945,-0.0012050624936819077,2570.14697265625,260000.0,1.0011519193649292,0.03049807995557785,93.20765686035156,1.8936160802841187,12,-0.42120277881622314,6.522639751434326,-0.10601873695850372,32,-0.03161349147558212,0.022873368114233017
1.135956883430481,1.001853346824646,0.014493674039840698,0.007123347371816635,189.78363037109375,96.13040161132812,105.38316345214844,0.0002579999854788184,0.4954121708869934,0,0.6007632613182068,59.040000915527344,14,1.0018534660339355,0.4954121708869934,1743323935.3408437,2931.02411385,1000,0.7538549304008484,0.4954121708869934,7.138045787811279,0.005246587097644806,2760.019287109375,280000.0,1.001853346824646,0.037621427327394485,93.65316772460938,1.4628394842147827,13,-0.43077659606933594,6.067398548126221,-0.11642409861087799,36,-0.026366904377937317,0.020272107794880867
1.1264612674713135,1.0007059574127197,0.015039846301078796,0.004770081490278244,169.2304229736328,75.2565689086914,118.18206024169922,0.00025499999173916876,0.5300413370132446,0,0.7160165905952454,66.81999969482422,15,1.0007059574127197,0.5300413370132446,1743324104.6417763,3106.247654196,1000,0.7466776371002197,0.5300413370132446,7.903359413146973,-0.01517612487077713,2929.32421875,300000.0,1.0007059574127197,0.04239150881767273,93.97372436523438,3.6024246215820312,14,2.1395851373672485,6.621856212615967,-0.05102555453777313,28,-0.04154302924871445,0.021834906190633774
1.1231683492660522,0.999693751335144,0.014653784222900867,0.003437954932451248,175.1548614501953,81.04812622070312,114.1846694946289,0.0002519999979995191,0.5646979808807373,0,0.7263673543930054,66.38999938964844,16,0.999693751335144,0.5646979808807373,1743324279.865375,3263.356828019,1000,0.7442322969436646,0.5646979808807373,8.221805572509766,0.00859527662396431,3104.549072265625,320000.0,0.999693751335144,0.04582946375012398,94.1066665649414,2.253110885620117,15,-1.349313735961914,7.297043800354004,-0.17682060599327087,30,-0.03294775262475014,0.02003086917102337
1.1024280786514282,1.0011223554611206,0.013915235176682472,0.014529999345541,157.03736877441406,62.69501876831055,127.35822296142578,0.00024900000425986946,0.5990046858787537,0,0.8312365412712097,55.68000030517578,17,1.0011223554611206,0.5990046858787537,1743324436.9746063,3370.465373401,1000,0.7289508581161499,0.5990046858787537,8.583150863647461,0.011602316051721573,3261.654296875,340000.0,1.0011223554611206,0.06035946309566498,94.34225463867188,1.4390836954116821,16,-0.8140271902084351,5.784295082092285,0.11134222894906998,24,-0.021345436573028564,0.021166270598769188
1.094712734222412,1.0002496242523193,0.01339231338351965,0.006571531295776367,107.03290557861328,13.174118995666504,186.85841369628906,0.0002460000105202198,0.6329839825630188,0,0.7189530730247498,54.869998931884766,18,1.0002496242523193,0.6329839825630188,1743324544.083032,3524.919913112,1000,0.7233006358146667,0.6329839825630188,9.207918167114258,0.011305122636258602,3368.7587890625,360000.0,1.0002496242523193,0.06693099439144135,93.85869598388672,4.268100261688232,17,2.8290165662765503,5.297800064086914,0.23273420333862305,5,-0.010040313936769962,0.020326651632785797
1.092660665512085,1.0022118091583252,0.01469442155212164,-0.0074303410947322845,154.3833770751953,60.66767120361328,129.54763793945312,0.00024300000222865492,0.6667441129684448,0,0.9974896311759949,56.38999938964844,19,1.0022119283676147,0.6667441129684448,1743324698.537377,3688.297545946,1000,0.7217410802841187,0.6667441129684448,9.8341703414917,-0.02089110855013132,3523.220947265625,380000.0,1.0022118091583252,0.05950065329670906,93.71562194824219,2.7263498306274414,18,-1.541750431060791,5.4270219802856445,-0.15422162413597107,23,-0.030931422486901283,0.020147114992141724
1.0782725811004639,1.0028914213180542,0.014731018804013729,0.002111271023750305,163.2836151123047,68.95040893554688,122.48626708984375,0.00023999999393709004,0.6997496485710144,0,0.8449788093566895,42.7400016784668,20,1.0028914213180542,0.6997496485710144,1743324861.9148142,3852.63930164,1000,0.7114568948745728,0.6997496485710144,9.83877944946289,0.0003510173410177231,3686.581787109375,400000.0,1.0028914213180542,0.061611924320459366,94.3331298828125,1.8278089761734009,19,-0.8985408544540405,5.023547649383545,-0.16825249791145325,26,-0.03058040514588356,0.020257893949747086
1.0713586807250977,1.0024887323379517,0.015571307390928268,-0.0009067542850971222,164.25454711914062,71.0010986328125,121.7622299194336,0.00023700000019744039,0.7320452332496643,0,0.835988461971283,41.58000183105469,21,1.0024887323379517,0.7320452332496643,1743325026.256807,3997.695224092,1000,0.7065353393554688,0.7320452332496643,9.841848373413086,-0.0024755075573921204,3850.930419921875,420000.0,1.0024887323379517,0.060705170035362244,93.25337982177734,1.9231270551681519,20,0.09531807899475098,4.469334602355957,-0.048418350517749786,27,-0.03305591270327568,0.020369790494441986
1.0730211734771729,0.9998993277549744,0.01475538406521082,-0.027154915034770966,144.97488403320312,50.961708068847656,137.95492553710938,0.00023400000645779073,0.7640940546989441,0,0.7159219980239868,49.869998931884766,22,0.9998993277549744,0.7640940546989441,1743325171.3127844,4124.956941062,1000,0.7077808380126953,0.7640940546989441,9.003467559814453,-0.0015794411301612854,3995.98828125,440000.0,0.9998993277549744,0.03355025500059128,94.01310729980469,2.3189663887023926,21,0.3958393335342407,5.53127384185791,-0.14980188012123108,19,-0.034635353833436966,0.020558878779411316
1.0635340213775635,0.9990658760070801,0.01342159602791071,0.030177302658557892,127.18363952636719,33.72368621826172,157.2529296875,0.00023099999816622585,0.7959164381027222,0,0.9675847887992859,49.470001220703125,23,0.9990658760070801,0.7959164381027222,1743325298.5745263,4264.940354626,1000,0.7010630369186401,0.7959164381027222,9.133389472961426,0.007065737619996071,4123.25244140625,460000.0,0.9990658760070801,0.06372755765914917,93.45988464355469,2.6589930057525635,22,0.3400266170501709,6.795712471008301,0.0004290342330932617,13,-0.027569616213440895,0.02205706015229225
