Metrics/LagrangeMultiplier/Min,Time/Total,_runtime,Metrics/LagrangeMultiplier,Train/Entropy,Loss/Loss_cost_critic/Delta,TotalEnvSteps,Loss/Loss_reward_critic/Delta,Misc/Alpha,Misc/AcceptanceStep,Value/reward,Metrics/EpRet,Metrics/LagrangeMultiplier/Max,Train/StopIter,Train/PolicyRatio,Train/PolicyStd,Train/PolicyRatio/Std,Train/PolicyRatio/Max,Loss/Loss_pi/Delta,Value/cost,Metrics/EpLen,Train/KL,Misc/FinalStepNorm,Train/Epoch,Loss/Loss_reward_critic,Time/Update,Train/PolicyRatio/Min,Time/Rollout,Train/LR,Value/Adv,Metrics/EpCost,_step,Loss/Loss_pi,Misc/H_inv_g,Metrics/LagrangeMultiplier/Std,Misc/gradient_norm,Loss/Loss_cost_critic,Misc/xHx,Time/FPS,Time/Epoch,_timestamp
0.03599999472498894,85.58130645751953,171.721513164,0.03599999472498894,1.4266279935836792,4.465581893920898,20000.0,0.007142533548176289,2.8825273513793945,1,0.24258139729499817,-0.43893519043922424,0.03599999472498894,10,1.0007814168930054,1.0078102350234985,0.0005525732995010912,1.0007814168930054,-0.004552026744931936,0.08476899564266205,1000,0.00023652709205634892,0.32343730330467224,0,0.007142533548176289,9.261818885803223,1.0007814168930054,76.31826782226562,0,-5.340575981449547e-09,38.75,1,-0.004552026744931936,0.11220614612102509,0,0.03460829332470894,4.465581893920898,0.00240702903829515,233.69915771484375,85.58011627197266,1743316315.9888418
0.07052399218082428,170.61590576171875,257.456654709,0.07052399218082428,1.4255352020263672,-1.2679262161254883,40000.0,-0.0019322237931191921,2.4489777088165283,1,0.1674308329820633,-0.37452635169029236,0.07052399218082428,10,1.00020170211792,1.0068317651748657,0.00014262493641581386,1.00020170211792,-0.0009297206997871399,1.093776822090149,1000,0.00022523824009113014,0.3520912826061249,1,0.0052103097550570965,9.323262214660645,1.00020170211792,75.43635559082031,0,-9.918212917625624e-09,30.350000381469727,2,-0.005481747444719076,0.1437707096338272,0,0.038632191717624664,3.19765567779541,0.0033347168937325478,235.9613494873047,84.7596435546875,1743316400.8679476
0.10496043413877487,256.361572265625,343.185221283,0.10496043413877487,1.4246641397476196,0.501307487487793,60000.0,-0.0005408823490142822,1.6630070209503174,1,0.15496554970741272,-0.20613746345043182,0.10496043413877487,10,0.9998176693916321,1.006013035774231,0.00012891316146124154,0.9998177289962769,-0.003098452929407358,1.2980650663375854,1000,0.00025286743766628206,0.3443959355354309,2,0.004669427406042814,9.232101440429688,0.9998177289962769,76.39404296875,0,-1.3732909920349812e-08,30.133333206176758,3,-0.008580200374126434,0.2070923000574112,0,0.05085908994078636,3.698963165283203,0.007231714203953743,233.57347106933594,85.62616729736328,1743316486.6031024
0.13972064852714539,342.12255859375,428.583276157,0.13972064852714539,1.4115859270095825,1.554039478302002,80000.0,0.002995610237121582,1.8905153274536133,1,0.1260872334241867,-0.029167134314775467,0.13972064852714539,10,0.9995900988578796,0.9932740330696106,0.00028988602571189404,0.9995900988578796,0.0010425914078950882,1.9996460676193237,1000,0.0002788411220535636,0.3414635956287384,3,0.007665037643164396,9.271193504333496,0.9995900988578796,76.38062286376953,0,3.814697002724188e-09,38.95000076293945,4,-0.007537608966231346,0.18061931431293488,0,0.04961160570383072,5.253002643585205,0.005595885217189789,233.50344848632812,85.65184020996094,1743316572.3316674
0.1742202490568161,427.5183410644531,515.651241622,0.1742202490568161,1.405380129814148,2.338351249694824,100000.0,0.00033898232504725456,1.6369601488113403,1,0.10829514265060425,0.20131701231002808,0.1742202490568161,10,1.0013298988342285,0.9870803952217102,0.0009403804433532059,1.0013298988342285,-0.0014012735337018967,2.3072407245635986,1000,0.00026169660850428045,0.3481544852256775,4,0.00800401996821165,9.305776596069336,1.0013298988342285,76.0130386352539,0,0.0,65.02999877929688,5,-0.008938882499933243,0.2126835435628891,0,0.0527036152780056,7.591353893280029,0.007463683374226093,234.41481018066406,85.31884002685547,1743316657.7297208
0.2089657485485077,514.5989379882812,601.355609285,0.2089657485485077,1.3989311456680298,-3.3729000091552734,120000.0,-0.0006522783078253269,1.5406748056411743,1,0.1103043481707573,0.47788894176483154,0.2089657485485077,10,0.9997996687889099,0.9804692268371582,0.0001416696177329868,0.9997996687889099,-0.0006523178890347481,4.347092151641846,1000,0.0003058511938434094,0.3258680999279022,5,0.007351741660386324,9.175006866455078,0.9997996687889099,77.8288345336914,0,0.0,71.66000366210938,6,-0.009591200388967991,0.21150997281074524,0,0.06121544539928436,4.218453884124756,0.008425729349255562,229.87484741210938,87.00386810302734,1743316744.7976437
0.2439153492450714,600.3045654296875,686.096410325,0.2439153492450714,1.3807368278503418,1.3804388046264648,140000.0,0.005672942381352186,1.3479162454605103,1,0.1264464408159256,1.041808009147644,0.2439153492450714,10,1.0007950067520142,0.9627151489257812,0.0005621265736408532,1.0007951259613037,-0.0008596498519182205,4.951288223266602,1000,0.0003482066676951945,0.30298149585723877,6,0.01302468404173851,9.272136688232422,1.0007951259613037,76.36898803710938,0,-3.051757735406113e-09,87.33000183105469,7,-0.010450850240886211,0.2247776836156845,0,0.07973214983940125,5.598892688751221,0.011007881723344326,233.5325927734375,85.64115142822266,1743316830.5020483
0.2792057394981384,685.0521850585938,770.924185191,0.2792057394981384,1.3783940076828003,-1.7081718444824219,160000.0,0.0017690155655145645,1.525543451309204,1,0.15452629327774048,1.5157908201217651,0.2792057394981384,10,1.000423789024353,0.9603287577629089,0.00029957981314510107,1.000423789024353,0.001149035058915615,5.117871284484863,1000,0.00029384231311269104,0.32089635729789734,7,0.014793699607253075,9.205301284790039,1.000423789024353,75.4789047241211,0,-8.77380390562621e-09,95.79000091552734,8,-0.009301815181970596,0.21034887433052063,0,0.06448053568601608,3.890720844268799,0.008593701757490635,236.17149353027344,84.6842269897461,1743316915.242848
0.3148614764213562,769.8753662109375,857.047355341,0.3148614764213562,1.3741216659545898,-2.2252626419067383,180000.0,0.0014208871871232986,1.5015766620635986,1,0.18737445771694183,2.060126304626465,0.3148614764213562,10,1.00017511844635,0.9562541842460632,0.0001239117991644889,1.0001752376556396,-7.12759792804718e-05,5.23502779006958,1000,0.00033926000469364226,0.31131497025489807,8,0.016214586794376373,9.140619277954102,1.0001752376556396,75.6255111694336,0,6.103515470812226e-09,85.62000274658203,9,-0.009373091161251068,0.20732538402080536,0,0.059302449226379395,1.6654582023620605,0.008870221674442291,235.94322204589844,84.76615905761719,1743317000.0706062
0.35048675537109375,855.974609375,942.261402285,0.35048675537109375,1.362148642539978,1.9110112190246582,200000.0,-0.0009015696123242378,1.0533788204193115,1,0.19369974732398987,2.5642499923706055,0.35048675537109375,10,0.9985658526420593,0.9448956847190857,0.0010140812955796719,0.9985658526420593,-0.004130403511226177,5.174783229827881,1000,0.0003447017807047814,0.31118690967559814,9,0.015313017182052135,9.164446830749512,0.9985658526420593,76.87271881103516,0,1.9836425835251248e-08,67.9800033569336,10,-0.013503494672477245,0.2954178750514984,0,0.13141998648643494,3.5764694213867188,0.018024392426013947,232.45762634277344,86.03718566894531,1743317086.193778
