Safety/ShieldLagrangeMultiplier/Max,Misc/FinalStepNorm,Safety/EpCostShield,Metrics/EpRet,Train/PolicyRatio,Train/PolicyStd,Safety/ShieldLagrangeMultiplier/Min,Safety/shield_adv_c,Train/PolicyRatio/Max,Train/StopIter,Metrics/LagrangeMultiplier/Min,Misc/gradient_norm,Metrics/EpCost,Metrics/LagrangeMultiplier/Std,Train/LR,Time/FPS,Time/Epoch,_runtime,Misc/Alpha,_step,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Train/Epoch,Misc/xHx,Safety/shield_violation,_timestamp,Value/reward,Metrics/LagrangeMultiplier,Value/cost,Train/Entropy,Time/Update,Value/Adv,Loss/Loss_cost_critic,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_pi/Delta,Time/Rollout,TotalEnvSteps,Misc/AcceptanceStep,Misc/H_inv_g,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier,Train/PolicyRatio/Min,Loss/Loss_reward_critic/Delta,Time/Total,Loss/Loss_pi,Train/KL,Metrics/EpLen
0.04500000178813934,0.21622009575366974,211.52499389648438,-1.2540264129638672,1.0014675855636597,1.0315529108047485,0.04500000178813934,4.676874160766602,1.0014675855636597,10,0.03599999472498894,0.090790756046772,180.1750030517578,0,0,147.8079071044922,135.31076049804688,235.974645777,2.2353179454803467,1,0.029052454978227615,0.03599999472498894,0,0.004002674948424101,-0.03785121440887451,1746552426.5875523,0.2353661060333252,0.03599999472498894,0.08334466069936752,1.449758529663086,16.203712463378906,-9.918212917625624e-09,80.09635925292969,0.0010377116268500686,0,-0.10292831063270569,119.10702514648438,20000.0,1,0.09672901034355164,80.09635925292969,0.04500000178813934,1.0014675855636597,0.029052454978227615,135.31158447265625,-0.10292831063270569,0.00040883419569581747,500
0.07656338810920715,0.2796308398246765,86.42500305175781,-0.4650958180427551,1.0011497735977173,1.0412274599075317,0.07656338810920715,0.6814002990722656,1.0011498928070068,10,0.07007993757724762,0.10725301504135132,123.7874984741211,0,0,200.86874389648438,99.56751251220703,337.565226957,1.9042530059814453,2,0.021838543936610222,0.07007993757724762,1,0.005515436641871929,3.1468513011932373,1746552526.219993,0.16135478019714355,0.07007993757724762,2.9513421058654785,1.4593095779418945,16.130943298339844,1.5258788677030566e-09,37.1944465637207,0.0008130407659336925,0,-0.11655096709728241,83.43653106689453,40000.0,1,0.14684543013572693,-42.901912689208984,0.07656338810920715,1.0011498928070068,-0.0072139110416173935,234.93814086914062,-0.2194792777299881,0.00037471798714250326,500
0.10865475237369537,0.2881454527378082,123.25,0.39821770787239075,1.000231385231018,1.0433239936828613,0.10865475237369537,1.950326919555664,1.0002315044403076,10,0.10344448685646057,0.11862685531377792,103.0199966430664,0,0,197.10496520996094,101.46878051757812,439.35985722,1.7423774003982544,3,0.021108809858560562,0.10344448685646057,2,0.006587867625057697,5.40342378616333,1746552627.8099399,0.198606476187706,0.10344448685646057,4.894115447998047,1.461063027381897,16.39377784729004,-1.678466787780053e-08,47.055850982666016,0.00016358596622012556,0,0.09380877017974854,85.07498931884766,60000.0,1,0.16537488996982574,9.861404418945312,0.10865475237369537,1.0002315044403076,-0.0007297340780496597,336.47235107421875,-0.12567050755023956,0.00045101530849933624,500
0.1412849724292755,0.3492213785648346,130.77499389648438,1.652694582939148,0.9991790652275085,1.0404094457626343,0.1412849724292755,1.6797666549682617,0.9991790652275085,10,0.136033833026886,0.061672598123550415,86.48999786376953,0,0,196.61001586914062,101.7242202758789,542.077973219,1.4799495935440063,4,0.02652166597545147,0.136033833026886,3,0.009131364524364471,9.427087783813477,1746552729.6052158,0.21278175711631775,0.136033833026886,7.558536052703857,1.4583234786987305,16.08063316345215,-2.2888183792701966e-08,61.24386978149414,0.0005805307300761342,0,0.015391603112220764,85.64354705810547,80000.0,1,0.2359684258699417,14.188018798828125,0.1412849724292755,0.9991790652275085,0.005412856116890907,438.3292541503906,-0.1102789044380188,0.00035182881401851773,500
0.17446467280387878,0.2835496962070465,143.125,3.043389320373535,0.998422384262085,1.0336004495620728,0.17446467280387878,1.2426261901855469,0.998422384262085,10,0.1686023771762848,0.15928678214550018,98.7699966430664,0,0,194.828857421875,102.65420532226562,647.070722805,1.2837013006210327,5,0.032529667019844055,0.1686023771762848,4,0.01213673036545515,14.062203407287598,1746552832.3233414,0.291841596364975,0.1686023771762848,10.691737174987793,1.4518941640853882,16.401689529418945,1.4495848965623281e-08,86.05039978027344,0.0011155427200719714,0,0.012623168528079987,86.25248718261719,100000.0,1,0.22088448703289032,24.806529998779297,0.17446467280387878,0.998422384262085,0.006008001044392586,541.0428466796875,-0.09765573590993881,0.00046788027975708246,500
0.20808453857898712,0.28123849630355835,149.0749969482422,4.638068675994873,1.000207543373108,1.0186101198196411,0.20808453857898712,1.6701374053955078,1.0002076625823975,10,0.2015792429447174,0.06850086152553558,116.41999816894531,0,0,190.61520385742188,104.92342376708984,751.072160889,1.7932777404785156,6,0.04379437863826752,0.2015792429447174,5,0.006219195201992989,16.917470932006836,1746552937.3161364,0.4276631474494934,0.2015792429447174,13.363951683044434,1.4373105764389038,16.435056686401367,-7.629394005448376e-09,82.61363220214844,0.00014678342267870903,0,9.047240018844604e-05,88.48834991455078,120000.0,1,0.15682929754257202,-3.436767578125,0.20808453857898712,1.0002076625823975,0.011264711618423462,646.030029296875,-0.09756526350975037,0.0004243695002514869,500
0.24148033559322357,0.2600092887878418,115.44999694824219,5.877033710479736,1.0017982721328735,1.0169591903686523,0.24148033559322357,1.144690990447998,1.001798391342163,10,0.234771266579628,0.14927414059638977,111.95999908447266,0,0,192.47979736328125,103.90701293945312,852.43870734,1.4710869789123535,7,0.06691034138202667,0.234771266579628,6,0.009241718798875809,16.24933624267578,1746553041.2818458,0.6416157484054565,0.234771266579628,13.116537094116211,1.4357481002807617,16.129638671875,2.8991697931246563e-08,87.40951538085938,0.0012716547353193164,0,-0.10380032658576965,87.77734375,140000.0,1,0.17674638330936432,4.7958831787109375,0.24148033559322357,1.001798391342163,0.023115962743759155,750.0057983398438,-0.20136559009552002,0.0003771180345211178,500
0.2740488648414612,0.25096866488456726,85.57499694824219,7.277304649353027,1.0018210411071777,1.0248901844024658,0.2740488648414612,-0.5350397825241089,1.0018210411071777,10,0.2678317427635193,0.20571152865886688,97.51000213623047,0,0,197.34681701660156,101.34442901611328,951.616819737,1.5631948709487915,8,0.09590347111225128,0.2678317427635193,7,0.008184708654880524,13.745981216430664,1746553142.6841102,0.7864886522293091,0.2678317427635193,10.635050773620605,1.4434552192687988,16.45462417602539,-7.629394005448376e-09,78.64066314697266,0.001287670573219657,0,-0.04335211217403412,84.88978576660156,160000.0,1,0.16054853796958923,-8.768852233886719,0.2740488648414612,1.0018210411071777,0.02899312973022461,851.4088745117188,-0.24471770226955414,0.00038611714262515306,500
0.3056151866912842,0.26308929920196533,71.80000305175781,8.960874557495117,1.001888394355774,1.0386855602264404,0.3056151866912842,1.9145362377166748,1.0018885135650635,10,0.2999611794948578,0.15220914781093597,66.38999938964844,0,0,201.77708435058594,99.1192855834961,1048.927229046,1.6928489208221436,9,0.10376165062189102,0.2999611794948578,8,0.006978996098041534,13.357358932495117,1746553241.8622658,1.0906283855438232,0.2999611794948578,9.977320671081543,1.4568290710449219,16.387863159179688,2.1362303925798187e-08,52.255096435546875,0.0013353246031329036,0,-0.04550759494304657,82.73140716552734,180000.0,1,0.15541216731071472,-26.38556671142578,0.3056151866912842,1.0018885135650635,0.00785817950963974,950.5885620117188,-0.2902252972126007,0.00036335884942673147,500
0.3356517553329468,0.2805733382701874,48.125,10.640148162841797,1.0016766786575317,1.04196298122406,0.3356517553329468,1.5756919384002686,1.0016767978668213,10,0.33085739612579346,0.13295374810695648,51.5099983215332,0,0,206.46002197265625,96.87105560302734,1144.325044127,1.4984954595565796,10,0.11553850769996643,0.33085739612579346,9,0.008906736969947815,10.930424690246582,1746553339.1720345,1.2902183532714844,0.33085739612579346,7.702504634857178,1.4600013494491577,16.109216690063477,1.3732909920349812e-08,52.17318344116211,0.0011856189230456948,0,-0.06339532136917114,80.7618179321289,200000.0,1,0.1872366964817047,-0.08191299438476562,0.3356517553329468,1.0016767978668213,0.011776857078075409,1047.5159912109375,-0.35362061858177185,0.0003352623316459358,500
