_runtime,Loss/Loss_reward_critic,Train/PolicyRatio/Max,Train/PolicyRatio,Misc/FinalStepNorm,Time/Rollout,Value/reward,Misc/Alpha,_timestamp,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Min,Misc/xHx,Loss/Loss_cost_critic,Value/cost,Loss/Loss_cost_critic/Delta,_step,Time/Epoch,Metrics/EpCost,Train/Entropy,Safety/ShieldLagrangeMultiplier/Max,Time/FPS,Train/Epoch,Time/Total,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Std,Misc/H_inv_g,Train/LR,Train/PolicyRatio/Min,Metrics/EpRet,TotalEnvSteps,Metrics/EpLen,Safety/EpCostShield,Misc/AcceptanceStep,Train/PolicyStd,Metrics/LagrangeMultiplier,Safety/shield_adv_c,Train/KL,Loss/Loss_pi/Delta,Misc/gradient_norm,Train/StopIter,Safety/ShieldLagrangeMultiplier,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Value/Adv,Safety/shield_violation,Metrics/LagrangeMultiplier/Std,Time/Update,Metrics/LagrangeMultiplier/Max
318.418625482,0.005604959558695555,1.000319480895996,1.000319480895996,0.28347668051719666,155.01358032226562,0.1293889433145523,3.0215344429016113,1746547660.8514338,-0.061369869858026505,0.044999994337558746,0.002190649276599288,5.016091346740723,0.2233709692955017,5.016091346740723,1,179.7037811279297,17.450000762939453,1.4287101030349731,0.044999994337558746,111.29426574707031,0,179.7051239013672,0.03599999472498894,0.0002259071043226868,0.0938187837600708,0,1.000319480895996,-0.6653857231140137,20000.0,1000,40.099998474121094,1,1.009870171546936,0.03599999472498894,0.5234705209732056,0.0003036820562556386,-0.061369869858026505,0.04485964775085449,10,0.044999994337558746,0.005604959558695555,0,1.4495848965623281e-08,-0.09353576600551605,0,24.690156936645508,0.03599999472498894
462.061961297,0.0018824005965143442,0.9985756874084473,0.9985756874084473,0.30614978075027466,111.38163757324219,0.09926512092351913,1.4469083547592163,1746547798.1857414,-0.032603777945041656,0.0791655033826828,0.009553168900310993,16.368471145629883,0.5188880562782288,11.35237979888916,2,137.19131469726562,29.25,1.4271656274795532,0.0791655033826828,145.78182983398438,1,317.0129089355469,0.07038068771362305,0.0010071410797536373,0.21158891916275024,0,0.9985756874084473,-0.27276164293289185,40000.0,1000,71.94999694824219,1,1.0082918405532837,0.07038068771362305,1.1776505708694458,0.00039659516187384725,0.028766091912984848,0.11047622561454773,10,0.0791655033826828,-0.0037225589621812105,0,-9.918212917625624e-09,0.9896386861801147,0,25.809635162353516,0.07038068771362305
617.548779737,0.004789298865944147,0.9992076754570007,0.9992076754570007,0.23678725957870483,117.43838500976562,0.0820266604423523,1.7376798391342163,1746547941.829286,0.08097291737794876,0.11196856200695038,0.006623534951359034,25.723268508911133,0.47854238748550415,9.35479736328125,3,143.53517150878906,48.25,1.4177945852279663,0.11196856200695038,139.3386688232422,2,460.6907958984375,0.1039704829454422,0.000560272135771811,0.1362663209438324,0,0.9992076754570007,-0.6081569790840149,60000.0,1000,136.0,1,0.9988818764686584,0.1039704829454422,1.5888657569885254,0.0004715125251095742,0.11357669532299042,0.1441342979669571,10,0.11196856200695038,0.002906898269429803,0,-7.629394005448376e-09,1.398901343345642,0,26.09675407409668,0.1039704829454422
765.168757221,0.0048678875900805,0.9989179372787476,0.9989178776741028,0.3067154884338379,127.56358337402344,0.07914222776889801,1.7113251686096191,1746548097.31581,0.18895216286182404,0.14443278312683105,0.006829112768173218,31.888341903686523,3.0117549896240234,6.165073394775391,4,155.37692260742188,68.26249694824219,1.4002690315246582,0.14443278312683105,128.71925354003906,3,616.1755981445312,0.1373521089553833,0.0007651619962416589,0.17922689020633698,0,0.9989179372787476,-0.2854929566383362,80000.0,1000,208.5,1,0.9822360873222351,0.1373521089553833,0.9498562216758728,0.0003405158349778503,0.10797924548387527,0.08223273605108261,10,0.14443278312683105,7.858872413635254e-05,0,-4.577636492086867e-09,4.6897101402282715,0,27.813295364379883,0.1373521089553833
914.430611868,0.007312966510653496,0.9981675148010254,0.9981675148010254,0.36231985688209534,121.77450561523438,0.07125803083181381,1.8804272413253784,1746548244.9359202,0.08455687761306763,0.17770463228225708,0.00565608823671937,18.161069869995117,2.4792301654815674,-13.727272033691406,5,147.50759887695312,66.2699966430664,1.4066225290298462,0.17770463228225708,135.58624267578125,4,763.7923583984375,0.17139407992362976,0.0012957346625626087,0.19267955422401428,0,0.9981675148010254,-0.1368231177330017,100000.0,1000,146.9499969482422,1,0.9887587428092957,0.17139407992362976,1.9539315700531006,0.00023183022858574986,-0.10439528524875641,0.046200208365917206,10,0.17770463228225708,0.002445078920572996,0,-3.051757735406113e-09,5.753615379333496,0,25.733055114746094,0.17139407992362976
1065.639248898,0.0069925179705023766,0.9992401003837585,0.9992401003837585,0.2937462329864502,124.50962829589844,0.0843493714928627,1.5786830186843872,1746548394.1986234,0.054349079728126526,0.2116861641407013,0.008024899289011955,26.558698654174805,6.254122734069824,8.397628784179688,6,149.15304565429688,82.08000183105469,1.4316922426223755,0.2116861641407013,134.0904541015625,5,913.0541381835938,0.20585978031158447,0.000537344254553318,0.18607044219970703,0,0.9992401003837585,0.2721118628978729,120000.0,1000,176.39999389648438,1,1.0137346982955933,0.20585978031158447,-0.19673916697502136,0.00032911053858697414,-0.0302077978849411,0.14357759058475494,10,0.2116861641407013,-0.00032044854015111923,0,-2.2888182460434336e-09,10.495376586914062,0,24.643383026123047,0.20585978031158447
1219.496994841,0.016906144097447395,0.9995090961456299,0.9995090961456299,0.358163982629776,123.5866470336914,0.09917198121547699,1.6091142892837524,1746548545.4064856,0.22792820632457733,0.2462516576051712,0.007724238093942404,26.162796020507812,5.176724433898926,-0.3959026336669922,7,151.10122680664062,91.05000305175781,1.448904037475586,0.2462516576051712,132.36160278320312,6,1064.2572021484375,0.2407476156949997,0.00034712141496129334,0.2225845456123352,0,0.9995090961456299,0.7841241359710693,140000.0,1000,206.14999389648438,1,1.0309797525405884,0.2407476156949997,0.271291583776474,0.00024146190844476223,0.1735791265964508,0.0615798719227314,10,0.2462516576051712,0.009913626126945019,0,9.155272984173735e-09,8.201506614685059,0,27.514541625976562,0.2407476156949997
1367.683900098,0.023622550070285797,0.9981541633605957,0.9981541633605957,0.3505588173866272,125.31350708007812,0.1336609423160553,1.631849765777588,1746548699.2647474,0.08649349212646484,0.28090882301330566,0.007510503754019737,15.332460403442383,3.8594112396240234,-10.83033561706543,8,153.73585510253906,80.69000244140625,1.4569929838180542,0.28090882301330566,130.09327697753906,7,1218.1124267578125,0.275995135307312,0.001305203652009368,0.21482296288013458,0,0.9981541633605957,1.7899787425994873,160000.0,1000,154.4499969482422,1,1.0393708944320679,0.275995135307312,0.6765443682670593,0.00025179132353514433,-0.1414347141981125,0.07090688496828079,10,0.28090882301330566,0.006716405972838402,0,-1.525878801089675e-08,9.013204574584961,0,28.42229461669922,0.275995135307312
1519.761580815,0.01591005176305771,0.999377429485321,0.999377429485321,0.32964956760406494,122.67170715332031,0.1766495555639267,1.2634321451187134,1746548847.4515395,0.2317066639661789,0.31592366099357605,0.01252926979213953,24.21412467956543,3.594413995742798,8.881664276123047,9,148.09495544433594,70.4800033569336,1.4608551263809204,0.31592366099357605,135.04849243164062,8,1366.3173828125,0.311331570148468,0.00044020978384651244,0.26091593503952026,0,0.999377429485321,2.3273324966430664,180000.0,1000,185.0500030517578,1,1.0434693098068237,0.311331570148468,1.277578592300415,0.00030144673655740917,0.14521317183971405,0.07704108208417892,10,0.31592366099357605,-0.007712498307228088,0,1.5258788677030566e-09,8.477084159851074,0,25.423221588134766,0.311331570148468
1671.082286493,0.02290969155728817,1.0000064373016357,1.0000063180923462,0.330595999956131,123.71559143066406,0.2208200991153717,1.475150227546692,1746548999.5287664,-0.04795743152499199,0.3501377999782562,0.009190876968204975,17.86347007751465,5.163496971130371,-6.350654602050781,10,151.9672393798828,67.30999755859375,1.4484783411026,0.3501377999782562,131.60731506347656,9,1518.3785400390625,0.34665447473526,4.4958396756555885e-06,0.22411005198955536,0,1.0000064373016357,3.148922920227051,200000.0,1000,106.05000305175781,1,1.030808925628662,0.34665447473526,-0.4222908020019531,0.00029456664924509823,-0.2796640954911709,0.10763806104660034,10,0.3501377999782562,0.006999639794230461,0,7.629394338515283e-10,9.049262046813965,0,28.251615524291992,0.34665447473526
