Value/Adv,Metrics/EpLen,Metrics/LagrangeMultiplier/Std,Misc/AcceptanceStep,Value/cost,Loss/Loss_pi/Delta,Time/Epoch,Time/Total,Train/StopIter,_step,Metrics/EpCost,Time/Update,Safety/shield_violation,Train/Epoch,Train/LR,Train/PolicyStd,Misc/FinalStepNorm,Loss/Loss_cost_critic/Delta,Loss/Loss_cost_critic,Safety/shield_adv_c,Metrics/EpRet,Train/PolicyRatio/Max,Train/Entropy,Loss/Loss_reward_critic,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier,_runtime,Train/PolicyRatio/Min,Misc/xHx,_timestamp,Value/reward,Train/KL,Misc/gradient_norm,Time/Rollout,Safety/ShieldLagrangeMultiplier/Max,Time/FPS,Misc/H_inv_g,TotalEnvSteps,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_pi,Train/PolicyRatio,Safety/EpCostShield,Metrics/LagrangeMultiplier/Max,Misc/Alpha
5.6457519548303026e-08,500,0,1,44.26913833618164,-0.3072694391012192,140.31529235839844,1604.5732421875,10,11,250.52000427246094,26.68233871459961,48.55858612060547,10,0,0.9132609367370605,0.23914581537246704,-28.712905883789062,133.16493225097656,-1.0114264488220215,18.88286781311035,1.0022258758544922,1.3230246305465698,0.1818799078464508,0.0015738756628707051,0.378814697265625,1743.774546797,1.0022258758544922,0.024213241413235664,1746552561.1766143,2.77917742729187,0.0004514241009019315,0.40956375002861023,113.6329116821289,0.3890768885612488,142.53614807128906,0.26313239336013794,220000.0,0.378814697265625,0.3890768885612488,0.3890768885612488,0.035346731543540955,0,-0.3240276873111725,1.0022258758544922,243.27499389648438,0.378814697265625,0.908842146396637
-1.0681151962899094e-08,500,0,1,39.7318115234375,-0.112548828125,137.38189697265625,1742.070556640625,10,12,209.47000122070312,25.648401260375977,44.123558044433594,11,0,0.8996145129203796,0.25679484009742737,0.0136871337890625,133.17861938476562,-2.28770112991333,22.451059341430664,1.0005496740341187,1.3093615770339966,0.302955687046051,0.0003885939659085125,0.4140167534351349,1875.997135094,1.0005496740341187,0.02160995453596115,1746552698.6635187,3.165961265563965,0.00041157077066600323,0.32028165459632874,111.73345947265625,0.42383676767349243,145.57958984375,0.26693055033683777,240000.0,0.4140167534351349,0.42383676767349243,0.42383676767349243,0.12107577919960022,0,-0.4365765154361725,1.0005496740341187,207.6999969482422,0.4140167534351349,0.9620286226272583
-3.051757735406113e-09,500,0,1,33.314918518066406,-0.3608269989490509,132.11883544921875,1874.2916259765625,10,13,158.0,23.702791213989258,36.86384201049805,12,0,0.882836639881134,0.23377378284931183,-39.430931091308594,93.74768829345703,-2.8617725372314453,23.710010528564453,1.0029563903808594,1.2920001745224,0.313045471906662,0.0020905400160700083,0.4484981596469879,2010.014879895,1.0029563903808594,0.027404967695474625,1746552830.8861973,3.4091765880584717,0.0004169020103290677,0.5369417667388916,108.416015625,0.4573217034339905,151.37887573242188,0.27365005016326904,260000.0,0.4484981596469879,0.4573217034339905,0.4573217034339905,0.010089784860610962,0,-0.7974035143852234,1.0029563903808594,127.69999694824219,0.4484981596469879,0.8542800545692444
7.247924482811641e-09,500,0,1,23.4880428314209,0.14070379734039307,133.9216766357422,2008.31494140625,10,14,110.02999877929688,25.886259078979492,26.579607009887695,13,0,0.881432294845581,0.2832072377204895,-30.38079833984375,63.36688995361328,-1.0152761936187744,21.41948890686035,1.0013251304626465,1.2912518978118896,0.3544275462627411,0.0009370087063871324,0.48169854283332825,2141.492180565,1.0013251304626465,0.015340455807745457,1746552964.9037817,2.963756561279297,0.00035109228338114917,0.15185220539569855,108.03536987304688,0.4891260266304016,149.3410186767578,0.24803254008293152,280000.0,0.48169854283332825,0.4891260266304016,0.4891260266304016,0.0413820743560791,0,-0.6566997170448303,1.0013251304626465,87.5999984741211,0.48169854283332825,1.1418148279190063
9.155272984173735e-09,500,0,1,20.0299015045166,0.03280717134475708,131.33218383789062,2139.74462890625,10,15,63.400001525878906,27.89301872253418,23.105772018432617,14,0,0.8752455115318298,0.2868962585926056,8.282432556152344,71.64932250976562,-2.293212413787842,17.037813186645508,1.002077341079712,1.284396767616272,0.32412511110305786,0.0014688457595184445,0.5130062699317932,2269.539011016,1.002077341079712,0.010848300531506538,1746553096.3811705,2.804123878479004,0.0003206241235602647,0.21341560781002045,103.43914031982422,0.5191991329193115,152.2855987548828,0.21129582822322845,300000.0,0.5130062699317932,0.5191991329193115,0.5191991329193115,-0.030302435159683228,0,-0.6238925457000732,1.0020772218704224,70.9749984741211,0.5130062699317932,1.357794165611267
-1.1444091230217168e-09,500,0,1,15.853789329528809,-0.014425814151763916,127.9482421875,2267.841064453125,10,16,49.65999984741211,26.276432037353516,18.290294647216797,15,0,0.8773087859153748,0.2582044005393982,-30.49155044555664,41.157772064208984,-1.491811752319336,14.945601463317871,1.0019636154174805,1.2866716384887695,0.277239590883255,0.0013884856598451734,0.5423925518989563,2392.979168525,1.0019636154174805,0.017723970115184784,1746553224.4280357,2.7647969722747803,0.00035239208955317736,0.3892495632171631,101.67176055908203,0.5473263263702393,156.31321716308594,0.24306879937648773,320000.0,0.5423925518989563,0.5473263263702393,0.5473263263702393,-0.046885520219802856,0,-0.6383183598518372,1.0019636154174805,46.42499923706055,0.5423925518989563,1.0622687339782715
7.629394005448376e-09,500,0,1,8.869178771972656,0.16307851672172546,123.3454818725586,2391.2822265625,10,17,34.5,25.872514724731445,10.463711738586426,16,0,0.8638644218444824,0.2835170328617096,-24.760211944580078,16.397560119628906,-1.223623514175415,11.57919692993164,1.0017274618148804,1.270678997039795,0.1572841852903366,0.0012215280439704657,0.5697774887084961,2514.59482653,1.0017274618148804,0.01170914527028799,1746553347.8682659,2.1103227138519287,0.00035838689655065536,0.15894199907779694,97.47293853759766,0.573185920715332,162.1461944580078,0.21693365275859833,340000.0,0.5697774887084961,0.573185920715332,0.573185920715332,-0.1199554055929184,0,-0.4752398431301117,1.0017274618148804,17.424999237060547,0.5697774887084961,1.3069297075271606
-2.2888182460434336e-09,500,0,1,9.74562931060791,0.03799504041671753,121.51935577392578,2512.89599609375,10,18,18.829999923706055,24.934167861938477,11.802248001098633,17,0,0.8448286056518555,0.29431843757629395,6.343957901000977,22.741518020629883,-0.8981589078903198,10.364599227905273,1.0020208358764648,1.2479267120361328,0.2055250108242035,0.0014289466198533773,0.5950518846511841,2633.093395897,1.0020208358764648,0.008443478494882584,1746553469.4834685,2.3316667079925537,0.0003253370232414454,0.17536090314388275,96.58515930175781,0.5972296595573425,164.58282470703125,0.19123326241970062,360000.0,0.5950518846511841,0.5972296595573425,0.5972296595573425,0.04824082553386688,0,-0.43724480271339417,1.0020208358764648,28.649999618530273,0.5950518846511841,1.5390546321868896
7.629394005448376e-09,500,0,1,5.94574499130249,0.07325577735900879,118.39608764648438,2631.387939453125,10,19,8.100000381469727,22.495464324951172,7.380865573883057,18,0,0.8380746841430664,0.3132631778717041,-11.058245658874512,11.683272361755371,-0.706447958946228,7.78001594543457,1.0007318258285522,1.2402604818344116,0.1493011862039566,0.0005174509133212268,0.6182000637054443,2755.349823745,1.0007318258285522,0.003941819071769714,1746553587.9824388,1.8162177801132202,0.0002972574147861451,0.11521512269973755,95.90058135986328,0.6193245649337769,168.9245147705078,0.13907313346862793,380000.0,0.6182000637054443,0.6193245649337769,0.6193245649337769,-0.05622382462024689,0,-0.3639890253543854,1.0007318258285522,12.149999618530273,0.6182000637054443,2.252506732940674
9.155272984173735e-09,500,0,1,8.334881782531738,-0.12654754519462585,122.155029296875,2753.64453125,10,20,8.460000038146973,27.920087814331055,10.519658088684082,19,0,0.8306891322135925,0.25999724864959717,3.9330196380615234,15.616291999816895,-2.086481809616089,10.086777687072754,1.001103401184082,1.231764793395996,0.23585668206214905,0.0007802224718034267,0.639438807964325,2872.931107344,1.001103401184082,0.00877077691257,1746553710.2388017,2.9498605728149414,0.0003614505403675139,0.21907973289489746,94.23491668701172,0.6398100256919861,163.72637939453125,0.17217616736888885,400000.0,0.639438807964325,0.6398100256919861,0.6398100256919861,0.08655549585819244,0,-0.49053657054901123,1.001103401184082,19.5,0.639438807964325,1.5100651979446411
2.2888182460434336e-09,500,0,1,6.222018718719482,0.024235934019088745,117.47747802734375,2871.227783203125,10,21,5.96999979019165,25.02294921875,7.255396842956543,20,0,0.8142139315605164,0.2879442572593689,-7.9188432693481445,7.69744873046875,-1.5362982749938965,12.897705078125,1.0023384094238281,1.2120598554611206,0.21099624037742615,0.0016535613685846329,0.6588972806930542,2992.890646318,1.0023384094238281,0.0031879818998277187,1746553827.8208694,2.9864940643310547,0.00035009696148335934,0.09898505359888077,92.45451354980469,0.658510684967041,170.24539184570312,0.11496138572692871,420000.0,0.6588972806930542,0.658510684967041,0.658510684967041,-0.0248604416847229,0,-0.4663006365299225,1.0023384094238281,3.0,0.6588972806930542,2.504703998565674
1.5258788677030566e-09,500,0,1,5.0013017654418945,0.08626651763916016,119.87445068359375,2991.191162109375,10,22,2.5199999809265137,26.637590408325195,5.934436798095703,21,0,0.8002155423164368,0.28005802631378174,-1.5604462623596191,6.137002468109131,-0.9157795906066895,13.99659538269043,1.0013936758041382,1.194612979888916,0.22829119861125946,0.0009854495292529464,0.6766663193702698,3113.170219838,1.0013936758041382,0.0036043478175997734,1746553947.7794976,3.0102272033691406,0.00036066025495529175,0.11622176319360733,93.23680877685547,0.6756172180175781,166.8412322998047,0.11889045685529709,440000.0,0.6766663193702698,0.6756172180175781,0.6756172180175781,0.017294958233833313,0,-0.38003411889076233,1.0013936758041382,4.074999809265137,0.6766663193702698,2.3555972576141357
-6.866454960174906e-09,500,0,1,3.9000961780548096,0.03057706356048584,120.16703796386719,3111.45556640625,10,23,0.550000011920929,26.626941680908203,4.745020389556885,22,0,0.8052482604980469,0.2327629178762436,-2.7283413410186768,3.408661127090454,-0.8555447459220886,13.383378982543945,1.0037009716033936,1.200143575668335,0.18413886427879333,0.002616981975734234,0.6928579807281494,3234.703242502,1.0037009716033936,0.003122048918157816,1746554068.059351,2.894310474395752,0.00039086074684746563,0.1379709094762802,93.54007720947266,0.6912039518356323,166.43499755859375,0.09196431189775467,460000.0,0.6928579807281494,0.6912039518356323,0.6912039518356323,-0.044152334332466125,0,-0.3494570553302765,1.003700852394104,0.5249999761581421,0.6928579807281494,2.5310134887695312
-5.7220459481754915e-09,500,0,1,3.668940544128418,0.03531068563461304,121.42668914794922,3232.993408203125,10,24,0.8700000047683716,28.236377716064453,4.654394626617432,23,0,0.8002870678901672,0.2540009319782257,0.4589550495147705,3.8676161766052246,-0.6727153658866882,14.919123649597168,1.0029878616333008,1.1926113367080688,0.20557022094726562,0.002112793503329158,0.7076245546340942,3353.442507778,1.0029878616333008,0.0026833084411919117,1746554189.5923576,3.2199506759643555,0.0003873693640343845,0.0796302855014801,93.1902847290039,0.7054775357246399,164.70843505859375,0.09303715825080872,480000.0,0.7076245546340942,0.7054775357246399,0.7054775357246399,0.02143135666847229,0,-0.31414636969566345,1.0029878616333008,3.674999952316284,0.7076245546340942,2.730102062225342
7.629394005448376e-09,500,0,1,2.896446943283081,0.03396853804588318,118.60894012451172,3351.709228515625,10,25,0.75,25.36646842956543,3.752856969833374,24,0,0.787764847278595,0.23595799505710602,-1.1678712368011475,2.699744939804077,-0.4774355888366699,15.95788288116455,1.0025198459625244,1.1743650436401367,0.15203066170215607,0.0017817439511418343,0.7210930585861206,3473.368604223,1.0025198459625244,0.00363482185639441,1746554308.331528,3.5030932426452637,0.00042652993579395115,0.13536089658737183,93.2424087524414,0.7185137271881104,168.62135314941406,0.10059163719415665,500000.0,0.7210930585861206,0.7185137271881104,0.7185137271881104,-0.05353955924510956,0,-0.2801778316497803,1.0025197267532349,1.600000023841858,0.7210930585861206,2.3457019329071045
-5.340575981449547e-09,500,0,1,2.4559593200683594,0.02977237105369568,119.82792663574219,3471.67333984375,10,26,0.05999999865889549,26.81367301940918,3.218113899230957,25,0,0.7694190144538879,0.2252901792526245,-0.6373658180236816,2.0623791217803955,-0.37592047452926636,18.450153350830078,1.0018723011016846,1.1481175422668457,0.17277474701404572,0.0013238606043159962,0.7333644032478333,3593.844091846,1.0018723011016846,0.0030698131304234266,1746554428.2578473,3.742368698120117,0.00045266415691003203,0.1460491269826889,93.01422119140625,0.7304209470748901,166.906005859375,0.08826407045125961,520000.0,0.7333644032478333,0.7304209470748901,0.7304209470748901,0.02074408531188965,0,-0.2504054605960846,1.001872181892395,1.4249999523162842,0.7333644032478333,2.5524563789367676
1.907348501362094e-09,500,0,1,2.2725603580474854,0.047067686915397644,120.37678527832031,3592.138916015625,10,27,0.36000001430511475,27.112789154052734,3.1069564819335938,26,0,0.7524110674858093,0.230232372879982,0.5463004112243652,2.6086795330047607,-0.5893171429634094,20.398595809936523,1.0011495351791382,1.1235815286636353,0.1657717227935791,0.000812872254755348,0.7445533275604248,3712.483899038,1.0011495351791382,0.00273219496011734,1746554548.73298,3.9176344871520996,0.00039087588083930314,0.2061663717031479,93.26396179199219,0.7413703799247742,166.14498901367188,0.08509578555822372,540000.0,0.7445533275604248,0.7413703799247742,0.7413703799247742,-0.007003024220466614,0,-0.20333777368068695,1.0011495351791382,4.574999809265137,0.7445533275604248,2.7055673599243164
2.2888182460434336e-09,500,0,1,1.8611950874328613,0.03474727272987366,118.5322036743164,3710.78369140625,10,28,2.0899999141693115,24.400339126586914,2.8329031467437744,27,0,0.7469094395637512,0.22337061166763306,0.5910243988037109,3.1997039318084717,0.10310018062591553,21.141986846923828,1.002260446548462,1.1153268814086914,0.18527144193649292,0.0015983209013938904,0.754798948764801,3834.852530848,1.002260446548462,0.002499454189091921,1746554667.3737125,4.067124366760254,0.00035432723234407604,0.1489090472459793,94.13182067871094,0.7514879703521729,168.73052978515625,0.07896497845649719,560000.0,0.754798948764801,0.7514879703521729,0.7514879703521729,0.01949971914291382,0,-0.1685905009508133,1.0022603273391724,6.324999809265137,0.754798948764801,2.828730344772339
-1.0681151962899094e-08,500,0,1,1.483365774154663,-0.017999500036239624,122.2967300415039,3833.16357421875,10,29,2.309999942779541,28.25624656677246,2.241211414337158,28,0,0.757102906703949,0.24441243708133698,-1.1362261772155762,2.0634777545928955,-0.3258434534072876,22.759138107299805,1.003077745437622,1.12547767162323,0.17718008160591125,0.0021762384567409754,0.7641913294792175,3955.312550482,1.003077745437622,0.0024205930531024933,1746554789.7420313,4.200750827789307,0.0003896721755154431,0.11621902883052826,94.04046630859375,0.7607511281967163,163.5366668701172,0.08502958714962006,580000.0,0.7641913294792175,0.7607511281967163,0.7607511281967163,-0.008091360330581665,0,-0.18659000098705292,1.0030776262283325,1.975000023841858,0.7641913294792175,2.8744397163391113
4.577636492086867e-09,500,0,1,1.3039380311965942,0.03003309667110443,120.37390899658203,3953.61669921875,10,30,0.7300000190734863,28.000919342041016,2.1560680866241455,29,0,0.7639462351799011,0.21762168407440186,0.04835033416748047,2.111828088760376,-0.19242863357067108,22.921070098876953,1.001564383506775,1.1283715963363647,0.1786855161190033,0.0011061581317335367,0.772767186164856,4076.766069512,1.001564383506775,0.0029914448969066143,1746554910.2020261,4.27937126159668,0.00043582942453213036,0.17244212329387665,92.37296295166016,0.769260823726654,166.1489715576172,0.08416440337896347,600000.0,0.772767186164856,0.769260823726654,0.769260823726654,0.001505434513092041,0,-0.1565569043159485,1.001564383506775,3.049999952316284,0.772767186164856,2.5856738090515137
-3.814697002724188e-09,500,0,1,1.2330620288848877,0.06634199619293213,121.36567687988281,4075.06982421875,10,31,1.25,26.72150230407715,2.2021079063415527,30,0,0.7656993865966797,0.2671356499195099,0.9103610515594482,3.022189140319824,0.15078860521316528,24.438217163085938,1.0008347034454346,1.1285711526870728,0.2314055860042572,0.0005901682889088988,0.7806122303009033,4200.09316431,1.0008347034454346,0.0017017002683132887,1746555031.655328,4.637819766998291,0.00034688555751927197,0.07335152477025986,94.64411163330078,0.7772292494773865,164.79124450683594,0.07792192697525024,620000.0,0.7806122303009033,0.7772292494773865,0.7772292494773865,0.052720069885253906,0,-0.09021490812301636,1.000834584236145,9.300000190734863,0.7806122303009033,3.4282476902008057
-1.678466787780053e-08,500,0,1,1.2732493877410889,0.12379560247063637,123.24183654785156,4198.39990234375,10,32,6.389999866485596,26.980798721313477,2.433901071548462,31,0,0.7664268016815186,0.20838867127895355,4.297371864318848,7.319561004638672,0.766808271408081,26.367708206176758,0.9986435770988464,1.1292191743850708,0.26489171385765076,0.0009591217385604978,0.7879235148429871,4320.155013411,0.9986435770988464,0.008112294599413872,1746555154.9825041,4.899368762969971,0.00039997402927838266,0.3979050815105438,96.2610092163086,0.7849840521812439,162.28256225585938,0.13271842896938324,640000.0,0.7879235148429871,0.7849840521812439,0.7849840521812439,0.033486127853393555,0,0.03358069434762001,0.9986435770988464,21.174999237060547,0.7879235148429871,1.570156216621399
1.5258788677030566e-09,500,0,1,0.5624158978462219,-0.12317592278122902,119.95515441894531,4318.44091796875,10,33,6.829999923706055,26.555931091308594,1.4782074689865112,32,0,0.7738749384880066,0.23434150218963623,-4.950953960418701,2.3686070442199707,-0.07634474337100983,24.465473175048828,1.0004775524139404,1.137130856513977,0.17328666150569916,0.0003376805689185858,0.7947614789009094,4440.275378719,1.0004775524139404,0.0012620165944099426,1746555275.0439541,4.206409454345703,0.00042044802103191614,0.07477211952209473,93.39916229248047,0.7921575307846069,166.72898864746094,0.058866534382104874,660000.0,0.7947614789009094,0.7921575307846069,0.7921575307846069,-0.0916050523519516,0,-0.08959522843360901,1.0004774332046509,4.599999904632568,0.7947614789009094,3.9808952808380127
7.629394005448376e-09,500,0,1,0.330289363861084,-0.009071744978427887,120.03071594238281,4438.583984375,10,34,3.2300000190734863,26.09778594970703,1.2100319862365723,33,0,0.7800200581550598,0.2425331026315689,-0.5643310546875,1.8042759895324707,-0.30644848942756653,24.041284561157227,1.0014567375183105,1.141311526298523,0.18408964574337006,0.0010300689609721303,0.8010750412940979,4562.573213728,1.0014567375183105,0.0014276877045631409,1746555395.1647956,4.872689247131348,0.00040840936708264053,0.09853020310401917,93.93290710449219,0.7987499237060547,166.6240234375,0.06479987502098083,680000.0,0.8010750412940979,0.7987499237060547,0.7987499237060547,0.010802984237670898,0,-0.0986669734120369,1.0014567375183105,2.424999952316284,0.8010750412940979,3.742802143096924
-7.629394338515283e-10,500,0,1,0.6929959654808044,0.12380430288612843,122.21647644042969,4560.8837890625,10,35,5.989999771118164,25.903884887695312,2.0405592918395996,34,0,0.7739633917808533,0.24652981758117676,4.332546710968018,6.136822700500488,0.375762939453125,25.675670623779297,1.0010871887207031,1.1327805519104004,0.24017111957073212,0.0007687585311941803,0.8069849014282227,4685.326664172,1.0010871887207031,0.003227904438972473,1746555517.4626968,5.056164264678955,0.0004387458029668778,0.1689075380563736,96.31256866455078,0.8051995635032654,163.64405822753906,0.09904110431671143,700000.0,0.8069849014282227,0.8051995635032654,0.8051995635032654,0.05608147382736206,0,0.02513732947409153,1.0010871887207031,18.350000381469727,0.8069849014282227,2.489166736602783
