Loss/Loss_pi,Value/reward,Train/Epoch,Metrics/EpCost,TotalEnvSteps,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Max,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpLen,Train/StopIter,Time/Rollout,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier,Train/PolicyRatio/Std,_step,_runtime,Train/PolicyRatio,Metrics/LagrangeMultiplier/Std,Time/FPS,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,Value/cost,Time/Total,Safety/shield_violation,_timestamp,Train/LR,Safety/ShieldLagrangeMultiplier/Max,Train/KL,Loss/Loss_reward_critic/Delta,Time/Epoch,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,Value/Adv,Metrics/EpRet,Safety/shield_adv_c,Safety/EpCostShield,Train/PolicyStd,Train/Entropy,Time/Update,Loss/Loss_pi/Delta
-0.4576721489429474,0.04274490848183632,0,31.600000381469727,20000.0,1.0058163404464722,0.03599999472498894,11.985307693481445,0.044999994337558746,1000,40,144.48532104492188,0.0054775201715528965,0.03599999472498894,0.01112264022231102,1,466.539141675,1.0058163404464722,0,79.54236602783203,1.0058163404464722,0.044999994337558746,11.985307693481445,0.1763947457075119,251.43983459472656,0.22210578620433807,1746530412.9950874,0.0002969999914057553,0.044999994337558746,0.011577646248042583,0.0054775201715528965,251.43833923339844,0.03599999472498894,0,0.19020158052444458,-0.775934100151062,NaN,57.099998474121094,0.9768767952919006,1.3954689502716064,106.95286560058594,-0.4576721489429474
-0.4233282506465912,0.030046161264181137,1,28.674999237060547,40000.0,1.005794644355774,0.07087041437625885,-3.25846004486084,0.0799122229218483,1000,40,105.389892578125,0.010201290249824524,0.07087041437625885,0.011305507272481918,2,687.878573556,1.005794644355774,0,93.47145080566406,1.005794644355774,0.0799122229218483,8.726847648620605,0.6521883010864258,465.4734802246094,1.4509550333023071,1746530627.1266751,0.00029399999766610563,0.0799122229218483,0.010381779633462429,0.004723770078271627,213.96908569335938,0.07087041437625885,0,0.12290781736373901,-0.16943947970867157,NaN,53.150001525878906,0.9418871998786926,1.358987808227539,108.57910919189453,0.0343438982963562
-0.36776667833328247,0.0392603799700737,2,52.016666412353516,60000.0,1.0069078207015991,0.10524987429380417,8.1168851852417,0.11230073869228363,1000,40,113.33203887939453,0.007777675520628691,0.10524987429380417,0.010928056202828884,3,904.604735072,1.0069078207015991,0,90.38519287109375,1.0069078207015991,0.11230073869228363,16.843732833862305,1.544795274734497,686.9107666015625,3.076418399810791,1746530848.4660342,0.000291000003926456,0.11230073869228363,0.010258873924612999,-0.002423614729195833,221.27517700195312,0.10524987429380417,0,-0.12469133734703064,0.11928318440914154,NaN,147.1999969482422,0.9159144759178162,1.3310514688491821,107.94306182861328,0.055561572313308716
-0.3058395981788635,0.054146379232406616,3,56.38750076293945,80000.0,1.0091512203216553,0.13989731669425964,-0.8938312530517578,0.14528122544288635,1000,40,108.20555114746094,0.009572162292897701,0.13989731669425964,0.011524342000484467,4,1124.904193063,1.0091512203216553,0,92.31739807128906,1.0091512203216553,0.14528122544288635,15.949901580810547,3.292574882507324,903.619384765625,5.167739391326904,1746531065.1921747,0.0002880000101868063,0.14528122544288635,0.01149667426943779,0.0017944867722690105,216.64389038085938,0.13989731669425964,0,0.1356748789548874,0.4296746850013733,NaN,177.8000030517578,0.8851994872093201,1.2969415187835693,108.43824768066406,0.061927080154418945
-0.3421620726585388,0.06284378468990326,4,60.220001220703125,100000.0,1.0081897974014282,0.1748460978269577,-0.49472618103027344,0.1789553314447403,1000,40,111.16461181640625,0.018814904615283012,0.1748460978269577,0.011765575967729092,5,1344.031080977,1.0081897974014282,0,90.87999725341797,1.0081897974014282,0.1789553314447403,15.455175399780273,3.0874104499816895,1123.772705078125,6.084411144256592,1746531285.4915483,0.0002849999873433262,0.1789553314447403,0.012326874770224094,0.009242742322385311,220.07041931152344,0.1748460978269577,0,-0.0506107360124588,0.7964906096458435,NaN,138.9499969482422,0.854919970035553,1.2620736360549927,108.90574645996094,-0.03632247447967529
-0.3595110774040222,0.08197220414876938,5,63.790000915527344,120000.0,1.0097907781600952,0.21007686853408813,-3.338740348815918,0.21245425939559937,1000,40,111.23261260986328,0.03141014650464058,0.21007686853408813,0.012152519077062607,6,1564.19588163,1.0097907781600952,0,91.29776763916016,1.0097907781600952,0.21245425939559937,12.116435050964355,3.2790367603302,1343.0657958984375,5.572767734527588,1746531504.618504,0.00028199999360367656,0.21245425939559937,0.01208670623600483,0.012595241889357567,219.06341552734375,0.21007686853408813,0,-0.012140117585659027,1.4976685047149658,NaN,100.94999694824219,0.8298457264900208,1.2323403358459473,107.83071899414062,-0.0173490047454834
-0.2861686050891876,0.13852250576019287,6,76.18000030517578,140000.0,1.0102880001068115,0.24556919932365417,1.120248794555664,0.2466346174478531,1000,40,111.55381774902344,0.020190708339214325,0.24556919932365417,0.012160575948655605,7,1780.634706346,1.0102880001068115,0,90.86779022216797,1.0102880001068115,0.2466346174478531,13.23668384552002,3.977919578552246,1563.2276611328125,7.499640464782715,1746531724.7834585,0.0002789999998640269,0.2466346174478531,0.011565882712602615,-0.011219438165426254,220.09999084472656,0.24556919932365417,0,0.39249148964881897,2.073967933654785,NaN,165.35000610351562,0.809768557548523,1.2078771591186523,108.54609680175781,0.0733424723148346
-0.42358049750328064,0.15917754173278809,7,62.119998931884766,160000.0,1.0130342245101929,0.2811588943004608,-3.8341331481933594,0.2799777090549469,1000,40,108.52387237548828,0.016599781811237335,0.2811588943004608,0.013703160919249058,8,1998.869189674,1.0130341053009033,0,92.4435806274414,1.0130342245101929,0.2799777090549469,9.40255069732666,5.130208969116211,1779.6417236328125,8.889893531799316,1746531941.222144,0.00027600000612437725,0.2799777090549469,0.0160684771835804,-0.0035909265279769897,216.3481903076172,0.2811588943004608,0,-0.20162591338157654,2.4223270416259766,NaN,81.44999694824219,0.7790116667747498,1.169068455696106,107.82423400878906,-0.13741189241409302
-0.33999529480934143,0.1757798045873642,8,60.619998931884766,180000.0,1.010082721710205,0.3167839050292969,2.124044418334961,0.31364837288856506,1000,40,109.91065979003906,0.03832476958632469,0.3167839050292969,0.012792854569852352,9,2217.81249993,1.010082721710205,0,91.67975616455078,1.010082721710205,0.31364837288856506,11.526595115661621,4.3067402839660645,1997.8824462890625,8.909235954284668,1746532159.4566298,0.0002730000123847276,0.31364837288856506,0.012917899526655674,0.021724987775087357,218.15066528320312,0.3167839050292969,0,-0.0844157263636589,2.8000125885009766,NaN,127.6500015258789,0.7570719718933105,1.1405889987945557,108.23986053466797,0.08358520269393921
-0.43179798126220703,0.22324544191360474,9,53.09000015258789,200000.0,1.0139122009277344,0.35219627618789673,-1.715036392211914,0.34699463844299316,1000,40,110.73816680908203,0.026551291346549988,0.35219627618789673,0.01362545508891344,10,2438.123332527,1.0139120817184448,0,91.3812484741211,1.0139122009277344,0.34699463844299316,9.811558723449707,5.542667388916016,2216.829833984375,10.510241508483887,1746532378.3999236,0.0002699999895412475,0.34699463844299316,0.013180142268538475,-0.011773478239774704,218.86328125,0.35219627618789673,0,0.02069060504436493,3.126781940460205,NaN,96.5999984741211,0.7390075922012329,1.1164418458938599,108.12503814697266,-0.0918026864528656
