Train/PolicyRatio,Safety/shield_violation,Time/FPS,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Misc/FinalStepNorm,Misc/gradient_norm,Train/KL,Safety/EpCostShield,Loss/Loss_reward_critic,Train/StopIter,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi,Value/Adv,TotalEnvSteps,Safety/ShieldLagrangeMultiplier/Std,_runtime,Loss/Loss_cost_critic/Delta,Train/Entropy,Metrics/EpCost,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Time/Rollout,Train/Epoch,Metrics/EpLen,Train/PolicyStd,Misc/AcceptanceStep,Time/Total,Misc/xHx,Time/Epoch,Loss/Loss_cost_critic,Time/Update,_timestamp,Misc/Alpha,Value/reward,Train/PolicyRatio/Min,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpRet,Metrics/LagrangeMultiplier/Max,Train/LR,Loss/Loss_reward_critic/Delta,Value/cost,Loss/Loss_pi/Delta,_step,Misc/H_inv_g
1.0019153356552124,-0.14281493425369263,125.54631042480469,1.0019153356552124,0.044999994337558746,0.044999994337558746,0.3288617730140686,0.02345377206802368,0.00025639927480369806,241.97500610351562,0.012832419015467167,10,7.430130958557129,0,-0.19638408720493317,-2.632141082870021e-08,20000.0,0,282.680355356,90.30583190917969,1.4230495691299438,204.77499389648438,0.03599999472498894,0.03599999472498894,142.4108123779297,0,500,1.0041757822036743,1,159.3048095703125,0.0009272818570025265,159.3037567138672,90.30583190917969,16.892925262451172,1746535034.6253488,4.644155502319336,0.1387670487165451,1.0019153356552124,0.001354262582026422,0.044999994337558746,-0.21585693955421448,0.03599999472498894,0,0.012832419015467167,-0.1778031289577484,-0.19638408720493317,1,0.07081196457147598
1.0018631219863892,8.231354713439941,163.361083984375,1.0018632411956787,0.0800139307975769,0.0800139307975769,0.24683769047260284,0.054816048592329025,0.000364479492418468,246.02499389648438,0.017877625301480293,10,6.75307035446167,0,-0.22420525550842285,3.051757735406113e-09,40000.0,0,404.677518129,-27.384723663330078,1.4548450708389282,214.1374969482422,0.07103201746940613,0.07103201746940613,105.84005737304688,1,500,1.037023663520813,1,281.8777160644531,0.00281937955878675,122.42818450927734,62.92110824584961,16.58809471130371,1746535157.130412,2.6634063720703125,0.11991728842258453,1.0018632411956787,0.0013175104977563024,0.0800139307975769,0.07464785873889923,0.07103201746940613,0,0.005045206286013126,7.267206192016602,-0.027821168303489685,2,0.09267743676900864
1.0013068914413452,15.022712707519531,164.0353546142578,1.0013068914413452,0.11506064981222153,0.11506064981222153,0.23459720611572266,0.08688480406999588,0.0003978058521170169,252.52499389648438,0.014395864680409431,10,6.39881706237793,0,-0.18655584752559662,-1.5258788677030566e-09,60000.0,0,525.901671735,19.22397232055664,1.4837360382080078,219.75999450683594,0.10610239952802658,0.10610239952802658,105.23390197753906,2,500,1.0674165487289429,1,403.8763122558594,0.0038136793300509453,121.92493438720703,82.14508056640625,16.691015243530273,1746535279.1276176,2.290036201477051,0.1298680156469345,1.0013068914413452,0.0009240274666808546,0.11506064981222153,0.5073847770690918,0.10610239952802658,0,-0.003481760621070862,13.446943283081055,0.03764940798282623,3,0.10244257748126984
1.001362681388855,16.601764678955078,165.1042022705078,1.001362681388855,0.14983490109443665,0.14983490109443665,0.3002270460128784,0.039951618760824203,0.00033712518052197993,213.6750030517578,0.021169990301132202,10,4.480771064758301,0,-0.20900385081768036,1.678466787780053e-08,80000.0,0,647.36387279,7.810569763183594,1.5078693628311157,204.8000030517578,0.14109297096729279,0.14109297096729279,104.2022933959961,3,500,1.0937199592590332,1,525.0831298828125,0.002003057161346078,121.1356201171875,89.95565032958984,16.93328857421875,1746535400.3516626,3.159855604171753,0.19753114879131317,1.001362681388855,0.0009635331225581467,0.14983490109443665,1.6962616443634033,0.14109297096729279,0,0.006774125620722771,15.129693984985352,-0.02244800329208374,4,0.09501290321350098
1.0012766122817993,20.62215805053711,164.75978088378906,1.0012767314910889,0.18425700068473816,0.18425700068473816,0.26922011375427246,0.0662955567240715,0.0003860538126900792,194.39999389648438,0.02845226787030697,10,3.7540602684020996,0,-0.2528740167617798,-6.866454960174906e-09,100000.0,0,767.75338741,25.44219970703125,1.5187177658081055,184.61000061035156,0.17584356665611267,0.17584356665611267,104.48079681396484,4,500,1.1055808067321777,1,646.5612182617188,0.0031262473203241825,121.38884735107422,115.3978500366211,16.90802764892578,1746535521.8140645,2.529313325881958,0.2574518918991089,1.0012767314910889,0.0009026731131598353,0.18425700068473816,2.654149055480957,0.17584356665611267,0,0.0072822775691747665,17.830116271972656,-0.043870165944099426,5,0.1064399927854538
1.001675009727478,21.020254135131836,166.1998291015625,1.001675009727478,0.21824723482131958,0.21824723482131958,0.2510879933834076,0.08844178169965744,0.00043506859219633043,176.625,0.044170599430799484,10,2.682583808898926,0,-0.2802661955356598,-5.340575981449547e-09,120000.0,0,885.547347735,18.61797332763672,1.5173336267471313,152.27000427246094,0.2100203037261963,0.2100203037261963,103.73296356201172,5,500,1.1045833826065063,1,766.970703125,0.004418139345943928,120.33706665039062,134.0158233642578,16.604087829589844,1746535642.2034647,2.1276237964630127,0.36074063181877136,1.001675009727478,0.0011843825923278928,0.21824723482131958,3.529751777648926,0.2100203037261963,0,0.015718331560492516,18.22657585144043,-0.027392178773880005,6,0.11801333725452423
1.003536581993103,16.593875885009766,169.9117431640625,1.003536581993103,0.2508639395236969,0.2508639395236969,0.29078108072280884,0.0852530226111412,0.0003542054910212755,110.5250015258789,0.05464326962828636,10,-0.15034376084804535,0,-0.381540447473526,-8.01086397217432e-09,140000.0,0,1005.781004571,-50.923240661621094,1.5223469734191895,117.23999786376953,0.24319979548454285,0.24319979548454285,100.79649353027344,6,500,1.1106998920440674,1,884.7326049804688,0.005257499869912863,117.70817565917969,83.09258270263672,16.91164779663086,1746535759.9973662,1.9504055976867676,0.47757869958877563,1.003536581993103,0.0025007131043821573,0.2508639395236969,4.311737060546875,0.24319979548454285,0,0.010472670197486877,14.832473754882812,-0.10127425193786621,7,0.14908750355243683
1.000996708869934,15.978008270263672,166.42236328125,1.0009968280792236,0.2824975252151489,0.2824975252151489,0.2602495551109314,0.11329229176044464,0.00038301205495372415,112.8499984741211,0.10611249506473541,10,1.6597850322723389,0,-0.3407491147518158,0.0,160000.0,0,1115.663976451,15.02081298828125,1.5446356534957886,92.41000366210938,0.275124728679657,0.275124728679657,103.53034210205078,7,500,1.1362998485565186,1,1004.9938354492188,0.008601523004472256,120.17616271972656,98.11339569091797,16.645780563354492,1746535880.2310026,1.524849772453308,0.566831648349762,1.0009968280792236,0.0007048076950013638,0.2824975252151489,5.43720817565918,0.275124728679657,0,0.05146922543644905,13.711173057556152,0.040791332721710205,8,0.1706722527742386
1.0022846460342407,6.686881065368652,182.12118530273438,1.0022847652435303,0.3114365339279175,0.3114365339279175,0.28577104210853577,0.06012316420674324,0.00034740581759251654,29.674999237060547,0.07184842228889465,10,-0.8045281171798706,0,-0.4510100781917572,0.0,180000.0,0,1225.37885408,-59.69314193725586,1.57586669921875,62.150001525878906,0.3053392469882965,0.3053392469882965,93.01561737060547,8,500,1.1722930669784546,1,1114.8685302734375,0.004070189781486988,109.81698608398438,38.42025375366211,16.801347732543945,1746535990.1140215,2.2167012691497803,0.5317821502685547,1.0022847652435303,0.0016155729535967112,0.3114365339279175,5.667340278625488,0.3053392469882965,0,-0.03426407277584076,5.64621114730835,-0.1102609634399414,9,0.12891724705696106
1.002822756767273,5.968217372894287,182.40467834472656,1.002822756767273,0.33793577551841736,0.33793577551841736,0.30280008912086487,0.055759310722351074,0.0003407202602829784,23.200000762939453,0.09499547630548477,10,-0.21390171349048615,0,-0.4494793117046356,-3.6239622414058204e-09,200000.0,0,1332.964275571,-16.491283416748047,1.5982288122177124,29.5,0.3332396447658539,0.3332396447658539,92.902587890625,9,500,1.198405146598816,1,1224.58056640625,0.004674212541431189,109.64631652832031,21.928970336914062,16.743709564208984,1746536099.8290122,2.0685229301452637,0.6195546388626099,1.002822756767273,0.001995962345972657,0.33793577551841736,4.973145961761475,0.3332396447658539,0,0.02314705401659012,4.6095733642578125,0.001530766487121582,10,0.14638470113277435
1.0030931234359741,4.478728294372559,186.0192108154297,1.0030931234359741,0.3620437681674957,0.3620437681674957,0.2989526391029358,0.06514699757099152,0.00033840021933428943,12.274999618530273,0.060876842588186264,10,-0.3445892930030823,0,-0.46921584010124207,-1.3732909920349812e-08,220000.0,0,1442.534505234,-11.994068145751953,1.6087955236434937,10.079999923706055,0.3585720360279083,0.3585720360279083,90.92189025878906,10,500,1.2114274501800537,1,1332.16552734375,0.00350714148953557,107.51577758789062,9.93490219116211,16.593868255615234,1746536207.4143298,2.3880186080932617,0.6934590935707092,1.0030931234359741,0.002187140518799424,0.3620437681674957,4.817563056945801,0.3585720360279083,0,-0.03411863371729851,3.228116512298584,-0.019736528396606445,11,0.12518857419490814
1.003087043762207,4.3493523597717285,182.62257385253906,1.003087043762207,0.3844722509384155,0.3844722509384155,0.26944130659103394,0.07719738781452179,0.0003802422434091568,26.100000381469727,0.079090416431427,10,0.2776373624801636,0,-0.39342960715293884,2.4414061883248905e-08,240000.0,0,1549.817381314,8.532129287719727,1.6201868057250977,11.4399995803833,0.3817213177680969,0.3817213177680969,92.55555725097656,11,500,1.2245441675186157,1,1441.75,0.004479208029806614,109.5154800415039,18.467031478881836,16.959897994995117,1746536316.9844944,2.113070011138916,0.7979798913002014,1.003087043762207,0.002182813361287117,0.3844722509384155,5.482805252075195,0.3817213177680969,0,0.018213573843240738,3.1930460929870605,0.07578623294830322,12,0.12751176953315735
