Metrics/LagrangeMultiplier/Max,_runtime,TotalEnvSteps,Metrics/EpRet,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_pi/Delta,Value/reward,Safety/shield_adv_c,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Std,Metrics/EpLen,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,Train/LR,Train/Epoch,Safety/ShieldLagrangeMultiplier/Std,Time/Epoch,Metrics/EpCost,Value/Adv,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Max,Train/StopIter,Time/FPS,Safety/EpCostShield,Loss/Loss_reward_critic,Value/cost,Train/PolicyRatio/Min,Train/Entropy,Train/PolicyRatio/Std,_timestamp,Safety/shield_violation,Loss/Loss_cost_critic/Delta,Time/Update,Train/PolicyStd,Train/KL,Time/Rollout,Loss/Loss_pi,Train/PolicyRatio,Time/Total,Metrics/LagrangeMultiplier,_step
0.035999998450279236,408.965541649,20000.0,-1.6970489025115967,0.044999994337558746,-0.45135536789894104,0.13343220949172974,NaN,1.002720832824707,0,1000,0.035999998450279236,0.044999994337558746,14.292558670043945,0.0002969999914057553,0,0,217.6210479736328,41.20000076293945,0.03052009642124176,0.007610696833580732,0.044999994337558746,40,91.90287780761719,74.75,0.007610696833580732,-0.06321687251329422,1.002720832824707,1.4050043821334839,0.009048736654222012,1746507388.4595478,0.017475828528404236,14.292558670043945,96.8978271484375,0.9862267971038818,0.006267137825489044,120.72315216064453,-0.45135536789894104,1.002720832824707,217.6219482421875,0.035999998450279236,1
0.07061846554279327,599.016599441,40000.0,-1.0375549793243408,0.07913777232170105,0.018357574939727783,0.08407466113567352,NaN,1.0028525590896606,0,1000,0.07061846554279327,0.07913777232170105,9.242097854614258,0.00029399999766610563,1,0,190.5281219482422,33.375,-0.08400905132293701,0.00010873563587665558,0.07913777232170105,40,104.97138214111328,52.150001525878906,0.007719432469457388,0.25282275676727295,1.0028525590896606,1.37849760055542,0.010058429092168808,1746507579.0545073,0.6716141700744629,-5.0504608154296875,98.67369842529297,0.9604165554046631,0.00802959781140089,91.85435485839844,-0.43299779295921326,1.0028525590896606,408.21441650390625,0.07061846554279327,2
0.1053101122379303,795.236441726,60000.0,-0.7206708192825317,0.11371132731437683,0.01749396324157715,0.06320278346538544,NaN,1.0025417804718018,0,1000,0.1053101122379303,0.11371132731437683,8.082247734069824,0.000291000003926456,2,0,189.9938201904297,35.81666564941406,-0.09619079530239105,0.0037791398353874683,0.11371132731437683,40,105.26658630371094,72.9000015258789,0.011498572304844856,1.094096302986145,1.0025417804718018,1.3465416431427002,0.01037249993532896,1746507769.1051555,2.058738946914673,-1.1598501205444336,98.22382354736328,0.9302115440368652,0.008692366071045399,91.76993560791016,-0.4155038297176361,1.0025416612625122,598.2730102539062,0.1053101122379303,3
0.14016945660114288,992.049417058,80000.0,-0.602879524230957,0.14796799421310425,0.08294564485549927,0.058755066245794296,NaN,1.0019276142120361,0,1000,0.14016945660114288,0.14796799421310425,18.13554573059082,0.0002880000101868063,3,0,196.16029357910156,39.25,0.2700091600418091,-0.0036977664567530155,0.14796799421310425,40,101.95743560791016,122.55000305175781,0.007800805848091841,2.23797607421875,1.0019276142120361,1.3318390846252441,0.010150961577892303,1746507965.325304,3.502842903137207,10.053297996520996,98.66259002685547,0.9166178703308105,0.008703135885298252,97.49761199951172,-0.33255818486213684,1.0019276142120361,794.491943359375,0.14016945660114288,4
0.1752758026123047,1192.885065706,100000.0,-0.39844024181365967,0.1823018193244934,-0.01025855541229248,0.054093144834041595,NaN,1.0018573999404907,0,1000,0.1752758026123047,0.1823018193244934,14.081828117370605,0.0002849999873433262,4,0,196.75238037109375,47.279998779296875,0.35601869225502014,-0.0012164022773504257,0.1823018193244934,40,101.6506118774414,149.75,0.006584403570741415,4.335783004760742,1.0018573999404907,1.3113114833831787,0.010083777830004692,1746508162.138288,7.215127468109131,-4.053717613220215,98.52580261230469,0.8979748487472534,0.008281918242573738,98.22650146484375,-0.3428167402744293,1.0018573999404907,991.30419921875,0.1752758026123047,5
0.2106086015701294,1391.155988282,120000.0,0.21454200148582458,0.21706512570381165,0.02669265866279602,0.0921192392706871,NaN,1.0029815435409546,0,1000,0.2106086015701294,0.21706512570381165,15.419620513916016,0.00028199999360367656,5,0,200.7755889892578,50.09000015258789,0.5476343035697937,0.0064674983732402325,0.21706512570381165,40,99.61370086669922,149.0,0.013051901943981647,5.494350433349609,1.0029815435409546,1.3030668497085571,0.009513228200376034,1746508362.973895,8.942843437194824,1.3377923965454102,100.40436553955078,0.8906097412109375,0.007222711108624935,100.37115478515625,-0.3161240816116333,1.002981424331665,1192.1396484375,0.2106086015701294,6
0.2461729496717453,1591.810992518,140000.0,0.5429052114486694,0.2519647479057312,-0.016586869955062866,0.09618180245161057,NaN,1.004226565361023,0,1000,0.2461729496717453,0.2519647479057312,11.742533683776855,0.0002789999998640269,6,0,198.2012481689453,54.0099983215332,-0.05530744791030884,-0.0028521623462438583,0.2519647479057312,40,100.90753936767578,116.9000015258789,0.01019973959773779,4.035717964172363,1.004226565361023,1.285789966583252,0.010151106864213943,1746508561.2448735,7.833536148071289,-3.67708683013916,98.70372772216797,0.8753926753997803,0.007460723631083965,99.49744415283203,-0.33271095156669617,1.004226565361023,1390.400146484375,0.2461729496717453,7
0.28197887539863586,1791.670227003,160000.0,1.1867613792419434,0.2872728109359741,0.027945727109909058,0.2237773984670639,NaN,1.0029305219650269,0,1000,0.28197887539863586,0.2872728109359741,13.519498825073242,0.00027600000612437725,7,0,200.5952606201172,57.95000076293945,0.267980694770813,0.007245958782732487,0.2872728109359741,40,99.70325469970703,177.0,0.017445698380470276,5.649815082550049,1.0029305219650269,1.2827945947647095,0.00965897087007761,1746508761.8999126,11.424912452697754,1.7769651412963867,97.7157211303711,0.8727728724479675,0.006087437272071838,102.87944030761719,-0.3047652244567871,1.0029305219650269,1591.0660400390625,0.28197887539863586,8
0.31796860694885254,1990.370923833,180000.0,1.9869800806045532,0.3229721486568451,0.005744367837905884,0.2302951216697693,NaN,1.0025804042816162,0,1000,0.31796860694885254,0.3229721486568451,14.426108360290527,0.0002730000123847276,8,0,199.8006591796875,57.0,-0.05473385751247406,0.005895044654607773,0.3229721486568451,40,100.09976959228516,177.4499969482422,0.02334074303507805,4.945797920227051,1.0025804042816162,1.2768146991729736,0.009691121987998486,1746508961.7591355,12.671957969665527,0.9066095352172852,97.68789672851562,0.867592453956604,0.007232028059661388,102.11270141601562,-0.2990208566188812,1.0025804042816162,1790.9261474609375,0.31796860694885254,9
0.35410627722740173,2185.302757934,200000.0,2.5753679275512695,0.35898804664611816,0.1004927009344101,0.27071133255958557,NaN,1.0015108585357666,0,1000,0.35410627722740173,0.35898804664611816,15.165766716003418,0.0002699999895412475,9,0,198.64407348632812,57.11000061035156,-0.24904465675354004,-0.007945742458105087,0.35898804664611816,40,100.6825942993164,238.8000030517578,0.015395000576972961,5.737359523773193,1.0015108585357666,1.2656800746917725,0.010105964727699757,1746509160.4598732,13.605059623718262,0.7396583557128906,97.57518005371094,0.8580695390701294,0.007919295690953732,101.06883239746094,-0.19852815568447113,1.0015108585357666,1989.62841796875,0.35410627722740173,10
