Loss/Loss_cost_critic/Delta,Train/StopIter,Value/cost,Train/PolicyStd,Value/Adv,Metrics/LagrangeMultiplier/Std,Misc/H_inv_g,Time/Update,Metrics/EpCost,Metrics/EpRet,Misc/gradient_norm,Time/FPS,_runtime,Time/Epoch,Metrics/LagrangeMultiplier/Max,Time/Total,Value/reward,Misc/AcceptanceStep,Train/KL,Loss/Loss_pi/Delta,Misc/Alpha,Train/LR,_timestamp,Metrics/EpLen,Time/Rollout,Loss/Loss_reward_critic,Loss/Loss_pi,TotalEnvSteps,Train/PolicyRatio,Loss/Loss_cost_critic,_step,Train/Entropy,Misc/xHx,Misc/FinalStepNorm,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/PolicyRatio/Min,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Train/Epoch
19.69180679321289,10,0.05998773127794266,0.9944131374359131,-3.051757735406113e-09,0,0.15591132640838623,11.137548446655273,151.3000030517578,-0.16930212080478668,0.03484295308589935,181.61227416992188,221.655242604,110.12471771240234,0.03599999099969864,110.12606811523438,-0.04855995625257492,1,0.00024671346182003617,-0.006199059542268515,2.1855266094207764,0,1743324160.5768335,500,98.98714447021484,0.016018152236938477,-0.006199059542268515,20000.0,0.9992163181304932,19.69180679321289,1,1.4132771492004395,0.00418713316321373,0.3407483398914337,0.9992163181304932,0.0005541467689909041,0.9992163181304932,0.016018152236938477,0.03599999099969864,0.03599999099969864,0
-4.2967376708984375,10,6.125713348388672,0.9926841259002686,3.6239622414058204e-09,0,0.1954210102558136,11.1670560836792,168.6750030517578,-0.09294971078634262,0.08540145307779312,181.129638671875,332.137985679,110.41815948486328,0.07104744017124176,220.61534118652344,-0.06535691767930984,1,0.00028828848735429347,-0.0021676146425306797,1.6344146728515625,0,1743324271.0692456,500,99.25108337402344,0.013253112323582172,-0.008366674184799194,40000.0,0.999422013759613,15.395069122314453,2,1.4115582704544067,0.007486949674785137,0.31939896941185,0.999422013759613,0.00040871204691939056,0.999422013759613,-0.002765039913356304,0.07104744017124176,0.07104744017124176,1
-6.531994819641113,10,5.706191062927246,0.9877011179924011,-1.0681151962899094e-08,0,0.22046411037445068,11.1626558303833,134.2899932861328,0.1488332897424698,0.10359866917133331,181.1487579345703,443.02629771,110.40650177001953,0.10575464367866516,331.10321044921875,-0.05264555662870407,1,0.00035098270745947957,-0.002187964506447315,1.3876909017562866,0,1743324381.552049,500,99.24382781982422,0.010828807950019836,-0.01055463869124651,60000.0,1.0010401010513306,8.86307430267334,3,1.4064964056015015,0.010385898873209953,0.3059360384941101,1.0010402202606201,0.0007354344124905765,1.0010402202606201,-0.002424304373562336,0.10575464367866516,0.10575464367866516,2
1.759592056274414,10,7.746317386627197,0.9774665832519531,-2.555847089524832e-08,0,0.23660145699977875,11.1638765335083,95.41999816894531,0.5744814872741699,0.1102873757481575,180.4651641845703,553.426945144,110.82471466064453,0.13941563665866852,441.9969177246094,-0.007478395011276007,1,0.0004024867666885257,-0.0016734655946493149,1.2047359943389893,0,1743324492.4403846,500,99.66082000732422,0.011350281536579132,-0.012228104285895824,80000.0,0.998245894908905,10.622666358947754,4,1.3961037397384644,0.013779893517494202,0.28504228591918945,0.998245894908905,0.0012403817381709814,0.998245894908905,0.0005214735865592957,0.13941563665866852,0.13941563665866852,3
1.9340925216674805,10,9.461518287658691,0.9581711292266846,-2.1362303925798187e-08,0,0.2564533054828644,11.169899940490723,73.19999694824219,1.1691596508026123,0.09885977953672409,181.30087280273438,664.336205226,110.3138656616211,0.17177316546440125,552.374267578125,0.01662479341030121,1,0.0004325978516135365,-0.000627424567937851,1.124479055404663,0,1743324602.841017,500,99.14392852783203,0.01110354345291853,-0.012855528853833675,100000.0,0.9997413754463196,12.556758880615234,5,1.3761416673660278,0.015817105770111084,0.2883763611316681,0.9997414350509644,0.00018286111298948526,0.9997414350509644,-0.00024673808366060257,0.17177316546440125,0.17177316546440125,4
9.230751037597656,10,13.466021537780762,0.9358018040657043,-1.2969969986897922e-08,0,0.2411779761314392,11.176826477050781,105.0,2.2505834102630615,0.09601045399904251,180.4431915283203,774.66790664,110.83821105957031,0.2042248547077179,663.2994995117188,0.11413200944662094,1,0.00035213693627156317,0.0018078871071338654,1.2707659006118774,0,1743324713.7502491,500,99.6613540649414,0.02028706856071949,-0.01104764174669981,120000.0,1.0001007318496704,21.78750991821289,6,1.352510929107666,0.012385072186589241,0.30648073554039,1.00010085105896,7.125628326321021e-05,1.00010085105896,0.00918352510780096,0.2042248547077179,0.2042248547077179,5
-0.29154396057128906,10,14.895451545715332,0.9174773097038269,4.425048771850015e-08,0,0.27934393286705017,11.160411834716797,120.87999725341797,3.4149584770202637,0.16480787098407745,181.39137268066406,885.142111323,110.25882720947266,0.23708540201187134,773.628662109375,0.2260507047176361,1,0.0003951532125938684,-0.00310593843460083,0.9590910077095032,0,1743324824.081958,500,99.09839630126953,0.029217500239610672,-0.01415358018130064,140000.0,1.000675082206726,21.4959659576416,7,1.3327633142471313,0.021742533892393112,0.2679162621498108,1.000675082206726,0.00047732709208503366,1.000675082206726,0.008930431678891182,0.23708540201187134,0.23708540201187134,6
-1.5629501342773438,10,11.909128189086914,0.8982222080230713,-2.5939939973795845e-08,0,0.26941579580307007,11.163064956665039,119.51000213623047,4.302238941192627,0.14231543242931366,181.1353302001953,995.426271357,110.41468048095703,0.2702305018901825,884.1153564453125,0.31832635402679443,1,0.00036960942088626325,0.0015162434428930283,1.0868557691574097,0,1743324934.5561924,500,99.2515869140625,0.028342386707663536,-0.012637336738407612,160000.0,0.9992139339447021,19.933015823364258,8,1.3115296363830566,0.01693112775683403,0.2928161025047302,0.9992139339447021,0.0005558326374739408,0.9992139339447021,-0.0008751135319471359,0.2702305018901825,0.2702305018901825,7
-2.1452789306640625,10,11.900824546813965,0.8804872632026672,-1.525878801089675e-08,0,0.2814803719520569,11.169713973999023,86.55000305175781,4.7867889404296875,0.20814688503742218,181.46636962890625,1106.20158647,110.2132568359375,0.3028950095176697,994.3898315429688,0.46956825256347656,1,0.00036852245102636516,-0.001360766589641571,0.9712637066841125,0,1743325044.8404093,500,99.04352569580078,0.043425142765045166,-0.013998103328049183,180000.0,0.9993577003479004,17.787736892700195,9,1.2915740013122559,0.021200956776738167,0.2733916640281677,0.9993577003479004,0.00045420252718031406,0.9993577003479004,0.01508275605738163,0.3028950095176697,0.3028950095176697,8
-4.818986892700195,10,9.066969871520996,0.8713056445121765,1.5258788677030566e-09,0,0.3506311774253845,11.167472839355469,54.220001220703125,5.961884021759033,0.18097752332687378,180.6591339111328,1216.927143197,110.70572662353516,0.3342410922050476,1105.165771484375,0.6574271321296692,1,0.000318912643706426,-0.0017331195995211601,0.8807892799377441,0,1743325155.61565,500,99.5382308959961,0.04779108241200447,-0.015731222927570343,200000.0,1.000889778137207,12.96875,10,1.2810909748077393,0.025780169293284416,0.30883219838142395,1.000889778137207,0.0006292243488132954,1.000889778137207,0.004365939646959305,0.3342410922050476,0.3342410922050476,9
