Time/Rollout,Time/Total,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Max,Train/KL,Train/Epoch,Metrics/EpLen,Loss/Loss_reward_critic,Loss/Loss_cost_critic/Delta,Metrics/EpRet,Value/Adv,Value/cost,Train/StopIter,Train/PolicyStd,_timestamp,Metrics/EpCost,Safety/ShieldLagrangeMultiplier,Train/PolicyRatio,Train/Entropy,Safety/EpCostShield,Metrics/LagrangeMultiplier,Time/FPS,Loss/Loss_cost_critic,Safety/shield_violation,Loss/Loss_pi/Delta,Loss/Loss_reward_critic/Delta,Time/Update,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Min,Value/reward,Safety/shield_adv_c,Loss/Loss_pi,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,TotalEnvSteps,Metrics/LagrangeMultiplier/Std,Time/Epoch,Train/LR,Metrics/LagrangeMultiplier/Max,_step,_runtime
161.48193359375,313.1969909667969,0,0.9993157982826233,0.009986553341150284,0,500,0.03277513012290001,59.596397399902344,-2.850612163543701,0.06405018270015717,-0.11963462084531784,40,0.9975031018257141,1746555008.2568457,124.25,0.04500000178813934,0.9993157982826233,1.4164365530014038,164.27499389648438,0.035999998450279236,63.85783767700195,59.596397399902344,-0.2018023133277893,0.10151471197605133,0.03277513012290001,151.71368408203125,0.9993157982826233,0.04500000178813934,0.016367439180612564,NaN,0.10151471197605133,0.01181770022958517,0.04500000178813934,0.035999998450279236,20000.0,0,313.1956787109375,0.0002969999914057553,0.035999998450279236,1,573.573367311
108.46006774902344,572.3611450195312,0,0.9996908903121948,0.012518482282757759,1,500,0.02564760483801365,-24.183971405029297,-0.8162826299667358,-0.433897465467453,2.2003190517425537,40,0.9949653148651123,1746555267.428905,108.76249694824219,0.07951104640960693,0.99969083070755,1.4138882160186768,128.10000610351562,0.07080192863941193,77.19451141357422,35.41242599487305,2.856901168823242,0.027640774846076965,-0.00712752528488636,150.6256561279297,0.9996908903121948,0.07951104640960693,-0.005610974505543709,NaN,0.1291554868221283,0.01309872418642044,0.07951104640960693,0.07080192863941193,40000.0,0,259.0857849121094,0.00029399999766610563,0.07080192863941193,2,825.850493549
103.48492431640625,824.63330078125,0,0.9985448122024536,0.016568074002861977,2,500,0.026357650756835938,-12.410528182983398,1.4583542346954346,-0.06514304131269455,2.976120710372925,40,0.9695695042610168,1746555519.706148,87.72000122070312,0.11174865067005157,0.9985448122024536,1.3879567384719849,66.875,0.10505126416683197,79.30741882324219,23.00189781188965,3.922109365463257,-0.10071762278676033,0.0007100459188222885,148.69818115234375,0.9985448122024536,0.11174865067005157,0.118629090487957,NaN,0.028437864035367966,0.014439176768064499,0.11174865067005157,0.10505126416683197,60000.0,0,252.18321228027344,0.000291000003926456,0.10505126416683197,3,1087.352230897
114.4593276977539,1086.1427001953125,0,0.9993375539779663,0.010177364572882652,3,500,0.04403519257903099,37.18317222595215,5.1358842849731445,-0.03624439239501953,10.376334190368652,40,0.9705926179885864,1746555781.2078755,83.19000244140625,0.14507974684238434,0.9993375539779663,1.388991117477417,165.625,0.13895462453365326,76.50618743896484,60.1850700378418,12.590213775634766,0.20916824415326118,0.017677541822195053,146.95738220214844,0.9993375539779663,0.14507974684238434,0.284681111574173,NaN,0.23760610818862915,0.01215239055454731,0.14507974684238434,0.13895462453365326,80000.0,0,261.4167785644531,0.0002880000101868063,0.13895462453365326,4,1348.077449066
113.16033935546875,1346.8631591796875,0,0.996924638748169,0.0109423091635108,4,500,0.057134959846735,22.297649383544922,7.985953330993652,0.2684342861175537,12.394179344177246,40,0.9645504951477051,1746556041.933085,113.87999725341797,0.179062619805336,0.9969245791435242,1.3825958967208862,164.9250030517578,0.17328006029129028,76.73577117919922,82.48271942138672,14.982282638549805,0.005519211292266846,0.01309976726770401,147.47422790527344,0.996924638748169,0.179062619805336,0.5438414812088013,NaN,0.243125319480896,0.012645085342228413,0.179062619805336,0.17328006029129028,100000.0,0,260.6346435546875,0.0002849999873433262,0.17328006029129028,5,1609.149911142
108.78618621826172,1607.7078857421875,0,0.998447060585022,0.012339398264884949,5,500,0.07285917550325394,8.447456359863281,10.501908302307129,0.13964930176734924,16.257783889770508,40,0.9622317552566528,1746556303.0053148,138.52000427246094,0.21357053518295288,0.998447060585022,1.3799500465393066,186.9250030517578,0.20804709196090698,76.70079803466797,90.93017578125,20.888952255249023,-0.005637183785438538,0.015724215656518936,151.9672088623047,0.998447060585022,0.21357053518295288,0.877116322517395,NaN,0.23748813569545746,0.012344100512564182,0.21357053518295288,0.20804709196090698,120000.0,0,260.75347900390625,0.00028199999360367656,0.20804709196090698,6,1869.205582861
111.63204956054688,1867.9425048828125,0,0.9994078278541565,0.009615513496100903,6,500,0.1082606092095375,12.781829833984375,11.726079940795898,-0.030178215354681015,20.64747428894043,40,0.9563964605331421,1746556563.0612652,144.39999389648438,0.24849513173103333,0.9994078278541565,1.3739681243896484,195.47500610351562,0.2431757152080536,76.94966888427734,103.71200561523438,24.044031143188477,-0.0010308027267456055,0.03540143370628357,148.27801513671875,0.9994078278541565,0.24849513173103333,1.2730529308319092,NaN,0.23645733296871185,0.011273743584752083,0.24849513173103333,0.2431757152080536,140000.0,0,259.91015625,0.0002789999998640269,0.2431757152080536,7,2132.449836164
114.2765884399414,2131.234619140625,0,0.9982829689979553,0.009858031757175922,7,500,0.11831697076559067,40.12861633300781,14.015966415405273,0.11869598925113678,29.98222541809082,40,0.9579063653945923,1746556826.3056762,189.38999938964844,0.2838113009929657,0.9982829093933105,1.3756232261657715,256.875,0.27864310145378113,76.00116729736328,143.8406219482422,34.79623031616211,0.03556196391582489,0.010056361556053162,148.877197265625,0.9982829689979553,0.2838113009929657,1.669916033744812,NaN,0.27201929688453674,0.012043333612382412,0.2838113009929657,0.27864310145378113,160000.0,0,263.1538391113281,0.00027600000612437725,0.27864310145378113,8,2390.582382298
112.29380798339844,2389.3720703125,0,0.9961807131767273,0.010580979287624359,8,500,0.15796072781085968,3.8384246826171875,15.953337669372559,-0.27857112884521484,32.30093002319336,40,0.9530335664749146,1746557084.4379568,200.66000366210938,0.3194892406463623,0.9961806535720825,1.3705283403396606,239.52499389648438,0.31447404623031616,77.50486755371094,147.67904663085938,36.401405334472656,-0.1562599390745163,0.03964375704526901,145.75442504882812,0.9961807131767273,0.3194892406463623,2.0726377964019775,NaN,0.11575935781002045,0.011171617545187473,0.3194892406463623,0.31447404623031616,180000.0,0,258.0483093261719,0.0002730000123847276,0.31447404623031616,9,2649.341599708
109.03644561767578,2648.11767578125,0,0.9987503886222839,0.008612857200205326,9,500,0.19854207336902618,-25.166648864746094,18.015159606933594,-0.33314818143844604,28.35494613647461,40,0.9405208230018616,1746557343.196837,190.0,0.3550539016723633,0.9987503886222839,1.3574402332305908,181.4499969482422,0.3506121039390564,77.32147216796875,122.51239776611328,32.689022064208984,-0.22957542538642883,0.040581345558166504,149.62379455566406,0.9987503886222839,0.3550539016723633,2.4939968585968018,NaN,-0.11381606757640839,0.011105632409453392,0.3550539016723633,0.3506121039390564,200000.0,0,258.66033935546875,0.0002699999895412475,0.3506121039390564,10,2902.574293928
