Metrics/LagrangeMultiplier/Std,Loss/Loss_pi,Misc/AcceptanceStep,_runtime,Misc/FinalStepNorm,Train/KL,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Std,Time/Epoch,Metrics/EpRet,Time/FPS,Train/LR,Time/Update,Metrics/LagrangeMultiplier/Max,Misc/H_inv_g,TotalEnvSteps,Loss/Loss_pi/Delta,Misc/gradient_norm,Metrics/LagrangeMultiplier,Value/reward,Train/PolicyRatio/Min,Time/Rollout,Loss/Loss_reward_critic/Delta,Time/Total,Train/PolicyRatio/Max,Metrics/EpLen,Value/cost,Train/Entropy,Loss/Loss_cost_critic,Train/PolicyStd,Train/StopIter,Loss/Loss_reward_critic,Loss/Loss_cost_critic/Delta,Train/PolicyRatio,_timestamp,_step,Train/Epoch,Metrics/EpCost,Misc/xHx,Value/Adv,Misc/Alpha
0,-0.004789303056895733,1,221.327514646,0.35327932238578796,0.00020568948821164668,0.035999998450279236,0.00038668327033519745,110.19615936279297,-0.8894171714782715,181.49453735351562,0,16.245899200439453,0.035999998450279236,0.12752194702625275,20000.0,-0.004789303056895733,0.02851947210729122,0.035999998450279236,0.22936469316482544,1.0005468130111694,93.95021057128906,0.0064332676120102406,110.1973876953125,1.0005468130111694,1000,-0.06947670131921768,1.4208024740219116,3.4614450931549072,1.001988410949707,10,0.0064332676120102406,3.4614450931549072,1.0005468130111694,1743321014.0593112,1,0,38.849998474121094,0.002605923917144537,1.2207030941624453e-08,2.770341396331787
0,-0.008639060892164707,1,329.635096349,0.25958770513534546,0.00041097382199950516,0.07088711857795715,0.0001556904608150944,109.39021301269531,-0.9469369649887085,182.8317108154297,0,14.904738426208496,0.07088711857795715,0.16320954263210297,40000.0,-0.0038497578352689743,0.10272729396820068,0.07088711857795715,0.16089347004890442,0.9997798800468445,94.48544311523438,-0.0005776379257440567,219.68360900878906,0.9997798800468445,1000,0.4538338780403137,1.4164714813232422,2.451897144317627,0.997657060623169,10,0.005855629686266184,-1.0095479488372803,0.9997798800468445,1743321123.535554,2,1,35.599998474121094,0.007905918173491955,-1.831054596834747e-08,1.5905178785324097
0,-0.01075611263513565,1,438.167134585,0.31017956137657166,0.0003215613542124629,0.10580272227525711,8.578288543503731e-05,108.2026596069336,-0.56489497423172,184.83834838867188,0,15.609968185424805,0.10580272227525711,0.2316335290670395,60000.0,-0.0021170517429709435,0.1068258285522461,0.10580272227525711,0.14525121450424194,0.9998787641525269,92.5926513671875,-0.0019211526960134506,327.976318359375,0.9998787641525269,1000,0.8349641561508179,1.4044747352600098,2.2515556812286377,0.9857311248779297,10,0.003934476990252733,-0.20034146308898926,0.9998787045478821,1743321231.8430033,3,2,36.88333511352539,0.011153370141983032,4.577636492086867e-09,1.3390960693359375
0,-0.008827353827655315,1,545.744185813,0.32419610023498535,0.00031970758573152125,0.1407034695148468,0.0010085459798574448,108.39607238769531,-0.18649856746196747,184.508544921875,0,14.642541885375977,0.1407034695148468,0.18857841193675995,80000.0,0.0019287588074803352,0.07880660146474838,0.1407034695148468,0.10812453925609589,1.0014264583587646,93.75349426269531,0.009263787884265184,436.4823913574219,1.0014264583587646,1000,1.4338343143463135,1.3989914655685425,3.6165900230407715,0.980506420135498,10,0.013198264874517918,1.3650343418121338,1.001426339149475,1743321340.375005,4,3,36.17499923706055,0.006767023354768753,3.051757735406113e-09,1.7191581726074219
0,-0.010402001440525055,1,656.251487728,0.3093931972980499,0.0003571527195163071,0.17580106854438782,0.00020205200416967273,107.45269012451172,0.11853809654712677,186.12843322753906,0,14.97091293334961,0.17580106854438782,0.22070227563381195,100000.0,-0.0015746476128697395,0.0624258816242218,0.17580106854438782,0.15082690119743347,0.9997142553329468,92.48173522949219,-0.004680384881794453,544.0711669921875,0.9997142553329468,1000,1.9290496110916138,1.3891578912734985,3.7305421829223633,0.9709814190864563,10,0.008517879992723465,0.1139521598815918,0.999714195728302,1743321447.9518976,5,4,42.810001373291016,0.010177044197916985,-3.051757735406113e-09,1.4018577337265015
0,-0.009532771073281765,1,766.404761339,0.3033510744571686,0.000331875286065042,0.21089379489421844,0.0007420655456371605,110.42427062988281,0.7723714709281921,181.11959838867188,0,15.350149154663086,0.21089379489421844,0.17414411902427673,120000.0,0.00086923036724329,0.08912517130374908,0.21089379489421844,0.15938913822174072,1.0010493993759155,95.0740966796875,0.009322961792349815,654.6206665039062,1.0010493993759155,1000,3.4849328994750977,1.3899565935134888,1.9908006191253662,0.9716731905937195,10,0.01784084178507328,-1.739741563796997,1.0010493993759155,1743321558.4599674,6,5,38.540000915527344,0.006591069977730513,-3.051757735406113e-09,1.7419542074203491
0,-0.010151056572794914,1,873.717316513,0.3127003312110901,0.00031931413104757667,0.246274933218956,0.00029637664556503296,110.07245635986328,1.372881293296814,181.69850158691406,0,15.965547561645508,0.246274933218956,0.2271590381860733,140000.0,-0.0006182854995131493,0.07663258910179138,0.246274933218956,0.18860283493995667,0.9995808601379395,94.10687255859375,-0.0032722726464271545,764.7640991210938,0.9995808601379395,1000,4.269815444946289,1.3858028650283813,3.3405303955078125,0.96759033203125,10,0.014568569138646126,1.3497297763824463,0.9995808601379395,1743321668.6127298,7,6,49.810001373291016,0.010554386302828789,0.0,1.3765699863433838
0,-0.008704776875674725,1,983.8601385,0.3338893949985504,0.0002515263622626662,0.28188154101371765,0.00035411783028393984,107.22364807128906,1.7956024408340454,186.52601623535156,0,13.23883056640625,0.28188154101371765,0.21523118019104004,160000.0,0.0014462796971201897,0.0604136623442173,0.28188154101371765,0.19550229609012604,0.9994992017745972,93.98478698730469,0.001502595841884613,872.0765991210938,0.9994992017745972,1000,4.3596014976501465,1.3793941736221313,2.506927728652954,0.9613243937492371,10,0.01607116498053074,-0.8336026668548584,0.9994991421699524,1743321775.9252548,8,7,49.630001068115234,0.008310642093420029,0.0,1.551305890083313
0,-0.009614323265850544,1,1092.800264741,0.30762535333633423,0.0003191553696524352,0.31774529814720154,2.4417082386207767e-05,110.06122589111328,2.0404469966888428,181.717041015625,0,15.074563026428223,0.31774529814720154,0.20718346536159515,180000.0,-0.0009095463901758194,0.07270759344100952,0.31774529814720154,0.21710243821144104,0.9999655485153198,94.98662567138672,0.0005492046475410461,982.2268676757812,0.9999655485153198,1000,3.6811859607696533,1.380268931388855,2.8559160232543945,0.9621107578277588,10,0.016620369628071785,0.34898829460144043,0.999965488910675,1743321886.0680249,9,8,53.63999938964844,0.009071839973330498,-2.2888182460434336e-09,1.4847968816757202
0,-0.009242233820259571,1,1200.845378194,0.3170408308506012,0.00028184466646052897,0.3537275493144989,0.0005400415975600481,108.77125549316406,2.562518835067749,183.87210083007812,0,14.726790428161621,0.3537275493144989,0.21667639911174774,200000.0,0.0003720894455909729,0.08545434474945068,0.3537275493144989,0.1857619732618332,1.0007637739181519,94.04441833496094,0.01124909333884716,1091.0791015625,1.0007637739181519,1000,5.035801410675049,1.3809785842895508,2.34696102142334,0.9628424048423767,10,0.027869462966918945,-0.5089550018310547,1.0007637739181519,1743321995.0081527,10,9,50.18000030517578,0.00934162363409996,-3.433227480087453e-09,1.4631996154785156
