Value/cost,_runtime,Time/Update,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Min,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Max,Loss/Loss_cost_critic,Loss/Loss_pi,Train/KL,TotalEnvSteps,Loss/Loss_reward_critic/Delta,Safety/shield_violation,Safety/ShieldLagrangeMultiplier,Train/PolicyStd,Loss/Loss_reward_critic,Safety/shield_adv_c,Metrics/EpLen,Value/Adv,Time/Total,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier,Train/LR,_step,Train/PolicyRatio/Max,Time/Rollout,_timestamp,Safety/EpCostShield,Train/Epoch,Safety/ShieldLagrangeMultiplier/Min,Train/Entropy,Metrics/EpCost,Value/reward,Safety/ShieldLagrangeMultiplier/Max,Train/StopIter,Time/Epoch,Train/PolicyRatio,Train/PolicyRatio/Min,Time/FPS,Metrics/EpRet
-0.1778031289577484,445.898228422,97.99057006835938,0,-0.3060172200202942,0.03599999472498894,75.265869140625,0.03599999472498894,75.265869140625,-0.3060172200202942,0.006445391569286585,20000.0,0.011676829308271408,-0.14281493425369263,0.044999994337558746,0.9949640035629272,0.011676829308271408,NaN,500,0.14874905347824097,237.3214111328125,0,0.009687446057796478,0.03599999472498894,0.0002969999914057553,1,1.0034468173980713,139.32852172851562,1746536900.3574362,241.97500610351562,0,0.044999994337558746,1.4138680696487427,204.77499389648438,0.1387670487165451,0.044999994337558746,40,237.31915283203125,1.0034468173980713,1.0034468173980713,84.27470397949219,-0.21585693955421448
7.126143932342529,652.932474607,99.1131820678711,0,0.06001599133014679,0.07100933790206909,-25.63207244873047,0.07100933790206909,49.63379669189453,-0.2460012286901474,0.011211180128157139,40000.0,0.0009778738021850586,8.70290756225586,0.0799897313117981,0.9795650243759155,0.012654703110456467,NaN,500,-0.05302046984434128,444.87200927734375,0,0.011336191557347775,0.07100933790206909,0.00029399999766610563,2,1.0030409097671509,108.3819351196289,1746537107.9201655,239.39999389648438,1,0.0799897313117981,1.398175597190857,207.0,0.12221066653728485,0.0799897313117981,40,207.49517822265625,1.0030409097671509,1.0030409097671509,96.38778686523438,0.12543228268623352
11.913692474365234,859.347028975,98.65653228759766,0,0.030184566974639893,0.10602187365293503,17.116371154785156,0.10602187365293503,66.75016784667969,-0.2158166617155075,0.010551907122135162,60000.0,0.004673562943935394,14.353243827819824,0.11493328213691711,0.9632427096366882,0.01732826605439186,NaN,500,0.2031039595603943,651.9186401367188,0,0.012187227606773376,0.10602187365293503,0.000291000003926456,3,1.003549575805664,108.32499694824219,1746537314.9543893,232.0749969482422,2,0.11493328213691711,1.3812158107757568,207.02000427246094,0.09411122649908066,0.11493328213691711,40,206.98158264160156,1.003549575805664,1.003549575805664,96.626953125,0.45674869418144226
15.869039535522461,1065.785066964,98.9321060180664,0,0.013443753123283386,0.14097192883491516,12.062370300292969,0.14097192883491516,78.81253814697266,-0.20237290859222412,0.01250902283936739,80000.0,-0.002761797048151493,18.242996215820312,0.14979863166809082,0.9317535161972046,0.014566469006240368,NaN,500,-0.1017836332321167,858.3256225585938,0,0.012508278712630272,0.14097192883491516,0.0002880000101868063,4,1.0044633150100708,107.42161560058594,1746537521.3688939,224.125,3,0.14979863166809082,1.347817063331604,198.4499969482422,0.24256576597690582,0.14979863166809082,40,206.35377502441406,1.0044633150100708,1.0044633150100708,96.92092895507812,1.609021782875061
17.21331024169922,1271.853640413,98.48763275146484,0,-0.04088053107261658,0.1758117824792862,27.352447509765625,0.1758117824792862,106.16498565673828,-0.2432534396648407,0.0126039395108819,100000.0,0.005016892217099667,20.56440544128418,0.184363454580307,0.9039219617843628,0.019583361223340034,NaN,500,-0.03179353475570679,1064.76904296875,0,0.012591054663062096,0.1758117824792862,0.0002849999873433262,5,1.0059856176376343,107.89543151855469,1746537727.8069017,196.875,4,0.184363454580307,1.317337989807129,190.13999938964844,0.2873585820198059,0.184363454580307,40,206.38314819335938,1.0059856176376343,1.0059856176376343,96.90713500976562,2.731933355331421
16.9084415435791,1477.64273604,98.8240737915039,0,-0.034925490617752075,0.2101176530122757,0.06215667724609375,0.2101176530122757,106.22714233398438,-0.2781789302825928,0.011751162819564342,120000.0,0.0076490771025419235,19.771394729614258,0.21836769580841064,0.882275402545929,0.027232438325881958,NaN,500,-0.07544153928756714,1270.8204345703125,0,0.012302659451961517,0.2101176530122757,0.00028199999360367656,6,1.006333589553833,107.1718521118164,1746537933.875522,166.72500610351562,5,0.21836769580841064,1.2925426959991455,152.63999938964844,0.3947710394859314,0.21836769580841064,40,205.99598693847656,1.006333589553833,1.006333589553833,97.08927154541016,3.5660247802734375
19.51960563659668,1684.652999404,99.13041687011719,0,-0.02394929528236389,0.24388667941093445,25.131103515625,0.24388667941093445,131.35824584960938,-0.30212822556495667,0.0145769864320755,140000.0,0.011297985911369324,23.71278190612793,0.2520716190338135,0.8480910658836365,0.03853042423725128,NaN,500,-0.01899184286594391,1476.609130859375,0,0.013139808550477028,0.24388667941093445,0.0002789999998640269,7,1.0082868337631226,106.5858383178711,1746538139.6646562,172.39999389648438,6,0.2520716190338135,1.2528395652770996,141.2899932861328,0.5130003690719604,0.2520716190338135,40,205.71630859375,1.0082868337631226,1.0082868337631226,97.22126770019531,4.479536533355713
20.142314910888672,1887.239671714,99.36089324951172,0,-0.05213823914527893,0.27700933814048767,-14.154335021972656,0.27700933814048767,117.20391082763672,-0.3542664647102356,0.018166890367865562,160000.0,0.029893659055233,25.410350799560547,0.2854043245315552,0.8239657282829285,0.06842408329248428,NaN,500,-0.08747798204421997,1683.624267578125,0,0.013395216315984726,0.27700933814048767,0.00027600000612437725,8,1.0081398487091064,107.58072662353516,1746538346.6748343,160.10000610351562,7,0.2854043245315552,1.2234346866607666,125.69000244140625,0.6988359093666077,0.2854043245315552,40,206.94168090820312,1.0081398487091064,1.0081398487091064,96.64558410644531,5.734837532043457
13.502222061157227,2084.15778415,98.96051025390625,0,-0.04112976789474487,0.3096068799495697,-32.96051788330078,0.3096068799495697,84.24339294433594,-0.39539623260498047,0.015112942084670067,180000.0,-0.021713607013225555,18.463605880737305,0.3174702525138855,0.7948626279830933,0.04671047627925873,NaN,500,0.06367891281843185,1886.2227783203125,0,0.013839095830917358,0.3096068799495697,0.0002730000123847276,9,1.009517788887024,103.57110595703125,1746538549.2597938,100.5,8,0.3174702525138855,1.187227487564087,123.30999755859375,0.7638148069381714,0.3174702525138855,40,202.5316925048828,1.009517788887024,1.009517788887024,98.7499771118164,6.259109020233154
6.437188148498535,2284.688392074,98.95481872558594,0,-0.05310952663421631,0.34052330255508423,-42.486595153808594,0.34052330255508423,41.756797790527344,-0.4485057592391968,0.01651027239859104,200000.0,0.009004410356283188,10.175365447998047,0.34711459279060364,0.7654569745063782,0.055714886635541916,NaN,500,0.06965114921331406,2083.134765625,0,0.014199473895132542,0.34052330255508423,0.0002699999895412475,10,1.0116822719573975,97.9024658203125,1746538746.179627,37.92499923706055,9,0.34711459279060364,1.1493515968322754,63.459999084472656,0.7565003037452698,0.34711459279060364,40,196.8573455810547,1.011682152748108,1.0116822719573975,101.5964126586914,5.70797061920166
