Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Max,_step,Loss/Loss_reward_critic/Delta,Value/cost,Train/LR,Loss/Loss_pi,Time/Epoch,Train/Entropy,Safety/shield_adv_c,Safety/EpCostShield,Train/PolicyRatio/Max,Metrics/EpRet,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Std,_timestamp,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Min,_runtime,Train/PolicyStd,Metrics/LagrangeMultiplier/Max,Metrics/EpCost,TotalEnvSteps,Metrics/EpLen,Safety/shield_violation,Train/StopIter,Metrics/LagrangeMultiplier/Std,Value/reward,Time/FPS,Train/Epoch,Metrics/LagrangeMultiplier,Train/KL,Time/Update,Value/Adv,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Time/Rollout,Train/PolicyRatio,Time/Total
-0.4303785562515259,0.04500000178813934,1,0.005663939751684666,0.13859891891479492,0.0002969999914057553,-0.4303785562515259,213.694580078125,1.3913956880569458,NaN,144.8000030517578,1.0037760734558105,-0.48796167969703674,0.011982548981904984,0.04500000178813934,0.005663939751684666,0,1746506403.3343205,1.0037760734558105,0.04500000178813934,0.035999998450279236,403.994090924,0.9728942513465881,0.035999998450279236,82.3499984741211,20000.0,1000,-0.027338918298482895,40,0,-0.060623619705438614,93.59152221679688,0,0.035999998450279236,0.011423606425523758,93.85462188720703,0.1818585991859436,26.90196990966797,26.90196990966797,119.83989715576172,1.0037760734558105,213.69595336914062
0.047878116369247437,0.08004039525985718,2,0.004119854420423508,0.5939323306083679,0.00029399999766610563,-0.38250043988227844,189.3627471923828,1.352913498878479,NaN,167.39999389648438,1.0046956539154053,0.40211358666419983,0.012492997571825981,0.08004039525985718,0.009783794172108173,0,1746506592.7541947,1.0046956539154053,0.08004039525985718,0.07099860161542892,594.944835947,0.9364045262336731,0.07099860161542892,82.2249984741211,40000.0,1000,2.993014097213745,40,0,-0.047409042716026306,105.61739349365234,1,0.07099860161542892,0.014637078158557415,95.29661560058594,-0.05984700843691826,25.885000228881836,-1.0169696807861328,94.06605529785156,1.0046955347061157,403.11590576171875
0.10726577043533325,0.11490341275930405,3,-0.001095523126423359,2.2560250759124756,0.000291000003926456,-0.2752346694469452,190.88540649414062,1.333217740058899,NaN,233.10000610351562,1.0029367208480835,1.0466983318328857,0.009393921121954918,0.11490341275930405,0.008688271045684814,0,1746506783.7049198,1.0029367208480835,0.11490341275930405,0.10606370866298676,786.978316999,0.9181556701660156,0.10606370866298676,88.0,60000.0,1000,3.8204989433288574,40,0,-0.012418280355632305,104.77490234375,2,0.10606370866298676,0.007721535861492157,94.27425384521484,-0.19408321380615234,30.07090950012207,4.185909271240234,96.61109924316406,1.0029367208480835,594.0562133789062
-0.02798008918762207,0.1499602347612381,4,0.002679412253201008,3.8182992935180664,0.0002880000101868063,-0.30321475863456726,191.9752197265625,1.3165215253829956,NaN,221.85000610351562,1.002355694770813,1.356421709060669,0.009718767367303371,0.1499602347612381,0.011367683298885822,0,1746506975.7384474,1.002355694770813,0.1499602347612381,0.14112070202827454,976.83420065,0.9029248952865601,0.14112070202827454,84.9000015258789,80000.0,1000,9.574451446533203,40,0,0.03402937203645706,104.18011474609375,3,0.14112070202827454,0.006831917446106672,94.29841613769531,0.47349652647972107,24.162017822265625,-5.908891677856445,97.67674255371094,1.002355694770813,786.0988159179688
-0.04515901207923889,0.18450844287872314,5,0.0044655753299593925,4.05476188659668,0.0002849999873433262,-0.34837377071380615,189.7899932861328,1.2867405414581299,NaN,152.5,1.005043625831604,1.7154638767242432,0.010693761520087719,0.18450844287872314,0.015833258628845215,0,1746507165.5942502,1.005043625831604,0.18450844287872314,0.1760893315076828,1168.12217696,0.876568078994751,0.1760893315076828,80.62999725341797,100000.0,1000,9.618487358093262,40,0,0.09964332729578018,105.37963104248047,4,0.1760893315076828,0.010569017380475998,93.9377670288086,0.21430471539497375,20.604557037353516,-3.5574607849121094,95.8521728515625,1.005043625831604,975.9446411132812
0.01138460636138916,0.21901701390743256,6,0.002612899988889694,5.443314075469971,0.00028199999360367656,-0.336989164352417,191.2321319580078,1.2731927633285522,NaN,173.9499969482422,1.0034313201904297,2.6274359226226807,0.009372065775096416,0.21901701390743256,0.01844615861773491,0,1746507356.8822608,1.0034313201904297,0.21901701390743256,0.21087178587913513,1360.604627814,0.865071713924408,0.21087178587913513,75.19999694824219,120000.0,1000,12.274428367614746,40,0,0.1511233150959015,104.58493041992188,5,0.21087178587913513,0.006577433552592993,94.23882293701172,-0.036651138216257095,18.3427677154541,-2.261789321899414,96.99324035644531,1.0034313201904297,1167.2437744140625
0.022893041372299194,0.2535821199417114,7,0.009199080988764763,5.028650283813477,0.0002789999998640269,-0.3140961229801178,192.4223175048828,1.259826898574829,NaN,181.4499969482422,1.0030964612960815,3.3185203075408936,0.00943740364164114,0.2535821199417114,0.027645239606499672,0,1746507549.3646662,1.0030964612960815,0.2535821199417114,0.24550673365592957,1552.584106799,0.8534607291221619,0.24550673365592957,74.33999633789062,140000.0,1000,11.405107498168945,40,0,0.19737011194229126,103.93804931640625,6,0.24550673365592957,0.006980583071708679,94.94705963134766,-0.012118786573410034,15.891003608703613,-2.4517641067504883,97.47517395019531,1.0030964612960815,1359.72265625
-0.039713531732559204,0.28792813420295715,8,-0.004444178193807602,4.986844539642334,0.00027600000612437725,-0.353809654712677,191.7837677001953,1.2448004484176636,NaN,158.85000610351562,1.0040560960769653,3.7807562351226807,0.009732739068567753,0.28792813420295715,0.02320106141269207,0,1746507741.3441536,1.0040560960769653,0.28792813420295715,0.2798489034175873,1741.970422053,0.8407201766967773,0.2798489034175873,67.7699966430664,160000.0,1000,12.496350288391113,40,0,0.28612226247787476,104.28411102294922,7,0.2798489034175873,0.0076338485814630985,94.24549102783203,0.4154856503009796,17.033145904541016,1.1421422958374023,97.53822326660156,1.0040560960769653,1551.5667724609375
0.03637605905532837,0.3222057521343231,9,-0.0026760511100292206,5.504543304443359,0.0002730000123847276,-0.31743359565734863,189.3239288330078,1.2269624471664429,NaN,166.10000610351562,1.0038875341415405,4.214167594909668,0.010406605899333954,0.3222057521343231,0.02052501030266285,0,1746507930.7305617,1.0038875341415405,0.3222057521343231,0.3139442801475525,1932.039269768,0.8259515166282654,0.3139442801475525,66.76000213623047,180000.0,1000,11.919021606445312,40,0,0.2618313431739807,105.63904571533203,8,0.3139442801475525,0.009884608909487724,94.25029754638672,-0.11715473979711533,15.506839752197266,-1.52630615234375,95.07357025146484,1.0038875341415405,1741.086669921875
0.024203091859817505,0.3561535179615021,10,0.012133101001381874,4.638326168060303,0.0002699999895412475,-0.29323050379753113,190.00582885742188,1.2116528749465942,NaN,145.0500030517578,1.0033903121948242,4.780241012573242,0.010166173800826073,0.3561535179615021,0.032658111304044724,0,1746508120.799342,1.0033903121948242,0.3561535179615021,0.3477250337600708,2120.762972101,0.8133751749992371,0.3477250337600708,62.79999923706055,200000.0,1000,9.926397323608398,40,0,0.34105461835861206,105.25992584228516,9,0.3477250337600708,0.008247056975960732,93.80860137939453,0.2960189878940582,12.911107063293457,-2.5957326889038086,96.19717407226562,1.0033903121948242,1931.153564453125
