Misc/FinalStepNorm,Train/Epoch,Train/StopIter,Misc/gradient_norm,Misc/Alpha,Misc/H_inv_g,Loss/Loss_cost_critic,Loss/Loss_reward_critic/Delta,Safety/shield_violation,Metrics/EpCost,Time/Epoch,_timestamp,Metrics/EpRet,Safety/ShieldLagrangeMultiplier,Value/reward,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Min,Value/cost,Misc/AcceptanceStep,Metrics/LagrangeMultiplier/Min,Loss/Loss_pi,Train/PolicyRatio/Max,TotalEnvSteps,Metrics/EpLen,Time/Update,Train/LR,Value/Adv,Misc/xHx,Safety/EpCostShield,Train/KL,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier,_step,Safety/ShieldLagrangeMultiplier/Min,Time/Rollout,Loss/Loss_reward_critic,Train/PolicyStd,Train/Entropy,Metrics/LagrangeMultiplier/Std,Time/FPS,Train/PolicyRatio/Std,Train/PolicyRatio,Loss/Loss_pi/Delta,Time/Total,_runtime,Safety/shield_adv_c
0.31087905168533325,0,10,0.04644251987338066,2.5405561923980713,0.1223665326833725,17.577669143676758,0.014129631221294403,0.19918061792850494,48.150001525878906,174.78553771972656,1746567926.239831,-0.6806017756462097,0.044999994337558746,0.18948994576931,0.044999994337558746,0,0.03599999472498894,1.000131368637085,0.02994775027036667,1,0.03599999472498894,-0.04402747377753258,1.000131368637085,20000.0,1000,24.110197067260742,0,-1.1444091896350983e-08,0.003098638728260994,83.0,0.00025684668798930943,17.577669143676758,0.03599999472498894,1,0.044999994337558746,150.67532348632812,0.014129631221294403,0.9983875751495361,1.4172965288162231,0,114.42594146728516,9.283547115046531e-05,1.0001312494277954,-0.04402747377753258,174.7868194580078,310.010474015,1.534830927848816
0.32688742876052856,1,10,0.04515737667679787,2.1646125316619873,0.1510142982006073,32.80660629272461,-0.003953663632273674,2.0120413303375244,55.5,133.689208984375,1746568060.0281384,-0.08931674808263779,0.0798797607421875,0.15055616199970245,0.0798797607421875,0,0.07104139029979706,1.001004695892334,1.0655876398086548,1,0.07104139029979706,0.003804801031947136,1.001004695892334,40000.0,1000,23.20746612548828,0,-3.814697002724188e-09,0.004268434830009937,112.55000305175781,0.0002846412535291165,15.228937149047852,0.07104139029979706,2,0.0798797607421875,110.48172760009766,0.010175967589020729,0.9964199066162109,1.4152331352233887,0,149.6007080078125,0.0007104272372089326,1.001004695892334,0.04783227480947971,308.57080078125,447.923563382,1.1533839702606201
0.32857072353363037,2,10,0.04867037758231163,2.1042733192443848,0.15614449977874756,21.461210250854492,0.002090555615723133,2.4301064014434814,52.70000076293945,137.80702209472656,1746568197.9407284,0.19824708998203278,0.11474981904029846,0.1361304372549057,0.11474981904029846,0,0.1060841977596283,1.0010311603546143,1.3263964653015137,1,0.1060841977596283,0.01562394481152296,1.0010311603546143,60000.0,1000,26.022594451904297,0,-6.103515470812226e-09,0.004516736138612032,95.1500015258789,0.00030328278080560267,-11.345396041870117,0.1060841977596283,3,0.11474981904029846,111.78438568115234,0.012266523204743862,0.9961628913879395,1.4147300720214844,0,145.1304931640625,0.0007290843059308827,1.0010310411453247,0.011819143779575825,446.48114013671875,588.062773993,0.9704431295394897
0.35978037118911743,3,10,0.043487802147865295,1.8606685400009155,0.1933608204126358,29.141345977783203,-0.0034698154777288437,4.481440544128418,64.625,140.02554321289062,1746568338.0800626,0.28179946541786194,0.149642676115036,0.11216752976179123,0.149642676115036,0,0.14126434922218323,0.9986516833305359,2.0336501598358154,1,0.14126434922218323,0.0930943414568901,0.9986516833305359,80000.0,1000,23.753000259399414,0,1.5258788677030566e-09,0.005776851903647184,147.60000610351562,0.00021575116261374205,7.680135726928711,0.14126434922218323,4,0.149642676115036,116.27251434326172,0.008796707727015018,0.997194230556488,1.4158868789672852,0,142.83108520507812,0.0009534179116599262,0.9986516833305359,0.07747039664536715,586.6151123046875,722.496254136,1.8267970085144043
0.3230981230735779,4,10,0.04954714700579643,1.7921196222305298,0.18028825521469116,14.057761192321777,0.0032071350142359734,6.153200626373291,60.09000015258789,134.33602905273438,1746568472.5139806,0.4882594048976898,0.18379661440849304,0.11955434828996658,0.18379661440849304,0,0.1765027940273285,1.0012691020965576,3.289703130722046,1,0.1765027940273285,-0.06461872905492783,1.0012691020965576,100000.0,1000,25.249034881591797,0,0.0,0.006227235775440931,78.80000305175781,0.0003543492639437318,-15.083584785461426,0.1765027940273285,5,0.18379661440849304,109.08697509765625,0.012003842741250992,0.9903867840766907,1.4090900421142578,0,148.88038635253906,0.0008972783107310534,1.001268982887268,-0.15771307051181793,721.0668334960938,862.07115317,0.46605566143989563
0.3253592550754547,5,10,0.05384292080998421,1.788425326347351,0.18192501366138458,19.208953857421875,-0.0018477579578757286,6.878548622131348,61.130001068115234,139.47853088378906,1746568612.088659,0.8733607530593872,0.21824011206626892,0.11140698194503784,0.21824011206626892,0,0.2118026465177536,0.9989070892333984,3.738950490951538,1,0.2118026465177536,0.011465552262961864,0.9989070892333984,120000.0,1000,25.590171813964844,0,-3.6239622414058204e-09,0.006252989172935486,113.9000015258789,0.0002936770615633577,5.151192665100098,0.2118026465177536,6,0.21824011206626892,113.8883285522461,0.010156084783375263,0.9802042841911316,1.3987222909927368,0,143.39125061035156,0.0007728046039119363,0.9989070892333984,0.07608428131788969,860.6372680664062,997.206276151,0.14831554889678955
0.33513960242271423,6,10,0.05521897226572037,1.6960479021072388,0.197600319981575,23.281879425048828,0.007780979387462139,8.358133316040039,61.04999923706055,135.00938415527344,1746568747.2234366,1.3476097583770752,0.253084659576416,0.14073380827903748,0.253084659576416,0,0.24714328348636627,1.0004520416259766,4.920636177062988,1,0.24714328348636627,0.0382281132042408,1.0004520416259766,140000.0,1000,25.836551666259766,0,-1.5258788677030566e-09,0.006952694617211819,133.75,0.0002645156637299806,4.072925567626953,0.24714328348636627,7,0.253084659576416,109.17279815673828,0.017937064170837402,0.9831517338752747,1.4012964963912964,0,148.13784790039062,0.0003196416946593672,1.0004520416259766,0.026762560941278934,995.7432861328125,1142.141933409,1.3502531051635742
0.33745214343070984,7,10,0.05635446682572365,1.41939115524292,0.2377443015575409,18.207008361816406,0.015774253755807877,9.766467094421387,58.91999816894531,144.8305206298828,1746568892.1590092,2.0855724811553955,0.2874242663383484,0.19862480461597443,0.2874242663383484,0,0.2824549376964569,1.0014171600341797,4.820766925811768,1,0.2824549376964569,-0.15659715235233307,1.0014171600341797,160000.0,1000,24.859262466430664,0,-2.2888182460434336e-09,0.009927167557179928,85.80000305175781,0.0002819120418280363,-5.074871063232422,0.2824549376964569,8,0.2874242663383484,119.9712142944336,0.03371131792664528,0.9815926551818848,1.3994840383529663,0,138.0924530029297,0.0010020834160968661,1.0014171600341797,-0.19482526555657387,1140.7076416015625,1280.296739172,1.041735291481018
0.2824971377849579,8,10,0.16007442772388458,1.0902049541473389,0.25912296772003174,20.156494140625,9.76361334323883e-05,9.477094650268555,51.709999084472656,137.8292999267578,1746569030.3140616,2.8665266036987305,0.32228463888168335,0.24450156092643738,0.32228463888168335,0,0.31749963760375977,0.9987248778343201,4.781854152679443,1,0.31749963760375977,0.04005081579089165,0.9987248778343201,180000.0,1000,24.16664695739746,0,4.577636492086867e-09,0.016827261075377464,143.64999389648438,0.0003445131005719304,1.9494857788085938,0.31749963760375977,9,0.32228463888168335,113.66260528564453,0.03380895406007767,0.9802169799804688,1.3982043266296387,0,145.10704040527344,0.0009016615804284811,0.9987248778343201,0.19664796814322472,1278.640625,1420.586425665,1.1412489414215088
0.30338171124458313,9,10,0.077731192111969,1.3833708763122559,0.21930614113807678,10.17862606048584,-0.00678827241063118,9.02205753326416,46.13999938964844,140.19586181640625,1746569170.604034,3.48250150680542,0.35568830370903015,0.30646079778671265,0.35568830370903015,0,0.3521065413951874,1.0021295547485352,4.176937580108643,1,0.3521065413951874,-0.23771174252033234,1.0021295547485352,200000.0,1000,25.701780319213867,0,-1.525878801089675e-08,0.01045086607336998,54.349998474121094,0.0003342515556141734,-9.97786808013916,0.3521065413951874,10,0.35568830370903015,114.49405670166016,0.027020681649446487,0.978753387928009,1.3965873718261719,0,142.65756225585938,0.0015057664131745696,1.0021295547485352,-0.277762558311224,1419.1629638671875,1561.17279888,-1.2133760452270508
