Misc/r,Time/FPS,Train/Entropy,Misc/AcceptanceStep,Misc/OptimCase,Loss/Loss_cost_critic,Misc/xHx,Train/PolicyStd,Train/PolicyRatio/Min,_step,Train/KL,Loss/Loss_reward_critic/Delta,Misc/gradient_norm,Value/reward,Misc/Alpha,Time/Epoch,Time/Total,Misc/A,Train/PolicyRatio,Time/Update,Time/Rollout,_timestamp,TotalEnvSteps,Loss/Loss_reward_critic,Value/Adv,_runtime,Misc/Lambda_star,Metrics/EpLen,Metrics/EpCost,Train/Epoch,Train/PolicyRatio/Max,Misc/B,Misc/s,Misc/H_inv_g,Train/PolicyRatio/Std,Misc/Nu_star,Misc/FinalStepNorm,Misc/q,Metrics/EpRet,Value/cost,Loss/Loss_pi,Train/StopIter,Loss/Loss_pi/Delta,Misc/cost_gradient_norm,Loss/Loss_cost_critic/Delta,Train/LR
-0.00014305255899671465,187.74313354492188,1.4037737846374512,1,0,0.4175398051738739,0.003812759183347225,0.9852107167243958,1.0000156164169312,1,0.00016526348190382123,0.005817870609462261,0.07609060406684875,0.07651986926794052,2.2903125286102295,106.52852630615234,106.52953338623047,0.0037923792842775583,1.0000156164169312,10.562192916870117,95.96630096435547,1743306038.3028119,20000.0,0.005817870609462261,-2.2888182460434336e-09,214.889083335,0.0,1000,5.0,0,1.0000156164169312,-24897.3046875,0.0010041139321401715,0.10473087430000305,1.095882907975465e-05,4.462943077087402,0.2841057777404785,0.003812759183347225,-1.0907585620880127,0.22226372361183167,-0.0014486510772258043,10,-0.0014486510772258043,0.027861952781677246,0.4175398051738739,0
3.5515695344656706e-05,186.739013671875,1.418778419494629,1,0,0.9474306106567383,0.012448284775018692,1.0014290809631348,1.0001294612884521,2,0.00013946116087026894,-0.0016223699785768986,0.17799125611782074,0.03855445981025696,1.2675352096557617,107.10134887695312,213.7117156982422,0.012448044493794441,1.0001293420791626,10.938718795776367,96.16260528564453,1743306145.4891648,40000.0,0.004195500630885363,-2.8610229740877458e-09,321.860643458,0.0,1000,16.024999618530273,1,1.0001294612884521,-48955.984375,0.005245528649538755,0.17815838754177094,9.14867632673122e-05,1.9526300430297852,0.320620596408844,0.012448284775018692,-0.9652820825576782,0.2105078548192978,-0.002783494535833597,10,-0.0013348434586077929,0.06179489195346832,0.5298908054828644,0
-0.0026407213881611824,187.08592224121094,1.4380990266799927,1,0,0.9450322985649109,0.008871955797076225,1.0213745832443237,0.9992353320121765,3,0.00015377078671008348,-0.00010600127279758453,0.13178373873233795,0.027573809027671814,1.5014299154281616,106.90275573730469,320.69866943359375,0.007922518998384476,0.9992353320121765,10.986200332641602,95.91653442382812,1743306252.4607258,60000.0,0.004089499358087778,6.103515470812226e-09,428.219006757,0.0,1000,15.116666793823242,2,0.9992353320121765,-31112.330078125,0.007344778161495924,0.1827131062746048,0.0005406878772191703,1.6501573324203491,0.2938559949398041,0.008871955797076225,-0.8622048497200012,0.40300458669662476,-0.006303018424659967,10,-0.0035195238888263702,0.10382816195487976,-0.0023983120918273926,0
-0.00012417601828929037,188.18878173828125,1.4189867973327637,1,0,0.24626818299293518,0.00718581210821867,1.0024856328964233,1.000716209411621,4,0.00022040099429432303,-0.00027385703288018703,0.10729916393756866,0.006740077864378691,1.6683101654052734,106.27626037597656,427.04241943359375,0.007178574334830046,1.000716209411621,10.696895599365234,95.579345703125,1743306358.8190768,80000.0,0.003815642325207591,1.678466787780053e-08,535.057002464,0.0,1000,12.012499809265137,3,1.000716209411621,-67732.8828125,0.002130419248715043,0.18783116340637207,0.000506436510477215,3.063948392868042,0.2745131850242615,0.00718581210821867,-0.853317379951477,0.6593191623687744,-0.0020176460966467857,10,0.004285372328013182,0.0583178736269474,-0.6987641155719757,0
3.741519685718231e-05,187.32203674316406,1.4117536544799805,1,0,0.13471181690692902,0.005804114043712616,0.9968253970146179,1.0002708435058594,5,0.00010732787632150576,0.0011226332280784845,0.11645087599754333,-0.002423670142889023,1.8562935590744019,106.76800537109375,533.8923950195312,0.005800994578748941,1.0002708435058594,10.971672058105469,95.79631042480469,1743306465.6570537,100000.0,0.004938275553286076,-2.4414061883248905e-08,642.305282736,0.0,1000,9.609999656677246,4,1.0002708435058594,-205782.84375,0.0004487741971388459,0.15259407460689545,0.00019157148199155927,6.675690650939941,0.3617735505104065,0.005804114043712616,-0.9633296728134155,0.5756224393844604,-0.00030014521325938404,10,0.0017175008833874017,0.01359347254037857,-0.11155636608600616,0
-0.0005814575124531984,186.6186981201172,1.4095425605773926,1,0,0.1964673101902008,0.01357443816959858,0.9963942170143127,0.9992801547050476,6,9.5480187155772e-05,-0.0012966305948793888,0.17753718793392181,-0.024926045909523964,1.213818907737732,107.17039489746094,641.1337280273438,0.013425671495497227,0.9992801547050476,10.999101638793945,96.17127227783203,1743306572.9052935,120000.0,0.0036416449584066868,1.9836425835251248e-08,749.561330904,0.0,1000,9.489999771118164,5,0.9992801547050476,-39627.93359375,0.002272630576044321,0.21861831843852997,0.000509021570906043,2.966536045074463,0.38140571117401123,0.01357443816959858,-1.0113176107406616,0.3211211562156677,-0.0026179824490100145,10,-0.0023178372357506305,0.03325778990983963,0.06175549328327179,0
-0.0019667772576212883,186.59642028808594,1.4285072088241577,1,0,0.21687886118888855,0.01740451715886593,1.0176336765289307,0.9998468160629272,7,0.00016102581867016852,0.0017481772229075432,0.24093540012836456,-0.05512121692299843,1.0719730854034424,107.18319702148438,748.3939208984375,0.01635279692709446,0.9998467564582825,11.114182472229004,96.06898498535156,1743306680.1614184,140000.0,0.00538982218131423,3.051757735406113e-09,856.373255564,0.0,1000,5.570000171661377,6,0.9998468160629272,-8435.2724609375,0.0036779779475182295,0.23743703961372375,0.00010834549902938306,2.331899642944336,0.31191420555114746,0.01740451715886593,-1.1621623039245605,0.3297071158885956,-0.006094290874898434,10,-0.003476308425888419,0.06961401551961899,0.020411550998687744,0
-0.0003360081755090505,187.39901733398438,1.4434523582458496,1,0,0.06750509887933731,0.012220866978168488,1.0330721139907837,0.9992582201957703,8,0.00013209380267653614,-0.0001324554905295372,0.19449812173843384,-0.0640905424952507,1.2792747020721436,106.72415161132812,855.1923828125,0.011741352267563343,0.9992582201957703,10.97833251953125,95.74578857421875,1743306786.973306,160000.0,0.005257366690784693,8.392333938900265e-09,963.933838861,0.0,1000,2.9100000858306885,7,0.9992582201957703,-35965.62890625,0.00023543968563899398,0.21776658296585083,0.0005245315842330456,9.216497421264648,0.34362518787384033,0.012220866978168488,-1.3556593656539917,0.4139798879623413,-0.0035950597375631332,10,0.0024992311373353004,0.013513249345123768,-0.14937376230955124,0
0.0006654429598711431,186.06976318359375,1.4491304159164429,1,0,0.057566989213228226,0.01696924865245819,1.0403441190719604,0.9992098212242126,9,0.00018669605196919292,-0.002343566156923771,0.20284143090248108,-0.07425554096698761,1.0856343507766724,107.48656463623047,962.7644653320312,0.013954336754977703,0.9992098212242126,11.062238693237305,96.42430877685547,1743306894.5339344,180000.0,0.002913800533860922,-1.5258788677030566e-09,1071.307276174,0.0,1000,2.4600000381469727,8,0.9992098212242126,-41202.44140625,0.00014686472422908992,0.2784328758716583,0.0005587548366747797,11.669210433959961,0.23732444643974304,0.01696924865245819,-1.3233733177185059,0.31895750761032104,0.00522237503901124,10,0.008817434776574373,0.019019456580281258,-0.009938109666109085,0
-0.00011831003939732909,186.41127014160156,1.4502191543579102,1,0,0.0915156751871109,0.008058777078986168,1.0440611839294434,1.0006155967712402,10,0.00017606433539185673,-0.0001418271567672491,0.04733439162373543,-0.06269138306379318,1.5753612518310547,107.2896499633789,1070.12890625,0.007996154017746449,1.0006155967712402,10.912842750549316,96.37678527832031,1743307001.9073606,200000.0,0.0027719733770936728,-3.2424924967244806e-09,1178.196349565,0.0,1000,2.619999885559082,9,1.0006155967712402,-30710.974609375,0.00022350603831000626,0.2317335456609726,0.0004352926625870168,9.459336280822754,0.273855060338974,0.008058777078986168,-1.232516884803772,0.22684308886528015,-0.0013694826047867537,10,-0.006591857643797994,0.01967024616897106,0.033948685973882675,0
