Metrics/LagrangeMultiplier,Metrics/EpLen,Metrics/LagrangeMultiplier/Max,Time/Update,Value/reward,Time/FPS,Value/Adv,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Max,_step,Train/Entropy,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier/Std,Time/Total,Train/KL,Metrics/LagrangeMultiplier/Min,Train/PolicyStd,Train/Epoch,Train/StopIter,Loss/Loss_reward_critic,Time/Epoch,Loss/Loss_cost_critic/Delta,Time/Rollout,Train/PolicyRatio/Max,_timestamp,Metrics/EpRet,Loss/Loss_pi/Delta,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,Loss/Loss_pi,Value/cost,Metrics/EpCost,Train/LR,_runtime,TotalEnvSteps,Safety/shield_violation,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Min,Safety/EpCostShield
0.03599999472498894,500,0.03599999472498894,97.11981201171875,0.23452861607074738,87.28093719482422,-0.20740029215812683,0,0.04500000178813934,1,1.4258359670639038,NaN,0,229.1473846435547,0.00882259663194418,0.03599999472498894,1.006940484046936,0,40,0.025473840534687042,229.14511108398438,63.11784362792969,132.0251922607422,1.001574158668518,1746556026.700595,-1.1239666938781738,-0.13541598618030548,0.011232667602598667,0.04500000178813934,63.11784362792969,-0.13541598618030548,0.0844423919916153,180.625,0.0002969999914057553,426.206291814,20000.0,-0.037881772965192795,1.001574158668518,0.04500000178813934,0.025473840534687042,1.001574158668518,204.0500030517578
0.07050365209579468,500,0.07050365209579468,97.82376098632812,0.17948874831199646,102.051025390625,0.2374967485666275,0,0.07864564657211304,2,1.3992387056350708,NaN,0,425.1860046386719,0.01577356830239296,0.07050365209579468,0.98063063621521,1,40,0.026420215144753456,195.9803924560547,-27.532268524169922,98.15653991699219,1.0010780096054077,1746556222.751055,-0.07164998352527618,-0.03064185380935669,0.014402472414076328,0.07864564657211304,35.585575103759766,-0.16605783998966217,3.9742090702056885,140.5,0.00029399999766610563,623.816112235,40000.0,4.16747522354126,1.0010780096054077,0.07864564657211304,0.0009463746100664139,1.0010780096054077,126.1500015258789
0.10471480339765549,500,0.10471480339765549,97.69558715820312,0.26550471782684326,101.23733520507812,0.043887779116630554,0,0.11256879568099976,3,1.3711916208267212,NaN,0,622.81103515625,0.015155840665102005,0.10471480339765549,0.9539625644683838,2,40,0.036978211253881454,197.5555877685547,18.068065643310547,99.85992431640625,1.0011203289031982,1746556420.360963,2.180872917175293,0.05558381974697113,0.013718506321310997,0.11256879568099976,53.65364074707031,-0.11047402024269104,8.361560821533203,128.77999877929688,0.000291000003926456,822.280510617,60000.0,9.72929859161377,1.0011203289031982,0.11256879568099976,0.010557996109127998,1.0011203289031982,151.0
0.13899259269237518,500,0.13899259269237518,98.24263000488281,0.4555109739303589,100.80171203613281,-0.03681148588657379,0,0.14698435366153717,4,1.3482328653335571,NaN,0,821.276611328125,0.009353735484182835,0.13899259269237518,0.9329299330711365,3,40,0.04644128680229187,198.40933227539062,35.38953399658203,100.16663360595703,0.9994468688964844,1746556618.8241706,4.991922378540039,0.1312200129032135,0.011915191076695919,0.14698435366153717,89.04317474365234,0.02074599266052246,16.25357437133789,138.4600067138672,0.0002880000101868063,1023.06115998,80000.0,18.201234817504883,0.9994468688964844,0.14698435366153717,0.009463075548410416,0.9994468688964844,222.72500610351562
0.1736828237771988,500,0.1736828237771988,98.2027816772461,0.687781810760498,99.64106750488281,-0.02002204954624176,0,0.18175679445266724,5,1.3353004455566406,NaN,0,1022.0501708984375,0.007128039374947548,0.1736828237771988,0.9210491180419922,4,40,0.06017801910638809,200.720458984375,27.70294189453125,102.51760864257812,0.9963613748550415,1746556819.6060555,7.000694751739502,0.03000057116150856,0.011379880830645561,0.18175679445266724,116.7461166381836,0.05074656382203102,22.705245971679688,186.75,0.0002849999873433262,1223.280593502,100000.0,26.169416427612305,0.9963613748550415,0.18175679445266724,0.013736732304096222,0.9963613748550415,255.25
0.20859858393669128,500,0.20859858393669128,98.02495574951172,0.9039161205291748,99.91905975341797,-0.4257442355155945,0,0.21669653058052063,6,1.3352031707763672,NaN,0,1222.2725830078125,0.009114038199186325,0.20859858393669128,0.9211397767066956,5,40,0.07157852500677109,200.16201782226562,23.040016174316406,102.13700103759766,0.9998791813850403,1746557019.825495,8.858123779296875,0.12174355611205101,0.011395328678190708,0.21669653058052063,139.7861328125,0.17249011993408203,34.139976501464844,257.0199890136719,0.00028199999360367656,1424.23721128,120000.0,36.88886260986328,0.9998791813850403,0.21669653058052063,0.011400505900382996,0.9998791813850403,330.8999938964844
0.24379979074001312,500,0.24379979074001312,98.15396118164062,1.2366615533828735,99.5528793334961,0.014927517622709274,0,0.25197696685791016,7,1.3338559865951538,NaN,0,1423.2283935546875,0.008906957693397999,0.24379979074001312,0.9202947616577148,6,40,0.08770744502544403,200.89825439453125,13.970413208007812,102.74422454833984,0.9990881681442261,1746557220.7821214,11.138498306274414,-0.0384598970413208,0.011380735784769058,0.25197696685791016,153.7565460205078,0.13403022289276123,37.88709259033203,289.67999267578125,0.0002789999998640269,1624.030663303,140000.0,41.532875061035156,0.9990881085395813,0.25197696685791016,0.016128920018672943,0.9990881681442261,334.2749938964844
0.27934035658836365,500,0.27934035658836365,97.80755615234375,1.6153568029403687,100.1385498046875,-0.011794384568929672,0,0.2875484824180603,8,1.325979471206665,NaN,0,1623.010986328125,0.007185129914432764,0.27934035658836365,0.9130897521972656,7,40,0.11993890255689621,199.72329711914062,-25.299484252929688,101.9156723022461,0.9970605373382568,1746557420.575517,13.387362480163574,-0.09602992236614227,0.010745654813945293,0.2875484824180603,128.45706176757812,0.03800030052661896,40.599788665771484,310.489990234375,0.00027600000612437725,1824.94589396,160000.0,44.3863639831543,0.9970605373382568,0.2875484824180603,0.03223145753145218,0.9970605373382568,319.0
0.3151874244213104,500,0.3151874244213104,98.15057373046875,1.9460792541503906,99.57331848144531,-0.2930416464805603,0,0.32328686118125916,9,1.3121967315673828,NaN,0,1823.9368896484375,0.007708230521529913,0.3151874244213104,0.9002478718757629,8,40,0.14445827901363373,200.8570098876953,-5.208244323730469,102.70638275146484,0.9990054368972778,1746557621.4907098,15.691672325134277,-0.07257482782006264,0.010626895353198051,0.32328686118125916,123.24881744384766,-0.03457452729344368,39.556640625,291.6700134277344,0.0002730000123847276,2025.64632694,180000.0,44.961509704589844,0.9990053772926331,0.32328686118125916,0.02451937645673752,0.9990054368972778,301.75
0.35116708278656006,500,0.35116708278656006,98.06504821777344,2.3058087825775146,99.70075988769531,0.012910068035125732,0,0.35890868306159973,10,1.2977365255355835,NaN,0,2024.59619140625,0.00834799837321043,0.35116708278656006,0.8869041204452515,9,40,0.1627572476863861,200.60028076171875,-14.316055297851562,102.5351791381836,0.9996286630630493,1746557822.1911297,17.438207626342773,-0.13354263827204704,0.01107318140566349,0.35890868306159973,108.9327621459961,-0.16811716556549072,37.175479888916016,264.8900146484375,0.0002699999895412475,2225.502338048,200000.0,41.91956329345703,0.9996286630630493,0.35890868306159973,0.01829896867275238,0.9996286630630493,259.8500061035156
