Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Max,Metrics/EpCost,Loss/Loss_cost_critic,Time/Update,_step,Time/FPS,Train/StopIter,TotalEnvSteps,_runtime,Safety/ShieldLagrangeMultiplier/Min,Time/Rollout,Metrics/LagrangeMultiplier/Min,Loss/Loss_reward_critic,Train/PolicyRatio/Std,Train/PolicyRatio,Safety/shield_violation,_timestamp,Loss/Loss_pi,Value/reward,Safety/EpCostShield,Train/LR,Safety/shield_adv_c,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Max,Time/Total,Loss/Loss_pi/Delta,Value/Adv,Train/PolicyStd,Train/KL,Loss/Loss_reward_critic/Delta,Train/Epoch,Metrics/EpRet,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier,Value/cost,Safety/ShieldLagrangeMultiplier/Max,Train/Entropy,Safety/ShieldLagrangeMultiplier,Time/Epoch,Metrics/EpLen
0,0,1.0110845565795898,67.94999694824219,49.47288131713867,93.62366485595703,11,104.4439926147461,40,220000.0,2374.898533484,0.3808755874633789,97.86647033691406,0.37819913029670715,0.03411043807864189,0.013837307691574097,1.0110845565795898,14.75020980834961,1746539021.3617275,-0.4391379654407501,0.6620964407920837,64.5250015258789,0.00026699999580159783,NaN,-37.91591262817383,0.37819913029670715,2187.276123046875,-0.08781594038009644,0.08636029064655304,0.7060577869415283,0.016303619369864464,-0.0033976174890995026,10,5.362866401672363,1.0110845565795898,0.37819913029670715,9.308815956115723,0.3808755874633789,1.0698267221450806,0.3808755874633789,191.4901885986328,500
0,0,1.0114535093307495,35.7400016784668,28.118478775024414,94.20018005371094,12,107.14759826660156,40,240000.0,2559.913617402,0.4102565348148346,92.45816802978516,0.4084964692592621,0.034182220697402954,0.013692582957446575,1.0114535093307495,8.801837921142578,1746539208.0777595,-0.4265124201774597,0.7163802981376648,31.825000762939453,0.0002640000020619482,NaN,-21.354402542114258,0.4084964692592621,2373.995849609375,0.012625545263290405,-0.12598155438899994,0.6887294054031372,0.015108324587345123,7.178261876106262e-05,11,5.179342746734619,1.0114535093307495,0.4084964692592621,5.084884166717529,0.4102565348148346,1.0449585914611816,0.4102565348148346,186.6584014892578,500
0,0,1.0163722038269043,20.780000686645508,10.462231636047363,95.29212188720703,13,108.13240814208984,40,260000.0,2747.749698262,0.43693217635154724,89.6662368774414,0.4366825520992279,0.02613106742501259,0.014657958410680294,1.0163722038269043,5.864239692687988,1746539393.092871,-0.48467326164245605,0.7573772668838501,5.150000095367432,0.0002610000083222985,NaN,-17.65624713897705,0.4366825520992279,2559.01318359375,-0.05816084146499634,-0.24503397941589355,0.6658977270126343,0.017507031559944153,-0.008051153272390366,12,4.994631767272949,1.0163722038269043,0.4366825520992279,2.7942330837249756,0.43693217635154724,1.0105421543121338,0.43693217635154724,184.9584197998047,500
0,0,1.015864372253418,12.65999984741211,15.005477905273438,95.88529968261719,14,106.51513671875,40,280000.0,2933.006291615,0.46178242564201355,91.88137817382812,0.4626905620098114,0.03424305468797684,0.014621429145336151,1.015864372253418,6.478600978851318,1746539580.9289484,-0.4296846091747284,0.8023825287818909,20.950000762939453,0.0002579999854788184,NaN,4.543246269226074,0.4626905620098114,2746.836181640625,0.05498865246772766,-0.08885654807090759,0.6445120573043823,0.016460057348012924,0.008111987262964249,13,5.239105701446533,1.015864372253418,0.4626905620098114,3.6502976417541504,0.46178242564201355,0.977801501750946,0.46178242564201355,187.76673889160156,500
0,0,1.0173282623291016,8.529999732971191,5.342027187347412,95.0774917602539,15,107.99211883544922,40,300000.0,3117.110981365,0.4845286011695862,90.12115478515625,0.4865994155406952,0.025907043367624283,0.01461796648800373,1.0173282623291016,3.769876480102539,1746539766.181384,-0.4146358370780945,0.8401445150375366,6.974999904632568,0.00025499999173916876,NaN,-9.663450717926025,0.4865994155406952,2932.104248046875,0.015048772096633911,0.0949801504611969,0.6263495683670044,0.015063582919538021,-0.008336011320352554,14,5.064207077026367,1.0173282623291016,0.4865994155406952,1.6634998321533203,0.4845286011695862,0.948845386505127,0.4845286011695862,185.19869995117188,500
0,0,1.0191541910171509,6.139999866485596,5.4880547523498535,94.05918884277344,16,108.67064666748047,40,320000.0,3300.890982259,0.5054071545600891,89.98309326171875,0.508538007736206,0.03648796305060387,0.015109666623175144,1.0191541910171509,3.371128559112549,1746539950.290143,-0.3876948058605194,0.885391891002655,7.125,0.0002519999979995191,NaN,0.1460275650024414,0.508538007736206,3116.20068359375,0.026941031217575073,-0.02850278839468956,0.6090560555458069,0.01709410734474659,0.010580919682979584,15,5.536522388458252,1.0191541910171509,0.508538007736206,1.5657728910446167,0.5054071545600891,0.9203434586524963,0.5054071545600891,184.04234313964844,500
0,0,1.019336223602295,4.519999980926514,3.7590248584747314,93.72616577148438,17,108.8658218383789,40,340000.0,3485.045205635,0.5246932506561279,89.98616790771484,0.5286446809768677,0.035990793257951736,0.015105409547686577,1.019336223602295,2.7665297985076904,1746540134.0702555,-0.3597951829433441,0.8959272503852844,9.175000190734863,0.00024900000425986946,NaN,-1.729029893875122,0.5286446809768677,3299.981201171875,0.027899622917175293,-0.027291137725114822,0.5924532413482666,0.01580803468823433,-0.0004971697926521301,16,5.686381816864014,1.019336223602295,0.5286446809768677,1.3094745874404907,0.5246932506561279,0.8919382095336914,0.5246932506561279,183.71238708496094,500
0,0,1.01998770236969,3.380000114440918,3.9713733196258545,94.40737915039062,18,108.64188385009766,40,360000.0,3670.567347559,0.542377769947052,89.68363189697266,0.5470572113990784,0.0468171052634716,0.0150142228230834,1.01998770236969,2.3584675788879395,1746540318.224437,-0.3652234971523285,0.9467394351959229,4.474999904632568,0.0002460000105202198,NaN,0.21234846115112305,0.5470572113990784,3484.13818359375,-0.005428314208984375,0.1162877231836319,0.5775191783905029,0.016850315034389496,0.010826312005519867,17,6.114579677581787,1.01998770236969,0.5470572113990784,0.9487754702568054,0.542377769947052,0.8661686182022095,0.542377769947052,184.091064453125,500
0,0,1.0192302465438843,2.2200000286102295,4.098952293395996,95.05257415771484,19,107.84835052490234,40,380000.0,3855.456064691,0.5587407350540161,90.39295196533203,0.5638927221298218,0.05277560278773308,0.015203268267214298,1.0192302465438843,1.9707988500595093,1746540503.7466125,-0.3268769681453705,0.9788854718208313,7.599999904632568,0.00024300000222865492,NaN,0.1275789737701416,0.5638927221298218,3669.647705078125,0.03834652900695801,0.14277219772338867,0.5676760077476501,0.01260424591600895,0.005958497524261475,18,6.095801830291748,1.0192302465438843,0.5638927221298218,0.7766897678375244,0.5587407350540161,0.848709762096405,0.5587407350540161,185.44557189941406,500
0,0,1.017702579498291,2.4600000381469727,2.885434865951538,95.4404067993164,20,108.21588134765625,40,400000.0,4040.231224268,0.5739045143127441,89.37529754638672,0.5793166756629944,0.04952859878540039,0.01472406554967165,1.017702579498291,1.8694276809692383,1746540688.6353533,-0.331135630607605,1.0718435049057007,7.324999809265137,0.00023999999393709004,NaN,-1.213517427444458,0.5793166756629944,3854.5380859375,-0.004258662462234497,0.008981302380561829,0.555102527141571,0.02244439348578453,-0.0032470040023326874,19,6.7019500732421875,1.017702579498291,0.5793166756629944,0.714139461517334,0.5739045143127441,0.8252721428871155,0.5739045143127441,184.8157501220703,500
0,0,1.019951343536377,1.690000057220459,1.8411552906036377,95.15660095214844,21,108.28449249267578,40,420000.0,4225.768654608,0.5877878665924072,89.54199981689453,0.5934293866157532,0.04098481684923172,0.014547792263329029,1.019951343536377,1.4907515048980713,1746540873.410435,-0.3315025866031647,1.0639758110046387,2.200000047683716,0.00023700000019744039,NaN,-1.0442795753479004,0.5934293866157532,4039.3154296875,-0.0003669559955596924,0.013674810528755188,0.5497264862060547,0.013032753020524979,-0.00854378193616867,20,6.260047435760498,1.019951343536377,0.5934293866157532,0.565170407295227,0.5877878665924072,0.8153651356697083,0.5877878665924072,184.6986541748047,500
0,0,1.0170561075210571,3.390000104904175,4.625833988189697,94.28498840332031,22,107.82640838623047,40,440000.0,4412.161957219,0.6009212136268616,91.1982650756836,0.6064351201057434,0.046123940497636795,0.014716727659106255,1.0170561075210571,1.854983925819397,1746541058.9478133,-0.3091273009777069,1.1231211423873901,12.600000381469727,0.00023400000645779073,NaN,2.7846786975860596,0.6064351201057434,4224.86962890625,0.022375285625457764,-0.12989702820777893,0.5393528342247009,0.013707714155316353,0.005139123648405075,21,6.092831611633301,1.0170561075210571,0.6064351201057434,0.7475916743278503,0.6009212136268616,0.7958678007125854,0.6009212136268616,185.48330688476562,500
0,0,1.0172176361083984,5.670000076293945,4.217671871185303,94.25817108154297,23,107.34077453613281,40,460000.0,4598.380095759,0.6133262515068054,92.06427001953125,0.6185472011566162,0.06581424176692963,0.014568332582712173,1.0172176361083984,2.063009738922119,1746541245.3411894,-0.3002748489379883,1.1828213930130005,11.199999809265137,0.00023099999816622585,NaN,-0.40816211700439453,0.6185472011566162,4411.2470703125,0.008852452039718628,-0.0731932669878006,0.5355574488639832,0.012739512138068676,0.01969030126929283,22,6.876385688781738,1.0172176361083984,0.6185472011566162,1.0788798332214355,0.6133262515068054,0.7888712286949158,0.6133262515068054,186.32247924804688,500
0,0,1.0163706541061401,6.920000076293945,4.223397731781006,95.14738464355469,24,107.44357299804688,40,480000.0,4785.142273401,0.6250391602516174,90.99678039550781,0.6299115419387817,0.06262557208538055,0.014572455547749996,1.0163706541061401,1.9727672338485718,1746541431.5593696,-0.3075122535228729,1.2567747831344604,10.274999618530273,0.0002280000044265762,NaN,0.005725860595703125,0.6299115419387817,4597.46240234375,-0.0072374045848846436,-0.06477758288383484,0.5278687477111816,0.013616579584777355,-0.0031886696815490723,23,7.382307529449463,1.0163706541061401,0.6299115419387817,0.8062931895256042,0.6250391602516174,0.7736269235610962,0.6250391602516174,186.14422607421875,500
0,0,1.019027590751648,6.21999979019165,3.896970272064209,96.02494049072266,25,107.120361328125,40,500000.0,4971.666317568,0.6360769271850586,90.68087005615234,0.6405668258666992,0.06719168275594711,0.015080658718943596,1.019027590751648,1.982590675354004,1746541618.3197596,-0.31352314352989197,1.290893316268921,9.0,0.00022499999613501132,NaN,-0.3264274597167969,0.6405668258666992,4784.24169921875,-0.006010890007019043,0.05169077217578888,0.517261803150177,0.015823282301425934,0.004566110670566559,24,7.794847011566162,1.019027590751648,0.6405668258666992,0.5970198512077332,0.6360769271850586,0.7525862455368042,0.6360769271850586,186.7058563232422,500
0,0,1.0182040929794312,3.619999885559082,3.7931365966796875,95.73802947998047,26,107.26508331298828,40,520000.0,5157.744303467,0.6464962959289551,90.71588134765625,0.6504530906677246,0.062475185841321945,0.015038457699120045,1.0182039737701416,2.0512194633483887,1746541804.845501,-0.30195263028144836,1.3073396682739258,8.774999618530273,0.00022200000239536166,NaN,-0.10383367538452148,0.6504530906677246,4970.75146484375,0.011570513248443604,0.05670228973031044,0.5115188360214233,0.014599625952541828,-0.004716496914625168,25,7.930088520050049,1.0182040929794312,0.6504530906677246,0.7540954351425171,0.6464962959289551,0.7414065599441528,0.6464962959289551,186.45396423339844,500
0,0,1.0200589895248413,4.210000038146973,4.790036201477051,94.66154479980469,27,107.70655822753906,40,540000.0,5341.795509273,0.6564326286315918,91.02811431884766,0.6596711874008179,0.08040453493595123,0.015549745410680771,1.0200589895248413,1.7921148538589478,1746541990.9234564,-0.2891445457935333,1.377721905708313,10.574999809265137,0.00021899999410379678,NaN,0.9968996047973633,0.6596711874008179,5156.515625,0.012808084487915039,-0.26386791467666626,0.5035253167152405,0.01581151783466339,0.017929349094629288,26,8.051344871520996,1.0200589895248413,0.6596711874008179,0.673025906085968,0.6564326286315918,0.7254878282546997,0.6564326286315918,185.68971252441406,500
0,0,1.0151684284210205,3.809999942779541,2.7792742252349854,93.40557861328125,28,108.78770446777344,40,560000.0,5526.129689907,0.6656435132026672,90.43868255615234,0.66826331615448,0.059401240199804306,0.014394189231097698,1.015168309211731,1.2922489643096924,1746542174.9747465,-0.26410454511642456,1.3753465414047241,3.700000047683716,0.00021600000036414713,NaN,-2.0107619762420654,0.66826331615448,5340.7431640625,0.025040000677108765,0.03292792662978172,0.504603385925293,0.013573508709669113,-0.021003294736146927,27,7.99850606918335,1.0151684284210205,0.66826331615448,0.48213598132133484,0.6656435132026672,0.7273094058036804,0.6656435132026672,183.8443145751953,500
0,0,1.0179702043533325,1.8200000524520874,1.697568416595459,93.97769927978516,29,108.65332794189453,40,580000.0,5711.009140526,0.6741588711738586,90.09391784667969,0.6761854887008667,0.0478740893304348,0.015269516967236996,1.0179702043533325,0.8722550868988037,1746542359.3089347,-0.26757529377937317,1.329652190208435,2.8499999046325684,0.00021300000662449747,NaN,-1.0817058086395264,0.6761854887008667,5525.0224609375,-0.0034707486629486084,-0.02256029099225998,0.5053405165672302,0.014065530151128769,-0.011527150869369507,28,7.181308746337891,1.0179702043533325,0.6761854887008667,0.2735009789466858,0.6741588711738586,0.7284607887268066,0.6741588711738586,184.07167053222656,500
0,0,1.0174719095230103,0.8999999761581421,1.4321227073669434,95.26011657714844,30,108.24590301513672,40,600000.0,5897.11114176,0.6820952892303467,89.50433349609375,0.6834503412246704,0.040992431342601776,0.014803001657128334,1.0174719095230103,0.9011527299880981,1746542544.1882577,-0.2647441029548645,1.3136625289916992,4.074999809265137,0.0002099999983329326,NaN,-0.2654457092285156,0.6834503412246704,5710.05029296875,0.002831190824508667,0.2264396846294403,0.503800094127655,0.013971632346510887,-0.006881657987833023,29,6.714346408843994,1.0174719095230103,0.6834503412246704,0.2753846049308777,0.6820952892303467,0.724887490272522,0.6820952892303467,184.76451110839844,500
0,0,1.0157744884490967,1.3600000143051147,2.83027720451355,95.09994506835938,31,107.5401840209961,40,620000.0,6083.345709789,0.6898350715637207,90.87699890136719,0.6901408433914185,0.05122353136539459,0.015045439824461937,1.0157744884490967,1.0181553363800049,1746542730.2901871,-0.2351178079843521,1.3829666376113892,11.550000190734863,0.00020700000459328294,NaN,1.3981544971466064,0.6901408433914185,5896.1435546875,0.02962629497051239,0.21854284405708313,0.5002831220626831,0.015209420584142208,0.010231100022792816,30,6.779898643493652,1.0157744884490967,0.6901408433914185,0.3755680322647095,0.6898350715637207,0.7174328565597534,0.6898350715637207,185.97698974609375,500
0,0,1.020395278930664,2.369999885559082,2.142620801925659,95.8476333618164,32,107.4629898071289,40,640000.0,6269.641629052,0.6971644759178162,90.26289367675781,0.6963624954223633,0.06306185573339462,0.015905996784567833,1.020395278930664,0.9306704998016357,1746542916.5249841,-0.2797744572162628,1.5204894542694092,6.224999904632568,0.00020399999630171806,NaN,-0.6876564025878906,0.6963624954223633,6082.3798828125,-0.044656649231910706,-0.005266807973384857,0.4890592098236084,0.017562372609972954,0.01183832436800003,31,7.5502400398254395,1.020395278930664,0.6963624954223633,0.3036945164203644,0.6971644759178162,0.6932780742645264,0.6971644759178162,186.11058044433594,500
0,0,1.016189694404602,2.0899999141693115,2.006554126739502,95.61962890625,33,107.4351806640625,40,660000.0,6454.842842701,0.7041206955909729,90.53907775878906,0.7021429538726807,0.06788535416126251,0.014881729148328304,1.0161895751953125,0.9019096493721008,1746543102.8208184,-0.24315756559371948,1.5425560474395752,6.175000190734863,0.0002010000025620684,NaN,-0.13606667518615723,0.7021429538726807,6268.66015625,0.036616891622543335,0.017787687480449677,0.4831143319606781,0.015295782126486301,0.004823498427867889,32,8.264911651611328,1.016189694404602,0.7021429538726807,0.18583807349205017,0.7041206955909729,0.6794474124908447,0.7041206955909729,186.1587677001953,500
0,0,1.0203075408935547,2.8399999141693115,3.0332863330841064,93.94762420654297,34,108.03514099121094,39,680000.0,6642.589167773,0.7107876539230347,91.17727661132812,0.7075633406639099,0.07815577834844589,0.015857065096497536,1.0203075408935547,1.173782467842102,1746543288.022037,-0.2721269428730011,1.6617331504821777,7.224999904632568,0.00019799999427050352,NaN,1.0267322063446045,0.7075633406639099,6453.92431640625,-0.028969377279281616,-0.3230002522468567,0.4713584780693054,0.020213933661580086,0.01027042418718338,33,9.153156280517578,1.0203075408935547,0.7075633406639099,0.21878266334533691,0.7107876539230347,0.6535823345184326,0.7107876539230347,185.1249542236328,500
0,0,1.0182950496673584,2.5299999713897705,2.7387213706970215,96.32044219970703,35,106.5681381225586,40,700000.0,6793.873671925,0.7172499299049377,91.35285186767578,0.7126399278640747,0.0808858647942543,0.015463393181562424,1.0182950496673584,0.7483270764350891,1746543475.7683694,-0.279325395822525,1.666311502456665,8.425000190734863,0.00019500000053085387,NaN,-0.29456496238708496,0.7126399278640747,6641.67138671875,-0.007198452949523926,0.18073172867298126,0.4566692113876343,0.019344646483659744,0.0027300864458084106,34,9.090158462524414,1.0182950496673584,0.7126399278640747,0.02358771115541458,0.7172499299049377,0.621152400970459,0.7172499299049377,187.67335510253906,500
0,0,1.0138375759124756,2.7300000190734863,3.7913808822631836,60.12941360473633,36,132.2627716064453,25,720000.0,6980.572248132,0.7235834002494812,91.08464813232422,0.7174157500267029,0.07513772696256638,0.015416152775287628,1.0138375759124756,0.7749122977256775,1746543627.0529568,-0.27065321803092957,1.707760214805603,9.574999809265137,0.00019200000679120421,NaN,1.052659511566162,0.7174157500267029,6792.958984375,0.008672177791595459,-0.13356272876262665,0.4376543462276459,0.02002122811973095,-0.005748137831687927,35,9.365559577941895,1.0138375759124756,0.7174157500267029,0.06043050438165665,0.7235834002494812,0.5777718424797058,0.7235834002494812,151.21414184570312,500
0,0,1.0154759883880615,1.2699999809265137,1.9818757772445679,96.05406951904297,37,107.1658935546875,40,740000.0,7170.295667774,0.729555606842041,90.57241821289062,0.7218363285064697,0.06597259640693665,0.01541207917034626,1.0154759883880615,0.7195940613746643,1746543813.7514224,-0.18908648192882538,1.7672253847122192,4.324999809265137,0.00018899999849963933,NaN,-1.8095051050186157,0.7218363285064697,6979.65625,0.08156673610210419,0.3041808605194092,0.43291211128234863,0.01507466658949852,-0.00916513055562973,36,9.008901596069336,1.0154759883880615,0.7218363285064697,0.20584116876125336,0.729555606842041,0.5666126012802124,0.729555606842041,186.6265411376953,500
0,0,1.0130029916763306,2.7100000381469727,4.557589054107666,96.20784759521484,38,105.459228515625,40,760000.0,7360.55222141,0.7360548377037048,93.43885040283203,0.7260161638259888,0.06812120974063873,0.014909617602825165,1.0130029916763306,1.0476669073104858,1746544003.474846,-0.15271680057048798,1.8105177879333496,22.25,0.00018600000475998968,NaN,2.575713276863098,0.7260161638259888,7169.37451171875,0.0363696813583374,0.17588621377944946,0.42748013138771057,0.016778798773884773,0.0021486133337020874,37,9.404806137084961,1.0130029916763306,0.7260161638259888,0.18988479673862457,0.7360548377037048,0.5551312565803528,0.7360548377037048,189.64675903320312,500
0,0,1.0067929029464722,3.619999885559082,6.539241790771484,96.44192504882812,39,105.16410064697266,40,780000.0,7529.37214531,0.7431210279464722,93.73695373535156,0.7300307750701904,0.0841410830616951,0.015801429748535156,1.0067929029464722,1.3268744945526123,1746544193.731371,-0.11761906743049622,1.9587539434432983,23.875,0.0001829999964684248,NaN,1.9816527366638184,0.7300307750701904,7359.6298828125,0.03509773313999176,0.12300693988800049,0.42967578768730164,0.017458053305745125,0.016019873321056366,38,10.17574691772461,1.0067929029464722,0.7300307750701904,0.47885408997535706,0.7431210279464722,0.5590672492980957,0.7431210279464722,190.178955078125,500
0,0,1.0114749670028687,5.320000171661377,4.30422830581665,76.7721176147461,40,118.52031707763672,32,800000.0,7718.175581195,0.7503183484077454,91.97525024414062,0.7339962720870972,0.0647561103105545,0.014735709875822067,1.0114749670028687,1.5010271072387695,1746544362.5512893,-0.22082285583019257,1.8042734861373901,15.699999809265137,0.00018000000272877514,NaN,-2.235013484954834,0.7339962720870972,7528.45556640625,-0.10320378839969635,-0.008314445614814758,0.4285080134868622,0.021383028477430344,-0.019384972751140594,39,10.036140441894531,1.0114749670028687,0.7339962720870972,0.41761356592178345,0.7503183484077454,0.5558072924613953,0.7503183484077454,168.7474365234375,500
0,0,1.0104886293411255,7.610000133514404,11.033120155334473,96.18724822998047,41,105.97004699707031,40,820000.0,7905.720392479,0.7580690383911133,92.54527282714844,0.7380553483963013,0.08938052505254745,0.015833847224712372,1.010488510131836,2.2925686836242676,1746544551.354827,-0.18269139528274536,1.9106212854385376,24.450000762939453,0.00017699999443721026,NaN,6.728891849517822,0.7380553483963013,7717.26025390625,0.038131460547447205,-0.14119315147399902,0.4268653392791748,0.01786850020289421,0.02462441474199295,40,10.084915161132812,1.0104886293411255,0.7380553483963013,0.7439518570899963,0.7580690383911133,0.5515348315238953,0.7580690383911133,188.73257446289062,500
