Metrics/EpRet,Value/cost,Metrics/EpLen,Time/Epoch,Train/PolicyRatio/Std,_runtime,_timestamp,Time/Update,Misc/gradient_norm,Misc/H_inv_g,Misc/FinalStepNorm,Loss/Loss_pi,Misc/A,Time/FPS,Misc/AcceptanceStep,Train/PolicyRatio,Train/KL,_step,Train/StopIter,TotalEnvSteps,Misc/Alpha,Train/PolicyRatio/Max,Misc/r,Misc/xHx,Loss/Loss_reward_critic/Delta,Misc/s,Time/Rollout,Value/reward,Misc/Lambda_star,Loss/Loss_cost_critic,Train/PolicyRatio/Min,Misc/OptimCase,Misc/cost_gradient_norm,Loss/Loss_reward_critic,Loss/Loss_cost_critic/Delta,Train/Epoch,Time/Total,Metrics/EpCost,Misc/q,Train/PolicyStd,Value/Adv,Loss/Loss_pi/Delta,Train/LR,Train/Entropy,Misc/B,Misc/Nu_star
-3.60896372795105,0.02311144396662712,500,138.41213989257812,0.0016431651310995221,278.99692397,1743332836.6205075,15.43217658996582,0.11383768916130066,0.6942653656005859,0.3622230887413025,-0.03708142787218094,0.07393325865268707,144.49600219726562,1,1.0023237466812134,0.00010051901335828006,1,10,20000.0,0.5198216438293457,1.002323865890503,-0.009955096989870071,0.07401525974273682,5.808129787445068,1.208573818206787,122.97992706298828,0.023953093215823174,0,12.594243049621582,1.002323865890503,0,0.46545615792274475,5.808129787445068,12.594243049621582,0,138.4132537841797,35.92499923706055,0.07401525974273682,1.0022209882736206,-9.155272984173735e-09,-0.03708142787218094,0,1.4210277795791626,-1067.8548583984375,0.12864069640636444
-1.6539655923843384,0.5261427164077759,500,139.3734893798828,0.0008958172402344644,419.54166271,1743332976.1010995,16.394861221313477,0.10985436290502548,0.6456722021102905,0.3558063805103302,-0.03432496264576912,0.06304731220006943,143.4993133544922,1,1.0012668371200562,0.00010825549543369561,2,10,40000.0,0.559073269367218,1.0012668371200562,-0.028720535337924957,0.06398710608482361,-1.6875319480895996,0.8777129650115967,122.97859954833984,0.044088784605264664,0,8.942821502685547,1.0012668371200562,0,0.4054009020328522,4.120597839355469,-3.651421546936035,1,277.897705078125,29.837499618530273,0.06398710608482361,1.0037771463394165,-3.051757735406113e-09,0.0027564652264118195,0,1.422430396080017,-1014.2938232421875,0.15095195174217224
-2.6223371028900146,1.568961501121521,500,140.4320068359375,0.0002669862296897918,559.182802958,1743333116.6455915,16.00119972229004,0.1242063045501709,0.7150471210479736,0.35461506247520447,-0.019940314814448357,0.07921773195266724,142.4176788330078,1,1.0003776550292969,0.00011043524136766791,3,10,60000.0,0.4981773793697357,1.0003776550292969,0.02793511375784874,0.08058643341064453,-0.08624029159545898,0.570152759552002,124.43077850341797,0.016598233953118324,0,3.1313014030456543,1.0003776550292969,0,0.3314265310764313,4.03435754776001,-5.811520099639893,2,418.4365234375,24.579999923706055,0.08058643341064453,0.995746374130249,8.392333938900265e-09,0.014384647831320763,0,1.4141744375228882,-1059.654541015625,0.18729206919670105
-1.3831720352172852,2.074425458908081,500,139.53306579589844,0.0006700225058011711,697.47415256,1743333256.2869503,15.600711822509766,0.1331435739994049,0.7360761165618896,0.36549654603004456,-0.03619206324219704,0.0868053063750267,143.335205078125,1,0.9990524649620056,9.80745317065157e-05,4,10,80000.0,0.47675174474716187,0.9990524649620056,-0.03557561710476875,0.08799242973327637,1.723264217376709,1.0661259889602661,123.93231964111328,-0.018249720335006714,0,6.895479202270508,0.9990524649620056,0,0.42274048924446106,5.757621765136719,3.7641777992248535,3,558.0825805664062,17.0,0.08799242973327637,0.9900033473968506,4.577636492086867e-09,-0.01625174842774868,0,1.4083681106567383,-271.054931640625,0.13696536421775818
-0.30679598450660706,3.6250686645507812,500,138.20333862304688,0.0006777493981644511,836.506999069,1743333394.578541,15.998453140258789,0.11056528240442276,0.6547777056694031,0.35604992508888245,-0.04060081019997597,0.06538236141204834,144.7143096923828,1,0.9990415573120117,0.00010809000377776101,5,10,100000.0,0.5486959218978882,0.9990415573120117,-0.035328976809978485,0.06643034517765045,1.3046507835388184,1.1909856796264648,122.20484924316406,-0.23899248242378235,0,9.571976661682129,0.9990415573120117,0,0.46838563680648804,7.062272548675537,2.676497459411621,4,696.3931274414062,24.200000762939453,0.06643034517765045,0.9874058365821838,-3.051757735406113e-09,-0.004408746957778931,0,1.4057267904281616,-491.7071838378906,0.1295870840549469
-1.4456405639648438,3.391580581665039,500,138.95474243164062,0.0009209929266944528,974.260428213,1743333533.6111598,15.8054838180542,0.1197013333439827,0.6872196197509766,0.34881654381752014,-0.05003657937049866,0.07517097145318985,143.9317626953125,1,1.0013023614883423,0.00011574593372642994,6,10,120000.0,0.515322744846344,1.0013024806976318,0.017862532287836075,0.07531324028968811,-0.5846743583679199,2.242750644683838,123.14923095703125,0.08037389814853668,0,11.905871391296387,1.0013024806976318,0,0.6477967500686646,6.477598190307617,2.333894729614258,5,835.4273071289062,43.93000030517578,0.07531324028968811,0.9855530858039856,3.051757735406113e-09,-0.00943576917052269,0,1.4037355184555054,-860.4612426757812,0.09443315118551254
0.9872812628746033,4.528356075286865,500,137.66766357421875,0.0008053701021708548,1113.054105659,1743333671.3646123,15.803007125854492,0.11438393592834473,0.672613799571991,0.36021748185157776,-0.043335430324077606,0.07044225186109543,145.2773895263672,1,0.9988610148429871,0.00010199311509495601,7,10,140000.0,0.5318304300308228,0.9988610148429871,-0.02007324993610382,0.0707104504108429,-0.305142879486084,1.5023589134216309,121.86463928222656,0.09421766549348831,0,8.107622146606445,0.9988610148429871,0,0.5183109641075134,6.172455310821533,-3.7982492446899414,6,973.1793823242188,46.0,0.0707104504108429,0.9835564494132996,3.814697002724188e-09,0.006701149046421051,0,1.401735782623291,-1408.4317626953125,0.11537936329841614
1.7624757289886475,4.643181324005127,500,138.70321655273438,0.0007337485440075397,1251.599506944,1743333810.1585028,15.889856338500977,0.12258903682231903,0.6988401412963867,0.35075893998146057,-0.026191601529717445,0.07646438479423523,144.19276428222656,1,1.00103759765625,0.00011203702888451517,8,10,160000.0,0.5112612843513489,1.00103759765625,0.0056437659077346325,0.07651457190513611,-1.7430038452148438,0.6346931457519531,122.81333923339844,0.34515929222106934,0,4.273799896240234,1.00103759765625,0,0.3547808825969696,4.4294514656066895,-3.833822250366211,7,1111.971435546875,38.13999938964844,0.07651457190513611,0.9841645359992981,0.0,0.01714382879436016,0,1.4023462533950806,-2291.889892578125,0.1775141954421997
0.910157322883606,5.38583517074585,500,138.4544219970703,0.0012166389496996999,1389.264094097,1743333948.7037947,16.361957550048828,0.126043900847435,0.7219693064689636,0.3566538989543915,-0.04440440982580185,0.08225292712450027,144.45187377929688,1,1.0017205476760864,0.00010592729086056352,9,10,180000.0,0.4927067756652832,1.001720666885376,0.0160926915705204,0.08238589763641357,0.5802292823791504,1.947581171989441,122.09243774414062,0.2931072413921356,0,11.695558547973633,1.001720666885376,0,0.6029855608940125,5.00968074798584,7.421758651733398,8,1250.5111083984375,36.5099983215332,0.08238589763641357,0.9820414185523987,7.629394005448376e-09,-0.018212808296084404,0,1.400099277496338,-684.408447265625,0.10133680701255798
-0.21408569812774658,6.085033416748047,500,137.56954956054688,0.000164990866323933,1527.179587585,1743334086.3680756,15.417572021484375,0.13142627477645874,0.6991214752197266,0.36236539483070374,-0.037269897758960724,0.08059529215097427,145.38101196289062,1,0.9997666478157043,0.00010169888264499605,10,10,200000.0,0.4975082576274872,0.9997667074203491,-0.015893442556262016,0.08080334961414337,-0.30028438568115234,1.2140836715698242,122.15193939208984,0.3936171233654022,0,5.680161952972412,0.9997667074203491,0,0.46574342250823975,4.7093963623046875,-6.015396595001221,9,1388.173828125,36.400001525878906,0.08080334961414337,0.9774029850959778,1.5258788677030566e-09,0.0071345120668411255,0,1.3953208923339844,-1091.30517578125,0.1283484697341919
