Metrics/EpLen,Train/PolicyStd,Train/PolicyRatio/Max,TotalEnvSteps,_runtime,Loss/Loss_pi,Loss/Loss_reward_critic/Delta,Metrics/EpCost,Metrics/LagrangeMultiplier/Std,Time/Rollout,Train/Entropy,Loss/Loss_cost_critic,Misc/FinalStepNorm,Misc/Alpha,Metrics/LagrangeMultiplier,Misc/AcceptanceStep,Train/KL,Metrics/EpRet,Time/Update,Loss/Loss_pi/Delta,Misc/xHx,Time/Epoch,Train/LR,Train/Epoch,_timestamp,Value/cost,Value/reward,Metrics/LagrangeMultiplier/Min,Time/FPS,Misc/gradient_norm,Train/PolicyRatio/Std,_step,Value/Adv,Time/Total,Misc/H_inv_g,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio,Train/PolicyRatio/Min,Train/StopIter,Loss/Loss_reward_critic
1000,0.9508281350135803,1.0005817413330078,220000.0,1120.273377403,-0.006544342264533043,0.005632548592984676,17.56999969482422,0,83.2585678100586,1.368459701538086,0.4672372341156006,0.30316638946533203,2.021862506866455,0.3899799585342407,1,0.00034532774589024484,0.3098863959312439,8.495965003967285,0.002367844805121422,0.004892444238066673,91.75455474853516,0,10,1743315542.158922,1.039703369140625,0.028981277719140053,0.3899799585342407,217.9728240966797,0.052481986582279205,0.00041129704914055765,11,1.5258788677030566e-09,1027.2667236328125,0.14994411170482635,-0.4347488284111023,0.3899799585342407,1.0005817413330078,1.0005817413330078,10,0.009781219065189362
1000,0.9406698346138,0.9997752904891968,240000.0,1213.463336521,-0.005895385053008795,-0.0008007483556866646,15.279999732971191,0,83.49308013916016,1.3576726913452148,0.40423113107681274,0.3241010904312134,2.1578919887542725,0.4264073371887207,1,0.00029399903723970056,0.2849637567996979,8.468976974487305,0.0006489572115242481,0.00429506367072463,91.96207427978516,0,11,1743315634.2223916,1.0573923587799072,0.03362566977739334,0.4264073371887207,217.48095703125,0.049751635640859604,0.0001589217281434685,12,-2.6702879907247734e-09,1119.296630859375,0.15019336342811584,-0.06300610303878784,0.4264073371887207,0.999775230884552,0.9997752904891968,10,0.008980470709502697
1000,0.9357523918151855,0.9995783567428589,260000.0,1305.469613937,-0.007624071091413498,-0.0016762767918407917,11.130000114440918,0,84.5587387084961,1.3524879217147827,0.87196284532547,0.32492300868034363,1.7853354215621948,0.4621656537055969,1,0.0002947498287539929,0.1419498473405838,8.49050521850586,-0.0017286860384047031,0.0062746526673436165,93.04926300048828,0,12,1743315727.412335,0.9956429600715637,0.03269779682159424,0.4621656537055969,214.9398956298828,0.08248525112867355,0.0002981467987410724,13,-2.479553229406406e-09,1212.4481201171875,0.18199549615383148,0.4677317142486572,0.4621656537055969,0.9995782971382141,0.9995783567428589,10,0.007304193917661905
1000,0.9396770596504211,1.0012173652648926,280000.0,1398.228459562,-0.007918189279735088,0.0063540018163621426,12.800000190734863,0,83.3656005859375,1.3566579818725586,0.6311862468719482,0.2906033992767334,1.7879254817962646,0.497647762298584,1,0.0003447085910011083,0.0716872587800026,8.472816467285156,-0.0002941181883215904,0.006256485357880592,91.83843994140625,0,13,1743315819.4185793,0.9947261810302734,0.005494493991136551,0.497647762298584,217.7737274169922,0.1265489161014557,0.000860807194840163,14,3.433227480087453e-09,1304.42578125,0.1625366508960724,-0.24077659845352173,0.497647762298584,1.0012173652648926,1.0012173652648926,10,0.013658195734024048
1000,0.930426836013794,1.0009725093841553,300000.0,1490.370200922,-0.006726858671754599,0.007174374535679817,11.079999923706055,0,84.20219421386719,1.3467316627502441,0.5409984588623047,0.305529922246933,1.8186684846878052,0.5326041579246521,1,0.00033600363531149924,-0.13518689572811127,8.489997863769531,0.0011913306079804897,0.006046752445399761,92.69221496582031,0,14,1743315912.1774604,1.0593971014022827,-0.005920108873397112,0.5326041579246521,215.7678680419922,0.06636161357164383,0.0006875555845908821,15,-4.577636492086867e-09,1397.2855224609375,0.16799648106098175,-0.09018778800964355,0.5326041579246521,1.0009723901748657,1.0009725093841553,10,0.020832570269703865
1000,0.9313835501670837,1.000646948814392,320000.0,1582.808902986,-0.00791176874190569,-0.010377478785812855,12.510000228881836,0,83.57083129882812,1.3477689027786255,0.7334909439086914,0.30909138917922974,1.6599842309951782,0.5673694014549255,1,0.00028643212863244116,-0.24335773289203644,8.500214576721191,-0.0011849100701510906,0.007258076220750809,92.0710678100586,0,15,1743316004.3191125,1.0244168043136597,-0.011080066673457623,0.5673694014549255,217.22349548339844,0.0979827418923378,0.0004574899794533849,16,1.5258788677030566e-09,1489.4228515625,0.18620139360427856,0.19249248504638672,0.5673694014549255,1.000646948814392,1.000646948814392,10,0.01045509148389101
1000,0.9337642788887024,0.9985145330429077,340000.0,1675.139937703,-0.007962812669575214,0.005179728381335735,15.899999618530273,0,83.906494140625,1.350161075592041,0.9322414994239807,0.3148530423641205,1.5926473140716553,0.6024835705757141,1,0.00028591559384949505,-0.30343881249427795,8.48163890838623,-5.1043927669525146e-05,0.007884791120886803,92.38815307617188,0,16,1743316096.7579107,1.2378517389297485,0.000828052347060293,0.6024835705757141,216.47796630859375,0.09203675389289856,0.0010504398960620165,17,-2.2888182460434336e-09,1581.8826904296875,0.19769161939620972,0.1987505555152893,0.6024835705757141,0.9985144734382629,0.9985145330429077,10,0.015634819865226746
1000,0.9317499995231628,0.9989272952079773,360000.0,1768.575861986,-0.011843307875096798,-0.005650020204484463,18.209999084472656,0,83.57880401611328,1.3480111360549927,0.786003589630127,0.31355389952659607,1.1867343187332153,0.6381659507751465,1,0.00028581058722920716,-0.3371724784374237,8.485377311706543,-0.0038804952055215836,0.014201122336089611,92.06420135498047,0,17,1743316189.0889251,1.6460249423980713,0.010892510414123535,0.6381659507751465,217.23971557617188,0.10883892327547073,0.0007585027487948537,18,3.8146971692576415e-10,1673.996337890625,0.26421576738357544,-0.14623790979385376,0.6381659507751465,0.9989272952079773,0.9989272952079773,10,0.009984799660742283
1000,0.9243586659431458,1.0002844333648682,380000.0,1864.346312333,-0.01153188943862915,-0.006693339208140969,24.610000610351562,0,84.68116760253906,1.3399876356124878,1.7361042499542236,0.2802700996398926,1.1141386032104492,0.6748451590538025,1,0.0003526430227793753,-0.16797317564487457,8.478509902954102,0.00031141843646764755,0.01611206866800785,93.15969848632812,0,18,1743316282.5247607,1.8253734111785889,0.016675235703587532,0.6748451590538025,214.68511962890625,0.13299623131752014,0.00020106857118662447,19,-1.5258788677030566e-09,1767.4219970703125,0.2515576481819153,0.9501006603240967,0.6748451590538025,1.0002843141555786,1.0002844333648682,10,0.0032914604526013136
1000,0.9136368632316589,0.9999822974205017,400000.0,1957.090728715,-0.009524784050881863,7.901526987552643e-05,26.09000015258789,0,87.16509246826172,1.3284597396850586,1.0905883312225342,0.30360499024391174,1.3523783683776855,0.7124208807945251,1,0.0003182606305927038,0.02274869941174984,8.552260398864746,0.0020071053877472878,0.010935362428426743,95.71736907958984,0,19,1743316378.2952404,1.4756250381469727,0.02949196845293045,0.7124208807945251,208.948486328125,0.12978745996952057,1.2531679203675594e-05,20,-7.629394005448376e-09,1863.415771484375,0.22449706494808197,-0.6455159187316895,0.7124208807945251,0.9999822974205017,0.9999822974205017,10,0.00337047572247684
1000,0.9105227589607239,1.0009965896606445,420000.0,2049.007209656,-0.009900028817355633,0.0010372500400990248,27.59000015258789,0,84.21969604492188,1.3251469135284424,1.0125092267990112,0.3115156292915344,1.2727396488189697,0.7508112192153931,1,0.0002646947104949504,0.23222866654396057,8.459611892700195,-0.00037524476647377014,0.012346687726676464,92.67932891845703,0,20,1743316471.0396767,2.1255524158477783,0.010789255611598492,0.7508112192153931,215.7978515625,0.12784415483474731,0.0007046391256153584,21,6.103515470812226e-09,1956.1494140625,0.24475988745689392,-0.07807910442352295,0.7508112192153931,1.0009965896606445,1.0009965896606445,10,0.004407725762575865
1000,0.9111292362213135,0.998874843120575,440000.0,2141.683523964,-0.01464188750833273,0.007694634143263102,29.530000686645508,0,83.35039520263672,1.3258212804794312,0.9712225198745728,0.2625577449798584,0.8420118689537048,0.7899684906005859,1,0.0003886033082380891,0.38985008001327515,8.507829666137695,-0.0047418586909770966,0.028209373354911804,91.85823822021484,0,21,1743316562.9561915,2.026275873184204,0.031480662524700165,0.7899684906005859,217.72679138183594,0.18567286431789398,0.0007956482004374266,22,-1.5258788677030566e-09,2048.07373046875,0.31182190775871277,-0.04128670692443848,0.7899684906005859,0.998874843120575,0.998874843120575,10,0.012102359905838966
1000,0.9092180132865906,0.9997416734695435,460000.0,2233.712316372,-0.006429112050682306,-0.000981445424258709,24.8700008392334,0,83.9947509765625,1.323745846748352,0.6592244505882263,0.32449036836624146,2.118459939956665,0.8294461965560913,1,0.0002827458956744522,0.4861389994621277,8.554109573364258,0.008212775457650423,0.004456444643437862,92.54888153076172,0,22,1743316655.6324337,1.8361899852752686,0.04532783851027489,0.8294461965560913,216.10202026367188,0.0536280982196331,0.00018269252905156463,23,-9.155272984173735e-09,2140.679931640625,0.15317276120185852,-0.31199806928634644,0.8294461965560913,0.9997416138648987,0.9997416734695435,10,0.011120914481580257
1000,0.9091481566429138,1.0010942220687866,480000.0,2326.18512539,-0.008360533975064754,-0.003003387711942196,17.719999313354492,0,83.43150329589844,1.323664665222168,0.6855759620666504,0.3114747703075409,1.5330885648727417,0.8684505224227905,1,0.00028098461916670203,0.5075121521949768,8.53699779510498,-0.0019314219243824482,0.008509323000907898,91.96852111816406,0,23,1743316747.6612368,1.4422879219055176,0.030470727011561394,0.8684505224227905,217.46571350097656,0.07760047912597656,0.0007736475672572851,24,-6.103515470812226e-09,2232.776123046875,0.20316815376281738,0.026351511478424072,0.8684505224227905,1.0010942220687866,1.0010942220687866,10,0.008117526769638062
1000,0.8982605338096619,1.0007848739624023,500000.0,2418.475038253,-0.0070594847202301025,-0.002352828159928322,16.049999237060547,0,83.91820526123047,1.3115854263305664,0.6711623072624207,0.29927676916122437,1.7698774337768555,0.9068202972412109,1,0.00031534209847450256,0.5186176300048828,8.484720230102539,0.001301049254834652,0.006384735926985741,92.40293884277344,0,24,1743316840.1341372,1.8915244340896606,0.03740902617573738,0.9068202972412109,216.44332885742188,0.09493432939052582,0.000554989674128592,25,3.051757735406113e-09,2325.23779296875,0.16909463703632355,-0.014413654804229736,0.9068202972412109,1.0007848739624023,1.0007848739624023,10,0.00576469860970974
1000,0.8938102722167969,1.0007156133651733,520000.0,2510.945662347,-0.008557451888918877,0.0035348618403077126,14.020000457763672,0,83.74449157714844,1.3066602945327759,0.639945387840271,0.28362762928009033,1.4832801818847656,0.944341778755188,1,0.00034160743234679103,0.5163535475730896,8.461897850036621,-0.0014979671686887741,0.009090403094887733,92.20641326904297,0,25,1743316932.4239883,1.7689214944839478,0.023151857778429985,0.944341778755188,216.90464782714844,0.11513584852218628,0.0005059307441115379,26,-4.1961669694501325e-09,2417.5146484375,0.19121649861335754,-0.031216919422149658,0.944341778755188,1.0007156133651733,1.0007156133651733,10,0.009299560450017452
1000,0.8956645131111145,1.000073790550232,540000.0,2603.484917373,-0.00693676620721817,-0.0018988004885613918,8.609999656677246,0,83.82817077636719,1.3087362051010132,0.3682108223438263,0.29608312249183655,1.8335554599761963,0.980227530002594,1,0.0003259054501540959,0.552009105682373,8.547593116760254,0.0016206856817007065,0.005948961246758699,92.37577819824219,0,26,1743317024.894568,1.3012022972106934,0.04655681923031807,0.980227530002594,216.50697326660156,0.054817210882902145,5.220591265242547e-05,27,7.629394338515283e-10,2509.97998046875,0.16148032248020172,-0.2717345654964447,0.980227530002594,1.000073790550232,1.000073790550232,10,0.00740075996145606
1000,0.8991765379905701,1.0004382133483887,560000.0,2695.810488459,-0.007273996714502573,0.0032477169297635555,8.220000267028809,0,83.96102142333984,1.3126205205917358,0.4223218262195587,0.3018746078014374,1.8713679313659668,1.0145761966705322,1,0.00031346053583547473,0.4484159052371979,8.4931640625,-0.00033723050728440285,0.005710983648896217,92.45420837402344,0,27,1743317117.433907,1.7905184030532837,0.05740777403116226,1.0145761966705322,216.3233184814453,0.07563607394695282,0.00030986362253315747,28,-9.155272984173735e-09,2602.526123046875,0.1613122671842575,0.05411100387573242,1.0145761966705322,1.0004382133483887,1.0004382133483887,10,0.010648476891219616
1000,0.9007037281990051,0.9994544386863708,580000.0,2787.36351784,-0.005642381962388754,-0.0022617047652602196,7.139999866485596,0,83.7845458984375,1.3143129348754883,0.2970085144042969,0.30832114815711975,2.3168673515319824,1.0473427772521973,1,0.000292417302262038,0.325795441865921,8.493549346923828,0.0016316147521138191,0.003725859336555004,92.27811431884766,0,28,1743317209.7594988,0.9589208960533142,0.05253021791577339,1.0473427772521973,216.73611450195312,0.08233027160167694,0.0003857841657008976,29,-5.054473728449693e-09,2694.88525390625,0.1330767273902893,-0.12531331181526184,1.0473427772521973,0.9994544386863708,0.9994544386863708,10,0.008386772125959396
1000,0.903968095779419,0.9998292922973633,600000.0,2879.038963344,-0.006514760199934244,0.003354663960635662,6.389999866485596,0,83.01919555664062,1.317945957183838,0.3663908839225769,0.31188252568244934,1.9959150552749634,1.0785400867462158,1,0.0002826921408995986,0.24130268394947052,8.479974746704102,-0.0008723782375454903,0.005020477343350649,91.49918365478516,0,29,1743317301.3125024,0.8715851306915283,0.05813339725136757,1.0785400867462158,218.5811767578125,0.07954070717096329,0.00012068048090441152,30,1.5258788677030566e-09,2786.434814453125,0.1562604159116745,0.06938236951828003,1.0785400867462158,0.9998292922973633,0.9998292922973633,10,0.011741436086595058
1000,0.8990659713745117,1.0000274181365967,620000.0,2969.690440907,-0.0050831022672355175,-0.00441878754645586,5.559999942779541,0,83.1133041381836,1.3123477697372437,0.302705317735672,0.29492515325546265,1.783787727355957,1.1081562042236328,1,0.0003195934696123004,0.19982221722602844,8.479768753051758,0.0014316579326987267,0.006285545416176319,91.59309387207031,0,30,1743317392.9879992,0.8513422608375549,0.05947861447930336,1.1081562042236328,218.35707092285156,0.06569937616586685,1.9387916836421937e-05,31,-1.5258788677030566e-09,2878.081298828125,0.1653364598751068,-0.06368556618690491,1.1081562042236328,1.0000272989273071,1.0000274181365967,10,0.007322648540139198
1000,0.8924371600151062,1.000126838684082,640000.0,3061.852823164,-0.010933436453342438,0.0032739974558353424,8.569999694824219,0,82.13716125488281,1.3048735857009888,0.8769680261611938,0.31330376863479614,1.1380730867385864,1.1369524002075195,1,0.0002844560076482594,0.06728644669055939,8.441583633422852,-0.00585033418610692,0.015441498719155788,90.57876586914062,0,31,1743317483.639447,0.7588240504264832,0.05588793382048607,1.1369524002075195,220.80230712890625,0.12791970372200012,8.963233267422765e-05,32,3.051757735406113e-09,2968.7431640625,0.2752932012081146,0.5742627084255219,1.1369524002075195,1.000126838684082,1.000126838684082,10,0.01059664599597454
1000,0.8942322731018066,1.0003321170806885,660000.0,3153.53356149,-0.010819514282047749,-0.0037971194833517075,11.029999732971191,0,83.66110229492188,1.3068636655807495,0.9088503122329712,0.28828561305999756,1.23516047000885,1.1654950380325317,1,0.0003279183874838054,0.2976711392402649,8.422490119934082,0.00011392217129468918,0.013109400868415833,92.08361053466797,0,32,1743317575.8018286,1.1847118139266968,0.08628091961145401,1.1654950380325317,217.1939239501953,0.138555645942688,0.0002347860427107662,33,8.01086397217432e-09,3060.897705078125,0.23339931666851044,0.031882286071777344,1.1654950380325317,1.000331997871399,1.0003321170806885,10,0.006799526512622833
1000,0.8963761329650879,0.9990918040275574,680000.0,3245.448391938,-0.01105476077646017,0.0032504852861166,14.90999984741211,0,83.15422058105469,1.3093065023422241,1.0025346279144287,0.2836103141307831,1.1804627180099487,1.1945308446884155,1,0.0003413730300962925,0.3514784872531891,8.44548225402832,-0.00023524649441242218,0.014352420344948769,91.59971618652344,0,33,1743317667.4825566,1.110601544380188,0.041822612285614014,1.1945308446884155,218.34127807617188,0.27691736817359924,0.0006422055885195732,34,3.814697002724188e-09,3152.575927734375,0.2402535080909729,0.09368431568145752,1.1945308446884155,0.9990918040275574,0.9990918040275574,10,0.010050011798739433
1000,0.8905574679374695,0.9993594884872437,700000.0,3337.186588878,-0.008116792887449265,-0.0008761677891016006,15.880000114440918,0,83.36604309082031,1.302533507347107,0.7553783059120178,0.2861762046813965,1.6201130151748657,1.2241805791854858,1,0.0003462345921434462,0.4785034954547882,8.472599029541016,0.0029379678890109062,0.007619716227054596,91.83866882324219,0,34,1743317759.397329,0.8296926617622375,0.06978746503591537,1.2241805791854858,217.773193359375,0.10442883521318436,0.0004529100260697305,35,-7.629394005448376e-09,3244.495361328125,0.1766396462917328,-0.2471563220024109,1.2241805791854858,0.9993594288825989,0.9993594884872437,10,0.009173844009637833
1000,0.8844191431999207,1.0008866786956787,720000.0,3428.346940227,-0.006413914263248444,0.005273417569696903,14.579999923706055,0,83.19195556640625,1.2955683469772339,0.32376229763031006,0.2901785969734192,2.225313663482666,1.2541530132293701,1,0.0003286927239969373,0.5304692983627319,8.45770263671875,0.001702878624200821,0.004038745071738958,91.6496810913086,0,35,1743317851.1356137,1.1256269216537476,0.07604605704545975,1.2541530132293701,218.22225952148438,0.07602866739034653,0.0006269203149713576,36,-6.103515470812226e-09,3336.220703125,0.1303989589214325,-0.43161600828170776,1.2541530132293701,1.0008865594863892,1.0008866786956787,10,0.014447261579334736
1000,0.8835716843605042,0.9984793663024902,740000.0,3520.473009486,-0.008497877977788448,-0.005197964608669281,12.619999885559082,0,82.6001968383789,1.2944837808609009,0.45549580454826355,0.27961111068725586,1.4130048751831055,1.2840641736984253,1,0.00032067179563455284,0.5069076418876648,8.470904350280762,-0.0020839637145400047,0.01001710444688797,91.07112121582031,0,36,1743317942.295675,0.9944197535514832,0.10631425678730011,1.2840641736984253,219.60858154296875,0.10170239210128784,0.0010752222733572125,37,0.0,3427.38134765625,0.19788405299186707,0.1317335069179535,1.2840641736984253,0.9984793663024902,0.9984793663024902,10,0.009249296970665455
1000,0.886073648929596,0.9992122650146484,760000.0,3612.042295383,-0.009931851178407669,-0.0013405699282884598,12.5600004196167,0,83.58618927001953,1.2972830533981323,0.5721825957298279,0.3008115589618683,1.2807437181472778,1.3139171600341797,1,0.0003086664655711502,0.3824646472930908,8.432635307312012,-0.0014339732006192207,0.012192848138511181,92.01884460449219,0,37,1743318034.4219675,0.9016380906105042,0.08911321312189102,1.3139171600341797,217.34677124023438,0.1231158897280693,0.0005570408538915217,38,-3.814697002724188e-09,3519.493896484375,0.23487256467342377,0.11668679118156433,1.3139171600341797,0.9992122650146484,0.9992122650146484,10,0.007908727042376995
1000,0.8872191309928894,0.9988149404525757,780000.0,3703.74651597,-0.01300003845244646,0.003905310295522213,12.59000015258789,0,82.96928405761719,1.2985575199127197,1.0550811290740967,0.3042263984680176,0.9720454216003418,1.3437315225601196,1,0.0003070754464715719,0.32480213046073914,8.530838012695312,-0.0030681872740387917,0.02116687223315239,91.50013732910156,0,38,1743318125.9912271,1.2082544565200806,0.052429188042879105,1.3437315225601196,218.5789031982422,0.20758181810379028,0.0008379636565223336,39,1.3732909920349812e-08,3611.096435546875,0.3129754960536957,0.4828985333442688,1.3437315225601196,0.9988148808479309,0.9988149404525757,10,0.011814037337899208
1000,0.8862860798835754,1.0007438659667969,800000.0,3794.980291837,-0.007873780094087124,-0.004881334025412798,12.100000381469727,0,83.08416748046875,1.2974910736083984,0.6443361043930054,0.28736501932144165,1.6769077777862549,1.373425841331482,1,0.0003330797771923244,0.20357589423656464,8.570550918579102,0.005126258358359337,0.00711231492459774,91.65473937988281,0,39,1743318217.6955178,1.3114901781082153,0.05740584805607796,1.373425841331482,218.21022033691406,0.08937693387269974,0.0005259926547296345,40,6.103515470812226e-09,3702.8212890625,0.17136603593826294,-0.4107450246810913,1.373425841331482,1.0007438659667969,1.0007438659667969,10,0.00693270331248641
1000,0.8838321566581726,1.0001815557479858,820000.0,3887.092970049,-0.011359252966940403,0.004536041524261236,14.220000267028809,0,82.68871307373047,1.2947922945022583,0.8316734433174133,0.3105226755142212,1.1536356210708618,1.403420090675354,1,0.0002942116989288479,0.04992786422371864,8.441242218017578,-0.003485472872853279,0.015027693472802639,91.1299819946289,0,40,1743318308.9292946,1.440960168838501,0.04903034865856171,1.403420090675354,219.4667510986328,0.1999894380569458,0.00012829506886191666,41,4.577636492086867e-09,3794.000244140625,0.26916876435279846,0.18733733892440796,1.403420090675354,1.0001815557479858,1.0001815557479858,10,0.011468744836747646
