_runtime,Misc/Nu_star,Train/PolicyRatio,Time/Update,Metrics/EpRet,Time/FPS,Misc/gradient_norm,Metrics/EpLen,Misc/OptimCase,Misc/FinalStepNorm,Loss/Loss_reward_critic,Time/Epoch,Loss/Loss_cost_critic/Delta,Metrics/EpCost,TotalEnvSteps,Train/Entropy,Misc/q,Train/Epoch,_step,Time/Rollout,_timestamp,Loss/Loss_pi/Delta,Train/PolicyStd,Train/LR,Misc/Alpha,Misc/B,Misc/xHx,Train/PolicyRatio/Min,Misc/r,Value/Adv,Loss/Loss_pi,Misc/H_inv_g,Train/KL,Train/PolicyRatio/Std,Misc/A,Value/cost,Train/PolicyRatio/Max,Value/reward,Misc/s,Loss/Loss_reward_critic/Delta,Misc/AcceptanceStep,Loss/Loss_cost_critic,Misc/cost_gradient_norm,Train/StopIter,Misc/Lambda_star,Time/Total
689.163841817,0.7996028065681458,1.0009965896606445,8.478964805603027,-0.525955319404602,58.12762451171875,0.030871938914060593,1000,0,0.30799514055252075,0.011610237881541252,344.07049560546875,6.614535331726074,51.75,20000.0,1.411333441734314,0.002160948235541582,0,1,335.59149169921875,1743328235.2394114,-0.005291165318340063,0.9927132725715637,0,3.0422282218933105,-85612.90625,0.002160948235541582,1.0009965896606445,-1.932092709466815e-05,-8.392333938900265e-09,-0.005291165318340063,0.11561627686023712,0.00014621448644902557,0.0007046391256153584,0.0021609363611787558,0.0726335421204567,1.0009965896606445,0.24850276112556458,0.03128104284405708,0.011610237881541252,1,6.614535331726074,0.14688052237033844,10,0,344.0715026855469
1033.795334633,0.7013352513313293,0.9995660781860352,8.463638305664062,-0.5825315713882446,58.119102478027344,0.0497511625289917,1000,0,0.2973330318927765,0.0028750335332006216,344.1209411621094,-0.6466512680053711,63.70000076293945,40000.0,1.4200763702392578,0.004612972028553486,1,2,335.65728759765625,1743328579.4382443,-0.0003399220295250416,1.001333475112915,0,2.0822081565856934,-99793.015625,0.004612972028553486,0.9995660781860352,0.002881268272176385,-1.678466787780053e-08,-0.005631087347865105,0.1601429432630539,0.00016213259368669242,0.0003068290534429252,0.004408803768455982,0.8359939455986023,0.9995660781860352,0.1843791902065277,0.0406610444188118,-0.00873520434834063,1,5.967884063720703,0.159550279378891,10,0,688.2830810546875
1377.437522101,0.5374252200126648,1.0000343322753906,9.057313919067383,-0.4968473017215729,58.045894622802734,0.09462756663560867,1000,0,0.3124801516532898,0.006906288210302591,344.554931640625,-0.8040876388549805,74.68333435058594,60000.0,1.4465793371200562,0.00632584560662508,2,3,335.49761962890625,1743328924.0696683,-0.0025567002594470978,1.0284150838851929,0,1.7780966758728027,-80547.7421875,0.00632584560662508,1.0000343322753906,0.002989501226693392,-1.678466787780053e-08,-0.008187787607312202,0.16129960119724274,0.0001403406058670953,2.427658546366729e-05,0.0061967819929122925,2.912646770477295,1.0000343322753906,0.1410130262374878,0.06924586743116379,0.00403125467710197,1,5.163796424865723,0.18866105377674103,10,0,1032.91552734375
1721.443777437,0.7171601057052612,0.9999310970306396,8.422294616699219,-0.5004287958145142,58.21391296386719,0.056785810738801956,1000,0,0.30259469151496887,0.00802904274314642,343.56048583984375,-0.5409069061279297,71.61250305175781,80000.0,1.4572988748550415,0.004902672953903675,3,4,335.1381530761719,1743329267.7120042,0.002227737568318844,1.0395112037658691,0,2.019752264022827,-131880.296875,0.004902672953903675,0.9999310970306396,0.0016390017699450254,1.831054596834747e-08,-0.005960050038993359,0.16492968797683716,0.00015386854647658765,4.8721758503234014e-05,0.004833591636270285,1.6359416246414185,0.9999310970306396,0.11984289437532425,0.03888638690114021,0.0011227545328438282,1,4.622889518737793,0.14244970679283142,10,0,1376.553955078125
2063.525194358,0.6352543234825134,1.0006786584854126,8.435178756713867,-0.49674636125564575,58.14937973022461,0.07714942842721939,1000,0,0.294575572013855,0.0030690503772348166,343.9417724609375,0.2998085021972656,73.0199966430664,100000.0,1.4587955474853516,0.010287633165717125,4,5,335.5065612792969,1743329611.718246,0.00018100067973136902,1.0410455465316772,0,1.3943026065826416,-107584.28125,0.010287633165717125,1.0006787776947021,0.003979767672717571,1.678466787780053e-08,-0.00577904935926199,0.23460319638252258,0.000162667638505809,0.00047991209430620074,0.009968052618205547,2.1972339153289795,1.0006787776947021,0.10903064906597137,0.04956037923693657,-0.004959992365911603,1,4.922698020935059,0.16536468267440796,10,0,1720.5758056640625
2403.95260676,0.568333625793457,0.9995071291923523,8.533653259277344,-0.5998584628105164,58.47858810424805,0.08799125999212265,1000,0,0.2911307215690613,0.004455873277038336,342.0055236816406,-0.5271549224853516,76.20999908447266,120000.0,1.4797210693359375,0.008247151970863342,5,6,333.4718322753906,1743329953.7996333,-0.001199320424348116,1.0631133317947388,0,1.5572657585144043,-93799.5078125,0.008247151970863342,0.9995071291923523,0.004559062421321869,-2.7465819840699623e-08,-0.0069783697836101055,0.19170725345611572,0.0001675549865467474,0.00034849822986871004,0.007911469787359238,2.8575284481048584,0.9995071291923523,0.07474600523710251,0.06191888824105263,0.0013868228998035192,1,4.395543098449707,0.2077040672302246,10,0,2062.645263671875
2748.538612775,0.5366849303245544,1.0007137060165405,8.443748474121094,-0.6270183324813843,58.76215362548828,0.07908927649259567,1000,0,0.3123589754104614,0.00820234790444374,340.3551330566406,0.6296539306640625,77.80999755859375,140000.0,1.4641790390014648,0.005652362480759621,6,7,331.9113464355469,1743330294.2270741,-0.002384949941188097,1.0466800928115845,0,1.8810468912124634,-87192.5625,0.005652362480759621,1.0007137060165405,-0.0005058054812252522,2.2888182460434336e-09,-0.009363319724798203,0.15940244495868683,0.00016189765301533043,0.0005046944716013968,0.005648678168654442,5.341065883636475,1.0007137060165405,0.036119330674409866,0.06943704187870026,0.003746474627405405,1,5.0251970291137695,0.19534309208393097,10,0,2403.075439453125
3095.643183925,0.8096873760223389,1.0011886358261108,8.429998397827148,-0.746910810470581,58.05460739135742,0.16748635470867157,1000,0,0.28762006759643555,0.003201439743861556,344.50323486328125,-2.9771788120269775,62.880001068115234,160000.0,1.4775947332382202,0.012120049446821213,7,8,336.0732116699219,1743330638.8130224,0.005415097810328007,1.0606611967086792,0,1.2845842838287354,-129607.3984375,0.012120049446821213,1.0011886358261108,0.002886206842958927,-1.525878801089675e-08,-0.003948221914470196,0.18932794034481049,0.00016438818420283496,0.0008405205444432795,0.011846988461911678,4.033115386962891,1.0011886358261108,0.020772039890289307,0.030506689101457596,-0.005000908160582185,1,2.048018217086792,0.13070791959762573,10,0,2747.65283203125
3439.150042157,0.6542302370071411,1.0012922286987305,8.417280197143555,-0.7506012916564941,57.633018493652344,0.06903572380542755,1000,0,0.29182249307632446,0.004892370197921991,347.0232849121094,1.1828467845916748,65.08999633789062,180000.0,1.4739757776260376,0.006699420511722565,8,9,338.6059875488281,1743330985.9175909,-0.0026018572971224785,1.0570040941238403,0,1.727810263633728,-90669.1640625,0.006699420511722565,1.0012922286987305,0.0020275269635021687,-4.1961669694501325e-09,-0.006550079211592674,0.19153256714344025,0.00016648696328047663,0.0009136875160038471,0.0066114445216953754,5.3158345222473145,1.0012922286987305,0.0018527591601014137,0.04672708362340927,0.0016909304540604353,1,3.230865001678467,0.15374717116355896,10,0,3094.757568359375
3779.180928465,0.5986501574516296,1.0007954835891724,8.46986198425293,-0.837649405002594,58.236934661865234,0.11408695578575134,1000,0,0.31361860036849976,0.005439861677587032,343.4246826171875,-0.28697991371154785,61.130001068115234,200000.0,1.4564555883407593,0.00882524810731411,9,10,334.95477294921875,1743331329.4244282,-0.002441681921482086,1.0387272834777832,0,1.5053977966308594,-66961.453125,0.00882524810731411,1.000795602798462,-0.0009545206557959318,9.918212917625624e-09,-0.00899176113307476,0.18109682202339172,0.0001617777452338487,0.0005625199410133064,0.0088089220225811,5.3508806228637695,1.000795602798462,-0.012446912936866283,0.05580635741353035,0.000547491479665041,1,2.943885087966919,0.16888107359409332,10,0,3438.263671875
