Train/LR,Loss/Loss_cost_critic/Delta,Loss/Loss_pi,Metrics/LagrangeMultiplier/Std,Train/Epoch,Safety/EpCostShield,Metrics/EpLen,Train/PolicyRatio,Train/StopIter,Time/Total,Value/reward,Train/Entropy,Loss/Loss_reward_critic,Time/Epoch,TotalEnvSteps,_runtime,Time/Update,Safety/ShieldLagrangeMultiplier/Max,Value/Adv,Safety/ShieldLagrangeMultiplier,Metrics/EpRet,Value/cost,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Min,Safety/shield_violation,_step,Loss/Loss_pi/Delta,Train/KL,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyStd,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Min,Loss/Loss_cost_critic,Time/FPS,_timestamp,Metrics/LagrangeMultiplier,Train/PolicyRatio/Min,Safety/shield_adv_c,Train/PolicyRatio/Std,Loss/Loss_reward_critic/Delta,Time/Rollout
0.0002969999914057553,15.8500394821167,-0.005999542772769928,0,0,69.5999984741211,1000,0.9997698664665222,40,274.7088928222656,-0.184743732213974,1.41251802444458,0.008048417046666145,274.70672607421875,20000.0,518.333276074,133.95262145996094,0.044999994337558746,0.006208453327417374,0.044999994337558746,-0.4530302882194519,-0.1740427017211914,37.0,0.044999994337558746,0.02320050820708275,1,-0.005999542772769928,0.007416645064949989,0.03599999472498894,0,0.993615984916687,0.9997698664665222,0.03599999472498894,15.8500394821167,72.80491638183594,1746543725.7624123,0.03599999472498894,0.9997698664665222,NaN,0.010149525478482246,0.008048417046666145,140.75404357910156
0.00029399999766610563,5.680647850036621,0.0144000593572855,0,1,77.6500015258789,1000,0.9976203441619873,40,517.0174560546875,-0.16506613790988922,1.401528239250183,0.0038582421839237213,242.22000122070312,40000.0,770.716022197,141.01248168945312,0.08004741370677948,0.03511284664273262,0.08004741370677948,-0.30920130014419556,0.7636650204658508,38.275001525878906,0.08004741370677948,1.5313156843185425,2,0.020399602130055428,0.008519242517650127,0.07102587819099426,0,0.9827700257301331,0.9976203441619873,0.07102587819099426,21.53068733215332,82.56956481933594,1746543968.0777004,0.07102587819099426,0.9976203441619873,NaN,0.011583282612264156,-0.004190174862742424,101.20746612548828
0.000291000003926456,-0.9546947479248047,0.07472176849842072,0,2,111.44999694824219,1000,0.9992581009864807,40,769.3789672851562,-0.12868016958236694,1.3986265659332275,0.006978575140237808,252.26748657226562,60000.0,1019.798675264,143.4202880859375,0.11488183587789536,-0.16961650550365448,0.11488183587789536,0.15238820016384125,1.519278883934021,43.29999923706055,0.11488183587789536,2.573939561843872,3,0.060321709141135216,0.0078035201877355576,0.10613857209682465,0,0.9798951148986816,0.9992581009864807,0.10613857209682465,20.575992584228516,79.28092956542969,1746544220.459584,0.10613857209682465,0.9992581009864807,NaN,0.010596522130072117,0.003120332956314087,108.8470687866211
0.0002880000101868063,6.485374450683594,0.20126894116401672,0,3,195.5,1000,0.9982916116714478,40,1018.4736328125,-0.0833563357591629,1.3936599493026733,0.00946001149713993,248.96351623535156,80000.0,1267.195574068,139.1316375732422,0.14846931397914886,0.289990097284317,0.14846931397914886,0.6394882202148438,3.2878878116607666,59.88750076293945,0.14846931397914886,5.330182075500488,4,0.126547172665596,0.006811798084527254,0.14118093252182007,0,0.9750404357910156,0.9982916712760925,0.14118093252182007,27.06136703491211,80.33306121826172,1746544469.541927,0.14118093252182007,0.9982916712760925,NaN,0.010296140797436237,0.0024814363569021225,109.83173370361328
0.0002849999873433262,-11.652322769165039,0.019942497834563255,0,4,108.5,1000,0.9987995028495789,40,1265.88671875,-0.03238532692193985,1.3818204402923584,0.01052098348736763,247.29417419433594,100000.0,1514.144570717,138.77743530273438,0.182132288813591,-0.029254864901304245,0.182132288813591,0.9628085494041443,3.666339874267578,57.9900016784668,0.182132288813591,6.880690574645996,5,-0.18132644332945347,0.008857578970491886,0.17641940712928772,0,0.9636087417602539,0.9987995028495789,0.17641940712928772,15.40904426574707,80.87533569335938,1746544716.9394295,0.17641940712928772,0.9987995028495789,NaN,0.011100945062935352,0.0010609719902276993,108.51669311523438
0.00028199999360367656,7.046205520629883,0.09927629679441452,0,5,151.35000610351562,1000,0.9976227283477783,40,1512.8272705078125,0.01219580415636301,1.376020073890686,0.013239765539765358,246.84228515625,120000.0,1760.890975888,138.4503173828125,0.21637485921382904,0.40029382705688477,0.21637485921382904,1.618769884109497,4.166612148284912,66.87999725341797,0.21637485921382904,8.240163803100586,6,0.07933379895985126,0.007963783107697964,0.21186108887195587,0,0.9580082893371582,0.9976227283477783,0.21186108887195587,22.455249786376953,81.02339935302734,1746544963.8881156,0.21186108887195587,0.9976227283477783,NaN,0.009907598607242107,0.002718782052397728,108.39181518554688
0.0002789999998640269,-1.7984466552734375,0.005952116101980209,0,6,132.5500030517578,1000,0.9996588826179504,40,1759.5799560546875,0.12242252379655838,1.3699753284454346,0.01840721257030964,246.64195251464844,140000.0,2006.127815742,139.86431884765625,0.25084036588668823,0.002699434757232666,0.25084036588668823,2.713981866836548,5.713263988494873,74.44999694824219,0.25084036588668823,10.187817573547363,7,-0.09332418069243431,0.0074721756391227245,0.24752552807331085,0,0.9522199630737305,0.9996589422225952,0.24752552807331085,20.656803131103516,81.0892105102539,1746545210.635007,0.24752552807331085,0.9996589422225952,NaN,0.010072055272758007,0.005167447030544281,106.77749633789062
0.00027600000612437725,-6.7718305587768555,-0.17199943959712982,0,7,79.0,1000,1.0010732412338257,40,2004.78173828125,0.1628381460905075,1.3485982418060303,0.01656968891620636,245.1053924560547,160000.0,2261.353931609,142.0545654296875,0.2843838632106781,0.15296003222465515,0.2843838632106781,3.306211471557617,5.952510356903076,70.55000305175781,0.2843838632106781,10.682276725769043,8,-0.17795155569911003,0.009072570130228996,0.28337812423706055,0,0.9320862293243408,1.0010732412338257,0.28337812423706055,13.88497257232666,81.5975570678711,1746545455.8713307,0.28337812423706055,1.0010732412338257,NaN,0.010530221275985241,-0.0018375236541032791,103.05072784423828
0.0002730000123847276,1.5743131637573242,-0.06878259032964706,0,8,107.30000305175781,1000,1.000605583190918,40,2260.030517578125,0.26153260469436646,1.3325122594833374,0.025934109464287758,255.10850524902344,180000.0,2504.057685555,147.30514526367188,0.31789419054985046,0.4282032251358032,0.31789419054985046,4.109723091125488,6.467536926269531,60.11000061035156,0.31789419054985046,10.069795608520508,9,0.10321684926748276,0.008857597596943378,0.31915906071662903,0,0.9172232151031494,1.000605583190918,0.31915906071662903,15.459285736083984,78.39801788330078,1746545711.097817,0.31915906071662903,1.000605583190918,NaN,0.010609563440084457,0.009364420548081398,107.80323791503906
0.0002699999895412475,-3.2206811904907227,-0.19642333686351776,0,9,87.8499984741211,1000,1.002105712890625,40,2502.639892578125,0.34859442710876465,1.3067264556884766,0.02339724451303482,242.49850463867188,200000.0,2749.166651713,138.30606079101562,0.3509576916694641,0.19106370210647583,0.3509576916694641,4.737044811248779,6.624636173248291,60.7400016784668,0.3509576916694641,11.339735984802246,10,-0.1276407465338707,0.011168851517140865,0.3549003005027771,0,0.8938668370246887,1.002105712890625,0.3549003005027771,12.238604545593262,82.4747314453125,1746545953.8011029,0.3549003005027771,1.002105712890625,NaN,0.01099567674100399,-0.0025368649512529373,104.19239044189453
