Misc/H_inv_g,_step,Safety/ShieldLagrangeMultiplier/Max,Misc/AcceptanceStep,Time/Total,Safety/EpCostShield,Metrics/LagrangeMultiplier/Min,Loss/Loss_cost_critic,Safety/shield_adv_c,Loss/Loss_cost_critic/Delta,Train/KL,Train/StopIter,Misc/gradient_norm,Loss/Loss_reward_critic/Delta,Value/Adv,Safety/ShieldLagrangeMultiplier/Min,Misc/xHx,Value/reward,Train/PolicyRatio/Min,Train/PolicyStd,_timestamp,Safety/shield_violation,Time/Update,Safety/ShieldLagrangeMultiplier/Std,Train/LR,Train/Epoch,Loss/Loss_pi,Loss/Loss_reward_critic,_runtime,Loss/Loss_pi/Delta,Metrics/EpLen,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier,Value/cost,Metrics/LagrangeMultiplier/Max,Metrics/EpCost,Misc/Alpha,Train/PolicyRatio/Max,Misc/FinalStepNorm,Train/PolicyRatio,Time/Rollout,Time/FPS,Safety/ShieldLagrangeMultiplier,Metrics/EpRet,Time/Epoch,TotalEnvSteps,Train/Entropy,Metrics/LagrangeMultiplier/Std
0.053861670196056366,1,0.044999994337558746,1,157.3355255126953,17.899999618530273,0.03599999472498894,2.7439496517181396,-0.008839049376547337,2.7439496517181396,0.0003155623562633991,10,0.034524716436862946,0.004432702902704477,1.3828277189986693e-08,0.044999994337558746,0.0007466038223356009,-0.02367393672466278,1.000179648399353,1.0187411308288574,1746539765.7348554,-0.13959088921546936,23.125490188598633,0,0,0,-0.017638280987739563,0.004432702902704477,276.025052366,-0.017638280987739563,1000,0.00012694636825472116,0.03599999472498894,-0.07478649914264679,0.03599999472498894,9.0,5.175674915313721,1.000179648399353,0.2787705063819885,1.000179648399353,134.20901489257812,127.11767578125,0.044999994337558746,-0.2162904441356659,157.33453369140625,20000.0,1.4374204874038696,0
0.13301806151866913,2,0.07996968924999237,1,275.0086364746094,22.75,0.07103684544563293,6.112576007843018,0.2521166205406189,3.368626356124878,0.0002206781500717625,10,0.03648215904831886,-0.0027464006561785936,-2.2888182460434336e-09,0.07996968924999237,0.002910373732447624,-0.022752203047275543,1.0003821849822998,1.0545768737792969,1746539883.4311912,0.3792440891265869,22.65380859375,0,0,1,-0.29100263118743896,0.0016863022465258837,396.239143173,-0.2733643501996994,1000,0.00027013319777324796,0.07103684544563293,-0.07144217193126678,0.07103684544563293,10.5,2.6214396953582764,1.0003821849822998,0.34869882464408875,1.0003820657730103,94.95307922363281,170.05804443359375,0.07996968924999237,-0.11224342882633209,117.6069107055664,40000.0,1.4718788862228394,0
0.1506878137588501,3,0.11181584000587463,1,395.2173767089844,60.349998474121094,0.10615656524896622,10.900105476379395,0.6660650968551636,4.787529468536377,0.000310591422021389,10,0.049852125346660614,-0.00029559386894106865,-3.433227480087453e-09,0.11181584000587463,0.003919689450412989,-0.018894242122769356,1.0004100799560547,1.0765700340270996,1746540003.6450944,1.683994174003601,22.77988624572754,0,0,2,-0.2602616846561432,0.001390708377584815,522.105964628,0.030740946531295776,1000,0.00028991414001211524,0.10615656524896622,0.8291344046592712,0.10615656524896622,11.300000190734863,2.2588562965393066,1.0004100799560547,0.34038209915161133,1.0004100799560547,97.3274917602539,166.51763916015625,0.11181584000587463,-0.0950135812163353,120.1073989868164,60000.0,1.492606520652771,0
0.1263018250465393,4,0.1439860612154007,1,521.0881958007812,83.80000305175781,0.14098802208900452,16.647733688354492,1.8588050603866577,5.747628211975098,0.00046739575918763876,10,0.09933318942785263,0.002365029649809003,3.051757735406113e-09,0.1439860612154007,0.004306125454604626,-0.015380018390715122,1.0006723403930664,1.0733939409255981,1746540129.512073,3.4061965942382812,22.521963119506836,0,0,3,-0.22086340188980103,0.003755738027393818,648.075108048,0.03939828276634216,1000,0.00047541645471937954,0.14098802208900452,1.4062143564224243,0.14098802208900452,17.174999237060547,2.155118465423584,1.0006723403930664,0.272195428609848,1.0006723403930664,103.24156188964844,159.02859497070312,0.1439860612154007,-0.11197254806756973,125.7635498046875,80000.0,1.4897117614746094,0
0.17908136546611786,5,0.17652451992034912,1,647.0845336914062,46.400001525878906,0.1760241836309433,9.267508506774902,-0.5565376281738281,-7.38022518157959,0.00035890296567231417,10,0.06404294073581696,-0.002167931292206049,1.9836425835251248e-08,0.17652451992034912,0.006430120673030615,-0.016561083495616913,1.0025882720947266,1.0955023765563965,1746540255.4817557,3.4337143898010254,22.99989128112793,0,0,4,-0.2549142837524414,0.001587806735187769,772.377418086,-0.03405088186264038,1000,0.0018301286036148667,0.1760241836309433,1.3834906816482544,0.1760241836309433,18.059999465942383,1.7636202573776245,1.0025882720947266,0.3158315122127533,1.0025882720947266,102.89335632324219,158.86473083496094,0.17652451992034912,-0.010743827559053898,125.89326477050781,100000.0,1.510009765625,0
0.1261632740497589,6,0.209929421544075,1,771.3704833984375,87.0999984741211,0.21129059791564941,10.743107795715332,0.10330916941165924,1.4755992889404297,0.0002786006371024996,10,0.039231643080711365,0.0008084874134510756,6.866454960174906e-09,0.209929421544075,0.0029583608265966177,-0.007278477307409048,0.9999239444732666,1.1325141191482544,1746540379.783736,6.621138095855713,22.84755516052246,0,0,5,-0.22281749546527863,0.0023962941486388445,894.14957381,0.03209678828716278,1000,5.377937850425951e-05,0.21129059791564941,1.5726784467697144,0.21129059791564941,20.280000686645508,2.6000919342041016,0.9999239444732666,0.3280360996723175,0.9999239444732666,101.37470245361328,161.001708984375,0.209929421544075,0.13267450034618378,124.22228240966797,120000.0,1.5432382822036743,0
0.14333036541938782,7,0.2440434843301773,1,893.1318359375,81.69999694824219,0.24674895405769348,8.505826950073242,3.414970636367798,-2.23728084564209,0.00023899284133221954,10,0.04674658179283142,-9.228195995092392e-05,9.918212917625624e-09,0.2440434843301773,0.003507356159389019,-0.0001980832894332707,0.9999744296073914,1.1657723188400269,1746540501.555452,5.056166648864746,22.558696746826172,0,0,6,-0.16599707305431366,0.0023040121886879206,1017.326237095,0.056820422410964966,1000,1.8095057384925894e-05,0.24674895405769348,1.3497600555419922,0.24674895405769348,24.440000534057617,2.3879456520080566,0.9999744296073914,0.34226512908935547,0.9999744296073914,99.1160888671875,164.37255859375,0.2440434843301773,0.20635423064231873,121.67481231689453,140000.0,1.5722156763076782,0
0.10572495311498642,8,0.27803561091423035,1,1016.3057250976562,54.95000076293945,0.2825004756450653,5.937741756439209,0.38521456718444824,-2.568085193634033,0.000254560582106933,10,0.060943011194467545,0.00010275421664118767,7.629394005448376e-09,0.27803561091423035,0.0018928201170638204,0.004926577210426331,1.0023558139801025,1.176329493522644,1746540624.7323177,6.131752967834473,22.673446655273438,0,0,7,-0.30255579948425293,0.0024067664053291082,1143.795562987,-0.13655872642993927,1000,0.0016657558735460043,0.2825004756450653,1.2662785053253174,0.2825004756450653,24.350000381469727,3.2505674362182617,1.0023558139801025,0.34366607666015625,1.002355694770813,100.39923858642578,162.5055694580078,0.27803561091423035,0.2490587830543518,123.07270812988281,160000.0,1.5812486410140991,0
0.1525084674358368,9,0.3127132058143616,1,1142.7855224609375,105.1500015258789,0.3184453845024109,8.849607467651367,0.26622599363327026,2.911865711212158,0.0003503704792819917,10,0.11284724622964859,-0.0011190284276381135,2.1362303925798187e-08,0.3127132058143616,0.005671347491443157,0.006221829913556576,0.9991008043289185,1.187024474143982,1746540751.2021863,6.654999256134033,22.99432945251465,0,0,8,-0.15296965837478638,0.0012877379776909947,1267.049608331,0.14958614110946655,1000,0.0006358554237522185,0.3184453845024109,1.7953687906265259,0.3184453845024109,22.260000228881836,1.8778958320617676,0.9991008043289185,0.28639501333236694,0.9991007447242737,103.37995147705078,158.26002502441406,0.3127132058143616,0.45466408133506775,126.37430572509766,180000.0,1.5900002717971802,0
0.1546708345413208,10,0.3462383449077606,1,1266.025634765625,38.0,0.35443398356437683,7.039336204528809,-0.1062854528427124,-1.8102712631225586,0.0002597843122202903,10,0.0657617598772049,0.0018026038305833936,7.629394338515283e-10,0.3462383449077606,0.004157910123467445,0.01996995322406292,1.0024693012237549,1.194749355316162,1746540874.4556127,7.626714706420898,22.650726318359375,0,0,9,-0.3700077533721924,0.0030903418082743883,1389.961366776,-0.217038094997406,1000,0.0017460033996030688,0.35443398356437683,1.9842664003372192,0.35443398356437683,20.600000381469727,2.1931934356689453,1.0024693012237549,0.33922305703163147,1.0024691820144653,100.50636291503906,162.39419555664062,0.3462383449077606,0.45534828305244446,123.15711212158203,200000.0,1.596556544303894,0
