Misc/gradient_norm,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_cost_critic/Delta,Safety/shield_violation,TotalEnvSteps,Safety/ShieldLagrangeMultiplier/Max,Misc/AcceptanceStep,Safety/ShieldLagrangeMultiplier/Std,_timestamp,Train/PolicyStd,Train/Epoch,Misc/H_inv_g,Train/KL,Train/PolicyRatio/Min,Safety/EpCostShield,Misc/Alpha,Time/Epoch,Train/PolicyRatio,Value/reward,Metrics/LagrangeMultiplier/Min,_step,Misc/FinalStepNorm,Time/Rollout,Time/Total,Metrics/EpCost,Time/Update,Value/cost,Train/Entropy,Loss/Loss_pi/Delta,Loss/Loss_pi,Metrics/EpLen,_runtime,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Time/FPS,Safety/shield_adv_c,Loss/Loss_reward_critic/Delta,Value/Adv,Misc/xHx,Train/LR,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier,Metrics/EpRet,Metrics/LagrangeMultiplier/Max,Train/StopIter
0.09435294568538666,0,0.04500000178813934,75.74455261230469,-0.037881772965192795,20000.0,0.04500000178813934,1,0,1746508480.1721938,1.039241909980774,0,0.07926680892705917,0.00044405399239622056,1.0038528442382812,204.0500030517578,2.163668632507324,149.37840270996094,1.0038528442382812,0.23452861607074738,0.03599999472498894,1,0.1715071052312851,132.3235626220703,149.37953186035156,180.625,17.054819107055664,0.0844423919916153,1.4570657014846802,-0.29681605100631714,-0.29681605100631714,500,260.907993314,0.028063328936696053,75.74455261230469,1.0038528442382812,0.002724316203966737,133.88816833496094,4.697336673736572,0.028063328936696053,-1.5258788677030566e-09,0.004272159654647112,0,0.03599999472498894,0.04500000178813934,-1.1239666938781738,0.03599999472498894,10
0.0768669843673706,0,0.07699574530124664,-32.360557556152344,3.093097448348999,40000.0,0.07699574530124664,1,0,1746508590.8437822,1.057468295097351,1,0.11972806602716446,0.00033771409653127193,1.0021135807037354,90.42500305175781,2.3892109394073486,110.60980224609375,1.0021134614944458,0.16650432348251343,0.06992993503808975,2,0.2860555946826935,93.80457305908203,260.05181884765625,119.44999694824219,16.80520248413086,3.0293984413146973,1.4747991561889648,-0.10324305295944214,-0.4000591039657593,500,374.266314045,0.0232886653393507,43.383995056152344,1.0021135807037354,0.0014944709837436676,180.8157958984375,1.8834843635559082,-0.004774663597345352,6.103515470812226e-09,0.003503641812130809,0,0.06992993503808975,0.07699574530124664,-0.3394613564014435,0.06992993503808975,10
0.06938968598842621,0,0.10857527703046799,-2.9993553161621094,4.225378036499023,60000.0,0.10857527703046799,1,0,1746508704.2021499,1.0714722871780396,2,0.13773812353610992,0.0003949945094063878,1.000688076019287,96.5250015258789,2.347109079360962,113.28404235839844,1.000688076019287,0.19688215851783752,0.10280044376850128,3,0.32328638434410095,96.1098861694336,373.3974609375,91.62999725341797,17.174137115478516,4.259463787078857,1.487648367881775,0.03972944617271423,-0.36032965779304504,500,488.880825914,0.028675220906734467,40.384639739990234,1.000688076019287,0.0004865432274527848,176.54737854003906,3.323944330215454,0.005386555567383766,3.051757735406113e-09,0.0036304648965597153,0,0.10280044376850128,0.10857527703046799,0.4930787980556488,0.10280044376850128,10
0.03733094409108162,0,0.14080289006233215,25.23806381225586,8.166218757629395,80000.0,0.14080289006233215,1,0,1746508818.8166049,1.0824300050735474,3,0.18139488995075226,0.00033506963518448174,0.9998960494995117,121.17500305175781,1.9604086875915527,114.56062316894531,0.9998960494995117,0.21006737649440765,0.13466618955135345,4,0.35560813546180725,97.06458282470703,488.02978515625,75.66999816894531,17.496017456054688,7.377165794372559,1.497990608215332,0.050501614809036255,-0.3098280429840088,500,605.252369313,0.02844434604048729,65.6227035522461,0.9998960494995117,7.35322100808844e-05,174.58006286621094,0.3254527449607849,-0.00023087486624717712,-1.3732909920349812e-08,0.005203983746469021,0,0.13466618955135345,0.14080289006233215,1.580701470375061,0.13466618955135345,10
0.06514399498701096,0,0.173984095454216,28.086837768554688,14.965117454528809,100000.0,0.173984095454216,1,0,1746508935.1881928,1.0843247175216675,4,0.1310650259256363,0.00043889813241548836,0.9999407529830933,162.85000610351562,2.2109291553497314,116.29553985595703,0.9999406933784485,0.282725989818573,0.16686154901981354,5,0.2897754907608032,99.51740264892578,604.3816528320312,102.37000274658203,16.778120040893555,12.416608810424805,1.4998502731323242,0.045209288597106934,-0.26461875438690186,500,723.845558388,0.04747620224952698,93.70954132080078,0.9999407529830933,4.1950166632886976e-05,171.97564697265625,-0.08949673175811768,0.019031856209039688,-1.0299681996173149e-08,0.004091469570994377,0,0.16686154901981354,0.173984095454216,2.956597328186035,0.16686154901981354,10
0.0586153045296669,0,0.20790152251720428,-3.2497406005859375,20.369123458862305,120000.0,0.20790152251720428,1,0,1746509053.7813232,1.0835708379745483,5,0.14109626412391663,0.0003507106739562005,1.0011428594589233,186.9250030517578,2.192802667617798,118.53300476074219,1.0011428594589233,0.48966923356056213,0.1999039351940155,6,0.30939626693725586,101.10476684570312,722.9906005859375,138.0800018310547,17.428211212158203,17.76062774658203,1.4990304708480835,0.021327078342437744,-0.2432916760444641,500,839.185897721,0.07190640270709991,90.45980072021484,1.0011428594589233,0.0008080955594778061,168.7293701171875,3.6663455963134766,0.024430200457572937,1.5640258865801115e-08,0.004159392323344946,0,0.1999039351940155,0.20790152251720428,4.477635383605957,0.1999039351940155,10
0.06988972425460815,0,0.24154116213321686,5.6745147705078125,16.18570327758789,140000.0,0.24154116213321686,1,0,1746509169.121639,1.0821150541305542,6,0.13628670573234558,0.00036170618841424584,1.0030244588851929,118.9000015258789,2.064204692840576,115.27796936035156,1.0030244588851929,0.6524208784103394,0.23337136209011078,7,0.2813236713409424,98.51377868652344,838.3302001953125,126.12000274658203,16.76416015625,13.411673545837402,1.4975999593734741,-0.11099764704704285,-0.35428932309150696,500,954.625574294,0.08351525664329529,96.13431549072266,1.0030244588851929,0.0021386435255408287,173.4936981201172,-0.6757479906082153,0.011608853936195374,-2.7465819840699623e-08,0.004693789407610893,0,0.23337136209011078,0.24154116213321686,5.424957752227783,0.23337136209011078,10
0.10600870847702026,0,0.27502626180648804,6.6845550537109375,17.761737823486328,160000.0,0.27502626180648804,1,0,1746509284.5613518,1.102273941040039,7,0.12423327565193176,0.0003495822020340711,1.0024560689926147,120.7750015258789,2.2115514278411865,115.37447357177734,1.0024560689926147,0.7270307540893555,0.2670511305332184,8,0.2747482657432556,98.59295654296875,953.7691040039062,119.76000213623047,16.781490325927734,14.466715812683105,1.515892505645752,0.008651554584503174,-0.3456377685070038,500,1069.203266475,0.09839709848165512,102.8188705444336,1.0024560689926147,0.0017366186948493123,173.34857177734375,-2.2859795093536377,0.014881841838359833,1.5258788677030566e-09,0.004089167807251215,0,0.2670511305332184,0.27502626180648804,6.376389026641846,0.2670511305332184,10
0.0731462687253952,0,0.30814820528030396,-36.13427734375,16.587636947631836,180000.0,0.30814820528030396,1,0,1746509399.1390176,1.1345157623291016,8,0.12787064909934998,0.0003178392071276903,1.002110242843628,107.3499984741211,2.2562308311462402,114.51959991455078,1.0021101236343384,0.8392767310142517,0.30038678646087646,9,0.2885057032108307,96.94046020507812,1068.3492431640625,94.11000061035156,17.579120635986328,14.257234573364258,1.544913649559021,-0.024618566036224365,-0.37025633454322815,500,1184.350856121,0.10503387451171875,66.6845932006836,1.002110242843628,0.0014921670081093907,174.64259338378906,1.2044856548309326,0.006636776030063629,-5.340575981449547e-09,0.003928817342966795,0,0.30038678646087646,0.30814820528030396,6.141685962677002,0.30038678646087646,10
0.12359096109867096,0,0.3411898910999298,7.5930633544921875,18.6566104888916,200000.0,0.3411898910999298,1,0,1746509514.2867177,1.1612294912338257,9,0.11381875723600388,0.00034868568764068186,1.002548098564148,117.2249984741211,2.2289719581604004,115.07746887207031,1.002548098564148,1.076454758644104,0.3335827589035034,10,0.25369882583618164,97.95858764648438,1183.4842529296875,99.38999938964844,17.11885643005371,15.857928276062012,1.5682401657104492,-0.012871026992797852,-0.383127361536026,500,1294.015386899,0.12857644259929657,74.27765655517578,1.002548098564148,0.0018017496913671494,173.7959747314453,1.132344365119934,0.02354256808757782,1.831054596834747e-08,0.004025498870760202,0,0.3335827589035034,0.3411898910999298,6.861926078796387,0.3335827589035034,10
