Train/KL,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Min,Train/PolicyStd,Metrics/LagrangeMultiplier/Std,Value/Adv,Time/FPS,TotalEnvSteps,Safety/EpCostShield,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_violation,Train/LR,Time/Epoch,Time/Rollout,_runtime,Time/Update,_timestamp,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_cost_critic,Train/PolicyRatio,Train/PolicyRatio/Std,Value/reward,Loss/Loss_reward_critic,Train/Entropy,Metrics/EpLen,Metrics/EpCost,Value/cost,Train/PolicyRatio/Max,Loss/Loss_reward_critic/Delta,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Max,_step,Metrics/EpRet,Train/StopIter,Time/Total,Train/Epoch,Train/PolicyRatio/Min,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Std
0.007823278196156025,13.215518951416016,0.03599999472498894,0.9921764731407166,0,0.0976080447435379,77.14505004882812,20000.0,50.650001525878906,-0.06294495612382889,0.044999994337558746,-0.0241278987377882,0.0002969999914057553,259.25189208984375,128.48318481445312,476.83877719,130.76864624023438,1746564075.6990561,0.03599999472498894,0.044999994337558746,0.044999994337558746,13.215518951416016,1.001462697982788,0.011007487773895264,-0.05043629929423332,0.010827240534126759,1.4110500812530518,1000,36.0,0.016854897141456604,1.001462697982788,0.010827240534126759,NaN,0.03599999472498894,1,-2.2813758850097656,40,259.2530212402344,0,1.001462697982788,-0.06294495612382889,0
0.012552319094538689,-3.3780393600463867,0.07055497169494629,0.9818347096443176,0,0.1313135325908661,92.42205047607422,40000.0,34.95000076293945,-0.05321342498064041,0.07909645140171051,-0.027933428063988686,0.00029399999766610563,216.39857482910156,85.43299102783203,699.05211766,130.96554565429688,1746564292.1721318,0.07055497169494629,0.07909645140171051,0.07909645140171051,9.837479591369629,0.9999614357948303,0.013407887890934944,-0.056180089712142944,0.006731524597853422,1.4005990028381348,1000,28.5,0.004393250215798616,0.9999614357948303,-0.004095715936273336,NaN,0.07055497169494629,2,-1.552154302597046,40,475.7525634765625,1,0.9999614357948303,0.009731531143188477,0
0.012794715352356434,11.834370613098145,0.10536730289459229,0.9662945866584778,0,-0.20263682305812836,90.02980041503906,60000.0,107.4000015258789,0.018612172454595566,0.11159510910511017,2.7518301010131836,0.000291000003926456,222.148681640625,92.09738159179688,920.661419303,130.05123901367188,1746564514.3854675,0.10536730289459229,0.11159510910511017,0.11159510910511017,21.671850204467773,0.9968059659004211,0.01327377650886774,-0.03538243845105171,0.009340234100818634,1.3846150636672974,1000,41.21666717529297,1.3822131156921387,0.9968059659004211,0.002608709502965212,NaN,0.10536730289459229,3,-0.6030471324920654,40,697.9656982421875,2,0.9968059659004211,0.07182559743523598,0
0.01247877161949873,-7.424531936645508,0.14039328694343567,0.9380112886428833,0,-0.22741636633872986,90.27772521972656,80000.0,100.69999694824219,0.009083332493901253,0.14508092403411865,4.134240627288818,0.0002880000101868063,221.53858947753906,91.04297637939453,1146.149335641,130.4955596923828,1746564735.9947305,0.14039328694343567,0.14508092403411865,0.14508092403411865,14.247318267822266,0.9984291195869446,0.012613379396498203,0.0085909990593791,0.008110057562589645,1.3549132347106934,1000,43.400001525878906,2.4806296825408936,0.9984291195869446,-0.0012301765382289886,NaN,0.14039328694343567,4,-0.06560678035020828,40,919.5687255859375,3,0.9984291195869446,-0.009528839960694313,0
0.013903037644922733,0.5296993255615234,0.17558684945106506,0.9219589829444885,0,0.2360841929912567,88.73423767089844,100000.0,94.30000305175781,0.005421286914497614,0.17916150391101837,4.570384502410889,0.0002849999873433262,225.39215087890625,92.99934387207031,1368.797525181,132.3927459716797,1746564961.4825797,0.17558684945106506,0.17916150391101837,0.17916150391101837,14.777017593383789,0.9986376166343689,0.012484989129006863,0.05163963511586189,0.01496747974306345,1.3376654386520386,1000,44.04999923706055,2.1892035007476807,0.9986376762390137,0.0068574221804738045,NaN,0.17558684945106506,5,0.6980845928192139,40,1145.0316162109375,4,0.9986376762390137,-0.003662045579403639,0
0.012619826011359692,-2.4301090240478516,0.2109394669532776,0.90317702293396,0,-0.162356898188591,89.85418701171875,120000.0,87.94999694824219,-0.034956708550453186,0.2135343700647354,5.899475574493408,0.00028199999360367656,222.5828399658203,92.23126220703125,1591.77462852,130.35153198242188,1746565184.1308692,0.2109394669532776,0.2135343700647354,0.2135343700647354,12.346908569335938,1.000739336013794,0.013046029023826122,0.10804672539234161,0.020156454294919968,1.3170307874679565,1000,45.90999984741211,2.9571194648742676,1.000739336013794,0.005188974551856518,NaN,0.2109394669532776,6,2.2403388023376465,40,1367.7099609375,5,1.000739336013794,-0.0403779954649508,0
0.01406231988221407,-2.0459442138671875,0.24651582539081573,0.8861328363418579,0,0.044581905007362366,89.72982025146484,140000.0,96.8499984741211,-0.037331558763980865,0.248247429728508,7.065935134887695,0.0002789999998640269,222.89134216308594,92.22637176513672,1814.47370333,130.66493225097656,1746565407.1076376,0.24651582539081573,0.248247429728508,0.248247429728508,10.30096435546875,0.9998194575309753,0.012739602476358414,0.1955118030309677,0.01659514755010605,1.298013687133789,1000,51.97999954223633,3.5252468585968018,0.9998194575309753,-0.003561306744813919,NaN,0.24651582539081573,7,3.430877685546875,40,1590.666748046875,6,0.9998194575309753,-0.0023748502135276794,0
0.016977742314338684,-1.3994407653808594,0.2820698022842407,0.8644310235977173,0,0.18300120532512665,89.8387680053711,160000.0,65.25,-0.09600016474723816,0.2824566066265106,6.127779960632324,0.00027600000612437725,222.6210479736328,92.4039535522461,2039.222448025,130.217041015625,1746565629.8069053,0.2820698022842407,0.2824566066265106,0.2824566066265106,8.90152359008789,1.0037075281143188,0.013867920264601707,0.24220986664295197,0.0202177781611681,1.2732048034667969,1000,44.2599983215332,3.3611254692077637,1.0037075281143188,0.00362263061106205,NaN,0.2820698022842407,8,4.519662380218506,40,1813.3814697265625,7,1.0037075281143188,-0.058668605983257294,0
0.01605890691280365,6.156584739685059,0.3176959753036499,0.8533097505569458,0,-0.28847014904022217,89.02337646484375,180000.0,132.3000030517578,0.05895335227251053,0.3173118233680725,7.71901273727417,0.0002730000123847276,224.66009521484375,93.75248718261719,2262.561693542,130.90756225585938,1746565854.555437,0.3176959753036499,0.3173118233680725,0.3173118233680725,15.05810832977295,0.9993059039115906,0.013335433788597584,0.31939947605133057,0.020165178924798965,1.2602707147598267,1000,46.869998931884766,3.676213264465332,0.9993059039115906,-5.2599236369132996e-05,NaN,0.3176959753036499,9,5.6282057762146,40,2038.115234375,8,0.9993059039115906,0.1549535170197487,0
0.014497153460979462,-2.219593048095703,0.353382408618927,0.8375200629234314,0,0.3599545359611511,89.58586883544922,200000.0,92.0,-0.06508676707744598,0.35222503542900085,7.65186882019043,0.0002699999895412475,223.24948120117188,93.16487884521484,2486.057484827,130.08456420898438,1746566077.894726,0.353382408618927,0.35222503542900085,0.35222503542900085,12.838515281677246,1.002375602722168,0.013025375083088875,0.42696166038513184,0.023569531738758087,1.2416056394577026,1000,47.060001373291016,3.670719861984253,1.002375602722168,0.0034043528139591217,NaN,0.353382408618927,10,6.522738456726074,40,2261.4580078125,9,1.002375602722168,-0.12404011934995651,0
