Loss/Loss_reward_critic/Delta,Metrics/EpLen,Train/LR,Train/PolicyRatio/Std,Train/PolicyRatio/Max,Time/FPS,Time/Epoch,Metrics/LagrangeMultiplier,Value/Adv,Train/StopIter,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_pi/Delta,Time/Rollout,_runtime,Loss/Loss_reward_critic,_step,Value/cost,Metrics/LagrangeMultiplier/Min,Train/Epoch,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi,Time/Total,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Max,Time/Update,Loss/Loss_cost_critic,Safety/shield_violation,TotalEnvSteps,Metrics/LagrangeMultiplier/Std,Metrics/EpCost,_timestamp,Value/reward,Metrics/EpRet,Safety/EpCostShield,Train/PolicyStd,Train/KL,Train/Entropy,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Min,Safety/shield_adv_c
0.005845305509865284,1000,0.0002969999914057553,0.012740947306156158,1.0008318424224854,114.134765625,175.2314453125,0.03599999472498894,0.23554904758930206,40,0,-0.4341469407081604,93.67205810546875,327.561811481,0.005845305509865284,1,0.14729461073875427,0.03599999472498894,0,1.0008318424224854,0.044999994337558746,-0.4341469407081604,175.2321319580078,0.044999994337558746,0.03599999472498894,0.044999994337558746,81.55931091308594,22.532737731933594,-0.02507956139743328,20000.0,0,79.69999694824219,1746503685.9825683,-0.055779967457056046,-0.3848644196987152,138.4499969482422,0.9702072143554688,0.012928777374327183,1.3885773420333862,22.532737731933594,1.0008318424224854,NaN
-0.00158358970656991,1000,0.00029399999766610563,0.011864014901220798,1.000715732574463,132.0271759033203,151.4839630126953,0.07056636363267899,0.002523958683013916,40,0,0.02950507402420044,69.52143859863281,479.328711669,0.004261715803295374,2,1.1420401334762573,0.07056636363267899,1,1.000715732574463,0.07935719937086105,-0.40464186668395996,326.76776123046875,0.07935719937086105,0.07056636363267899,0.07935719937086105,81.96244812011719,16.850175857543945,1.8679839372634888,40000.0,0,63.349998474121094,1746503837.517494,-0.03996439650654793,-0.14072144031524658,102.80000305175781,0.9403687119483948,0.012479799799621105,1.3572227954864502,-5.682561874389648,1.000715732574463,NaN
0.002656178083270788,1000,0.000291000003926456,0.010382859036326408,1.0038707256317139,131.83038330078125,151.71009826660156,0.10526485741138458,0.5962210297584534,40,0,0.04355120658874512,70.20066833496094,630.197378606,0.006917893886566162,3,2.0982284545898438,0.10526485741138458,2,1.0038707256317139,0.11405467242002487,-0.36109066009521484,478.5284729003906,0.11405467242002487,0.10526485741138458,0.11405467242002487,81.50938415527344,19.41578483581543,2.7315938472747803,60000.0,0,70.56666564941406,1746503989.284347,-0.030515899881720543,0.36760202050209045,135.5500030517578,0.9164842963218689,0.008525323122739792,1.3313425779342651,2.5656089782714844,1.0038707256317139,NaN
0.006811097264289856,1000,0.0002880000101868063,0.010168646462261677,1.0053722858428955,132.61122131347656,150.81680297851562,0.13982582092285156,0.044705767184495926,40,0,0.0364745557308197,69.34395599365234,782.072368253,0.013728991150856018,4,2.6136512756347656,0.13982582092285156,3,1.0053722858428955,0.1488054096698761,-0.32461610436439514,629.4020385742188,0.1488054096698761,0.13982582092285156,0.1488054096698761,81.47280883789062,13.416146278381348,3.628178119659424,80000.0,0,63.11249923706055,1746504140.1530552,0.003512152936309576,0.897905170917511,123.80000305175781,0.8954654932022095,0.007459432817995548,1.3080486059188843,-5.999638557434082,1.0053722858428955,NaN
-0.00013028085231781006,1000,0.0002849999873433262,0.010439117439091206,1.0055383443832397,131.7364959716797,151.81822204589844,0.17424124479293823,-0.11261312663555145,40,0,-0.004980415105819702,69.934814453125,933.210635803,0.013598710298538208,5,3.4404218196868896,0.17424124479293823,4,1.0055383443832397,0.18376126885414124,-0.32959651947021484,781.27197265625,0.18376126885414124,0.17424124479293823,0.18376126885414124,81.88335418701172,14.357765197753906,6.738185882568359,100000.0,0,60.75,1746504292.0280132,0.04147802293300629,1.1535699367523193,140.85000610351562,0.8740516901016235,0.010451490059494972,1.283747673034668,0.9416189193725586,1.0055383443832397,NaN
0.006379101425409317,1000,0.00028199999360367656,0.009855036623775959,1.0050761699676514,132.4048614501953,151.05184936523438,0.20821839570999146,-0.0035750456154346466,40,0,-0.003563791513442993,70.4096450805664,1085.487650665,0.019977811723947525,6,3.3469624519348145,0.20821839570999146,5,1.0050761699676514,0.21848344802856445,-0.33316031098365784,932.3806762695312,0.21848344802856445,0.20821839570999146,0.21848344802856445,80.64213562011719,11.25223445892334,7.003215789794922,120000.0,0,51.7599983215332,1746504443.1659486,0.10962846875190735,1.9057573080062866,113.1500015258789,0.8614574074745178,0.008112183772027493,1.2692313194274902,-3.1055307388305664,1.0050761699676514,NaN
9.571760892868042e-05,1000,0.0002789999998640269,0.010508211329579353,1.0040359497070312,131.39234924316406,152.2158660888672,0.24205927550792694,-0.10615277290344238,40,0,0.05960959196090698,70.66851806640625,1238.735478214,0.020073529332876205,7,2.8411715030670166,0.24205927550792694,6,1.0040359497070312,0.25359436869621277,-0.27355071902275085,1084.6885986328125,0.25359436869621277,0.24205927550792694,0.25359436869621277,81.54727172851562,12.519084930419922,7.951584339141846,140000.0,0,55.470001220703125,1746504595.4433196,0.15409143269062042,2.6309523582458496,170.3000030517578,0.8460267782211304,0.008464658632874489,1.2512085437774658,1.266850471496582,1.0040359497070312,NaN
0.006783468648791313,1000,0.00027600000612437725,0.010263903066515923,1.0030603408813477,130.5520782470703,153.19557189941406,0.27567824721336365,0.16013500094413757,40,0,-0.016538351774215698,71.94407653808594,1389.989056107,0.02685699798166752,8,3.773312568664551,0.27567824721336365,7,1.0030603408813477,0.28905171155929565,-0.29008907079696655,1237.9398193359375,0.28905171155929565,0.27567824721336365,0.28905171155929565,81.25145721435547,16.485225677490234,11.120611190795898,160000.0,0,52.13999938964844,1746504748.6911886,0.21308930218219757,3.201967716217041,180.25,0.8407187461853027,0.008839473128318787,1.2447596788406372,3.9661407470703125,1.0030603408813477,NaN
-0.0053473059087991714,1000,0.0002730000123847276,0.010273530147969723,1.003981113433838,132.272705078125,151.20277404785156,0.3092470169067383,-0.29334259033203125,40,0,0.011987566947937012,69.91790008544922,1542.213866765,0.021509692072868347,9,4.094847679138184,0.3092470169067383,8,1.003981113433838,0.3244720697402954,-0.27810150384902954,1389.1947021484375,0.3244720697402954,0.3092470169067383,0.3244720697402954,81.28482818603516,10.94762134552002,8.413324356079102,180000.0,0,54.79999923706055,1746504899.9421566,0.2359466254711151,3.566122531890869,143.4499969482422,0.8270164728164673,0.008389003574848175,1.2283941507339478,-5.537604331970215,1.003981113433838,NaN
0.0008943937718868256,1000,0.0002699999895412475,0.010991282761096954,1.006403923034668,131.45523071289062,152.14305114746094,0.34282341599464417,-0.1838567554950714,40,0,-0.12269148230552673,70.64934539794922,1694.157104067,0.022404085844755173,10,5.768026351928711,0.34282341599464417,9,1.006403923034668,0.3598158061504364,-0.4007929861545563,1541.3857421875,0.3598158061504364,0.34282341599464417,0.3598158061504364,81.49365234375,12.366555213928223,13.226115226745605,200000.0,0,55.790000915527344,1746505052.169307,0.3543672561645508,4.231367588043213,139.8000030517578,0.8131029009819031,0.010233648121356964,1.2114055156707764,1.4189338684082031,1.006403923034668,NaN
