Time/Update,Time/Total,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier,Time/Epoch,Metrics/EpRet,Metrics/EpCost,Train/PolicyRatio/Min,Train/Epoch,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,_step,Safety/ShieldLagrangeMultiplier/Max,Value/Adv,Value/reward,Safety/shield_adv_c,Train/PolicyRatio,Train/PolicyRatio/Max,Loss/Loss_pi,Train/KL,Train/PolicyStd,Train/Entropy,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Train/StopIter,Safety/shield_violation,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,Time/FPS,Metrics/EpLen,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic/Delta,Train/LR,TotalEnvSteps,_timestamp,Value/cost,Safety/ShieldLagrangeMultiplier/Std,_runtime,Time/Rollout,Train/PolicyRatio/Std,Safety/EpCostShield
142.35671997070312,281.8235778808594,0.04500000178813934,0.035999998450279236,281.8222961425781,-1.5039929151535034,23.5,1.0039241313934326,0,0,0.04500000178813934,1,0.04500000178813934,0.12196317315101624,0.2869330942630768,NaN,1.0039241313934326,1.0039241313934326,-0.46525928378105164,0.009271442890167236,0.9742599725723267,1.3927868604660034,-0.46525928378105164,0.008712481707334518,40,0.10323403030633926,8.206192970275879,0.035999998450279236,0.035999998450279236,70.96670532226562,1000,0.008712481707334518,8.206192970275879,0.0002969999914057553,20000.0,1746521168.5400448,-0.06254997104406357,0,515.285388939,139.4654998779297,0.010125693865120411,43.25
142.7360382080078,514.0333251953125,0.08002576977014542,0.0710047110915184,232.12908935546875,-1.4004542827606201,23.625,1.0046958923339844,1,0,0.08002576977014542,2,0.08002576977014542,-0.11125006526708603,0.22730617225170135,NaN,1.0046957731246948,1.0046958923339844,-0.4246818423271179,0.013534734956920147,0.9306889176368713,1.3469922542572021,0.040577441453933716,0.005159726832062006,40,0.8503519296646118,8.660921096801758,0.0710047110915184,0.0710047110915184,86.1589584350586,1000,-0.0035527548752725124,0.4547281265258789,0.00029399999766610563,40000.0,1746521400.7663538,0.32936015725135803,0,752.150365181,89.39291381835938,0.012818645685911179,51.54999923706055
137.717529296875,750.9015502929688,0.11347424238920212,0.10565470159053802,236.76040649414062,-1.0607510805130005,37.983333587646484,1.0035099983215332,2,0,0.11347424238920212,3,0.11347424238920212,-0.03949609398841858,0.1666538268327713,NaN,1.0035099983215332,1.0035099983215332,-0.390889048576355,0.016011575236916542,0.8905404210090637,1.3029335737228394,0.03379279375076294,0.004418917931616306,40,2.186663866043091,15.054204940795898,0.10565470159053802,0.10565470159053802,84.47358703613281,1000,-0.0007408089004456997,6.393283843994141,0.000291000003926456,60000.0,1746521637.630943,1.1876606941223145,0,998.83487212,99.042724609375,0.012349664233624935,104.5999984741211
144.39328002929688,997.5889282226562,0.14727531373500824,0.14038896560668945,246.5782928466797,-0.7425111532211304,44.6875,1.0065840482711792,3,0,0.14727531373500824,4,0.14727531373500824,-0.04274154081940651,0.1441928893327713,NaN,1.0065840482711792,1.0065840482711792,-0.3625267446041107,0.012949303723871708,0.8575692772865295,1.2652127742767334,0.028362303972244263,0.003784158965572715,40,4.818477153778076,20.935688018798828,0.14038896560668945,0.14038896560668945,81.11014556884766,1000,-0.0006347589660435915,5.88148307800293,0.0002880000101868063,80000.0,1746521884.3160138,2.8607444763183594,0,1239.396631509,102.18487548828125,0.012490215711295605,122.0
135.73512268066406,1238.1571044921875,0.18120737373828888,0.17540767788887024,240.4680938720703,-0.2044660896062851,42.90999984741211,1.011680245399475,4,0,0.18120737373828888,5,0.18120737373828888,0.10531549155712128,0.12456734478473663,NaN,1.011680245399475,1.011680245399475,-0.35925930738449097,0.013861170969903469,0.828143835067749,1.2302477359771729,0.003267437219619751,0.010544481687247753,40,5.0409088134765625,18.907363891601562,0.17540767788887024,0.17540767788887024,83.1711196899414,1000,0.006760322721675038,-2.0283241271972656,0.0002849999873433262,100000.0,1746522124.8773127,3.003204584121704,0,1480.217416748,104.7328872680664,0.012687317095696926,80.0
142.0275421142578,1478.9886474609375,0.21546097099781036,0.21066388487815857,240.7352294921875,0.5558876991271973,44.209999084472656,1.0090240240097046,5,0,0.21546097099781036,6,0.21546097099781036,-0.014145895838737488,0.14934609830379486,NaN,1.0090240240097046,1.0090240240097046,-0.3510574996471405,0.009651058353483677,0.815733790397644,1.2150238752365112,0.008201807737350464,0.01138440053910017,40,5.837358474731445,11.482858657836914,0.21066388487815857,0.21066388487815857,83.07882690429688,1000,0.000839918851852417,-7.424505233764648,0.00028199999360367656,120000.0,1746522365.6981745,3.3488311767578125,0,1726.713164937,98.70756530761719,0.011353428475558758,90.75
136.61474609375,1725.47509765625,0.2502049505710602,0.24615490436553955,246.39886474609375,1.2072229385375977,58.04999923706055,1.0060352087020874,6,0,0.2502049505710602,7,0.2502049505710602,-0.16054996848106384,0.1717977672815323,NaN,1.0060352087020874,1.0060352087020874,-0.28765323758125305,0.011156735010445118,0.7955768704414368,1.1900211572647095,0.06340426206588745,0.010754362680017948,40,5.184125900268555,14.341846466064453,0.24615490436553955,0.24615490436553955,81.16920471191406,1000,-0.000630037859082222,2.858987808227539,0.0002789999998640269,140000.0,1746522612.1941988,3.1818056106567383,0,1969.016582674,109.7840576171875,0.012265870347619057,136.8000030517578
143.49143981933594,1967.781005859375,0.2847765386104584,0.281906396150589,242.2136688232422,1.9600214958190918,54.72999954223633,1.0101346969604492,7,0,0.2847765386104584,8,0.2847765386104584,-0.08214254677295685,0.17832905054092407,NaN,1.0101345777511597,1.0101346969604492,-0.38846397399902344,0.01189190149307251,0.7797700762748718,1.169676661491394,-0.10081073641777039,0.01602023094892502,40,7.551863193511963,13.014897346496582,0.281906396150589,0.281906396150589,82.57172393798828,1000,0.00526586826890707,-1.326949119567871,0.00027600000612437725,160000.0,1746522854.49735,4.599609375,0,2210.772661415,98.72206115722656,0.01226560678333044,85.1500015258789
141.31626892089844,2209.527587890625,0.3182731866836548,0.317670613527298,241.6547088623047,2.5162763595581055,46.599998474121094,1.0136187076568604,8,0,0.3182731866836548,9,0.3182731866836548,-0.06488688290119171,0.20603406429290771,NaN,1.0136187076568604,1.0136187076568604,-0.4744168221950531,0.015351876616477966,0.7523024082183838,1.133974552154541,-0.08595284819602966,0.014326382428407669,40,9.14351749420166,8.942193984985352,0.317670613527298,0.317670613527298,82.7627182006836,1000,-0.0016938485205173492,-4.0727033615112305,0.0002730000123847276,180000.0,1746523096.25332,4.870629787445068,0,2457.361706801,100.33832550048828,0.013489102944731712,54.400001525878906
142.0658721923828,2456.123291015625,0.3518006205558777,0.35342472791671753,246.49176025390625,3.223431348800659,46.099998474121094,1.0134201049804688,9,0,0.3518006205558777,10,0.3518006205558777,-0.287166953086853,0.2647111415863037,NaN,1.0134201049804688,1.0134201049804688,-0.41515880823135376,0.016164220869541168,0.7290522456169128,1.102453351020813,0.05925801396369934,0.025438830256462097,40,8.796725273132324,11.765189170837402,0.35342472791671753,0.35342472791671753,81.13861846923828,1000,0.011112447828054428,2.822995185852051,0.0002699999895412475,200000.0,1746523342.8423622,4.675981521606445,0,2691.614282378,104.42572021484375,0.01421692967414856,82.19999694824219
