Train/Epoch,Loss/Loss_cost_critic,Train/PolicyRatio/Max,Train/KL,Time/Epoch,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Min,Misc/FinalStepNorm,Metrics/EpRet,_step,Time/Total,Loss/Loss_pi,Misc/Alpha,Train/Entropy,Loss/Loss_reward_critic/Delta,Train/StopIter,Misc/AcceptanceStep,Safety/ShieldLagrangeMultiplier/Std,_timestamp,Metrics/EpCost,Loss/Loss_cost_critic/Delta,Value/cost,TotalEnvSteps,Train/PolicyRatio/Std,Misc/H_inv_g,Misc/xHx,Train/PolicyRatio,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier,Value/reward,Safety/ShieldLagrangeMultiplier/Max,Train/LR,Safety/shield_violation,Time/Update,Metrics/LagrangeMultiplier/Min,_runtime,Metrics/EpLen,Safety/EpCostShield,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Std,Train/PolicyStd,Loss/Loss_reward_critic,Time/Rollout,Misc/gradient_norm,Safety/shield_adv_c,Time/FPS,Value/Adv,Metrics/LagrangeMultiplier/Max
0,12.92141342163086,1.0003833770751953,0.0002829843433573842,182.27476501464844,1.0003833770751953,0.04500000178813934,0.2982017695903778,-0.2631363570690155,1,182.27606201171875,-0.22336351871490479,2.9598207473754883,1.4518479108810425,0.006894134916365147,10,1,0,1746568123.5436058,29.049999237060547,12.92141342163086,0.1751374453306198,20000.0,0.0002710323315113783,0.10074994713068008,0.0022829545196145773,1.0003833770751953,-0.22336351871490479,0.04500000178813934,0.04668288677930832,0.04500000178813934,0,0.20360904932022095,23.52993392944336,0.03599999472498894,315.687072387,1000,127.25,0.03599999472498894,0,1.0338281393051147,0.006894134916365147,158.74481201171875,0.03685856610536575,1.2219258546829224,109.72445678710938,-7.629394005448376e-09,0.03599999472498894
1,15.620039939880371,1.0018773078918457,0.00033649010583758354,131.70484924316406,1.0018773078918457,0.07943376898765564,0.277368426322937,-0.310711532831192,2,314.3635559082031,-0.2593594491481781,2.93666934967041,1.4743499755859375,-0.0002548038028180599,10,1,0,1746568255.3607013,37.400001525878906,2.6986265182495117,0.8431627154350281,40000.0,0.0013274571392685175,0.09445000439882278,0.002319092396646738,1.0018773078918457,-0.035995930433273315,0.07943376898765564,0.039815835654735565,0.07943376898765564,0,2.143740653991699,23.326839447021484,0.07095440477132797,451.518613662,1000,96.75,0.07095440477132797,0,1.0571434497833252,0.006639331113547087,108.37798309326172,0.056884169578552246,1.4811409711837769,151.8546905517578,1.754760781125242e-08,0.07095440477132797
2,10.031516075134277,1.0021685361862183,0.0002577393315732479,135.72515869140625,1.0021685361862183,0.11131621897220612,0.34357750415802,-0.1980048567056656,3,450.1985778808594,-0.285356730222702,2.7173774242401123,1.4831193685531616,-0.0014686109498143196,10,1,0,1746568391.19312,33.43333435058594,-5.588523864746094,1.5907337665557861,60000.0,0.0015333585906773806,0.12643717229366302,0.002708497690036893,1.0021685361862183,-0.025997281074523926,0.11131621897220612,0.04959709197282791,0.11131621897220612,0,3.3662776947021484,26.551692962646484,0.10592357814311981,583.905559795,1000,47.45000076293945,0.10592357814311981,0,1.066515564918518,0.005170720163732767,109.17344665527344,0.03671134263277054,-0.10231584310531616,147.3566131591797,1.12533564688988e-08,0.10592357814311981
3,14.345544815063477,0.9995359182357788,0.0003100496542174369,132.14535522460938,0.9995359182357788,0.14390261471271515,0.32972151041030884,-0.02975568175315857,4,582.437744140625,-0.22674663364887238,2.1976194381713867,1.4951785802841187,-0.0014544290024787188,10,1,0,1746568523.578998,34.587501525878906,4.314028739929199,1.8107249736785889,80000.0,0.00032815535087138414,0.1500357687473297,0.004141178913414478,0.999535858631134,0.05861009657382965,0.14390261471271515,0.03466203063726425,0.14390261471271515,0,4.650479793548584,24.864131927490234,0.14094512164592743,729.628016456,1000,87.75,0.14094512164592743,0,1.0793592929840088,0.0037162911612540483,107.28118896484375,0.042367011308670044,0.6342873573303223,151.34849548339844,-1.5258788677030566e-09,0.14094512164592743
4,19.456701278686523,1.0003465414047241,0.000289659365080297,145.611083984375,1.0003465414047241,0.17696356773376465,0.32107797265052795,0.1365196406841278,5,728.3062133789062,-0.1030726209282875,2.1307849884033203,1.5166339874267578,0.0008622768800705671,10,1,0,1746568669.301991,47.0,5.111156463623047,3.0743820667266846,100000.0,0.00024506988120265305,0.15068529546260834,0.004405038896948099,1.0003465414047241,0.12367401272058487,0.17696356773376465,0.05708688870072365,0.17696356773376465,0,6.881389141082764,23.76376724243164,0.1761465072631836,872.093972781,1000,182.64999389648438,0.1761465072631836,0,1.1027809381484985,0.0045785680413246155,121.84730529785156,0.049089763313531876,2.472482681274414,137.3521728515625,-3.051757735406113e-09,0.1761465072631836
5,21.08222007751465,0.9993895888328552,0.00022810108202975243,142.3218536376953,0.9993895888328552,0.21074698865413666,0.3469960689544678,0.41966548562049866,6,870.731201171875,-0.18602366745471954,2.229665994644165,1.5410703420639038,0.0030579236336052418,10,1,0,1746568811.767638,54.38999938964844,1.625518798828125,4.148410320281982,120000.0,0.00043163992813788354,0.15562692284584045,0.004022993613034487,0.9993895888328552,-0.08295104652643204,0.21074698865413666,0.06194720417261124,0.21074698865413666,0,8.357553482055664,25.568885803222656,0.21153172850608826,1015.378518455,1000,145.64999389648438,0.21153172850608826,0,1.130104660987854,0.007636491674929857,116.75294494628906,0.049862589687108994,1.5368528366088867,140.52655029296875,4.577636492086867e-09,0.21153172850608826
6,10.122564315795898,1.0012550354003906,0.00031080853659659624,143.2009735107422,1.0012550354003906,0.24348123371601105,0.31603366136550903,0.8445594310760498,7,1014.0823364257812,-0.34134626388549805,2.3848185539245605,1.5693596601486206,0.009222607593983412,10,1,0,1746568955.0530794,47.54999923706055,-10.95965576171875,4.274542808532715,140000.0,0.0008873878396116197,0.1325189471244812,0.003516560420393944,1.0012550354003906,-0.1553225964307785,0.24348123371601105,0.06413309276103973,0.24348123371601105,0,9.367084503173828,23.353384017944336,0.24706603586673737,1153.490209096,1000,69.19999694824219,0.24706603586673737,0,1.1625117063522339,0.01685909926891327,119.84757232666016,0.043129634112119675,-1.1356759071350098,139.66384887695312,-4.1961669694501325e-09,0.24706603586673737
7,12.610366821289062,1.0029933452606201,0.00035363383358344436,138.03683471679688,1.0029933452606201,0.2760058045387268,0.29707029461860657,1.1701613664627075,8,1152.185546875,-0.32347163558006287,1.6948912143707275,1.5851091146469116,-0.005388292483985424,10,1,0,1746569093.1644464,50.029998779296875,2.487802505493164,4.160144329071045,160000.0,0.0021165022626519203,0.17527395486831665,0.006962187588214874,1.0029932260513306,0.01787462830543518,0.2760058045387268,0.0825837180018425,0.2760058045387268,0,9.880215644836426,24.323822021484375,0.2827712893486023,1299.132766254,1000,88.25,0.2827712893486023,0,1.1808546781539917,0.011470806784927845,113.71296691894531,0.07867822051048279,-2.1695146560668945,144.8888702392578,3.051757735406113e-09,0.2827712893486023
8,16.36100959777832,1.0010675191879272,0.00028607164858840406,145.5677490234375,1.0010675191879272,0.30949559807777405,0.31883469223976135,1.5972217321395874,9,1297.833984375,-0.1247003898024559,1.6522923707962036,1.605146884918213,0.005216469056904316,10,1,0,1746569238.8070512,57.29999923706055,3.750642776489258,3.855766773223877,180000.0,0.0007548781577497721,0.1929650604724884,0.007325809448957443,1.0010675191879272,0.19877124577760696,0.30949559807777405,0.09515096992254257,0.30949559807777405,0,9.35874080657959,25.568859100341797,0.31874480843544006,1444.70725471,1000,162.39999389648438,0.31874480843544006,0,1.2049106359481812,0.01668727584183216,119.99886322021484,0.06965913623571396,1.177502155303955,137.39308166503906,5.7220459481754915e-09,0.31874480843544006
9,19.3406925201416,1.0005801916122437,0.00027796224458143115,145.45672607421875,1.0005801916122437,0.34367895126342773,0.33196449279785156,1.870350956916809,10,1443.3665771484375,-0.19530463218688965,1.2923351526260376,1.6151490211486816,0.0014610905200242996,10,1,0,1746569384.3809733,56.63999938964844,2.9796829223632812,4.629485130310059,200000.0,0.00041017314651980996,0.2568718194961548,0.011975105851888657,1.0005801916122437,-0.07060424238443375,0.34367895126342773,0.1195623055100441,0.34367895126342773,0,11.748247146606445,23.674196243286133,0.3549261689186096,1581.631009919,1000,157.35000610351562,0.3549261689186096,0,1.217301845550537,0.01814836636185646,121.78250122070312,0.06770513206720352,-0.9883365631103516,137.49794006347656,3.051757735406113e-09,0.3549261689186096
