Metrics/LagrangeMultiplier/Max,Value/Adv,Safety/EpCostShield,_runtime,Value/reward,Loss/Loss_pi,Time/Rollout,Metrics/EpLen,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier/Max,Misc/xHx,Misc/FinalStepNorm,Metrics/EpRet,Misc/AcceptanceStep,Loss/Loss_cost_critic/Delta,Safety/shield_violation,_timestamp,Train/LR,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier,Train/StopIter,Train/PolicyRatio/Std,Time/Total,Train/KL,Safety/ShieldLagrangeMultiplier,Train/PolicyRatio,Misc/gradient_norm,Loss/Loss_cost_critic,Train/PolicyRatio/Max,TotalEnvSteps,Train/PolicyStd,Loss/Loss_reward_critic/Delta,Train/Epoch,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Min,Time/FPS,Train/Entropy,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Std,Time/Epoch,Misc/H_inv_g,_step,Misc/Alpha,Value/cost,Loss/Loss_pi/Delta,Metrics/EpCost,Time/Update
0.03599999099969864,3.051757735406113e-09,35.150001525878906,162.021991809,-0.14962832629680634,-0.20614032447338104,73.458740234375,1000,1.0258828401565552,0.044999994337558746,0.014737347140908241,0.12255478650331497,-2.1300501823425293,1,5.536118030548096,0.16128388047218323,1746543326.7191255,0,0,0.03599999099969864,10,0.0005807273555546999,88.38263702392578,0.0005178418941795826,0.044999994337558746,1.0008212327957153,0.21798835694789886,5.536118030548096,1.0008213520050049,20000.0,0.9983345866203308,0.009111066348850727,0,0.009111066348850727,0.03599999099969864,226.29043579101562,1.4172688722610474,1.0008213520050049,0.044999994337558746,0,88.38199615478516,0.10520226508378983,1,1.1649444103240967,-0.11240893602371216,-0.20614032447338104,19.0,14.923235893249512
0.0709126889705658,6.103515470812226e-09,71.5999984741211,236.612165956,-0.1446102410554886,-0.2725480794906616,59.06063461303711,1000,0.554323136806488,0.07871244102716446,0.003441703040152788,0.21165217459201813,-1.4732470512390137,1,7.499382495880127,0.7447805404663086,1746543399.329568,0,0,0.0709126889705658,10,0.0008464211132377386,161.01438903808594,0.0004163615230936557,0.07871244102716446,1.0011969804763794,0.0903468132019043,13.035500526428223,1.001197099685669,40000.0,0.9940808415412903,-0.00364460377022624,1,0.005466462578624487,0.0709126889705658,275.7656555175781,1.4128427505493164,1.001197099685669,0.07871244102716446,0,72.52534484863281,0.08780011534690857,2,2.410614013671875,0.25544002652168274,-0.06640775501728058,25.225000381469727,13.464694023132324
0.10576433688402176,2.2888183792701966e-08,91.5999984741211,307.662826054,-0.12340473383665085,-0.20639871060848236,61.51477813720703,1000,-0.29490941762924194,0.11268611997365952,0.0029969061724841595,0.24447733163833618,-1.04046630859375,1,13.050724983215332,0.7547444105148315,1746543473.9197152,0,0,0.10576433688402176,10,0.001082387287169695,235.576171875,0.00047065550461411476,0.11268611997365952,0.9984692931175232,0.0836225152015686,26.086225509643555,0.9984692931175232,60000.0,0.9993391633033752,-0.0011458992958068848,2,0.004320563282817602,0.10576433688402176,268.53338623046875,1.417988896369934,0.9984692931175232,0.11268611997365952,0,74.4786376953125,0.09463699162006378,3,2.5833168029785156,0.824785053730011,0.06614936888217926,32.31666564941406,12.963845252990723
0.14073219895362854,2.6702879907247734e-09,78.44999694824219,395.278467385,-0.10920450091362,-0.22858524322509766,57.53227233886719,1000,0.5054763555526733,0.14709916710853577,0.001375648658722639,0.268647164106369,-1.1493456363677979,1,-3.345367431640625,2.730597496032715,1746543544.9703689,0,0,0.14073219895362854,10,0.0008925578440539539,306.64886474609375,0.0003629918792285025,0.14709916710853577,1.0012623071670532,0.05189453810453415,22.74085807800293,1.0012624263763428,80000.0,1.0251609086990356,0.001696295104920864,3,0.006016858387738466,0.14073219895362854,281.8367614746094,1.4435425996780396,1.0012624263763428,0.14709916710853577,0,70.96306610107422,0.07045675069093704,4,3.812937021255493,1.3918423652648926,-0.022186532616615295,37.162498474121094,13.430776596069336
0.17561960220336914,1.1444091896350983e-08,145.10000610351562,471.784915638,-0.0741998627781868,-0.1503530740737915,72.5201187133789,1000,0.9372649788856506,0.18115073442459106,0.003495114389806986,0.27866798639297485,-0.9262117147445679,1,10.875532150268555,6.683665752410889,1746543632.5858362,0,0,0.17561960220336914,10,0.0010862647322937846,394.2550964355469,0.00039886089507490396,0.18115073442459106,0.9984638094902039,0.0937046930193901,33.616390228271484,0.9984638094902039,100000.0,1.0442124605178833,-0.0013013212010264397,4,0.004715537186712027,0.17561960220336914,228.52903747558594,1.4621397256851196,0.9984638094902039,0.18115073442459106,0,87.5162353515625,0.11649395525455475,5,2.3921239376068115,3.500720262527466,0.07823216915130615,49.619998931884766,14.996089935302734
0.21033601462841034,-6.103515470812226e-09,174.64999389648438,547.535631935,-0.009086915291845798,-0.15809392929077148,62.31209945678711,1000,-1.0372505187988281,0.2153370976448059,0.003867780091241002,0.3660275638103485,-0.2629343271255493,1,0.7459220886230469,9.86429214477539,1746543709.0925033,0,0,0.21033601462841034,10,0.0005881452234461904,470.765869140625,0.0002500624395906925,0.2153370976448059,1.0008317232131958,0.04415535554289818,34.36231231689453,1.0008318424224854,120000.0,1.054146409034729,0.0019354773685336113,5,0.006651014555245638,0.21033601462841034,261.7434387207031,1.4716328382492065,1.0008318424224854,0.2153370976448059,0,76.41070556640625,0.16096454858779907,6,2.273963689804077,5.073160171508789,-0.0077408552169799805,65.81999969482422,14.098588943481445
0.24539557099342346,-7.629394338515283e-10,86.80000305175781,621.576995059,0.0055571310222148895,-0.3022876977920532,61.09322738647461,1000,-0.12111351639032364,0.24919304251670837,0.0026498655788600445,0.34107106924057007,0.18852359056472778,1,-14.90133285522461,9.119369506835938,1746543784.842863,0,0,0.24539557099342346,10,0.0003916285349987447,546.5194091796875,0.0002793152234517038,0.24919304251670837,1.0005537271499634,0.04889026656746864,19.460979461669922,1.000553846359253,140000.0,1.0677847862243652,0.0062995715998113155,6,0.012950586155056953,0.24539557099342346,264.3432922363281,1.4843000173568726,1.000553846359253,0.24919304251670837,0,75.65919494628906,0.12414883077144623,7,2.7472758293151855,5.590091228485107,-0.14419376850128174,67.13999938964844,14.565957069396973
0.2808331847190857,9.918212917625624e-09,97.9000015258789,694.487173713,0.028794080018997192,-0.26111623644828796,60.893802642822266,1000,0.47961190342903137,0.28307589888572693,0.0048345536924898624,0.29130321741104126,0.7203100323677063,1,2.291666030883789,9.218989372253418,1746543858.8842206,0,0,0.2808331847190857,10,0.0005675775464624166,620.5535278320312,0.00035348732490092516,0.28307589888572693,1.0008026361465454,0.1131836473941803,21.75264549255371,1.000802755355835,160000.0,1.0848722457885742,0.00037500448524951935,7,0.013325590640306473,0.2808331847190857,270.48175048828125,1.4997817277908325,1.000802755355835,0.28307589888572693,0,73.94214630126953,0.14322172105312347,8,2.0339317321777344,4.697342872619629,0.04117146134376526,71.23999786376953,13.04831314086914
0.3165844678878784,6.103515470812226e-09,44.849998474121094,771.654718196,0.10199621319770813,-0.39381980895996094,59.951515197753906,1000,-0.41843903064727783,0.3153612017631531,0.004017419647425413,0.3264419734477997,1.6226238012313843,1,-8.10623550415039,8.72952938079834,1746543931.7947598,0,0,0.3165844678878784,10,0.0009066067868843675,693.4710083007812,0.00031214053160510957,0.3153612017631531,1.0012820959091187,0.08657979220151901,13.64640998840332,1.0012820959091187,180000.0,1.0952249765396118,-0.0008210400119423866,8,0.012504550628364086,0.3165844678878784,274.65185546875,1.5094712972640991,1.0012820959091187,0.3153612017631531,0,72.81946563720703,0.14630700647830963,9,2.2312121391296387,4.775644302368164,-0.13270357251167297,66.33000183105469,12.86793327331543
0.3523322343826294,-1.3732909920349812e-08,95.8499984741211,844.934798984,0.11711180210113525,-0.22878818213939667,63.23786163330078,1000,0.4281122386455536,0.3479544520378113,0.0052483477629721165,0.35652464628219604,2.386909246444702,1,1.129446029663086,8.016510009765625,1746544008.9623058,0,0,0.3523322343826294,10,4.889034607913345e-05,770.6406860351562,0.00022436637664213777,0.3479544520378113,0.9999308586120605,0.05428379029035568,14.775856018066406,0.9999308586120605,200000.0,1.1002379655838013,0.002779974602162838,9,0.015284525230526924,0.3523322343826294,259.47869873046875,1.5142635107040405,0.9999308586120605,0.3479544520378113,0,77.0776138305664,0.18263594806194305,10,1.9521055221557617,4.747207164764404,0.16503162682056427,55.36000061035156,13.839738845825195
