Misc/AcceptanceStep,_runtime,Safety/shield_adv_c,Value/Adv,Train/PolicyStd,Loss/Loss_cost_critic,Safety/shield_violation,Metrics/LagrangeMultiplier/Std,Metrics/EpLen,Time/Total,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Misc/H_inv_g,Metrics/EpRet,Train/LR,Train/Epoch,Metrics/LagrangeMultiplier,_timestamp,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Misc/gradient_norm,_step,TotalEnvSteps,Safety/EpCostShield,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier,Value/cost,Value/reward,Train/PolicyRatio,Time/Epoch,Time/Rollout,Train/KL,Train/Entropy,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Min,Train/StopIter,Loss/Loss_pi,Loss/Loss_reward_critic/Delta,Misc/FinalStepNorm,Time/FPS,Time/Update,Metrics/EpCost,Loss/Loss_pi/Delta,Misc/xHx,Misc/Alpha
1,1644.609350171,-0.15690526366233826,-1.1444091230217168e-09,0.930303156375885,36.571922302246094,9.54832649230957,0,500,1515.4765625,1.002301573753357,0.0016273740911856294,-7.282535552978516,0,0.24944168329238892,4.787089824676514,0,10,0.3813974857330322,1746573138.115397,0.0731525644659996,0.3813974857330322,0.1593669354915619,11,220000.0,37.650001525878906,0.3813974857330322,0.38635337352752686,6.305963516235352,0.7840306758880615,1.002301573753357,125.62776184082031,106.35426330566406,0.0003682886017486453,1.3454190492630005,0.38635337352752686,1.002301573753357,0.38635337352752686,10,-0.19677329063415527,0.018044404685497284,0.28413793444633484,159.2004852294922,19.27347183227539,34.279998779296875,0.002324029803276062,0.015413785353302956,1.139095664024353
1,1771.07299077,-0.007806062698364258,0.0,0.9317226409912109,35.33184814453125,8.981758117675781,0,500,1643.6683349609375,1.001582145690918,0.001118802116252482,-1.2400741577148438,0,0.27102163434028625,5.282778263092041,0,11,0.41194474697113037,1746573266.3082435,0.08940551429986954,0.41194474697113037,0.16705377399921417,12,240000.0,34.525001525878906,0.41194474697113037,0.41563674807548523,5.27803373336792,0.8249013423919678,1.001582145690918,128.13172912597656,108.5272445678711,0.0003532214614097029,1.346954345703125,0.41563674807548523,1.001582145690918,0.41563674807548523,10,-0.2062598019838333,0.016252949833869934,0.2760413587093353,156.08937072753906,19.604448318481445,27.940000534057617,-0.00948651134967804,0.019279219210147858,1.0185214281082153
1,1895.282116515,0.22316287457942963,7.629394338515283e-10,0.9175208210945129,23.177547454833984,6.122410774230957,0,500,1770.0379638671875,0.9995520114898682,0.00031677569495514035,-12.154300689697266,0,0.275460422039032,6.043044567108154,0,12,0.4408966898918152,1746573392.7716477,0.08165581524372101,0.4408966898918152,0.1544279009103775,13,260000.0,28.850000381469727,0.4408966898918152,0.44345027208328247,3.7082176208496094,0.8314499855041504,0.9995520114898682,126.30872344970703,107.2671127319336,0.0003659256617538631,1.3308552503585815,0.44345027208328247,0.9995520114898682,0.44345027208328247,10,-0.11563203483819962,-0.007749699056148529,0.2757388651371002,158.34219360351562,19.041576385498047,22.0,0.0906277671456337,0.019959619268774986,1.001010775566101
1,2017.091817571,-0.4669386148452759,3.433227480087453e-09,0.9018962383270264,10.42945671081543,5.222757816314697,0,500,1894.3402099609375,1.0002672672271729,0.00018893028027378023,-12.748090744018555,0,0.24277335405349731,5.460647106170654,0,13,0.4680134356021881,1746573516.9810214,0.08308276534080505,0.4680134356021881,0.11981586366891861,14,280000.0,13.675000190734863,0.4680134356021881,0.46927812695503235,3.0678834915161133,1.0158145427703857,1.0002671480178833,124.14791870117188,104.7413558959961,0.0003696169296745211,1.312916874885559,0.46927812695503235,1.0002672672271729,0.46927812695503235,10,-0.21494992077350616,0.0014269500970840454,0.27923834323883057,161.09815979003906,19.406532287597656,14.489999771118164,-0.09931788593530655,0.015117555856704712,1.1502017974853516
1,2140.280902933,-0.2824287414550781,2.6702879907247734e-09,0.8916580080986023,5.527895927429199,4.156954765319824,0,500,2016.13720703125,1.0034401416778564,0.002432491397485137,-4.9015607833862305,0,0.180007204413414,5.924271106719971,0,14,0.4930785894393921,1746573638.7909114,0.07870525866746902,0.4930785894393921,0.11619631201028824,15,300000.0,2.325000047683716,0.4930785894393921,0.4927748441696167,2.5259923934936523,1.074403166770935,1.003440022468567,121.73609924316406,102.33544158935547,0.00035433750599622726,1.30070161819458,0.4927748441696167,1.0034401416778564,0.4927748441696167,10,-0.2531045973300934,-0.004377506673336029,0.27342531085014343,164.289794921875,19.400634765625,7.690000057220459,-0.03815467655658722,0.008668257854878902,1.5189687013626099
1,2264.333911465,-0.6205592155456543,0.0,0.8874462246894836,4.271358489990234,3.2789084911346436,0,500,2139.337646484375,1.0016483068466187,0.0011655570706352592,-1.2565374374389648,0,0.21056467294692993,5.767707347869873,0,15,0.5161477327346802,1746573761.9797335,0.06181967630982399,0.5161477327346802,0.12068615853786469,16,320000.0,12.050000190734863,0.5161477327346802,0.5146988034248352,2.0948870182037354,1.0497817993164062,1.0016483068466187,123.12641143798828,104.08939361572266,0.0003489971568342298,1.2945263385772705,0.5146988034248352,1.0016483068466187,0.5146988034248352,10,-0.12772434949874878,-0.016885582357645035,0.27053630352020264,162.4346923828125,19.0369873046875,5.099999904632568,0.1253802478313446,0.012115729972720146,1.2848132848739624
1,2388.815964363,-0.05276265740394592,-7.629394338515283e-10,0.8881409764289856,4.600372791290283,3.2817389965057373,0,500,2263.39404296875,1.0006994009017944,0.0004945230321027339,0.32901430130004883,0,0.19191674888134003,6.052103042602539,0,16,0.5374600291252136,1746573886.0329447,0.06339073926210403,0.5374600291252136,0.14372998476028442,17,340000.0,14.399999618530273,0.5374600291252136,0.535346508026123,1.9266347885131836,1.1231671571731567,1.0006994009017944,123.99372863769531,104.71441650390625,0.0003393295919522643,1.2952797412872314,0.535346508026123,1.0006994009017944,0.535346508026123,10,-0.09597588330507278,0.0015710629522800446,0.27415797114372253,161.29849243164062,19.279281616210938,5.460000038146973,0.031748466193675995,0.009800617583096027,1.4285255670547485
1,2510.602654737,0.13878825306892395,-1.2207030941624453e-08,0.8917339444160461,6.17498779296875,3.053043842315674,0,500,2387.87060546875,1.0007556676864624,0.0005342534277588129,1.5746150016784668,0,0.1834549754858017,6.679007530212402,0,17,0.5572741031646729,1746574010.5151043,0.07928413152694702,0.5572741031646729,0.11944364756345749,18,360000.0,13.425000190734863,0.5572741031646729,0.5548108816146851,1.7840062379837036,1.169859528541565,1.0007556676864624,124.4171371459961,105.28234100341797,0.00033620838075876236,1.2974165678024292,0.5548108816146851,1.0007556676864624,0.5548108816146851,10,-0.09780073165893555,0.015893392264842987,0.28064289689064026,160.7495574951172,19.134750366210938,6.519999980926514,-0.0018248483538627625,0.008546342141926289,1.5297645330429077
1,2634.644908035,-0.30335551500320435,3.433227480087453e-09,0.8846096992492676,1.9573355913162231,1.8153228759765625,0,500,2509.656982421875,1.0010484457015991,0.0007412788108922541,-4.217652201652527,0,0.1471683382987976,6.896364688873291,0,18,0.5754779577255249,1746574132.301645,0.06099732965230942,0.5754779577255249,0.14920255541801453,19,380000.0,0.32499998807907104,0.5754779577255249,0.5725188255310059,1.1880449056625366,1.1063076257705688,1.0010484457015991,121.72075653076172,102.69142150878906,0.00028271539486013353,1.2874194383621216,0.5725188255310059,1.0010484457015991,0.5725188255310059,10,-0.15349005162715912,-0.018286801874637604,0.29282456636428833,164.31051635742188,19.029300689697266,2.7300000190734863,-0.05568931996822357,0.005051762796938419,1.9897252321243286
1,2757.091587229,0.6779229640960693,-3.051757735406113e-09,0.8754265904426575,3.215167284011841,2.0288610458374023,0,500,2633.683837890625,1.0009241104125977,0.0006534447311423719,1.2578316926956177,0,0.18223153054714203,6.440755844116211,0,19,0.5924482345581055,1746574256.343648,0.05564321577548981,0.5924482345581055,0.1912733018398285,20,400000.0,11.300000190734863,0.5924482345581055,0.5892388820648193,1.1976652145385742,1.1219804286956787,1.0009241104125977,123.96223449707031,104.57877349853516,0.00035337291774339974,1.2753103971481323,0.5892388820648193,1.0009241104125977,0.5892388820648193,10,-0.06166398525238037,-0.005354113876819611,0.27275076508522034,161.33946228027344,19.383432388305664,5.760000228881836,0.09182606637477875,0.008927803486585617,1.496726393699646
1,2879.657158743,0.01625250279903412,-4.577636492086867e-09,0.8730688691139221,3.5960235595703125,1.6232044696807861,0,500,2756.133544921875,1.0011765956878662,0.0008319787448272109,0.3808562755584717,0,0.13234709203243256,6.786592483520508,0,20,0.6083539128303528,1746574378.7905903,0.06761964410543442,0.6083539128303528,0.1342545449733734,21,420000.0,11.074999809265137,0.6083539128303528,0.6050629615783691,1.1021877527236938,1.2298780679702759,1.0011764764785767,122.36888885498047,103.39901733398438,0.00039067529723979533,1.2692495584487915,0.6050629615783691,1.0011765956878662,0.6050629615783691,10,-0.03566683083772659,0.01197642832994461,0.26121729612350464,163.4402313232422,18.969852447509766,6.380000114440918,0.025997154414653778,0.005133978556841612,1.973729133605957
1,3003.139846922,-0.038740500807762146,-1.3732909920349812e-08,0.8800167441368103,4.407028675079346,1.338740348815918,0,500,2878.7099609375,1.0009312629699707,0.0006585023365914822,0.8110051155090332,0,0.15770301222801208,8.470335960388184,0,21,0.6231080293655396,1746574501.3560863,0.09483706951141357,0.6231080293655396,0.16018269956111908,22,440000.0,11.550000190734863,0.6231080293655396,0.6201108694076538,0.913853108882904,1.3403053283691406,1.0009312629699707,122.49931335449219,103.57189178466797,0.0003049412043765187,1.2743734121322632,0.6201108694076538,1.0009312629699707,0.6201108694076538,10,-0.00816380325704813,0.027217425405979156,0.27780094742774963,163.26622009277344,18.927398681640625,3.7300000190734863,0.027503027580678463,0.006445281207561493,1.761544942855835
1,3126.099080608,0.3239981532096863,-7.629394338515283e-10,0.867374837398529,4.857495307922363,1.1827538013458252,0,500,3002.177001953125,1.00034499168396,0.00024388976453337818,0.4504666328430176,0,0.15581507980823517,9.03041934967041,0,22,0.6369056105613708,1746574624.8390326,0.08227469772100449,0.6369056105613708,0.10630323737859726,23,460000.0,13.699999809265137,0.6369056105613708,0.6345834136009216,0.8273897171020508,1.2787514925003052,1.0003448724746704,123.40010833740234,104.352294921875,0.0003230058355256915,1.2600889205932617,0.6345834136009216,1.00034499168396,0.6345834136009216,10,0.020980507135391235,-0.012562371790409088,0.28734534978866577,162.0744171142578,19.04776382446289,4.860000133514404,0.029144310392439365,0.0058808475732803345,1.844143271446228
1,3249.002260852,-0.11984899640083313,3.814697002724188e-09,0.8566539287567139,4.844196796417236,1.2258728742599487,0,500,3125.155517578125,1.0002658367156982,0.0001879749761428684,-0.013298511505126953,0,0.1582871526479721,8.781549453735352,0,23,0.649817168712616,1746574747.7979393,0.08963172882795334,0.649817168712616,0.11731290817260742,24,480000.0,11.225000381469727,0.649817168712616,0.6484053730964661,0.8406144380569458,1.4438494443893433,1.0002657175064087,122.89604949951172,103.53718566894531,0.0003412251826375723,1.2478841543197632,0.6484053730964661,1.0002658367156982,0.6484053730964661,10,-0.009798366576433182,0.0073570311069488525,0.2777952551841736,162.73916625976562,19.35881996154785,4.559999942779541,-0.030778873711824417,0.006493383087217808,1.7550082206726074
1,3370.749543023,-0.07334765791893005,-1.3732909920349812e-08,0.8505880832672119,3.501142740249634,1.0315678119659424,0,500,3248.029541015625,1.001551866531372,0.0010972791351377964,-1.3430540561676025,0,0.1791062355041504,9.605155944824219,0,24,0.6618258357048035,1746574870.7009234,0.09538570046424866,0.6618258357048035,0.1282254308462143,25,500000.0,8.574999809265137,0.6618258357048035,0.6614931225776672,0.6823107004165649,1.5221565961837769,1.0015517473220825,122.80850982666016,103.47017669677734,0.00030968611827120185,1.2405635118484497,0.6614931225776672,1.001551866531372,0.6614931225776672,10,-0.02099483460187912,0.005753971636295319,0.2944452464580536,162.85516357421875,19.33830451965332,3.2200000286102295,-0.011196468025445938,0.007400170899927616,1.6439697742462158
1,3493.091323303,0.2200569212436676,-6.866454960174906e-09,0.8459809422492981,2.0127429962158203,0.8169996738433838,0,500,3369.77490234375,1.00042724609375,0.00030205241637304425,-1.4883997440338135,0,0.13933207094669342,9.420384407043457,0,25,0.6729916334152222,1746574992.4484718,0.08488450944423676,0.6729916334152222,0.09545226395130157,26,520000.0,3.7750000953674316,0.6729916334152222,0.6736389994621277,0.5263269543647766,1.3973991870880127,1.00042724609375,121.65359497070312,102.67464447021484,0.00033660614280961454,1.2336912155151367,0.6736389994621277,1.00042724609375,0.6736389994621277,10,-0.06313318759202957,-0.010501191020011902,0.2823297083377838,164.40122985839844,18.97892951965332,2.9000000953674316,-0.04213835299015045,0.004871000070124865,2.026308059692383
1,3616.713978525,0.08838348835706711,-1.2207030941624453e-08,0.8409719467163086,2.438663959503174,0.5016483068466187,0,500,3492.147705078125,0.9998943209648132,7.476853352272883e-05,0.4259209632873535,0,0.15582378208637238,9.132806777954102,0,26,0.6833090782165527,1746575114.7901547,0.08363658934831619,0.6833090782165527,0.17664700746536255,27,540000.0,7.150000095367432,0.6833090782165527,0.6851308941841125,0.46712130308151245,1.4929579496383667,0.9998943209648132,122.2791519165039,103.03010559082031,0.0004050572169944644,1.2257493734359741,0.6851308941841125,0.9998943209648132,0.6851308941841125,10,-0.00949694961309433,-0.0012479200959205627,0.25014182925224304,163.5601806640625,19.249013900756836,1.8300000429153442,0.05363623797893524,0.007761118467897177,1.6052864789962769
1,3738.263601695,-0.1369749903678894,-3.051757735406113e-09,0.8353120684623718,5.631576061248779,0.8393051028251648,0,500,3615.773681640625,0.9981405138969421,0.0013148692669346929,3.1929121017456055,0,0.19388003647327423,9.207777976989746,0,27,0.6930999159812927,1746575238.4129224,0.10319707542657852,0.6930999159812927,0.141536682844162,28,560000.0,15.824999809265137,0.6930999159812927,0.6965480446815491,0.43068334460258484,1.5595614910125732,0.9981405138969421,123.5631103515625,104.69996643066406,0.00032523658592253923,1.216758370399475,0.6965480446815491,0.9981405138969421,0.6965480446815491,10,0.07196929305791855,0.01956048607826233,0.28017640113830566,161.86061096191406,18.863109588623047,4.900000095367432,0.08146624267101288,0.00957706943154335,1.4451018571853638
1,3864.589424184,-0.17223547399044037,6.866454960174906e-09,0.8290603756904602,2.2613203525543213,0.5074321031570435,0,500,3737.319580078125,1.000327467918396,0.00023152669018600136,-3.370255708694458,0,0.11903141438961029,8.603665351867676,0,28,0.70245361328125,1746575359.9626226,0.06802517175674438,0.70245361328125,0.15456417202949524,29,580000.0,2.549999952316284,0.70245361328125,0.7071067094802856,0.4505654275417328,1.3395107984542847,1.000327467918396,121.48648834228516,102.43920135498047,0.00043700315291062,1.2079659700393677,0.7071067094802856,1.000327467918396,0.7071067094802856,10,-0.06246582791209221,-0.03517190366983414,0.2664523124694824,164.6273651123047,19.047237396240234,5.369999885559082,-0.13443512097001076,0.003991288132965565,2.23850417137146
1,3988.917553099,1.1424487829208374,1.2207030941624453e-08,0.8221679329872131,9.267075538635254,1.3084867000579834,0,500,3863.64990234375,0.9988941550254822,0.000781964510679245,7.005755186080933,0,0.27540767192840576,8.709214210510254,0,29,0.7115366458892822,1746575486.2882986,0.10872266441583633,0.7115366458892822,0.14003098011016846,30,600000.0,26.424999237060547,0.7115366458892822,0.7183305621147156,0.9725080132484436,1.630487322807312,0.9988941550254822,126.26683807373047,106.93856048583984,0.0003628321283031255,1.1981987953186035,0.7183305621147156,0.9988941550254822,0.7183305621147156,10,0.1611780971288681,0.04069749265909195,0.2745157778263092,158.39471435546875,19.3282527923584,6.880000114440918,0.2236439250409603,0.020130159333348274,0.9967615604400635
1,4112.687530793,-0.0010119825601577759,-5.722045615108584e-10,0.8206643462181091,11.709527015686035,2.23929762840271,0,500,3987.980224609375,1.000178337097168,0.00012604720541276038,2.4424514770507812,0,0.2937120795249939,9.694611549377441,0,30,0.7206229567527771,1746575610.6164227,0.12442858517169952,0.7206229567527771,0.29915258288383484,31,620000.0,21.350000381469727,0.7206229567527771,0.7298691272735596,1.162978172302246,1.8196109533309937,1.000178337097168,124.26630401611328,105.31278991699219,0.0003400855930522084,1.196109414100647,0.7298691272735596,1.000178337097168,0.7298691272735596,10,0.04187321662902832,0.01570592075586319,0.2772569954395294,160.94467163085938,18.9534854888916,9.859999656677246,-0.11930488049983978,0.02244442142546177,0.9439754486083984
1,4235.483149449,0.4114818572998047,3.814697002724188e-09,0.8193766474723816,5.954545021057129,1.096125602722168,0,500,4111.7470703125,1.0012683868408203,0.0008968287729658186,-5.754981994628906,0,0.17285552620887756,10.352311134338379,0,31,0.7298845648765564,1746575734.3864555,0.10128120332956314,0.7298845648765564,0.16493172943592072,32,640000.0,13.274999618530273,0.7298845648765564,0.7412118315696716,0.7942481637001038,1.647094488143921,1.0012683868408203,123.7104721069336,104.0300064086914,0.000311420822981745,1.1941591501235962,0.7412118315696716,1.0012683868408203,0.7412118315696716,10,0.027340112254023552,-0.023147381842136383,0.28133174777030945,161.6678009033203,19.680444717407227,11.850000381469727,-0.014533104375004768,0.007550201844424009,1.627554178237915
1,4358.60923544,0.16042563319206238,-8.392333938900265e-09,0.8206430077552795,2.164940118789673,0.6831557750701904,0,500,4234.52294921875,1.0002031326293945,0.00014363645459525287,-3.789604902267456,0,0.17145191133022308,9.994189262390137,0,32,0.7387800216674805,1746575857.1819627,0.11139442026615143,0.7387800216674805,0.19575391709804535,33,660000.0,4.199999809265137,0.7387800216674805,0.7518123984336853,0.28838375210762024,1.8710410594940186,1.0002031326293945,122.71686553955078,103.35415649414062,0.0003839310666080564,1.1943371295928955,0.7518123984336853,1.0002031326293945,0.7518123984336853,10,-0.021355194970965385,0.010113216936588287,0.27232256531715393,162.97679138183594,19.362667083740234,5.429999828338623,-0.04869530722498894,0.007927692495286465,1.5883320569992065
1,4483.428754188,-0.08636157959699631,5.340575981449547e-09,0.8221981525421143,3.0659677982330322,0.7953806519508362,0,500,4357.66796875,1.0013011693954468,0.0009200937929563224,0.9010276794433594,0,0.14676472544670105,9.086525917053223,0,33,0.7469838261604309,1746575980.308151,0.08380238711833954,0.7469838261604309,0.1706836223602295,34,680000.0,5.75,0.7469838261604309,0.7618390321731567,0.22779971361160278,1.7894794940948486,1.0013011693954468,123.0655288696289,103.52981567382812,0.0003777870151679963,1.1938731670379639,0.7618390321731567,1.0013011693954468,0.7618390321731567,10,-0.023615412414073944,-0.02759203314781189,0.26779139041900635,162.51504516601562,19.535686492919922,1.1799999475479126,-0.0022602174431085587,0.0060073016211390495,1.8246304988861084
1,4605.654728023,0.49273455142974854,9.346008411625917e-09,0.8210113644599915,4.701664447784424,0.9445777535438538,0,500,4482.490234375,0.9978482127189636,0.0015215855091810226,1.6356966495513916,0,0.27135899662971497,8.930871963500977,0,34,0.7548530101776123,1746576105.127579,0.07180802524089813,0.7548530101776123,0.1700599491596222,35,700000.0,15.875,0.7548530101776123,0.7719992995262146,0.23012222349643707,1.8174515962600708,0.9978482127189636,124.76177215576172,105.64676666259766,0.0004223134892527014,1.192734956741333,0.7719992995262146,0.9978482127189636,0.7719992995262146,10,0.06063477322459221,-0.011994361877441406,0.22254888713359833,160.30551147460938,19.11498260498047,4.590000152587891,0.08425018563866615,0.029734961688518524,0.8201272487640381
