Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Min,Time/Total,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier,_runtime,Train/Epoch,Train/PolicyStd,TotalEnvSteps,Misc/gradient_norm,Misc/AcceptanceStep,Safety/shield_violation,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Value/reward,Misc/Alpha,Metrics/EpRet,Train/PolicyRatio,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Max,Value/Adv,Loss/Loss_reward_critic/Delta,Time/Update,Misc/H_inv_g,Metrics/LagrangeMultiplier/Std,Time/Epoch,Misc/xHx,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_adv_c,Train/KL,Misc/FinalStepNorm,Train/LR,Loss/Loss_pi,Train/StopIter,Safety/EpCostShield,Time/Rollout,Train/Entropy,Train/PolicyRatio/Std,Metrics/EpCost,Value/cost,Metrics/EpLen,_step,Time/FPS,Loss/Loss_cost_critic,_timestamp
-0.0010129647562280297,0.044999994337558746,167.57241821289062,0.03599999472498894,0.99998539686203,0.044999994337558746,296.559398071,0,0.998164713382721,20000.0,0.04809059947729111,1,0.19918061792850494,0.99998539686203,0.014129631221294403,0.18948994576931,2.441391944885254,-0.6806017756462097,0.99998539686203,17.577669143676758,0,0.03599999472498894,0.03599999472498894,-1.1444091896350983e-08,0.014129631221294403,23.642536163330078,0.12789706885814667,0,167.57142639160156,0.0033554728142917156,0.044999994337558746,1.534830927848816,0.00025368851493112743,0.3122468888759613,0,-0.0010129647562280297,10,83.0,143.92886352539062,1.4170713424682617,1.031194824463455e-05,48.150001525878906,0.02994775027036667,1000,1,119.35208892822266,17.577669143676758,1746566421.8259027
0.06529813131783158,0.07972439378499985,295.46929931640625,0.070935919880867,1.000706672668457,0.07972439378499985,423.52790207,1,0.9904122352600098,40000.0,0.04268864914774895,1,1.4077255725860596,1.000706672668457,0.008385972119867802,0.14520703256130219,1.935520052909851,-0.23934094607830048,1.000706672668457,5.878227233886719,0,0.070935919880867,0.070935919880867,-6.866454960174906e-09,-0.005743659101426601,23.661195755004883,0.17618586122989655,0,127.79301452636719,0.005338679067790508,0.07972439378499985,2.3578076362609863,0.00025198954972438514,0.34101128578186035,0,0.06428516656160355,10,122.0,104.13179779052734,1.4088468551635742,0.0004997492069378495,45.54999923706055,0.697091281414032,1000,2,156.50308227539062,23.455896377563477,1746566549.723315
-0.014026802033185959,0.11449126154184341,422.44525146484375,0.10595202445983887,1.0006211996078491,0.11449126154184341,554.463159657,2,0.9817273616790771,60000.0,0.06834010779857635,1,3.0661914348602295,1.0006211996078491,0.004946571309119463,0.12881803512573242,1.7420518398284912,-0.05916045233607292,1.0006211996078491,-8.44436264038086,0,0.10595202445983887,0.10595202445983887,-1.5258788677030566e-09,-0.0034394008107483387,23.13060760498047,0.1807750016450882,0,126.87035369873047,0.006590330041944981,0.11449126154184341,0.7435550093650818,0.00033683754736557603,0.31491944193840027,0,0.05025836452841759,10,100.1500015258789,103.7397232055664,1.4001498222351074,0.00043917016591876745,49.46666717529297,1.1149177551269531,1000,3,157.64125061035156,15.011533737182617,1746566676.691686
0.1496322639286518,0.14884498715400696,553.361328125,0.141078382730484,0.9974133372306824,0.14884498715400696,686.593343718,3,0.9703410267829895,80000.0,0.03972698748111725,1,4.834652900695801,0.9974133372306824,0.006272471509873867,0.1204807236790657,1.8382155895233154,0.02707955241203308,0.9974133372306824,12.971923828125,0,0.141078382730484,0.141078382730484,6.103515470812226e-09,0.001325900200754404,22.898740768432617,0.19172464311122894,0,130.8203125,0.0059188371524214745,0.14884498715400696,1.960423231124878,0.00029491959139704704,0.35243120789527893,0,0.1998906284570694,10,187.9499969482422,107.92155456542969,1.3886150121688843,0.0018290888983756304,64.42500305175781,2.2834484577178955,1000,4,152.88145446777344,27.983457565307617,1746566807.627223
-0.07980482280254364,0.18358072638511658,685.5228881835938,0.17637088894844055,0.9996440410614014,0.18358072638511658,815.747446637,4,0.967725932598114,100000.0,0.0510166734457016,1,9.209219932556152,0.9996440410614014,0.012699495069682598,0.12061841785907745,1.6562496423721313,0.35403144359588623,0.9996440410614014,0.12737083435058594,0,0.17637088894844055,0.17637088894844055,3.051757735406113e-09,0.006427023559808731,23.70279312133789,0.2006131112575531,0,132.04605102539062,0.007290844339877367,0.18358072638511658,2.686537265777588,0.0003084548516198993,0.3322654068470001,0,0.12008580565452576,10,181.4499969482422,108.34323120117188,1.38605535030365,0.00025170098524540663,70.12999725341797,4.796474456787109,1000,5,151.46231079101562,28.110828399658203,1746566939.757941
-0.1544073075056076,0.21812689304351807,814.6666870117188,0.2118556797504425,1.0006294250488281,0.21812689304351807,946.197947028,5,0.9652934074401855,120000.0,0.05009395629167557,1,10.318853378295898,1.0006294250488281,0.015088500455021858,0.11462602764368057,1.67768394947052,0.8784735798835754,1.0006294250488281,-6.889560699462891,0,0.2118556797504425,0.2118556797504425,-2.2888182460434336e-09,0.00238900538533926,23.51555633544922,0.2129615843296051,0,129.0709991455078,0.007105736527591944,0.21812689304351807,1.1647157669067383,0.0002213678671978414,0.35728222131729126,0,-0.03432150185108185,10,124.0999984741211,105.555419921875,1.3836075067520142,0.00044507073471322656,75.9000015258789,5.544233798980713,1000,6,154.95347595214844,21.221267700195312,1746567068.9118683
0.0940869152545929,0.252989262342453,945.106201171875,0.24755416810512543,0.9994903802871704,0.252989262342453,1073.753922274,6,0.9626529216766357,140000.0,0.09252209961414337,1,10.954784393310547,0.9994903802871704,0.015278438106179237,0.13159789144992828,0.9465545415878296,1.301224946975708,0.9994903206825256,2.244792938232422,0,0.24755416810512543,0.24755416810512543,6.103515470812226e-09,0.00018993765115737915,23.777027130126953,0.32710355520248413,0,130.3470916748047,0.02232227846980095,0.252989262342453,-0.2773907780647278,0.00035378022585064173,0.3096213638782501,0,0.05976541340351105,10,162.10000610351562,106.57003021240234,1.3808714151382446,0.00036038365215063095,82.87000274658203,5.910219669342041,1000,7,153.43649291992188,23.466060638427734,1746567199.3613608
-0.335916206240654,0.2858695387840271,1072.68798828125,0.28335288166999817,1.0016834735870361,0.2858695387840271,1204.077380531,7,0.9738042950630188,160000.0,0.09028451144695282,1,11.285265922546387,1.0016834735870361,0.024491451680660248,0.17690469324588776,1.326893925666809,1.7826074361801147,1.0016833543777466,-13.258051872253418,0,0.28335288166999817,0.28335288166999817,-7.629394005448376e-09,0.00921301357448101,24.02249526977539,0.2206200361251831,0,127.47740173339844,0.011359447613358498,0.2858695387840271,-0.4312208592891693,0.00036001671105623245,0.2927393913269043,0,-0.27615079283714294,10,53.75,103.45488739013672,1.392348289489746,0.0011903393315151334,74.55000305175781,6.463991641998291,1000,8,156.8905487060547,10.208008766174316,1746567326.918314
0.222807377576828,0.318674236536026,1203.0135498046875,0.31892791390419006,0.9994711875915527,0.318674236536026,1335.998648476,8,0.981320321559906,180000.0,0.12119503319263458,1,9.94010066986084,0.9994711875915527,0.03312120959162712,0.2195815145969391,1.2999465465545654,2.66607666015625,0.9994711875915527,2.930675506591797,0,0.31892791390419006,0.31892791390419006,-1.5258788677030566e-09,0.008629757910966873,23.446775436401367,0.24574056267738342,0,130.2510223388672,0.011835282668471336,0.318674236536026,-1.658254623413086,0.00027602299815043807,0.31944960355758667,0,-0.05334341526031494,10,110.3499984741211,106.80422973632812,1.4000498056411743,0.0003739549429155886,61.9900016784668,5.132196426391602,1000,9,153.54965209960938,13.138684272766113,1746567457.2419858
0.05909359036013484,0.3519105613231659,1334.91845703125,0.35420477390289307,1.0018181800842285,0.3519105613231659,1466.024216062,9,0.9910748600959778,200000.0,0.12160634249448776,1,11.144350051879883,1.0018181800842285,0.038588233292102814,0.2756293714046478,1.1116658449172974,3.3165268898010254,1.0018181800842285,4.451966285705566,0,0.35420477390289307,0.35420477390289307,-1.3351439953623867e-08,0.005467023700475693,23.620376586914062,0.2738010585308075,0,131.83932495117188,0.016183827072381973,0.3519105613231659,-0.38524138927459717,0.00031085661612451077,0.3043752908706665,0,0.005750175099819899,10,138.35000610351562,108.21892547607422,1.4098539352416992,0.0012856475077569485,58.130001068115234,6.051042079925537,1000,10,151.69981384277344,17.59065055847168,1746567589.1626358
