Metrics/LagrangeMultiplier,Value/reward,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic,_step,Loss/Loss_reward_critic/Delta,Time/Rollout,Train/PolicyRatio,Time/Epoch,Time/FPS,Value/Adv,Metrics/EpRet,_timestamp,Train/PolicyRatio/Min,Train/StopIter,Loss/Loss_reward_critic,Metrics/EpCost,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Std,TotalEnvSteps,Train/Entropy,Loss/Loss_pi/Delta,Train/PolicyStd,Metrics/EpLen,Loss/Loss_pi,Train/LR,_runtime,Value/cost,Time/Update,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Max,Time/Total,Metrics/LagrangeMultiplier/Max,Train/Epoch,Train/KL
0.03599999472498894,-0.18981607258319855,0,1.267961859703064,1,0.0037099625915288925,85.54097747802734,0.9990091323852539,188.49766540527344,106.10210418701172,0.010494448244571686,0.08993680775165558,1743306117.659658,0.9990091323852539,40,0.0037099625915288925,17.5,0.03599999472498894,0.010798546485602856,20000.0,1.4089239835739136,-0.008500585332512856,0.9900411367416382,1000,-0.008500585332512856,0.0002969999914057553,377.601903105,0.06477350741624832,102.95658874511719,1.267961859703064,0.9990091323852539,188.49900817871094,0.03599999472498894,0,0.007212718948721886
0.07041453570127487,-0.15370434522628784,0,0.9725641012191772,2,-0.0013686295133084059,85.36758422851562,1.0006866455078125,187.96839904785156,106.40086364746094,-0.09795918315649033,0.25676649808883667,1743306305.7179694,1.000686764717102,40,0.0023413330782204866,13.225000381469727,0.07041453570127487,0.012338686734437943,40000.0,1.398902177810669,-0.0015042470768094063,0.980258584022522,1000,-0.010004832409322262,0.00029399999766610563,565.75392412,0.6759206056594849,102.60073852539062,-0.2953977584838867,1.000686764717102,376.5524597167969,0.07041453570127487,1,0.011267054826021194
0.10516417771577835,-0.12504465878009796,0,2.010542631149292,3,0.00031383614987134933,85.62109375,0.9994608759880066,188.06398010253906,106.34679412841797,-0.015767261385917664,0.22857743501663208,1743306493.870107,0.9994608759880066,40,0.002655169228091836,18.683332443237305,0.10516417771577835,0.011479116044938564,60000.0,1.3854715824127197,0.0022598812356591225,0.9672307372093201,1000,-0.007744951173663139,0.000291000003926456,751.446452191,0.15655575692653656,102.4427490234375,1.0379785299301147,0.9994608759880066,564.7067260742188,0.10516417771577835,2,0.008947738446295261
0.14013531804084778,-0.08595773577690125,0,1.7984271049499512,4,-0.00042718928307294846,84.88543701171875,0.9993448853492737,185.61024475097656,107.75267791748047,0.15713831782341003,0.2337726354598999,1743306679.562553,0.9993448853492737,40,0.0022279799450188875,19.375,0.14013531804084778,0.010290497913956642,80000.0,1.373919129371643,0.0009379414841532707,0.9561372399330139,1000,-0.006807009689509869,0.0002880000101868063,939.93627639,0.7983858585357666,100.72466278076172,-0.21211552619934082,0.9993448853492737,750.4056396484375,0.14013531804084778,3,0.009816567413508892
0.17498259246349335,-0.06496162712574005,0,0.47932806611061096,5,0.00016758078709244728,85.00743865966797,1.0000356435775757,188.4178924560547,106.14703369140625,-0.06590653955936432,0.29378464818000793,1743306868.052652,1.0000356435775757,40,0.002395560732111335,16.079999923706055,0.17498259246349335,0.011430486105382442,100000.0,1.3545795679092407,-0.001350237987935543,0.9378974437713623,1000,-0.008157247677445412,0.0002849999873433262,1127.709436826,1.2035523653030396,103.41034698486328,-1.3190990388393402,1.0000356435775757,938.9031982421875,0.17498259246349335,4,0.008149917237460613
0.20952989161014557,-0.034853141754865646,0,0.784591794013977,6,0.0013534603640437126,84.65308380126953,1.00041925907135,187.70172119140625,106.55203247070312,-0.01833626627922058,0.34446391463279724,1743307055.825639,1.0004193782806396,40,0.0037490210961550474,14.390000343322754,0.20952989161014557,0.010649998672306538,120000.0,1.3432151079177856,0.0025692940689623356,0.9272029399871826,1000,-0.005587953608483076,0.00028199999360367656,1312.918048634,1.4118859767913818,103.04853057861328,0.3052637279033661,1.0004193782806396,1126.6751708984375,0.20952989161014557,5,0.007791311480104923
0.24410392343997955,-0.03894941508769989,0,0.838520348072052,7,-0.000603644410148263,83.90065002441406,0.9993592500686646,185.13690185546875,108.02816772460938,0.10107571631669998,0.2746579647064209,1743307241.0342207,0.9993592500686646,40,0.0031453766860067844,16.139999389648438,0.24410392343997955,0.01069282740354538,140000.0,1.3307759761810303,-0.0018977457657456398,0.915642261505127,1000,-0.007485699374228716,0.0002789999998640269,1504.004968605,0.6238075494766235,101.23616027832031,0.05392855405807495,0.9993592500686646,1311.8837890625,0.24410392343997955,6,0.008488229475915432
0.2784278392791748,-0.01933378539979458,0,0.7264390587806702,8,0.00032898876816034317,88.3019027709961,0.9987877011299133,191.0100555419922,104.70653533935547,-0.1040540561079979,0.35755455493927,1743307432.1213336,0.9987877011299133,40,0.0034743654541671276,14.079999923706055,0.2784278392791748,0.01032148115336895,160000.0,1.3199228048324585,-0.000454713124781847,0.9057623147964478,1000,-0.007940412499010563,0.00027600000612437725,1688.544402468,0.8610333204269409,102.70806121826172,-0.11208128929138184,0.9987877011299133,1502.9656982421875,0.2784278392791748,7,0.008705300278961658
0.31236523389816284,0.016221962869167328,0,0.5532606840133667,9,-9.473925456404686e-05,85.75611877441406,1.001090168952942,184.4551239013672,108.42745971679688,-0.39258161187171936,0.3337090313434601,1743307616.6605034,1.001090168952942,40,0.0033796261996030807,12.789999961853027,0.31236523389816284,0.010197288356721401,180000.0,1.3193273544311523,-0.00017979461699724197,0.905254065990448,1000,-0.008120207116007805,0.0002730000123847276,1874.5932805,1.2936179637908936,98.6988525390625,-0.17317837476730347,1.001090168952942,1687.4981689453125,0.31236523389816284,8,0.007442114874720573
0.34671205282211304,0.04255786910653114,0,1.0834996700286865,10,0.0013782349415123463,85.4694595336914,1.0025763511657715,185.9695587158203,107.54447937011719,-0.22721350193023682,0.27599799633026123,1743307802.7096577,1.0025763511657715,40,0.004757861141115427,18.270000457763672,0.34671205282211304,0.011620648205280304,200000.0,1.2995790243148804,-0.0018135551363229752,0.887503445148468,1000,-0.00993376225233078,0.0002699999895412475,2062.323280474,1.047451376914978,100.5000228881836,0.5302389860153198,1.0025763511657715,1873.5555419921875,0.34671205282211304,9,0.01251407153904438
