Train/StopIter,Time/Update,Train/Entropy,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,TotalEnvSteps,_runtime,Train/PolicyRatio/Max,Loss/Loss_reward_critic/Delta,_timestamp,Train/LR,_step,Metrics/LagrangeMultiplier/Min,Misc/xHx,Metrics/EpLen,Time/FPS,Metrics/EpCost,Loss/Loss_reward_critic,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Train/PolicyRatio,Train/KL,Train/Epoch,Train/PolicyStd,Safety/ShieldLagrangeMultiplier/Min,Value/Adv,Misc/Alpha,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier,Loss/Loss_pi/Delta,Misc/gradient_norm,Safety/EpCostShield,Loss/Loss_pi,Misc/FinalStepNorm,Time/Total,Safety/ShieldLagrangeMultiplier/Max,Value/cost,Value/reward,Train/PolicyRatio/Min,Safety/shield_violation,Time/Epoch,Misc/H_inv_g,Time/Rollout,Misc/AcceptanceStep,Metrics/EpRet
10,16.771438598632812,1.4341951608657837,33.21242141723633,0.03599999472498894,0,20000.0,259.05089712,0.9993025660514832,0.009042436257004738,1746546036.2831128,0,1,0.03599999472498894,0.005548135843127966,1000,138.9833526611328,78.55000305175781,0.009042436257004738,0.0004931462462991476,33.21242141723633,0.9993025660514832,0.00027866673190146685,0,1.0154930353164673,0.04500000178813934,1.3732909920349812e-08,1.8986331224441528,3.047644853591919,0,0.04500000178813934,0.03599999472498894,0.03289651498198509,0.06463039666414261,140.75,0.03289651498198509,0.3160587251186371,143.90426635742188,0.04500000178813934,0.14056164026260376,-0.06179578974843025,0.9993025660514832,-0.031287580728530884,143.90213012695312,0.16646645963191986,127.13066864013672,1,0.1386270821094513
10,16.8209285736084,1.452476143836975,32.460548400878906,0.0708647295832634,0,40000.0,371.762036049,1.0003688335418701,-0.0026970943436026573,1746546150.3426576,0,2,0.0708647295832634,0.006555262021720409,1000,175.5064239501953,71.05000305175781,0.0063453419134020805,0.0002606922935228795,-0.7518730163574219,1.0003687143325806,0.00046328341704793274,1,1.0341721773147583,0.08004650473594666,1.9836425835251248e-08,1.746705412864685,3.770134449005127,0,0.08004650473594666,0.0708647295832634,0.06362366303801537,0.10958859324455261,158.64999389648438,0.09652017802000046,0.2616784870624542,257.9521484375,0.08004650473594666,1.4324908256530762,-0.0414874292910099,1.0003688335418701,1.866899847984314,113.95594024658203,0.14981260895729065,97.1349868774414,1,0.35431140661239624
10,16.457324981689453,1.449600100517273,28.210155487060547,0.10573448985815048,0,60000.0,486.840268488,0.9981867671012878,-0.002539250301197171,1746546263.0537643,0,3,0.10573448985815048,0.0043457853607833385,1000,177.6167449951172,72.5,0.0038060916122049093,0.0012821914860978723,-4.250392913818359,0.9981867671012878,0.0002368122077314183,2,1.0311721563339233,0.11517205089330673,1.5640258865801115e-08,2.1452620029449463,3.1453254222869873,0,0.11517205089330673,0.10573448985815048,0.02936374396085739,0.03586254641413689,173.39999389648438,0.12588392198085785,0.37266606092453003,370.65655517578125,0.11517205089330673,2.815460443496704,-0.025252273306250572,0.9981867671012878,4.858059406280518,112.60200500488281,0.17371587455272675,96.1446533203125,1,0.45089277625083923
10,16.92131996154785,1.4330772161483765,26.315229415893555,0.1406899094581604,0,80000.0,597.193105666,0.998723030090332,0.01117939711548388,1746546378.1320617,0,4,0.1406899094581604,0.005139563232660294,1000,173.96463012695312,76.8125,0.01498548872768879,0.0009029540815390646,-1.8949260711669922,0.998723030090332,0.00025546050164848566,3,1.0143135786056519,0.1503661721944809,4.577636492086867e-09,1.9726566076278687,0.321571409702301,0,0.1503661721944809,0.1406899094581604,-0.009908042848110199,0.058002520352602005,174.14999389648438,0.11597587913274765,0.34051716327667236,485.73284912109375,0.1503661721944809,5.781423568725586,-0.0008632457465864718,0.998723030090332,7.704080581665039,114.96590423583984,0.172618567943573,98.04456329345703,1,0.758918285369873
10,16.471492767333984,1.4438787698745728,16.30126953125,0.17557576298713684,0,100000.0,709.415138562,1.0013703107833862,-0.009405883029103279,1746546488.4848783,0,5,0.17557576298713684,0.007855303585529327,1000,181.412109375,71.2300033569336,0.00557960569858551,0.0009689279249869287,-10.013959884643555,1.0013703107833862,0.00034047605004161596,4,1.025383472442627,0.18481680750846863,-6.103515470812226e-09,1.5956337451934814,-0.30666112899780273,0,0.18481680750846863,0.17557576298713684,-0.15765228122472763,0.16866007447242737,116.5,-0.04167640209197998,0.2962981164455414,596.0908203125,0.18481680750846863,5.683807849884033,0.01571061462163925,1.0013703107833862,10.353006362915039,110.24622344970703,0.18569305539131165,93.77470397949219,1,0.7986626625061035
10,16.58661651611328,1.4423319101333618,19.812541961669922,0.21032366156578064,0,120000.0,824.35077203,1.000149130821228,0.007401313632726669,1746546600.7069561,0,6,0.21032366156578064,0.009379614144563675,1000,178.41539001464844,67.68000030517578,0.01298091933131218,0.00010547952115302905,3.511272430419922,1.000149130821228,0.0003922343021258712,5,1.024011254310608,0.21940425038337708,9.155272984173735e-09,1.4602333307266235,1.0700455904006958,0,0.21940425038337708,0.21032366156578064,0.11961357295513153,0.15045103430747986,156.0500030517578,0.07793717086315155,0.3060774505138397,708.2955322265625,0.21940425038337708,5.821575164794922,0.03183131664991379,1.000149130821228,9.459114074707031,112.09795379638672,0.20960858464241028,95.51132202148438,1,1.2407057285308838
10,16.80422019958496,1.4399555921554565,15.866950988769531,0.24499711394309998,0,140000.0,939.745546026,0.9994630217552185,-0.0012335339561104774,1746546715.6426144,0,7,0.24499711394309998,0.009993764571845531,1000,174.18910217285156,68.29000091552734,0.011747385375201702,0.0003797149984166026,-3.9455909729003906,0.9994630217552185,0.0002825461851898581,6,1.0217827558517456,0.254158616065979,8.392333938900265e-09,1.4146538972854614,3.944124698638916,0,0.254158616065979,0.24499711394309998,0.030190952122211456,0.08432312309741974,162.9499969482422,0.108128122985363,0.33441099524497986,823.2396240234375,0.254158616065979,5.633488178253174,0.10372234880924225,0.9994630217552185,9.726807594299316,114.8177490234375,0.23639069497585297,98.01350402832031,1,1.6421027183532715
10,16.987953186035156,1.4367514848709106,23.937992095947266,0.27953240275382996,0,160000.0,1053.938637834,0.9983210563659668,0.010590114630758762,1746546831.0373473,0,8,0.27953240275382996,0.01755336858332157,1000,173.431396484375,65.31999969482422,0.022337500005960464,0.0011872205650433898,8.071041107177734,0.9983210563659668,0.00034508094540797174,7,1.0186530351638794,0.28936871886253357,-1.0681151962899094e-08,1.0674183368682861,2.9604785442352295,0,0.28936871886253357,0.27953240275382996,0.17375991493463516,0.09423615783452988,234.5,0.28188803791999817,0.31791695952415466,938.6736450195312,0.28936871886253357,5.415611267089844,0.14821837842464447,0.9983210563659668,11.569592475891113,115.31938171386719,0.2978372573852539,98.33140563964844,1,2.3215622901916504
10,16.465078353881836,1.4280270338058472,18.846529006958008,0.3137747049331665,0,180000.0,1167.741150496,0.9993932247161865,0.004456864669919014,1746546945.230506,0,9,0.3137747049331665,0.015637917444109917,1000,175.25729370117188,59.470001220703125,0.02679436467587948,0.000429054896812886,-5.091463088989258,0.9993932247161865,0.0003185158711858094,8,1.0096608400344849,0.3244459629058838,-1.5258788677030566e-09,1.1309031248092651,0.16174763441085815,0,0.3244459629058838,0.3137747049331665,-0.12166939675807953,0.1250101774930954,158.9499969482422,0.16021864116191864,0.31107139587402344,1052.867919921875,0.3244459629058838,5.698138236999512,0.20379628241062164,0.9993932247161865,9.247173309326172,114.11793518066406,0.2750645875930786,97.65283966064453,1,2.9414215087890625
10,16.991649627685547,1.416727066040039,14.565434455871582,0.34786689281463623,0,200000.0,1282.041480527,0.9992613792419434,0.013446001335978508,1746547059.0328436,0,10,0.34786689281463623,0.01648363471031189,1000,175.86764526367188,61.560001373291016,0.040240366011857986,0.0005222837207838893,-4.281094551086426,0.9992613792419434,0.0002755195600911975,9,0.9981212615966797,0.3591650724411011,9.918212917625624e-09,1.1015098094940186,0.27238696813583374,0,0.3591650724411011,0.34786689281463623,-0.14439511485397816,0.10065057873725891,139.8000030517578,0.015823526307940483,0.33557865023612976,1166.662841796875,0.3591650724411011,4.8732686042785645,0.2938825488090515,0.9992613792419434,10.938697814941406,113.72188568115234,0.3046533465385437,96.73021697998047,1,3.9123547077178955
