Metrics/LagrangeMultiplier/Min,Loss/Loss_reward_critic/Delta,Metrics/EpCost,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,Safety/shield_violation,Train/PolicyStd,Metrics/LagrangeMultiplier/Max,Value/Adv,Value/cost,Train/PolicyRatio,Loss/Loss_reward_critic,Metrics/EpLen,Time/Total,Train/PolicyRatio/Max,Train/StopIter,Metrics/EpRet,Train/PolicyRatio/Min,Time/Update,Safety/ShieldLagrangeMultiplier/Max,Train/Epoch,Train/PolicyRatio/Std,Time/Rollout,Metrics/LagrangeMultiplier,Safety/shield_adv_c,Train/LR,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Std,_runtime,Loss/Loss_pi,Value/reward,Train/Entropy,_timestamp,Loss/Loss_pi/Delta,Train/KL,TotalEnvSteps,Loss/Loss_cost_critic,Time/Epoch,Safety/ShieldLagrangeMultiplier,Time/FPS,_step,Safety/EpCostShield
0.035999998450279236,0.007412766106426716,21.100000381469727,8.54898452758789,0.04500000178813934,-0.1163676530122757,0.9975488185882568,0.035999998450279236,-0.11662827432155609,-0.14924025535583496,0.9996603727340698,0.007412766106426716,1000,286.7049560546875,0.9996603727340698,40,-2.172764778137207,0.9996603727340698,155.57022094726562,0.04500000178813934,0,0.009289138950407505,131.13327026367188,0.035999998450279236,NaN,0.0002969999914057553,0,0,531.284909129,-0.0623294822871685,0.05997682362794876,1.4164828062057495,1746544897.315104,-0.0623294822871685,0.0058928909711539745,20000.0,8.54898452758789,286.70361328125,0.04500000178813934,69.7584457397461,1,42.099998474121094
0.07100509107112885,-0.002265550196170807,25.875,4.34065055847168,0.07986635714769363,0.38254910707473755,0.9961783289909363,0.07100509107112885,0.14408773183822632,0.2529183626174927,0.9982233047485352,0.005147215910255909,1000,529.7614135742188,0.9982233047485352,40,-1.5474296808242798,0.9982233047485352,154.58840942382812,0.07986635714769363,1,0.014525821432471275,88.31832885742188,0.07100509107112885,NaN,0.00029399999766610563,0,0,789.245840438,-0.03406435623764992,0.01832401566207409,1.4151071310043335,1746545140.3416038,0.028265126049518585,0.01319260522723198,40000.0,12.88963508605957,242.90682983398438,0.07986635714769363,82.33609771728516,2,57.54999923706055
0.10524743795394897,0.000568329356610775,43.11666488647461,18.721649169921875,0.11254487931728363,4.0371880531311035,0.9866524934768677,0.10524743795394897,-0.21061739325523376,2.765929937362671,0.9982733130455017,0.005715545266866684,1000,787.4371948242188,0.9982733130455017,40,-0.8708063960075378,0.9982733130455017,153.8379364013672,0.11254487931728363,2,0.01268100831657648,103.72171020507812,0.10524743795394897,NaN,0.000291000003926456,0,0,1047.322707434,0.0277863722294569,0.02954648807644844,1.4054917097091675,1746545398.3023875,0.06185072846710682,0.0096333222463727,60000.0,31.611284255981445,257.55975341796875,0.11254487931728363,77.65188598632812,3,127.19999694824219
0.13952454924583435,0.0007288488559424877,53.23749923706055,-3.935617446899414,0.14575622975826263,6.320389270782471,0.9670289158821106,0.13952454924583435,0.0035713519901037216,3.569741725921631,0.9985469579696655,0.006444394122809172,1000,1045.7442626953125,0.9985470175743103,40,-0.3542150855064392,0.9985470175743103,150.68914794921875,0.14575622975826263,3,0.011364700272679329,107.21399688720703,0.13952454924583435,NaN,0.0002880000101868063,0,0,1304.754609535,0.05440015345811844,0.04520859196782112,1.3853366374969482,1746545656.3795493,0.026613781228661537,0.009584879502654076,80000.0,27.67566680908203,257.9032287597656,0.14575622975826263,77.54846954345703,4,151.75
0.17420241236686707,0.004017094615846872,53.88999938964844,-5.781730651855469,0.17951074242591858,7.976059436798096,0.9606838226318359,0.17420241236686707,0.17520597577095032,5.498026371002197,0.9992430210113525,0.010461488738656044,1000,1303.1878662109375,0.9992430210113525,40,0.25058791041374207,0.9992430210113525,151.13919067382812,0.17951074242591858,4,0.010896156542003155,106.14181518554688,0.17420241236686707,NaN,0.0002849999873433262,0,0,1557.939660879,-0.02784242108464241,0.07429760694503784,1.3786933422088623,1746545913.811011,-0.08224257454276085,0.00782275665551424,100000.0,21.893936157226562,257.28106689453125,0.17951074242591858,77.73599243164062,5,112.25
0.20921191573143005,0.003852679394185543,61.68000030517578,-3.6768436431884766,0.2135775089263916,6.767491340637207,0.9521061182022095,0.20921191573143005,0.08798205852508545,4.486647605895996,1.001204013824463,0.014314168132841587,1000,1556.40771484375,1.0012041330337524,40,1.5121639966964722,1.0012041330337524,150.87924194335938,0.2135775089263916,5,0.011049650609493256,102.17939758300781,0.20921191573143005,NaN,0.00028199999360367656,0,0,1811.586326631,0.0020059309899806976,0.1408461630344391,1.3696719408035278,1746546166.9960446,0.029848352074623108,0.008127727545797825,120000.0,18.217092514038086,253.0587158203125,0.2135775089263916,79.03304290771484,6,109.5999984741211
0.24452996253967285,0.0022995462641119957,70.08000183105469,3.921924591064453,0.2481422871351242,7.604445457458496,0.94472336769104,0.24452996253967285,-0.03571381792426109,4.063051700592041,0.9998074769973755,0.016613714396953583,1000,1810.017333984375,0.9998074769973755,40,2.6786530017852783,0.9998074769973755,150.58291625976562,0.2481422871351242,6,0.010480075143277645,102.90023040771484,0.24452996253967285,NaN,0.0002789999998640269,0,0,2066.27864857,0.06073176488280296,0.21254801750183105,1.3619579076766968,1746546420.6427786,0.058725833892822266,0.008331818506121635,140000.0,22.13901710510254,253.4832000732422,0.2481422871351242,78.90069580078125,7,135.14999389648438
0.28010857105255127,-0.0023340824991464615,63.369998931884766,-6.726153373718262,0.28237807750701904,9.325904846191406,0.9291131496429443,0.28010857105255127,-0.17727306485176086,5.466745853424072,1.0001895427703857,0.014279631897807121,1000,2064.7177734375,1.0001895427703857,40,3.453727960586548,1.0001895427703857,151.05734252929688,0.28237807750701904,7,0.011142509058117867,103.47885131835938,0.28010857105255127,NaN,0.00027600000612437725,0,0,2322.02409456,-0.11635883897542953,0.2306634783744812,1.3453712463378906,1746546675.3352978,-0.1770906038582325,0.008871711790561676,160000.0,15.412863731384277,254.5362548828125,0.28237807750701904,78.57426452636719,8,91.0999984741211
0.315787672996521,0.0034274980425834656,58.5,5.0661725997924805,0.3167933523654938,8.355476379394531,0.911598801612854,0.315787672996521,-0.05274596065282822,4.470839500427246,0.9995762705802917,0.017707129940390587,1000,2320.466064453125,0.9995762705802917,40,4.497779369354248,0.9995762705802917,149.44940185546875,0.3167933523654938,8,0.010744377970695496,106.14302825927734,0.315787672996521,NaN,0.0002730000123847276,0,0,2577.647258074,-0.011650054715573788,0.31222379207611084,1.3263317346572876,1746546931.0805957,0.10470878425985575,0.011388701386749744,180000.0,20.479036331176758,255.59254455566406,0.3167933523654938,78.24954223632812,9,112.55000305175781
0.3515239953994751,0.004373854026198387,57.81999969482422,-4.9626970291137695,0.3509998917579651,8.666529655456543,0.8998842835426331,0.3515239953994751,0.052756890654563904,4.556714057922363,1.0013372898101807,0.022080983966588974,1000,2576.140869140625,1.0013372898101807,40,5.247011661529541,1.0013372898101807,152.53428649902344,0.3509998917579651,9,0.010800426825881004,102.98653411865234,0.3515239953994751,NaN,0.0002699999895412475,0,0,2837.196390778,-0.09029902517795563,0.35705408453941345,1.3134307861328125,1746547186.7045217,-0.07864897046238184,0.008744796738028526,200000.0,15.516339302062988,255.52088928222656,0.3509998917579651,78.27149200439453,10,94.44999694824219
