Misc/A,TotalEnvSteps,Misc/s,Misc/Alpha,Loss/Loss_pi/Delta,Train/PolicyRatio,Misc/B,Train/StopIter,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Min,Misc/q,Time/Rollout,Train/PolicyStd,Misc/OptimCase,Misc/r,Value/Adv,Value/reward,Metrics/EpLen,Metrics/EpCost,Time/FPS,Train/LR,Time/Epoch,Loss/Loss_reward_critic/Delta,Misc/H_inv_g,Misc/Lambda_star,Misc/FinalStepNorm,Train/PolicyRatio/Max,Misc/xHx,Value/cost,Loss/Loss_pi,Train/Entropy,Misc/AcceptanceStep,Misc/gradient_norm,Misc/cost_gradient_norm,Misc/Nu_star,_step,Metrics/EpRet,Train/KL,Time/Update,_runtime,Loss/Loss_cost_critic,Train/Epoch,Loss/Loss_reward_critic,_timestamp,Train/PolicyRatio/Std,Time/Total
0.005228039808571339,20000.0,0.009283134713768959,1.8728251457214355,-0.006497027352452278,0.9998928904533386,-250783.796875,10,5.928839206695557,0.9998928904533386,0.005702099297195673,338.7576904296875,0.9973628520965576,0,-0.0020977994427084923,-1.0299681996173149e-08,-0.16122256219387054,1000,48.25,57.533626556396484,0,347.622802734375,0.008271628059446812,0.12067454308271408,0,0.3178045451641083,0.9998928904533386,0.005702099297195673,-0.11307962983846664,-0.006497027352452278,1.4161378145217896,1,0.11381236463785172,0.10646037012338638,1.467801809310913,1,-1.2419941425323486,0.00017814329476095736,8.865074157714844,689.874627939,5.928839206695557,0,0.008271628059446812,1743314832.1844385,7.575193740194663e-05,347.6241455078125
0.019253849983215332,40000.0,0.010158408433198929,1.0179940462112427,0.0033249075058847666,0.9996016621589661,-152233.890625,10,-2.4573895931243896,0.9996017217636108,0.019299199804663658,332.4311218261719,1.0150450468063354,0,0.0006787364836782217,4.577636492086867e-09,-0.15599292516708374,1000,39.32500076293945,58.61345291137695,0,341.2185974121094,-0.003580221440643072,0.19308163225650787,0,0.2874548137187958,0.9996017217636108,0.019299199804663658,0.5034475326538086,-0.0031721198465675116,1.4336872100830078,1,0.22265051305294037,0.10059487819671631,1.403143048286438,2,-0.7995061874389648,0.00016774881805758923,8.787444114685059,1034.063222013,3.471449613571167,1,0.0046914066188037395,1743315173.4977925,0.0002816533378791064,688.9202880859375
0.0061334786005318165,60000.0,0.006539210211485624,1.7927626371383667,0.0017764971125870943,1.0007857084274292,-138550.140625,10,-2.0489041805267334,1.0007857084274292,0.006222769618034363,335.4529724121094,1.0061395168304443,0,0.0007641297997906804,6.103515470812226e-09,-0.1429818868637085,1000,30.100000381469727,58.128509521484375,0,344.06524658203125,0.000562567263841629,0.1645578294992447,0,0.26777273416519165,1.0007857084274292,0.006222769618034363,0.8622929453849792,-0.0013956227339804173,1.4239411354064941,1,0.10112780332565308,0.07903265208005905,1.7488478422164917,3,-0.7685862183570862,0.0002007406874326989,8.612245559692383,1372.0488532,1.4225454330444336,2,0.005253973882645369,1743315517.6864,0.0005555516108870506,1033.0777587890625
0.010897151194512844,80000.0,0.013452526181936264,1.3151689767837524,-0.005531654227524996,0.9996768832206726,-61389.4375,10,0.5810685157775879,0.9996768832206726,0.011562892235815525,329.27105712890625,1.004126787185669,0,-0.0029926428105682135,2.2888182460434336e-09,-0.13714255392551422,1000,28.737499237060547,59.19269561767578,0,337.8795166015625,0.0009239302016794682,0.16169513761997223,0,0.3159559965133667,0.9996768832206726,0.011562892235815525,0.7062698602676392,-0.006927276961505413,1.421670913696289,1,0.1735171526670456,0.11852694302797318,1.2193065881729126,4,-0.8605915307998657,0.00013494206359609962,8.608445167541504,1710.623368606,2.0036139488220215,3,0.006177904084324837,1743315855.6720262,0.00022852022084407508,1371.0830078125
0.0067543284967541695,100000.0,0.012218795716762543,1.6575071811676025,0.005106204538606107,1.0000828504562378,-75634.203125,10,0.5627014636993408,1.0000828504562378,0.007279784418642521,329.9049377441406,1.0217739343643188,0,0.002533859107643366,6.103515470812226e-09,-0.1046157255768776,1000,30.399999618530273,59.089542388916016,0,338.4693603515625,-0.0014369436539709568,0.17239947617053986,0,0.29728636145591736,1.0000828504562378,0.007279784418642521,1.4812560081481934,-0.0018210724228993058,1.4385753870010376,1,0.11759734153747559,0.1048823893070221,1.2793830633163452,5,-0.8234637975692749,0.00017068523447960615,8.564411163330078,2050.484798305,2.5663154125213623,4,0.00474096043035388,1743316194.2464767,5.855603376403451e-05,1709.657470703125
0.0034584635868668556,120000.0,0.004617927595973015,2.4035394191741943,-0.000987768522463739,1.000020146369934,-121837.5625,10,-1.164516568183899,1.0000202655792236,0.0034619932994246483,331.1408996582031,1.024138331413269,0,-0.00012767210137099028,-6.866454960174906e-09,-0.10300803184509277,1000,23.719999313354492,58.86396026611328,0,339.7664794921875,0.001501147635281086,0.14998376369476318,0,0.3411979675292969,1.0000202655792236,0.0034619932994246483,2.2273528575897217,-0.0028088409453630447,1.4407373666763306,1,0.04294093698263168,0.07015940546989441,2.0810904502868652,6,-0.7828970551490784,0.0001419614563928917,8.625565528869629,2386.866008937,1.4017988443374634,5,0.006242108065634966,1743316534.1078892,1.4273788110585883e-05,2049.531982421875
0.005087026860564947,140000.0,0.00855833850800991,1.9811363220214844,-0.0008611686062067747,0.9998140335083008,-54970.41015625,10,0.228104829788208,0.9998140335083008,0.005095659755170345,327.6468811035156,1.037101149559021,0,-0.00027181589393876493,7.629394005448376e-09,-0.11795280873775482,1000,21.690000534057617,59.47428894042969,0,336.2797546386719,-0.0022470741532742977,0.1522528976202011,0,0.3530365228652954,0.9998140335083008,0.005095659755170345,1.4032148122787476,-0.0036700095515698195,1.4533228874206543,1,0.10070694237947464,0.0824534073472023,1.5286920070648193,7,-0.8686387538909912,0.00010696012759581208,8.632858276367188,2725.093635077,1.6299036741256714,6,0.003995033912360668,1743316870.4891927,0.0001315262634307146,2385.90283203125
0.005522190127521753,160000.0,0.014070951379835606,1.892160415649414,0.00031397328712046146,1.0006951093673706,-38087.109375,10,0.13317179679870605,1.0006951093673706,0.005586159415543079,329.4887390136719,1.0400220155715942,0,0.0009487405186519027,-1.2207030941624453e-08,-0.1099255383014679,1000,23.149999618530273,59.15046310424805,0,338.1207580566406,-0.0004976664204150438,0.17564119398593903,0,0.281759649515152,1.0006951093673706,0.005586159415543079,1.8111783266067505,-0.003356036264449358,1.4570640325546265,1,0.08525844663381577,0.1902799904346466,1.1922110319137573,8,-0.8258956670761108,0.00018051936058327556,8.631986618041992,3064.301207787,1.7630754709243774,7,0.0034973674919456244,1743317208.7167516,0.0004914884339086711,2724.127197265625
0.006290564313530922,180000.0,0.006384728010743856,1.7515232563018799,0.00232067983597517,0.9992154240608215,-69070.9453125,10,-0.4568721055984497,0.9992154836654663,0.006519247777760029,330.3760681152344,1.0353716611862183,0,0.0012083395849913359,-4.76837147544984e-09,-0.11103575676679611,1000,21.0,58.9836540222168,0,339.0769958496094,0.0013819753658026457,0.15371550619602203,0,0.3439607322216034,0.9992154836654663,0.006519247777760029,1.8551781177520752,-0.0010353564284741879,1.4525885581970215,1,0.12412723153829575,0.10400860011577606,1.7698785066604614,9,-0.821432888507843,0.00014354019367601722,8.700885772705078,3405.512328469,1.3062033653259277,8,0.00487934285774827,1743317547.924322,0.0005547368200495839,3063.30908203125
0.021288512274622917,200000.0,0.007953206077218056,0.9630693793296814,-0.0011680384632200003,1.0000804662704468,-34689.359375,10,0.181726336479187,1.0000804662704468,0.021563272923231125,332.5067443847656,1.0466521978378296,0,0.0014782515354454517,0.0,-0.11951490491628647,1000,16.610000610351562,58.62624740600586,0,341.1441345214844,0.0009317691437900066,0.2336907982826233,0,0.31742602586746216,1.0000804662704468,0.021563272923231125,1.5634897947311401,-0.002203394891694188,1.462563157081604,1,0.28687456250190735,0.08855905383825302,1.5857824087142944,10,-0.952975332736969,0.00015712845197413117,8.637371063232422,3744.467151563,1.4879297018051147,9,0.005811112001538277,1743317889.135371,5.6870161643018946e-05,3404.58203125
