Time/Rollout,Train/PolicyRatio,Misc/A,Loss/Loss_cost_critic,Misc/r,Misc/H_inv_g,_step,Loss/Loss_pi,Metrics/EpCost,Misc/q,Time/Update,Misc/cost_gradient_norm,Misc/OptimCase,Train/PolicyStd,Misc/s,Train/StopIter,Misc/FinalStepNorm,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Loss/Loss_pi/Delta,Train/PolicyRatio/Std,_timestamp,Value/cost,Metrics/EpRet,Misc/B,Train/Epoch,Misc/Lambda_star,Train/PolicyRatio/Min,_runtime,Loss/Loss_reward_critic/Delta,Time/FPS,Misc/xHx,Value/reward,Misc/gradient_norm,Train/LR,Misc/Nu_star,Train/KL,Time/Epoch,Time/Total,Train/Entropy,Loss/Loss_cost_critic/Delta,Misc/Alpha,TotalEnvSteps,Metrics/EpLen,Value/Adv,Misc/AcceptanceStep
78.22296142578125,1.0006767511367798,0.004582567606121302,1.7457622289657593,-0.00014645431656390429,0.13086728751659393,1,-0.002319146879017353,12.550000190734863,0.004586688708513975,11.558679580688477,0.044683605432510376,0,0.9940244555473328,0.005204702727496624,10,0.3340197205543518,1.0006768703460693,0.007103379350155592,-0.002319146879017353,0.00047850722330622375,1743317401.4735868,0.015690723434090614,-1.5958536863327026,-30261.5,0,0.0,1.0006768703460693,179.741904024,0.007103379350155592,222.76263427734375,0.004586688708513975,-0.054905980825424194,0.08340508490800858,0,1.960273265838623,0.0001277775299968198,89.78166198730469,89.78273010253906,1.4126962423324585,1.7457622289657593,2.088165521621704,20000.0,1000,4.577636492086867e-09,1
77.48623657226562,1.00091552734375,0.011751247569918633,1.670517086982727,-0.001200048252940178,0.18149922788143158,2,-0.0056103430688381195,17.450000762939453,0.011845143511891365,11.509265899658203,0.08019542694091797,0,1.0221318006515503,0.01533740758895874,10,0.3284206688404083,1.00091552734375,0.0089267548173666,-0.0032911961898207664,0.0006473194225691259,1743317490.5301793,0.19460603594779968,-1.832831621170044,-19853.55078125,1,0.0,1.00091552734375,268.855287887,0.001823375467211008,224.73037719726562,0.011845143511891365,-0.08102499693632126,0.16305860877037048,0,1.1419283151626587,0.00012567383237183094,88.99553680419922,178.88343811035156,1.4400949478149414,-0.07524514198303223,1.2994053363800049,40000.0,1000,-2.0599363992346298e-08,1
77.58223724365234,1.0000957250595093,0.009258631616830826,2.697944164276123,-0.0023268251679837704,0.18512730300426483,3,-0.006925634574145079,20.066667556762695,0.009533850476145744,11.461491584777832,0.10724639892578125,0,1.0506421327590942,0.019672011956572533,10,0.3351416289806366,1.0000957250595093,0.008394639007747173,-0.0013152915053069592,6.76597555866465e-05,1743317579.6434197,1.5535047054290771,-1.6346789598464966,-20469.2109375,2,0.0,1.0000957250595093,359.092059815,-0.0005321158096194267,224.6086883544922,0.009533850476145744,-0.08020003885030746,0.12159165740013123,0,1.0083017349243164,0.00013006709923502058,89.04375457763672,267.990478515625,1.4680309295654297,1.027427077293396,1.448373556137085,60000.0,1000,1.5258788677030566e-09,1
78.58142852783203,1.000465989112854,0.008280554786324501,0.5617638230323792,-7.6236596214585e-05,0.19789119064807892,4,-0.0025375145487487316,15.587499618530273,0.008281656540930271,11.523056983947754,0.04360369220376015,0,1.0601872205734253,0.005274566356092691,10,0.34195026755332947,1.0004661083221436,0.005643206648528576,0.004388120025396347,0.00032953216577880085,1743317669.8803105,0.8724191188812256,-1.3563542366027832,-46064.37109375,3,0.0,1.0004661083221436,448.906621994,-0.0027514323592185974,221.9644775390625,0.008281656540930271,-0.04881524667143822,0.09873390942811966,0,1.9472477436065674,0.0001256727409781888,90.1045150756836,358.1633605957031,1.4773343801498413,-2.136180341243744,1.554018259048462,80000.0,1000,-2.8610229740877458e-09,1
78.19973754882812,1.001186490058899,0.012968785129487514,1.7410634756088257,0.0004836429434362799,0.21356140077114105,5,-0.0049935923889279366,17.770000457763672,0.012979220598936081,11.527064323425293,0.1100301593542099,0,1.0517395734786987,0.022415321320295334,10,0.29994794726371765,1.0011866092681885,0.007526165805757046,-0.002456077840179205,0.0008390032453462481,1743317759.694955,0.8486970663070679,-1.358144998550415,-14087.34375,4,0.0,1.0011866092681885,538.562941335,0.0018829591572284698,222.89878845214844,0.012979220598936081,-0.08384063839912415,0.14699743688106537,0,0.9445880055427551,0.00016413399134762585,89.72682189941406,448.0208435058594,1.469185471534729,1.1792996525764465,1.2413393259048462,100000.0,1000,6.866454960174906e-09,1
78.02325439453125,1.0004611015319824,0.014511470682919025,0.6252397298812866,-7.618042582180351e-05,0.24354012310504913,6,-0.0019754667300730944,15.829999923706055,0.014512807130813599,11.541427612304688,0.04697728157043457,0,1.0611900091171265,0.004341719672083855,10,0.3490862250328064,1.0004611015319824,0.00505817960947752,0.003018125658854842,0.0003260480298195034,1743317849.3511848,1.2828197479248047,-1.1845180988311768,-57716.359375,5,0.0,1.0004611015319824,628.458918189,-0.0024679861962795258,223.30226135253906,0.014512807130813599,-0.07807998359203339,0.13574330508708954,0,2.146266222000122,0.00010949693387374282,89.564697265625,537.6752319335938,1.478156566619873,-1.115823745727539,1.1739217042922974,120000.0,1000,3.051757735406113e-09,1
78.2303695678711,1.0000938177108765,0.010948371142148972,0.9014884829521179,0.0008980209240689874,0.19341838359832764,7,-0.0008884405251592398,12.819999694824219,0.01111555565148592,11.525045394897461,0.042455270886421204,0,1.0749555826187134,0.00482364185154438,10,0.31896916031837463,1.0000938177108765,0.004787891637533903,0.0010870262049138546,6.636724720010534e-05,1743317939.2471073,0.9497764706611633,-0.8783736228942871,-34072.171875,6,0.0,1.0000938177108765,718.055946114,-0.00027028797194361687,222.82769775390625,0.01111555565148592,-0.0875532254576683,0.1299663931131363,0,2.0362308025360107,0.0001463449589209631,89.75544738769531,627.5205078125,1.4905751943588257,0.2762487530708313,1.3413718938827515,140000.0,1000,-3.051757735406113e-09,1
77.9974365234375,1.000250220298767,0.01195556204766035,0.7635177969932556,0.0013389625819399953,0.23015251755714417,8,-0.0013103615492582321,9.40999984741211,0.012183040380477905,11.524120330810547,0.053267985582351685,0,1.074509859085083,0.00788125954568386,10,0.3295080363750458,1.000250220298767,0.00411575473845005,-0.00042192102409899235,0.00017690437380224466,1743318028.8441815,1.2178364992141724,-0.7706834673881531,-11235.23828125,7,0.0,1.000250220298767,807.573442691,-0.0006721368990838528,223.40980529785156,0.012183040380477905,-0.07320792227983475,0.14287123084068298,0,1.5930041074752808,0.00012826560123357922,89.52159118652344,717.1830444335938,1.4894460439682007,-0.1379706859588623,1.2812590599060059,160000.0,1000,-8.01086397217432e-09,1
77.62693786621094,0.9998553395271301,0.014189362525939941,0.5240157842636108,0.0007179640233516693,0.24585729837417603,9,-0.0012004304444417357,10.470000267028809,0.01429789699614048,11.79254150390625,0.05281604453921318,0,1.055050015449524,0.00474939402192831,10,0.32668545842170715,0.9998553991317749,0.004850160330533981,0.00010993110481649637,0.00010230445332126692,1743318118.361699,1.1029189825057983,-0.9388958811759949,-23080.962890625,8,0.0,0.9998553991317749,898.18164226,0.000734405592083931,223.6648712158203,0.01429789699614048,-0.08315245062112808,0.13877707719802856,0,2.0520853996276855,0.0001551010791445151,89.41949462890625,806.677978515625,1.4708843231201172,-0.23950201272964478,1.1827113628387451,180000.0,1000,-3.814697002724188e-09,1
78.9395751953125,0.9999672770500183,0.015834946185350418,0.4084860682487488,-0.0007103802636265755,0.2170785665512085,10,-0.0025716291274875402,6.159999847412109,0.01594843715429306,11.54574203491211,0.05829063802957535,0,1.0343166589736938,0.004446512553840876,10,0.3162308633327484,0.9999672770500183,0.008765622973442078,-0.0013711986830458045,2.312457945663482e-05,1743318208.969764,0.9646773338317871,-0.8970922827720642,-8533.75,9,0.0,0.9999672770500183,987.627376055,0.003915462642908096,221.03028869628906,0.01594843715429306,-0.10240428149700165,0.19052132964134216,0,2.1208245754241943,0.00014318004832603037,90.48533630371094,897.2633666992188,1.4515142440795898,-0.11552971601486206,1.1198395490646362,200000.0,1000,-2.2888182460434336e-09,1
