_runtime,Safety/ShieldLagrangeMultiplier/Std,Train/Entropy,Loss/Loss_cost_critic,Safety/shield_adv_c,Misc/xHx,_timestamp,TotalEnvSteps,Metrics/LagrangeMultiplier,Train/KL,Value/Adv,Misc/gradient_norm,Train/StopIter,Train/PolicyRatio,Misc/AcceptanceStep,Metrics/EpLen,Time/Epoch,Train/PolicyRatio/Min,Train/Epoch,Train/PolicyRatio/Max,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Std,Time/Total,Misc/H_inv_g,Value/reward,Loss/Loss_pi/Delta,Metrics/EpRet,Loss/Loss_reward_critic,Value/cost,Train/PolicyStd,Metrics/LagrangeMultiplier/Min,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Max,Time/Rollout,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpCost,Safety/EpCostShield,Time/FPS,Time/Update,Safety/ShieldLagrangeMultiplier,Misc/FinalStepNorm,_step,Safety/shield_violation,Loss/Loss_pi,Misc/Alpha,Train/LR
179.774600277,0,1.4248971939086914,7.954409599304199,0.3119562566280365,0.002049405360594392,1746496469.9763355,20000.0,0.035999998450279236,0.0004018690378870815,3.280639404579233e-08,0.06846074759960175,10,1.0012741088867188,1,1000,101.16027069091797,1.0012741088867188,0,1.0012741088867188,7.954409599304199,0,101.16248321533203,0.07504373043775558,-0.19454966485500336,-0.42415452003479004,0.16948238015174866,0.005518236197531223,0.06282047182321548,1.0059870481491089,0.035999998450279236,0.005518236197531223,0.0009009310160763562,0.044999994337558746,0.035999998450279236,87.1107177734375,0.044999994337558746,29.299999237060547,39.25,197.70606994628906,14.049530982971191,0.044999994337558746,0.23443065583705902,1,0.04899556189775467,-0.42415452003479004,3.1239206790924072,0
266.022655999,0,1.4460865259170532,8.378296852111816,0.14276103675365448,0.0031277923844754696,1746496547.5837789,40000.0,0.06994001567363739,0.0004446366219781339,4.959106458812812e-09,0.08674465119838715,10,1.0015252828598022,1,1000,77.54412078857422,1.0015252828598022,1,1.0015252828598022,0.4238872528076172,0,178.80975341796875,0.0747268795967102,-0.16450057923793793,-0.04236769676208496,-0.3943459689617157,0.0035147264134138823,0.7850064635276794,1.0277882814407349,0.06994001567363739,-0.002003509784117341,0.0010785659542307258,0.07933498919010162,0.06994001567363739,63.813987731933594,0.07933498919010162,19.424999237060547,28.950000762939453,257.9176940917969,13.730114936828613,0.07933498919010162,0.188960999250412,2,0.9951318502426147,-0.466522216796875,2.528688430786133,0
348.891920671,0,1.4983888864517212,11.22215461730957,-0.10684776306152344,0.0032321857288479805,1746496633.8316522,60000.0,0.10414990782737732,0.0003247717977501452,-5.035400363340159e-08,0.049859389662742615,10,1.000810146331787,1,1000,86.16629028320312,1.000810146331787,2,1.000810146331787,2.843857765197754,0,265.0389099121094,0.11716912686824799,-0.14353220164775848,0.1294388473033905,-0.20480963587760925,0.0016518916236236691,1.4105920791625977,1.083319067955017,0.10414990782737732,-0.001862834789790213,0.0005728599498979747,0.11308684945106506,0.10414990782737732,69.93317413330078,0.11308684945106506,23.149999618530273,66.0,232.10934448242188,16.233095169067383,0.11308684945106506,0.2914602756500244,3,2.448105573654175,-0.3370833694934845,2.4875175952911377,0
433.2550627,0,1.5484710931777954,6.295675754547119,0.4488721191883087,0.002616739133372903,1746496716.7010927,80000.0,0.13809435069561005,0.0003504897467792034,-6.866454960174906e-09,0.05523230880498886,10,1.0013285875320435,1,1000,82.78425598144531,1.001328706741333,3,1.001328706741333,-4.926478862762451,0,347.9038391113281,0.10855025798082352,-0.11806772649288177,-0.08356291055679321,-0.11434461921453476,0.002623796695843339,1.55843186378479,1.1385434865951538,0.13809435069561005,0.0009719050722196698,0.0009394813678227365,0.1472441405057907,0.13809435069561005,68.87527465820312,0.1472441405057907,19.237499237060547,48.70000076293945,241.5918426513672,13.908964157104492,0.1472441405057907,0.3000991940498352,4,2.5216026306152344,-0.4206462800502777,2.764610528945923,0
516.381918513,0,1.5686174631118774,3.6583809852600098,-0.49606993794441223,0.001927850185893476,1746496801.0642004,100000.0,0.17165158689022064,0.0002641676692292094,2.5177001816700795e-08,0.02766602486371994,10,1.0009621381759644,1,1000,84.2154312133789,1.0009621381759644,4,1.0009621381759644,-2.6372947692871094,0,432.204833984375,0.11239200830459595,-0.09715799242258072,0.00427660346031189,-0.006017172243446112,0.0012571952538564801,1.2777650356292725,1.161603569984436,0.17165158689022064,-0.0013666014419868588,0.0006803063442930579,0.17932935059070587,0.17165158689022064,69.55815124511719,0.17932935059070587,17.260000228881836,19.299999237060547,237.48617553710938,14.657262802124023,0.17932935059070587,0.3620034456253052,5,2.458364486694336,-0.4163696765899658,3.220900058746338,0
597.779530652,0,1.5850635766983032,5.297519207000732,-0.4191669225692749,0.001465331413783133,1746496884.191075,120000.0,0.20436125993728638,0.0003156672464683652,-4.577636492086867e-09,0.05095070227980614,10,1.0024372339248657,1,1000,83.05638885498047,1.0024373531341553,5,1.0024373531341553,1.6391382217407227,0,515.409912109375,0.08370565623044968,-0.07292129099369049,0.016471385955810547,0.10321320593357086,0.002514936961233616,1.2273715734481812,1.181068778038025,0.20436125993728638,0.0012577417073771358,0.001723356544971466,0.21199946105480194,0.20436125993728638,69.27285766601562,0.21199946105480194,13.4399995803833,42.75,240.80026245117188,13.783512115478516,0.21199946105480194,0.3092433512210846,6,2.5814716815948486,-0.3998982906341553,3.6944141387939453,0
680.995284977,0,1.6223868131637573,3.6510720252990723,-0.21923765540122986,0.0015161300543695688,1746496965.5885499,140000.0,0.23643404245376587,0.00033094073296524584,1.907348590179936e-08,0.04648362100124359,10,1.0010954141616821,1,1000,81.32772827148438,1.0010955333709717,6,1.0010955333709717,-1.6464471817016602,0,596.8067016601562,0.08071049302816391,-0.04829771816730499,0.04360544681549072,0.30574965476989746,0.0022755616810172796,0.8507699370384216,1.2265888452529907,0.23643404245376587,-0.00023937528021633625,0.0007746028713881969,0.24506212770938873,0.23643404245376587,67.2901382446289,0.24506212770938873,13.100000381469727,42.25,245.91859436035156,14.037559509277344,0.24506212770938873,0.29314014315605164,7,0.653285801410675,-0.35629284381866455,3.631995677947998,0
766.924869124,0,1.665861964225769,5.176283359527588,1.0128097534179688,0.0018319881055504084,1746497048.8044984,160000.0,0.2674078643321991,0.00032446335535496473,-1.831054596834747e-08,0.03998895362019539,10,1.0017000436782837,1,1000,83.14671325683594,1.0017001628875732,7,1.0017001628875732,1.5252113342285156,0,680.024658203125,0.08710692077875137,-0.04051598533987999,0.050390809774398804,0.3930904269218445,0.0009999566245824099,0.9840552806854248,1.2813286781311035,0.2674078643321991,-0.0012756050564348698,0.0012021405855193734,0.27897533774375916,0.2674078643321991,68.98450469970703,0.27897533774375916,9.819999694824219,64.80000305175781,240.53866577148438,14.162193298339844,0.27897533774375916,0.2878095209598541,8,1.3094063997268677,-0.30590203404426575,3.3040947914123535,0
849.365739534,0,1.711917519569397,11.246048927307129,-0.19893500208854675,0.004161910153925419,1746497134.733863,180000.0,0.29872646927833557,0.00036276489845477045,-1.2969969986897922e-08,0.06830570846796036,10,1.001268982887268,1,1000,85.8528060913086,1.0012691020965576,8,1.0012691020965576,6.069765567779541,0,765.9449462890625,0.11926495283842087,-0.02333764173090458,0.03748941421508789,0.48846542835235596,0.001122522633522749,1.750010371208191,1.3423986434936523,0.29872646927833557,0.0001225660089403391,0.0008973907097242773,0.31349536776542664,0.29872646927833557,71.74476623535156,0.31349536776542664,16.540000915527344,88.8499984741211,232.9568634033203,14.108010292053223,0.31349536776542664,0.26144537329673767,9,2.764533281326294,-0.26841261982917786,2.192139148712158,0
932.348693527,0,1.7464996576309204,6.835958480834961,0.7151864767074585,0.0018368321470916271,1746497217.174919,200000.0,0.3303070366382599,0.0002919097023550421,7.629394338515283e-10,0.05132012441754341,10,1.002771019935608,1,1000,82.30337524414062,1.0027711391448975,9,1.0027711391448975,-4.410090446472168,0,848.326416015625,0.09493434429168701,-0.011013347655534744,-0.1461188793182373,0.5495612621307373,0.0020896880887448788,1.0506986379623413,1.3912111520767212,0.3303070366382599,0.0009671654552221298,0.0019594912882894278,0.34733277559280396,0.3303070366382599,67.96356964111328,0.34733277559280396,16.350000381469727,36.650001525878906,243.00340270996094,14.339786529541016,0.34733277559280396,0.31325817108154297,10,2.8576862812042236,-0.41453149914741516,3.2997350692749023,0
