Train/StopIter,Value/reward,Safety/shield_violation,Loss/Loss_pi/Delta,Metrics/EpCost,Metrics/EpRet,Train/PolicyStd,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Max,Time/Update,Time/FPS,Value/Adv,Value/cost,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Std,Train/Epoch,Time/Epoch,_timestamp,Train/Entropy,Train/PolicyRatio/Max,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,Train/KL,Metrics/LagrangeMultiplier,Time/Rollout,Loss/Loss_reward_critic,Loss/Loss_cost_critic/Delta,Loss/Loss_pi,Metrics/LagrangeMultiplier/Max,_runtime,_step,TotalEnvSteps,Safety/shield_adv_c,Train/LR,Time/Total,Metrics/EpLen,Train/PolicyRatio/Std,Train/PolicyRatio/Min,Loss/Loss_cost_critic
40,0.22909052670001984,-0.010935344733297825,-0.033671632409095764,5.199999809265137,-0.6580424308776855,0.9924467206001282,23.200000762939453,0.044999994337558746,147.39923095703125,66.392822265625,-0.15738743543624878,0.09558604657649994,0.044999994337558746,0.03599999472498894,0.9983870983123779,0,0,0,301.2373962402344,1746563847.3375902,1.4113523960113525,0.9983871579170227,0.00659938994795084,0.044999994337558746,0.007618838455528021,0.03599999472498894,153.8380126953125,0.00659938994795084,3.253037214279175,-0.033671632409095764,0.03599999472498894,559.88813148,1,20000.0,NaN,0.0002969999914057553,301.23876953125,1000,0.00948098674416542,0.9983871579170227,3.253037214279175
40,0.19019104540348053,0.46216249465942383,0.027917832136154175,19.625,-0.2276894748210907,0.9939849376678467,51.54999923706055,0.07837311923503876,148.70423889160156,77.76658630371094,0.05649714171886444,0.19913364946842194,0.07837311923503876,0.06718076765537262,0.9982680678367615,0,0,1,257.17987060546875,1746564104.6219509,1.4128862619400024,0.9982680678367615,-0.00010765111073851585,0.07837311923503876,0.012401922605931759,0.06718076765537262,108.47554779052734,0.006491738837212324,11.013761758804321,-0.005753800272941589,0.06718076765537262,822.941097777,2,40000.0,NaN,0.00029399999766610563,558.5308837890625,1000,0.012754663825035095,0.9982680678367615,14.266798973083496
40,0.16288639605045319,1.499650239944458,0.03265514224767685,24.816667556762695,0.1412668228149414,0.9783495664596558,71.69999694824219,0.11190121620893478,152.3644256591797,76.05535125732422,0.0074454136192798615,1.2312688827514648,0.11190121620893478,0.09974666684865952,0.9980642795562744,0,0,2,262.96636962890625,1746564367.675444,1.3969788551330566,0.9980642795562744,0.0004347139038145542,0.11190121620893478,0.012625510804355145,0.09974666684865952,110.60186004638672,0.006926452741026878,-1.2233448028564453,0.02690134197473526,0.09974666684865952,1090.130798672,3,60000.0,NaN,0.000291000003926456,821.5993041992188,1000,0.013071568682789803,0.9980642795562744,13.04345417022705
40,0.15206007659435272,3.490262508392334,-0.018570312298834324,27.575000762939453,0.6887105107307434,0.9626626372337341,71.9000015258789,0.14606153964996338,148.22389221191406,74.87909698486328,-0.18351495265960693,2.3143181800842285,0.14606153964996338,0.133233442902565,0.9982467889785767,0,0,3,267.0972595214844,1746564634.864507,1.3808040618896484,0.9982467889785767,0.005729823373258114,0.14606153964996338,0.011998258531093597,0.133233442902565,118.87329864501953,0.012656276114284992,0.9816503524780273,0.008331029675900936,0.133233442902565,1355.823850893,4,80000.0,NaN,0.0002880000101868063,1088.771240234375,1000,0.012421144172549248,0.9982467889785767,14.025104522705078
40,0.1654340773820877,4.137875080108643,0.18453697953373194,43.290000915527344,1.174622654914856,0.9535709619522095,162.3000030517578,0.17838865518569946,146.71620178222656,75.30613708496094,-0.021544035524129868,2.6363723278045654,0.17838865518569946,0.16666598618030548,0.9968350529670715,0,0,4,265.5826110839844,1746564900.5575507,1.3712754249572754,0.9968350529670715,0.000983712263405323,0.17838865518569946,0.012666276656091213,0.16666598618030548,118.86634063720703,0.013639988377690315,10.259166717529297,0.19286800920963287,0.16666598618030548,1620.826385934,5,100000.0,NaN,0.0002849999873433262,1354.45849609375,1000,0.012250459752976894,0.9968350529670715,24.284271240234375
40,0.20739416778087616,6.681406021118164,-0.0066762566566467285,61.95000076293945,2.0543694496154785,0.9542413353919983,174.4499969482422,0.21139132976531982,146.42652893066406,75.49850463867188,0.11574144661426544,3.8587710857391357,0.21139132976531982,0.1998695731163025,0.9952290058135986,0,0,5,264.9059143066406,1746565165.5605037,1.3720062971115112,0.9952290058135986,0.0023057125508785248,0.21139132976531982,0.015454769134521484,0.1998695731163025,118.47931671142578,0.01594570092856884,1.0777606964111328,0.18619175255298615,0.1998695731163025,1888.757258279,6,120000.0,NaN,0.00028199999360367656,1619.47705078125,1000,0.01261779386550188,0.9952290058135986,25.362031936645508
40,0.2541761100292206,7.030772686004639,-0.21152091212570667,65.81999969482422,2.9878242015838623,0.9412578344345093,90.6500015258789,0.24439895153045654,146.0533447265625,74.66802215576172,-0.0701587051153183,3.9341843128204346,0.24439895153045654,0.23367814719676971,1.0000065565109253,0,0,6,267.8522644042969,1746565433.4914362,1.3582485914230347,1.0000066757202148,0.0022072624415159225,0.24439895153045654,0.014370214194059372,0.23367814719676971,121.79884338378906,0.018152963370084763,-10.766879081726074,-0.025329159572720528,0.23367814719676971,2155.255499991,7,140000.0,NaN,0.0002789999998640269,1887.4173583984375,1000,0.01265004649758339,1.0000066757202148,14.595152854919434
40,0.2782280743122101,8.307744026184082,0.07214839570224285,69.83000183105469,3.6712844371795654,0.9408755898475647,128.1999969482422,0.2780802249908447,149.47909545898438,75.17019653320312,-0.23622003197669983,3.928471565246582,0.2780802249908447,0.26813197135925293,0.9983897805213928,0,0,7,266.0628967285156,1746565699.9891796,1.35786771774292,0.9983897805213928,0.0003111269325017929,0.2780802249908447,0.014758681878447533,0.26813197135925293,116.58374786376953,0.018464090302586555,1.7785463333129883,0.046819236129522324,0.26813197135925293,2425.279096257,8,160000.0,NaN,0.00027600000612437725,2153.556396484375,1000,0.013513597659766674,0.9983897805213928,16.373699188232422
40,0.28507596254348755,8.81380558013916,0.05268881097435951,83.47000122070312,4.336982250213623,0.9325290322303772,145.75,0.3124253749847412,150.90638732910156,74.09838104248047,-0.06960015743970871,4.062831878662109,0.3124253749847412,0.30310481786727905,0.9998317360877991,0,0,8,269.91143798828125,1746565970.0128706,1.348853588104248,0.9998317360877991,0.002413330599665642,0.3124253749847412,0.017435269430279732,0.30310481786727905,119.0049819946289,0.020877420902252197,0.41904258728027344,0.09950804710388184,0.30310481786727905,2691.892968389,9,180000.0,NaN,0.0002730000123847276,2423.91552734375,1000,0.013469111174345016,0.9998317360877991,16.792741775512695
40,0.34670525789260864,8.36803913116455,-0.16076801344752312,70.30000305175781,4.71940803527832,0.9099735617637634,94.5999984741211,0.34649932384490967,148.72181701660156,75.04254150390625,0.031100794672966003,3.795653820037842,0.34649932384490967,0.338541716337204,0.999383270740509,0,0,9,266.5155029296875,1746566236.6266637,1.324532389640808,0.999383270740509,-0.003480503335595131,0.34649932384490967,0.01613583043217659,0.338541716337204,117.7935562133789,0.017396917566657066,-4.733630180358887,-0.06125996634364128,0.338541716337204,2956.721482087,10,200000.0,NaN,0.0002699999895412475,2690.53955078125,1000,0.013391701504588127,0.999383270740509,12.059111595153809
40,0.29397159814834595,10.763038635253906,-0.04776223376393318,64.83000183105469,5.085577011108398,0.8922004103660583,109.55000305175781,0.38066565990448,149.42958068847656,75.59043884277344,-0.15551990270614624,5.411046028137207,0.38066565990448,0.3742378056049347,1.0020403861999512,0,0,10,264.583740234375,1746566501.4549527,1.3048151731491089,1.0020405054092407,0.005399264395236969,0.38066565990448,0.016592474654316902,0.3742378056049347,115.15404510498047,0.022796181961894035,7.916369438171387,-0.10902220010757446,0.3742378056049347,3219.524103673,11,220000.0,NaN,0.00026699999580159783,2955.21826171875,1000,0.013535184785723686,1.0020405054092407,19.975481033325195
40,0.5443648099899292,8.70362663269043,0.05950217321515083,65.16999816894531,5.8870954513549805,0.8788970708847046,100.94999694824219,0.41474124789237976,144.93807983398438,76.13739776611328,-0.18842288851737976,4.700458526611328,0.41474124789237976,0.41014549136161804,0.9997175335884094,0,0,11,262.6829833984375,1746566764.2577488,1.289749026298523,0.9997175335884094,0.0053044091910123825,0.41474124789237976,0.01838522218167782,0.41014549136161804,117.74483489990234,0.028100591152906418,-3.546192169189453,-0.04952002689242363,0.41014549136161804,3488.337394601,12,240000.0,NaN,0.0002640000020619482,3218.15234375,1000,0.014156843535602093,0.9997175335884094,16.429288864135742
40,0.48869970440864563,11.023261070251465,-0.09094880893826485,65.7300033569336,6.661822319030762,0.8652277588844299,108.3499984741211,0.44889402389526367,147.79623413085938,74.4289779663086,0.1392238438129425,5.591839790344238,0.44889402389526367,0.44623443484306335,1.0021342039108276,0,0,12,268.7125549316406,1746567033.071347,1.2740997076034546,1.0021342039108276,-0.0014327075332403183,0.44889402389526367,0.017399458214640617,0.44623443484306335,120.91621398925781,0.0266678836196661,-0.4120025634765625,-0.14046883583068848,0.44623443484306335,3758.335361448,13,260000.0,NaN,0.0002610000083222985,3486.98388671875,1000,0.014307639561593533,1.0021342039108276,16.01728630065918
40,0.5754571557044983,10.230496406555176,0.20213421061635017,58.29999923706055,6.771521091461182,0.8556806445121765,144.1999969482422,0.48367026448249817,143.88755798339844,74.09878540039062,0.26019999384880066,5.737091541290283,0.48367026448249817,0.48224368691444397,0.999045193195343,0,0,13,269.9099426269531,1746567303.069621,1.2630149126052856,0.999045193195343,-0.005441358312964439,0.48367026448249817,0.01913616992533207,0.48224368691444397,126.02229309082031,0.02122652530670166,-1.105978012084961,0.0616653747856617,0.48224368691444397,4016.881813812,14,280000.0,NaN,0.0002579999854788184,3756.988525390625,1000,0.01429563108831644,0.999045193195343,14.911308288574219
40,0.5921860337257385,11.745034217834473,-0.08810759708285332,63.650001525878906,7.279356002807617,0.8469719290733337,143.0500030517578,0.5189340114593506,145.28932189941406,77.38551330566406,0.12829242646694183,5.8132548332214355,0.5189340114593506,0.5183550119400024,1.00048828125,0,0,14,258.4463195800781,1746567561.6154778,1.2527908086776733,1.00048828125,0.00228937529027462,0.5189340114593506,0.020105844363570213,0.5183550119400024,113.15691375732422,0.02351590059697628,1.2910690307617188,-0.02644222229719162,0.5183550119400024,4263.266932953,15,300000.0,NaN,0.00025499999173916876,4015.51708984375,1000,0.014589577913284302,1.00048828125,16.202377319335938
34,0.6884271502494812,11.479615211486816,-0.257150836288929,59.11000061035156,7.929019927978516,0.8272300362586975,86.6500015258789,0.5535702109336853,126.39962005615234,81.20787811279297,-0.09384072571992874,5.602919578552246,0.5535702109336853,0.5543994903564453,1.0071152448654175,0,0,15,246.28152465820312,1746567808.0006604,1.229219913482666,1.0071152448654175,-0.001624351367354393,0.5535702109336853,0.020371276885271072,0.5543994903564453,119.88184356689453,0.021891549229621887,0.06816864013671875,-0.2835930585861206,0.5543994903564453,4503.714714128,16,320000.0,NaN,0.0002519999979995191,4261.9091796875,1000,0.014626927673816681,1.0071152448654175,16.270545959472656
