Metrics/EpCost,Metrics/LagrangeMultiplier/Min,TotalEnvSteps,Train/KL,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Min,Misc/H_inv_g,Metrics/LagrangeMultiplier,Metrics/EpRet,Loss/Loss_pi,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier,Train/PolicyStd,Time/Epoch,Value/cost,Safety/EpCostShield,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio/Min,Misc/Alpha,Misc/gradient_norm,Time/FPS,Loss/Loss_pi/Delta,Value/Adv,Train/LR,Misc/FinalStepNorm,Time/Rollout,Train/StopIter,Time/Total,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Std,Safety/shield_adv_c,Metrics/EpLen,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,_step,Train/Entropy,Misc/xHx,Time/Update,Train/Epoch,Train/PolicyRatio/Max,Value/reward,Misc/AcceptanceStep,Safety/shield_violation,_runtime,_timestamp
201.0500030517578,0.035999998450279236,20000.0,0.00022965666721574962,0.04500000178813934,0.013800043612718582,0.04500000178813934,0.08984605222940445,0.035999998450279236,-0.021573800593614578,-0.04310162737965584,1.0001916885375977,0.04500000178813934,1.0056805610656738,196.2630615234375,-0.17547671496868134,226.4499969482422,0,1.0001916885375977,3.736530065536499,0.027127258479595184,101.904052734375,-0.04310162737965584,1.754760781125242e-08,0,0.3357124626636505,168.91647338867188,10,196.26429748535156,0.013800043612718582,0,0.035999998450279236,0.00013554426550399512,7.459853172302246,500,83.97650909423828,83.97650909423828,1,1.4245775938034058,0.0014324847143143415,27.3465576171875,0,1.0001916885375977,0.13548502326011658,1,-0.1406623274087906,343.978105467,1746572566.6984856
202.46249389648438,0.0710061714053154,40000.0,0.0003976217412855476,0.08000685274600983,0.014609566889703274,0.08000685274600983,0.13132725656032562,0.0710061714053154,0.5743343830108643,-0.02188626118004322,1.0017118453979492,0.08000685274600983,1.0243110656738281,146.33975219726562,6.759699821472168,228.22500610351562,0,1.0017118453979492,1.9394049644470215,0.08728449046611786,136.66827392578125,0.021215366199612617,0.0,0,0.2546967566013336,122.06978607177734,10,342.7005615234375,0.0008095232769846916,0,0.0710061714053154,0.0012105136411264539,6.590723037719727,500,69.40631103515625,-14.570198059082031,2,1.442642092704773,0.005317312199622393,24.269926071166992,1,1.0017118453979492,0.13380315899848938,1,7.413022041320801,496.922295582,1746572713.1697037
213.3000030517578,0.10606713593006134,60000.0,0.00042550743091851473,0.11510537564754486,0.016335150226950645,0.11510537564754486,0.1331339329481125,0.10606713593006134,1.0592384338378906,0.06269767880439758,0.9992498755455017,0.11510537564754486,1.028414249420166,152.8539276123047,13.603500366210938,257.67498779296875,0,0.9992498755455017,1.7215766906738281,0.12558528780937195,130.8438720703125,0.0845839399844408,-1.5258788677030566e-09,0,0.22920027375221252,127.40540313720703,10,495.6885681152344,0.0017255833372473717,0,0.10606713593006134,0.0005304321530275047,4.263241767883301,500,80.560546875,11.15423583984375,3,1.4467169046401978,0.006748023442924023,25.448495864868164,2,0.9992498755455017,0.1715247631072998,1,14.622056007385254,648.446494209,1746572866.1146495
198.35000610351562,0.1410556584596634,80000.0,0.0003750421165022999,0.14996466040611267,0.030686279758810997,0.14996466040611267,0.12400146573781967,0.1410556584596634,2.094287157058716,0.005787319969385862,1.0006427764892578,0.14996466040611267,1.0367789268493652,151.4441680908203,15.024225234985352,210.60000610351562,0,1.0006427764892578,2.424309492111206,0.06742169708013535,132.06187438964844,-0.05691035883501172,-1.6212462483622403e-08,0,0.30061793327331543,126.01058959960938,10,647.2123413085938,0.014351129531860352,0,0.1410556584596634,0.0004545116098597646,3.0483431816101074,500,96.17678833007812,15.616241455078125,4,1.4548794031143188,0.003402926493436098,25.433547973632812,3,1.0006427764892578,0.2487882822751999,1,16.95109748840332,795.371600768,1746573017.638747
174.47000122070312,0.17575784027576447,100000.0,0.0003971253172494471,0.18425491452217102,0.040099550038576126,0.18425491452217102,0.1566711664199829,0.17575784027576447,2.9751479625701904,-0.030371716246008873,1.002205491065979,0.18425491452217102,1.0510221719741821,146.85577392578125,14.143781661987305,173.1999969482422,0,1.0022056102752686,1.6866375207901,0.08301490545272827,136.1880340576172,-0.036159036215394735,0.0,0,0.26424744725227356,120.5632553100586,10,794.14892578125,0.009413270279765129,0,0.17575784027576447,0.0015594895230606198,1.432957649230957,500,84.88650512695312,-11.290283203125,5,1.4683103561401367,0.007030494511127472,26.29248046875,4,1.0022056102752686,0.35263392329216003,1,16.755582809448242,941.447616445,1746573164.5642138
123.4800033569336,0.209476038813591,120000.0,0.000378641503630206,0.2175590842962265,0.05308050662279129,0.2175590842962265,0.15444612503051758,0.209476038813591,4.03996467590332,-0.13439200818538666,1.0026593208312988,0.2175590842962265,1.0666311979293823,146.00906372070312,11.828117370605469,133.64999389648438,0,1.0026593208312988,1.73807692527771,0.097601979970932,136.97779846191406,-0.10402029193937778,-3.204345588869728e-08,0,0.26843926310539246,120.28423309326172,10,940.2197265625,0.012980956584215164,0,0.209476038813591,0.001880423747934401,2.2729763984680176,500,95.3304214477539,10.443916320800781,6,1.4823030233383179,0.006620509084314108,25.724811553955078,5,1.0026593208312988,0.40600672364234924,1,16.212064743041992,1078.871282116,1746573310.6401436
80.79000091552734,0.2415466010570526,140000.0,0.00037957262247800827,0.24860796332359314,0.07343436032533646,0.24860796332359314,0.1515345573425293,0.2415466010570526,4.659342288970947,-0.25150611996650696,1.0018510818481445,0.24860796332359314,1.0648231506347656,137.34861755371094,7.287176609039307,63.5,0,1.0018510818481445,1.8691198825836182,0.09857881814241409,145.6148681640625,-0.1171141117811203,1.525878801089675e-08,0,0.2832362651824951,111.37844848632812,10,1077.6353759765625,0.020353853702545166,0,0.2415466010570526,0.0013088562991470098,0.7146457433700562,500,57.6999397277832,-37.6304817199707,7,1.4803885221481323,0.00572472857311368,25.970138549804688,6,1.0018510818481445,0.5697073936462402,1,10.290313720703125,1217.455892184,1746573448.0638468
46.970001220703125,0.2714154124259949,160000.0,0.00038774797576479614,0.27788078784942627,0.12580153346061707,0.27788078784942627,0.21323630213737488,0.2714154124259949,5.393105506896973,-0.222110316157341,1.0013138055801392,0.27788078784942627,1.0589184761047363,138.48394775390625,7.1959228515625,62.82500076293945,0,1.0013139247894287,1.3614243268966675,0.14529089629650116,144.4210662841797,0.029395803809165955,8.01086397217432e-09,0,0.29030510783195496,112.46292877197266,10,1216.194580078125,0.05236717313528061,0,0.2714154124259949,0.0009290851303376257,0.860483705997467,500,61.22999954223633,3.530059814453125,8,1.4749155044555664,0.010790525004267693,26.02099609375,7,1.0013139247894287,0.7226660251617432,1,9.717023849487305,1346.897153146,1746573586.647578
27.09000015258789,0.29887446761131287,180000.0,0.00035822077188640833,0.3043617606163025,0.06205533817410469,0.3043617606163025,0.16034048795700073,0.29887446761131287,5.3772382736206055,-0.29776859283447266,1.0014759302139282,0.3043617606163025,1.072687029838562,129.35592651367188,2.803650140762329,15.324999809265137,0,1.0014760494232178,1.8324544429779053,0.07234574109315872,154.6121826171875,-0.07565827667713165,-3.051757735406113e-09,0,0.29381662607192993,104.11929321289062,10,1345.667236328125,-0.06374619528651237,0,0.29887446761131287,0.0010436683660373092,-1.6133676767349243,500,14.756088256835938,-46.47391128540039,9,1.4878653287887573,0.005956112407147884,25.236583709716797,8,1.0014760494232178,0.56182461977005,1,4.128741264343262,1477.583922545,1746573716.0893435
10.720000267028809,0.32376211881637573,200000.0,0.0003166541282553226,0.3284054696559906,0.09019128233194351,0.3284054696559906,0.14765197038650513,0.32376211881637573,5.244301795959473,-0.33457231521606445,1.0012292861938477,0.3284054696559906,1.082327127456665,130.6075439453125,3.50759220123291,12.75,0,1.0012292861938477,2.0411338806152344,0.06960960477590561,153.13052368164062,-0.0368037223815918,2.2888183792701966e-08,0,0.30137744545936584,102.80924987792969,10,1476.35107421875,0.02813594415783882,0,0.32376211881637573,0.0008691803668625653,0.008552983403205872,500,13.411730766296387,-1.3443574905395508,10,1.4967842102050781,0.004800495691597462,27.798263549804688,9,1.0012292861938477,0.7498072981834412,1,5.2120256423950195,1602.709323327,1746573846.776142
