Safety/ShieldLagrangeMultiplier/Min,Metrics/EpCost,Metrics/LagrangeMultiplier/Std,Value/Adv,Loss/Loss_reward_critic/Delta,Loss/Loss_pi,Train/PolicyRatio/Min,Train/KL,Metrics/LagrangeMultiplier/Max,Train/Entropy,Safety/EpCostShield,Time/Update,Time/Epoch,Value/reward,Metrics/EpLen,_runtime,Loss/Loss_cost_critic,Time/Rollout,Train/StopIter,Train/PolicyStd,Loss/Loss_pi/Delta,Safety/shield_adv_c,Safety/shield_violation,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier,Train/LR,Value/cost,_timestamp,Metrics/EpRet,Time/FPS,TotalEnvSteps,Train/PolicyRatio,Train/PolicyRatio/Std,Train/Epoch,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier/Max,_step,Metrics/LagrangeMultiplier,Time/Total,Loss/Loss_cost_critic/Delta
0.044999994337558746,36.5,0,0.011203776113688946,0.008739287033677101,-0.4536796510219574,1.0036259889602661,0.011580226942896843,0.03599999472498894,1.397276520729065,61.45000076293945,150.3875274658203,309.5830383300781,0.23828986287117004,1000,576.816429392,12.37109375,159.19537353515625,40,0.9786306023597717,-0.4536796510219574,NaN,-0.0041198148392140865,0.03599999472498894,0,0.008739287033677101,0.044999994337558746,0.0002969999914057553,0.08957966417074203,1746523048.5502694,-0.661797821521759,64.60301971435547,20000.0,1.0036259889602661,0.010192343033850193,0,1.0036259889602661,0.044999994337558746,1,0.03599999472498894,309.5843505859375,12.37109375
0.08000433444976807,34.29999923706055,0,-0.33423399925231934,-0.004833877086639404,-0.4078606963157654,1.0042756795883179,0.008940545842051506,0.07092643529176712,1.3799763917922974,61.75,153.46922302246094,265.8515319824219,0.19703823328018188,1000,842.905663787,15.927042961120605,112.38216400146484,40,0.9618450403213501,0.04581895470619202,NaN,3.7154860496520996,0.07092643529176712,0,0.003905409947037697,0.08000433444976807,0.00029399999766610563,2.7080249786376953,1746523314.5066545,-0.4442010521888733,75.2299575805664,40000.0,1.0042756795883179,0.010214309208095074,1,1.0042756795883179,0.08000433444976807,2,0.07092643529176712,575.5343627929688,3.5559492111206055
0.1144462451338768,42.45000076293945,0,-0.039711207151412964,0.0011481675319373608,-0.3793431520462036,1.0054740905761719,0.011441871523857117,0.1059783399105072,1.3414225578308105,106.30000305175781,148.51747131347656,266.00152587890625,0.15617959201335907,1000,1109.500072535,17.715560913085938,117.4839096069336,40,0.9254659414291382,0.028517544269561768,NaN,2.393585205078125,0.1059783399105072,0,0.005053577478975058,0.1144462451338768,0.000291000003926456,1.8552683591842651,1746523580.596854,-0.06822405755519867,75.18754577636719,60000.0,1.0054740905761719,0.012045307084918022,2,1.0054740905761719,0.1144462451338768,3,0.1059783399105072,841.6439819335938,1.788517951965332
0.14915603399276733,41.57500076293945,0,-0.31494569778442383,-0.00010920409113168716,-0.38037312030792236,1.0072083473205566,0.011028219945728779,0.14111843705177307,1.3117001056671143,86.30000305175781,148.96115112304688,266.5000915527344,0.14119859039783478,1000,1385.666173555,14.960962295532227,117.53878021240234,40,0.8983528017997742,-0.00102996826171875,NaN,4.229883193969727,0.14111843705177307,0,0.0049443733878433704,0.14915603399276733,0.0002880000101868063,2.308065176010132,1746523847.190516,0.16992469131946564,75.046875,80000.0,1.0072083473205566,0.011413849890232086,3,1.0072083473205566,0.14915603399276733,4,0.14111843705177307,1108.219482421875,-2.754598617553711
0.183780699968338,39.47999954223633,0,0.17619004845619202,0.004776102025061846,-0.39400315284729004,1.0088248252868652,0.01264843251556158,0.17624768614768982,1.2836717367172241,74.30000305175781,154.79193115234375,276.05963134765625,0.13454855978488922,1000,1658.453242516,12.648904800415039,121.26762390136719,40,0.8735353350639343,-0.013630032539367676,NaN,5.459207057952881,0.17624768614768982,0,0.009720475412905216,0.183780699968338,0.0002849999873433262,3.0471999645233154,1746524123.3573287,0.5137636065483093,72.44811248779297,100000.0,1.0088248252868652,0.011769840493798256,4,1.0088248252868652,0.183780699968338,5,0.17624768614768982,1384.3857421875,-2.3120574951171875
0.21849371492862701,43.75,0,0.013311102986335754,-0.0007712021470069885,-0.3165197968482971,1.009142279624939,0.010415044613182545,0.21150639653205872,1.2590291500091553,142.9499969482422,152.25439453125,272.7062683105469,0.1604021191596985,1000,1919.05390348,15.500391006469727,120.45174407958984,40,0.8522787690162659,0.07748335599899292,NaN,6.763721942901611,0.21150639653205872,0,0.008949273265898228,0.21849371492862701,0.00028199999360367656,4.362615585327148,1746524396.1439602,1.0352052450180054,73.33898162841797,120000.0,1.0091421604156494,0.01179586537182331,5,1.009142279624939,0.21849371492862701,6,0.21150639653205872,1657.1898193359375,2.8514862060546875
0.25338107347488403,48.540000915527344,0,0.14953336119651794,0.0023953337222337723,-0.3728383779525757,1.0092474222183228,0.011554276570677757,0.2469707876443863,1.2289166450500488,100.5999984741211,148.55935668945312,260.5197448730469,0.16266022622585297,1000,2192.616350598,15.921113967895508,111.96028900146484,40,0.8270330429077148,-0.056318581104278564,NaN,7.842742919921875,0.2469707876443863,0,0.011344606988132,0.25338107347488403,0.0002789999998640269,5.163181304931641,1746524656.74479,1.5919189453125,76.76961517333984,140000.0,1.0092474222183228,0.011995509266853333,6,1.0092474222183228,0.25338107347488403,7,0.2469707876443863,1917.7899169921875,0.42072296142578125
0.28862234950065613,48.41999816894531,0,-0.07786089181900024,0.0014234790578484535,-0.33704355359077454,1.0080469846725464,0.01186278834939003,0.2825894355773926,1.210726022720337,120.55000305175781,153.86239624023438,273.4647216796875,0.1801549792289734,1000,2455.554760796,19.421178817749023,119.6021957397461,40,0.8121048808097839,0.03579482436180115,NaN,8.24504566192627,0.2825894355773926,0,0.012768086045980453,0.28862234950065613,0.00027600000612437725,5.045365333557129,1746524930.3069735,2.0564606189727783,73.13558197021484,160000.0,1.0080469846725464,0.011923624202609062,7,1.0080469846725464,0.28862234950065613,8,0.2825894355773926,2191.337890625,3.5000648498535156
0.32288581132888794,47.810001373291016,0,-0.12642234563827515,0.0010240748524665833,-0.4725850224494934,1.0122250318527222,0.01373693160712719,0.3183075189590454,1.1797606945037842,61.900001525878906,150.52320861816406,262.8553771972656,0.21424853801727295,1000,2730.260965069,10.14864444732666,112.33207702636719,40,0.7873697876930237,-0.13554146885871887,NaN,9.029830932617188,0.3183075189590454,0,0.013792160898447037,0.32288581132888794,0.0002730000123847276,5.523219585418701,1746525193.245757,2.4437975883483887,76.08747100830078,180000.0,1.0122250318527222,0.013173699378967285,8,1.0122250318527222,0.32288581132888794,9,0.3183075189590454,2454.294921875,-9.272534370422363
0.3578345775604248,60.54999923706055,0,0.03784714266657829,0.005644936114549637,-0.3169690668582916,1.0085781812667847,0.013576238416135311,0.35437294840812683,1.1574002504348755,146.0500030517578,154.91268920898438,274.6363525390625,0.23536840081214905,1000,3006.097580416,19.17745018005371,119.72360229492188,40,0.7699668407440186,0.15561595559120178,NaN,9.787617683410645,0.35437294840812683,0,0.019437097012996674,0.3578345775604248,0.0002699999895412475,5.494899272918701,1746525467.9522293,2.924555778503418,72.82357788085938,200000.0,1.0085781812667847,0.012874244712293148,9,1.0085781812667847,0.3578345775604248,10,0.35437294840812683,2729.006591796875,9.02880573272705
