TotalEnvSteps,Loss/Loss_cost_critic,_step,Time/FPS,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,_timestamp,Train/KL,Value/Adv,Metrics/EpRet,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_adv_c,Loss/Loss_reward_critic,Value/cost,Train/PolicyStd,Safety/ShieldLagrangeMultiplier,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Max,Train/PolicyRatio/Min,Loss/Loss_reward_critic/Delta,Train/Entropy,Time/Update,Metrics/EpLen,Train/StopIter,Metrics/LagrangeMultiplier,Time/Rollout,Metrics/EpCost,Loss/Loss_cost_critic/Delta,Value/reward,Loss/Loss_pi,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Min,Time/Epoch,Time/Total,Train/Epoch,Loss/Loss_pi/Delta,Safety/EpCostShield,Train/LR,_runtime,Metrics/LagrangeMultiplier/Std,Safety/shield_violation
20000.0,6.460643291473389,1,73.64334106445312,0.03599999472498894,0.03599999472498894,1746546079.0850005,0.008575338870286942,-0.10406135022640228,-2.3938682079315186,0.04500000178813934,NaN,0.006175719201564789,-0.11450459063053131,0.9888826012611389,0.04500000178813934,0.010470318607985973,0,1.0003726482391357,1.0003726482391357,0.006175719201564789,1.40774667263031,137.84947204589844,1000,40,0.03599999472498894,133.7296142578125,12.050000190734863,6.460643291473389,-0.15281279385089874,-0.2980298399925232,1.0003725290298462,0.04500000178813934,271.5792236328125,271.5804443359375,0,-0.2980298399925232,34.650001525878906,0.0002969999914057553,406.140579791,0,0.16312703490257263
40000.0,7.784381866455078,2,150.9931182861328,0.07064889371395111,0.07064889371395111,1746546211.6951814,0.02075967937707901,-0.044707342982292175,-1.0844396352767944,0.07930067926645279,NaN,0.003965986426919699,0.21873749792575836,0.9603187441825867,0.07930067926645279,0.013694414868950844,0,1.0012251138687134,1.0012251138687134,-0.00220973277464509,1.3781687021255493,42.713626861572266,1000,12,0.07064889371395111,89.74268341064453,9.875,1.3237385749816895,-0.14720995724201202,-0.26143521070480347,1.0012249946594238,0.07930067926645279,132.45635986328125,404.5745849609375,1,0.03659462928771973,25.299999237060547,0.00029399999766610563,648.368093718,0,0.49300795793533325
60000.0,13.848562240600586,3,82.63018798828125,0.1055009514093399,0.1055009514093399,1746546453.922682,0.011452140286564827,0.06955917924642563,-0.359391987323761,0.11175008118152618,NaN,0.00432748906314373,0.38986119627952576,0.9250497817993164,0.11175008118152618,0.011353539302945137,0,0.9995862245559692,0.9995862245559692,0.00036150263622403145,1.3402127027511597,139.38552856445312,1000,40,0.1055009514093399,102.65669250488281,14.266666412353516,6.064180374145508,-0.10507839173078537,-0.23200753331184387,0.9995862245559692,0.11175008118152618,242.04229736328125,646.7681274414062,2,0.029427677392959595,76.75,0.000291000003926456,890.074129772,0,1.2218965291976929
80000.0,21.500268936157227,4,82.83061981201172,0.13972732424736023,0.13972732424736023,1746546695.6286278,0.007126083131879568,0.16519883275032043,0.06688423454761505,0.14485202729701996,NaN,0.007741556502878666,0.8832024335861206,0.9159232378005981,0.14485202729701996,0.00965967308729887,0,1.0001353025436401,1.0001353025436401,0.0034140674397349358,1.330055594444275,137.6873016357422,1000,40,0.13972732424736023,103.76924896240234,23.387500762939453,7.651706695556641,-0.06247461587190628,-0.19085195660591125,1.0001353025436401,0.14485202729701996,241.45660400390625,888.4098510742188,3,0.04115557670593262,90.75,0.0002880000101868063,1128.416767275,0,1.7369797229766846
100000.0,22.835596084594727,5,83.9483642578125,0.17322295904159546,0.17322295904159546,1746546933.9719634,0.00785750336945057,0.11920367181301117,0.4647762179374695,0.17780038714408875,NaN,0.008778479881584644,2.0758066177368164,0.8962726593017578,0.17780038714408875,0.009938939474523067,0,1.0007976293563843,1.0007976293563843,0.0010369233787059784,1.3084856271743774,138.4818878173828,1000,40,0.17322295904159546,99.75975036621094,35.369998931884766,1.3353271484375,-0.023691534996032715,-0.12643660604953766,1.0007976293563843,0.17780038714408875,238.24169921875,1126.900634765625,4,0.0644153505563736,138.85000610351562,0.0002849999873433262,1366.159448901,0,3.3624649047851562
120000.0,24.093008041381836,6,84.15855407714844,0.2067825049161911,0.2067825049161911,1746547171.7146091,0.009906008839607239,-0.14156495034694672,1.3435478210449219,0.2115609347820282,NaN,0.008667978458106518,3.806196451187134,0.8864204287528992,0.2115609347820282,0.010890849865972996,0,1.001703143119812,1.001703143119812,-0.00011050142347812653,1.2974046468734741,131.3922119140625,1000,40,0.2067825049161911,106.25437927246094,44.369998931884766,1.2574119567871094,0.022034939378499985,-0.158807173371315,1.001703143119812,0.2115609347820282,237.6466827392578,1364.633056640625,5,-0.032370567321777344,114.8499984741211,0.00028199999360367656,1606.216614122,0,5.064245223999023
140000.0,26.124605178833008,7,83.3532943725586,0.24062767624855042,0.24062767624855042,1746547411.771273,0.009091896936297417,-0.07903940230607986,2.189535617828369,0.2459421455860138,NaN,0.015169711783528328,4.445059299468994,0.8770025968551636,0.2459421455860138,0.01100471056997776,0,1.002842903137207,1.002842903137207,0.00650173332542181,1.2868541479110718,135.1432342529297,1000,40,0.24062767624855042,104.79922485351562,54.369998931884766,2.031597137451172,0.11138805001974106,-0.15392936766147614,1.0028427839279175,0.2459421455860138,239.94253540039062,1604.67578125,6,0.004877805709838867,122.4000015258789,0.0002789999998640269,1846.562285416,0,6.5807600021362305
160000.0,18.33057975769043,8,83.28465270996094,0.27504003047943115,0.27504003047943115,1746547652.116724,0.009339997544884682,-0.31706351041793823,3.281165361404419,0.2806670069694519,NaN,0.020498773083090782,4.712057113647461,0.8638333678245544,0.2806670069694519,0.010490761138498783,0,1.0026099681854248,1.0026099681854248,0.005329061299562454,1.2719427347183228,133.51510620117188,1000,40,0.27504003047943115,106.6250991821289,58.349998474121094,-7.794025421142578,0.21652407944202423,-0.18971748650074005,1.0026099681854248,0.2806670069694519,240.14027404785156,1844.93994140625,7,-0.035788118839263916,110.19999694824219,0.00027600000612437725,2085.935032564,0,7.716447830200195
180000.0,17.32247543334961,9,83.58428955078125,0.3100525140762329,0.3100525140762329,1746547891.4897747,0.008355905301868916,0.01702989637851715,4.075157642364502,0.3153529763221741,NaN,0.019692718982696533,3.830350875854492,0.8458265662193298,0.3153529763221741,0.010655137710273266,0,1.0018600225448608,1.0018600225448608,-0.000806054100394249,1.2510960102081299,136.40377807617188,1000,40,0.3100525140762329,102.87557220458984,57.68000030517578,-1.0081043243408203,0.26007479429244995,-0.2019471824169159,1.0018600225448608,0.3153529763221741,239.2794189453125,2084.418212890625,8,-0.012229695916175842,93.0,0.0002730000123847276,2324.869069024,0,6.718520164489746
200000.0,17.36983299255371,10,83.73489379882812,0.34550637006759644,0.34550637006759644,1746548130.4243965,0.007564921397715807,-0.04036267101764679,4.869705677032471,0.35044345259666443,NaN,0.018399043008685112,4.861461162567139,0.8343086242675781,0.35044345259666443,0.010174264200031757,0,1.0024069547653198,1.0024069547653198,-0.0012936759740114212,1.2374399900436401,137.51199340820312,1000,40,0.34550637006759644,101.33699798583984,53.0099983215332,0.04735755920410156,0.3171418011188507,-0.18863746523857117,1.0024068355560303,0.35044345259666443,238.8490447998047,2323.357421875,9,0.013309717178344727,120.1500015258789,0.0002699999895412475,2558.99175997,0,9.070843696594238
