Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Std,Train/LR,Safety/EpCostShield,Safety/shield_adv_c,Train/PolicyStd,Time/Total,Train/PolicyRatio/Min,Metrics/EpLen,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Max,TotalEnvSteps,Time/FPS,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,_runtime,Metrics/EpCost,Train/PolicyRatio/Max,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_pi,Value/Adv,Safety/ShieldLagrangeMultiplier/Min,Safety/shield_violation,Value/cost,Time/Rollout,Time/Epoch,Train/Epoch,Safety/ShieldLagrangeMultiplier,_step,_timestamp,Loss/Loss_cost_critic,Train/KL,Value/reward,Time/Update,Metrics/LagrangeMultiplier/Std,Train/StopIter,Loss/Loss_pi/Delta,Train/PolicyRatio,Metrics/EpRet,Train/Entropy,Metrics/LagrangeMultiplier/Min
0.035999998450279236,0,0.0002969999914057553,58.25,NaN,0.9702094197273254,250.54232788085938,1.0046937465667725,1000,0.011298338882625103,0.035999998450279236,20000.0,79.8272476196289,0.008871421217918396,0.008871421217918396,468.97570056,37.900001525878906,1.0046937465667725,10.950151443481445,0.04500000178813934,-0.4616483747959137,0.07175909727811813,0.04500000178813934,0.2175116240978241,0.02982218563556671,140.725341796875,250.541015625,0,0.04500000178813934,1,1746529597.213583,10.950151443481445,0.012196425348520279,0.1859629899263382,109.81559753417969,0,40,-0.4616483747959137,1.0046937465667725,-0.031826216727495193,1.3886218070983887,0.035999998450279236
0.07074755430221558,0,0.00029399999766610563,52.70000076293945,NaN,0.9348993301391602,467.8301086425781,1.0069254636764526,1000,0.011810780502855778,0.07074755430221558,40000.0,92.0741958618164,0.009573490358889103,0.0007020691409707069,688.690365993,32.349998474121094,1.0069254636764526,0.9770793914794922,0.07986512780189514,-0.42762720584869385,0.0916646420955658,0.07986512780189514,1.027449369430542,0.571861982345581,107.31429290771484,217.21612548828125,1,0.07986512780189514,2,1746529814.505449,11.927230834960938,0.011655470356345177,0.14355815947055817,109.90176391601562,0,40,0.03402116894721985,1.0069254636764526,0.011920337565243244,1.3515599966049194,0.07074755430221558
0.10559249669313431,0,0.000291000003926456,75.69999694824219,NaN,0.900486409664154,687.5404052734375,1.0071427822113037,1000,0.012427077628672123,0.10559249669313431,60000.0,91.05944061279297,0.008295535109937191,-0.001277955248951912,912.803794637,35.349998474121094,1.0071427822113037,1.5950994491577148,0.11478513479232788,-0.391249418258667,-0.10932348668575287,0.11478513479232788,2.2091662883758545,1.278684139251709,110.56585693359375,219.6367645263672,2,0.11478513479232788,3,1746530034.2201335,13.522330284118652,0.012730780988931656,0.11483702063560486,109.07084655761719,0,40,0.036377787590026855,1.0071427822113037,0.3339650332927704,1.3140419721603394,0.10559249669313431
0.14051619172096252,0,0.0002880000101868063,69.05000305175781,NaN,0.8720709085464478,911.6575317382812,1.0105347633361816,1000,0.011818775907158852,0.14051619172096252,80000.0,89.2696533203125,0.043243661522865295,0.034948126412928104,1133.458257123,36.150001525878906,1.0105347633361816,-2.3701629638671875,0.1498335897922516,-0.39597946405410767,-0.20591680705547333,0.1498335897922516,3.51399564743042,1.89799165725708,115.08030700683594,224.04029846191406,3,0.1498335897922516,4,1746530258.3335483,11.152167320251465,0.01226949691772461,0.11724594980478287,108.95994567871094,0,40,-0.004730045795440674,1.0105347633361816,1.274975299835205,1.281919002532959,0.14051619172096252
0.17532005906105042,0,0.0002849999873433262,82.9000015258789,NaN,0.8439838886260986,1132.29541015625,1.0100167989730835,1000,0.012372764758765697,0.17532005906105042,100000.0,90.67694854736328,0.017741844058036804,-0.02550181746482849,1354.499377634,32.75,1.0100167989730835,-2.3634586334228516,0.18507681787014008,-0.3583779036998749,-0.1442759782075882,0.18507681787014008,4.327256679534912,2.146501064300537,111.23258209228516,220.56321716308594,4,0.18507681787014008,5,1746530478.9875808,8.788708686828613,0.012707334943115711,0.15368913114070892,109.3305892944336,0,40,0.03760156035423279,1.0100167989730835,1.501994013786316,1.2490800619125366,0.17532005906105042
0.2100534439086914,0,0.00028199999360367656,89.8499984741211,NaN,0.8158423900604248,1353.3653564453125,1.0137169361114502,1000,0.013299223966896534,0.2100534439086914,120000.0,90.51107788085938,0.021836070343852043,0.004094226285815239,1575.659670261,32.79999923706055,1.0137169361114502,1.2850170135498047,0.22052298486232758,-0.376547634601593,-0.24371680617332458,0.22052298486232758,5.975027561187744,2.4475185871124268,112.39998626708984,220.96743774414062,5,0.22052298486232758,6,1746530700.0291157,10.073725700378418,0.013765078037977219,0.22037886083126068,108.56739807128906,0,40,-0.01816973090171814,1.0137169361114502,2.1639389991760254,1.2152897119522095,0.2100534439086914
0.24484044313430786,0,0.0002789999998640269,82.30000305175781,NaN,0.790723443031311,1574.529052734375,1.0105228424072266,1000,0.012862027622759342,0.24484044313430786,140000.0,90.45687103271484,0.022727806121110916,0.000891735777258873,1795.289954635,34.65999984741211,1.0105228424072266,-1.0863227844238281,0.256061315536499,-0.3578520119190216,0.1772061437368393,0.256061315536499,5.120129108428955,2.281947374343872,111.75591278076172,221.09983825683594,6,0.256061315536499,7,1746530921.189439,8.98740291595459,0.013014004565775394,0.24036727845668793,109.3438720703125,0,40,0.01869562268257141,1.0105228424072266,3.0101492404937744,1.1840142011642456,0.24484044313430786
0.27964839339256287,0,0.00027600000612437725,90.80000305175781,NaN,0.7715004682540894,1794.1585693359375,1.0130205154418945,1000,0.014084248803555965,0.27964839339256287,160000.0,91.08672332763672,0.027763547375798225,0.005035741254687309,2018.097577656,34.29999923706055,1.0130205154418945,1.2786474227905273,0.2917839288711548,-0.35907644033432007,0.06351470202207565,0.2917839288711548,6.448583126068115,2.963235855102539,110.50785064697266,219.5709686279297,7,0.2917839288711548,8,1746531140.8197541,10.266050338745117,0.013145485892891884,0.2745448350906372,109.06305694580078,0,40,-0.001224428415298462,1.0130205154418945,3.7224009037017822,1.1594207286834717,0.27964839339256287
0.31446969509124756,0,0.0002730000123847276,106.25,NaN,0.7522264719009399,2016.9642333984375,1.0131303071975708,1000,0.014064773917198181,0.31446969509124756,180000.0,89.78852844238281,0.03878523409366608,0.011021686717867851,2239.170372153,34.2400016784668,1.0131303071975708,2.0299205780029297,0.3277915418148041,-0.3287232220172882,-0.040664464235305786,0.3277915418148041,7.198336124420166,3.0424535274505615,112.81391906738281,222.74560546875,8,0.3277915418148041,9,1746531363.6273887,12.295970916748047,0.01645595394074917,0.303804486989975,109.9316177368164,0,40,0.03035321831703186,1.0131303071975708,4.229012489318848,1.1341402530670166,0.31446969509124756
0.3497476577758789,0,0.0002699999895412475,159.39999389648438,NaN,0.7351572513580322,2238.041259765625,1.0094014406204224,1000,0.01422176230698824,0.3497476577758789,200000.0,90.49188232421875,0.05657929927110672,0.017794065177440643,2462.662703114,45.650001525878906,1.0094014406204224,1.1545963287353516,0.36394283175468445,-0.22320859134197235,-0.2806975543498993,0.36394283175468445,7.510192394256592,3.162191390991211,111.95218658447266,221.01429748535156,9,0.36394283175468445,10,1746531584.7001436,13.450567245483398,0.01629863865673542,0.34856951236724854,109.06205749511719,0,40,0.10551463067531586,1.0094014406204224,5.217475414276123,1.111128807067871,0.3497476577758789
