Value/reward,Misc/Alpha,Metrics/LagrangeMultiplier,Metrics/EpCost,Train/PolicyRatio/Max,_step,Loss/Loss_cost_critic,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Metrics/EpLen,Train/PolicyRatio/Min,Time/FPS,Loss/Loss_reward_critic,Metrics/EpRet,Misc/xHx,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Max,Misc/H_inv_g,Time/Epoch,Time/Update,Train/Entropy,Train/PolicyRatio,Metrics/LagrangeMultiplier/Min,Train/KL,Misc/gradient_norm,Value/cost,Train/LR,Loss/Loss_pi/Delta,TotalEnvSteps,Loss/Loss_pi,Misc/FinalStepNorm,Loss/Loss_reward_critic/Delta,Value/Adv,Time/Total,Time/Rollout,Train/Epoch,_runtime,_timestamp,Train/StopIter,Misc/AcceptanceStep,Train/PolicyStd
0.058330945670604706,2.8699190616607666,0.035999998450279236,30.299999237060547,0.9997820854187012,1,2.8329248428344727,0.00015408887702506036,2.8329248428344727,1000,0.9997820854187012,60.868221282958984,0.010955418460071087,-0.47557058930397034,0.0024282250087708235,0,0.035999998450279236,0.10915342718362808,328.57867431640625,8.534622192382812,1.4364439249038696,0.9997820854187012,0.035999998450279236,0.00025943302898667753,0.04511924088001251,-0.14379984140396118,0,-0.004749149549752474,20000.0,-0.004749149549752474,0.3132615089416504,0.010955418460071087,1.602172794434864e-08,328.57977294921875,320.0440368652344,0,658.205016078,1743306253.5329473,10,1,1.017737865447998
0.021748244762420654,1.672284483909607,0.0709400624036789,28.75,0.9996234774589539,2,2.192338228225708,0.0002662837796378881,-0.6405866146087646,1000,0.9996234774589539,61.135005950927734,0.005947464145720005,-1.0748618841171265,0.00715169683098793,0,0.0709400624036789,0.10842842608690262,327.1448059082031,8.269196510314941,1.4530882835388184,0.9996234774589539,0.0709400624036789,0.0004936036420986056,0.13732431828975677,-0.07398951053619385,0,-0.003675248008221388,40000.0,-0.008424397557973862,0.18132317066192627,-0.005007954314351082,-3.814697002724188e-09,655.828857421875,318.8755798339844,1,984.149524893,1743306580.744623,10,1,1.0347739458084106
0.03724823147058487,2.008322238922119,0.10571159422397614,26.316667556762695,0.9987069964408875,3,1.2393786907196045,0.000914277508854866,-0.9529595375061035,1000,0.9987069964408875,61.37184143066406,0.007269959431141615,-0.8225212097167969,0.004958637058734894,0,0.10571159422397614,0.1539335995912552,325.8823547363281,8.4346284866333,1.4594529867172241,0.9987069964408875,0.10571159422397614,0.0003063025651499629,0.08488515764474869,0.9064438343048096,0,0.0014945096336305141,60000.0,-0.0069298879243433475,0.30914828181266785,0.0013224952854216099,7.629394338515283e-10,981.76513671875,317.44769287109375,2,1312.424081476,1743306906.6891158,10,1,1.041514277458191
0.060046643018722534,2.19960880279541,0.14071080088615417,35.48749923706055,1.0010449886322021,4,5.191998481750488,0.00073880614945665,3.952619791030884,1000,1.0010449886322021,60.939476013183594,0.0066306679509580135,-0.45313650369644165,0.00413369107991457,0,0.14071080088615417,0.1557457596063614,328.1944885253906,8.541681289672852,1.4601526260375977,1.0010448694229126,0.14071080088615417,0.00031719834078103304,0.06104390323162079,2.47839617729187,0,-0.00023478642106056213,80000.0,-0.00716467434540391,0.34257972240448,-0.0006392914801836014,3.051757735406113e-09,1310.022216796875,319.65277099609375,3,1643.683661458,1743307234.9638214,10,1,1.0423848628997803
0.05543845146894455,2.2982370853424072,0.17591743171215057,38.369998931884766,1.0006126165390015,5,4.1125335693359375,0.00043315719813108444,-1.0794649124145508,1000,1.0006126165390015,60.38494110107422,0.005077044945210218,-0.2709406018257141,0.0037865103222429752,0,0.17591743171215057,0.1356157660484314,331.2084045410156,8.47155475616455,1.4601701498031616,1.0006126165390015,0.17591743171215057,0.0003306847938802093,0.08822641521692276,2.757187843322754,0,0.000940768513828516,100000.0,-0.006223905831575394,0.3116771876811981,-0.001553623005747795,-6.484984993448961e-09,1641.310302734375,322.7368469238281,4,1973.507523775,1743307566.223348,10,1,1.042598843574524
0.04220270738005638,2.0206077098846436,0.21131902933120728,46.58000183105469,1.0000779628753662,6,4.208267688751221,5.5071894166758284e-05,0.0957341194152832,1000,1.0000779628753662,60.64821243286133,0.00659246277064085,0.17292232811450958,0.004898522514849901,0,0.21131902933120728,0.16001665592193604,329.7706298828125,8.48483657836914,1.454018235206604,1.0000778436660767,0.21131902933120728,0.00040059894672594965,0.0809120461344719,2.4895503520965576,0,-0.0011043339036405087,120000.0,-0.007328239735215902,0.3233308792114258,0.0015154178254306316,1.2207030941624453e-08,1971.1318359375,321.2857971191406,5,2301.692188082,1743307896.0471969,10,1,1.03670072555542
0.06005335599184036,2.0612361431121826,0.24691326916217804,54.709999084472656,1.0000550746917725,7,5.2417073249816895,3.883131648763083e-05,1.0334396362304688,1000,1.0000550746917725,60.95075988769531,0.006617478094995022,0.8482290506362915,0.004707318730652332,0,0.24691326916217804,0.16233807802200317,328.13372802734375,8.487809181213379,1.4559725522994995,1.000054955482483,0.24691326916217804,0.00031689100433140993,0.04231074079871178,3.8790500164031982,0,2.346513792872429e-05,140000.0,-0.007304774597287178,0.33461710810661316,2.5015324354171753e-05,1.5258788677030566e-09,2299.319091796875,319.6459045410156,6,2629.883086723,1743308224.2317524,10,1,1.03984534740448
0.07373520731925964,1.8724571466445923,0.2825697064399719,71.05000305175781,0.99913090467453,8,5.837680339813232,0.000614585354924202,0.595973014831543,1000,0.99913090467453,60.95296859741211,0.010759908705949783,1.3411548137664795,0.005704340524971485,0,0.2825697064399719,0.1662226766347885,328.121826171875,8.465657234191895,1.4419904947280884,0.99913090467453,0.2825697064399719,0.0003043189353775233,0.15553808212280273,2.9647202491760254,0,0.00046828901395201683,160000.0,-0.006836485583335161,0.3112448453903198,0.0041424306109547615,-6.103515470812226e-09,2627.491943359375,319.6561584472656,7,2958.177762611,1743308552.4227366,10,1,1.026396632194519
0.08193480223417282,1.4525904655456543,0.31849154829978943,76.33000183105469,0.9994150996208191,9,5.733195781707764,0.00041360105387866497,-0.10448455810546875,1000,0.9994150996208191,60.93295669555664,0.011596770025789738,1.7214062213897705,0.009478576481342316,0,0.31849154829978943,0.21624349057674408,328.2295837402344,8.456822395324707,1.4254900217056274,0.9994150996208191,0.31849154829978943,0.0003252059395890683,0.10205979645252228,4.820131301879883,0,-0.0022853207774460316,180000.0,-0.009121806360781193,0.31411322951316833,0.0008368613198399544,1.3732909920349812e-08,2955.790771484375,319.7727355957031,8,3285.335359066,1743308880.717419,10,1,1.0103472471237183
0.1217399388551712,1.6154060363769531,0.3547581434249878,77.4000015258789,1.0013644695281982,10,4.353537559509277,0.0009647132246755064,-1.3796582221984863,1000,1.0013644695281982,61.14670944213867,0.015584424138069153,2.127849578857422,0.007664185483008623,0,0.3547581434249878,0.20064204931259155,327.0821838378906,8.477258682250977,1.4076207876205444,1.0013643503189087,0.3547581434249878,0.0003245497355237603,0.09974922984838486,4.28739595413208,0,0.0003967750817537308,200000.0,-0.008725031279027462,0.32411837577819824,0.003987654112279415,-9.918212917625624e-09,3282.9375,318.60491943359375,9,3611.834707021,1743309207.8746297,10,1,0.9939878582954407
