Safety/ShieldLagrangeMultiplier/Max,TotalEnvSteps,Misc/xHx,Train/PolicyStd,Time/FPS,Metrics/LagrangeMultiplier/Std,_runtime,Metrics/EpCost,Loss/Loss_cost_critic,Train/LR,Train/KL,Value/Adv,Train/StopIter,Safety/shield_violation,Train/PolicyRatio/Std,Train/PolicyRatio,Value/cost,Misc/gradient_norm,Metrics/EpRet,Misc/AcceptanceStep,_timestamp,Loss/Loss_pi,Value/reward,Time/Rollout,Metrics/LagrangeMultiplier/Min,Misc/FinalStepNorm,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier,Safety/EpCostShield,Safety/shield_adv_c,Train/Epoch,Loss/Loss_reward_critic,_step,Time/Epoch,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_cost_critic/Delta,Time/Total,Safety/ShieldLagrangeMultiplier,Misc/H_inv_g,Metrics/EpLen,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Max,Train/Entropy,Misc/Alpha,Loss/Loss_reward_critic/Delta,Time/Update
0.044999994337558746,20000.0,0.0027526933699846268,1.0018682479858398,122.91438293457031,0,293.941241837,11.949999809265137,3.5927224159240723,0,0.00039839427336119115,4.577636492086867e-09,10,-0.036397889256477356,0.0015697171911597252,1.002219796180725,-0.01926349103450775,0.04818850755691528,-1.1615383625030518,1,1746516389.4507077,-0.4666580259799957,0.042042817920446396,144.0750732421875,0.035999998450279236,0.24548518657684326,0,1.0022199153900146,0.035999998450279236,24.049999237060547,-0.029209565371274948,0,0.010980585590004921,1,162.7148895263672,-0.4666580259799957,0.044999994337558746,3.5927224159240723,162.71603393554688,0.044999994337558746,0.09107307344675064,1000,1.0022199153900146,0.035999998450279236,1.4205578565597534,2.695474863052368,0.010980585590004921,18.639793395996094
0.07992088794708252,40000.0,0.004036031197756529,1.0141348838806152,153.70335388183594,0,422.04885093,11.475000381469727,7.412597179412842,0,0.0004493749875109643,1.678466787780053e-08,10,0.47224414348602295,0.0018140565371140838,1.0025653839111328,0.3789566457271576,0.08639659732580185,-1.667321801185608,1,1746516519.6469805,-0.4584686756134033,0.036655329167842865,111.0924072265625,0.07095581293106079,0.19609935581684113,0,1.0025653839111328,0.07095581293106079,31.75,0.7722711563110352,1,0.007558911107480526,2,130.1207733154297,0.008189350366592407,0.07992088794708252,3.8198747634887695,292.89739990234375,0.07992088794708252,0.08809249848127365,1000,1.0025653839111328,0.07095581293106079,1.4323712587356567,2.2260618209838867,-0.003421674482524395,19.028350830078125
0.11475138366222382,60000.0,0.0033308169804513454,1.040073037147522,156.19497680664062,0,555.008459865,13.116666793823242,6.098086833953857,0,0.0003573174763005227,-4.577636492086867e-09,10,1.6209594011306763,0.0009703328832983971,1.0013723373413086,1.0336694717407227,0.06263507157564163,-1.2990572452545166,1,1746516647.7545907,-0.4060511887073517,0.00920153222978115,109.05059814453125,0.1060197502374649,0.2657078802585602,0,1.0013723373413086,0.1060197502374649,26.049999237060547,-0.1699855625629425,2,0.004185573197901249,3,128.0450897216797,0.052417486906051636,0.11475138366222382,-1.3145103454589844,421.016845703125,0.11475138366222382,0.10843400657176971,1000,1.0013723373413086,0.1060197502374649,1.4577569961547852,2.450411081314087,-0.003373337909579277,18.994461059570312
0.1492519974708557,80000.0,0.003182150423526764,1.0759440660476685,150.5028839111328,0,684.002820886,16.712499618530273,9.696357727050781,0,0.0003766691079363227,-9.155272984173735e-09,10,2.03106427192688,0.002332631265744567,1.0032987594604492,1.4086905717849731,0.0606231652200222,-1.019589900970459,1,1746516780.7142038,-0.35994410514831543,0.007647950667887926,113.26858520507812,0.14116409420967102,0.2584284543991089,0,1.0032987594604492,0.14116409420967102,48.45000076293945,0.3286731541156769,3,0.0057280538603663445,4,132.8878173828125,0.046107083559036255,0.1492519974708557,3.598270893096924,553.9671630859375,0.1492519974708557,0.10308284312486649,1000,1.0032987594604492,0.14116409420967102,1.4917577505111694,2.50699782371521,0.0015424806624650955,19.619205474853516
0.18410642445087433,100000.0,0.002819415181875229,1.1294457912445068,155.13682556152344,0,817.712574426,18.469999313354492,5.208584308624268,0,0.0003369528567418456,7.629394005448376e-09,10,1.4133930206298828,0.0009969696402549744,1.001409888267517,0.9723643660545349,0.04570222645998001,-0.8278307318687439,1,1746516909.7085629,-0.3511906862258911,0.00633009010925889,109.80500793457031,0.17645935714244843,0.2798626720905304,0,1.001409888267517,0.17645935714244843,43.900001525878906,2.176769495010376,4,0.0038404902443289757,5,128.91845703125,0.008753418922424316,0.18410642445087433,-4.487773418426514,682.95654296875,0.18410642445087433,0.10507762432098389,1000,1.001409888267517,0.17645935714244843,1.5399237871170044,2.6633896827697754,-0.0018875636160373688,19.11341667175293
0.21916380524635315,120000.0,0.0024920764844864607,1.1674411296844482,149.6567840576172,0,952.74258151,23.219999313354492,5.5189900398254395,0,0.0002458796661812812,-1.907348501362094e-09,10,2.496344566345215,0.0005968555924482644,1.0008440017700195,0.8027707934379578,0.03356997296214104,-0.6264793276786804,1,1746517043.4182997,-0.36848199367523193,0.007321235723793507,114.42597198486328,0.21183937788009644,0.35594144463539124,0,1.0008440017700195,0.21183937788009644,58.099998474121094,0.34451690316200256,5,0.002343944041058421,6,133.6391143798828,-0.01729130744934082,0.21916380524635315,0.3104057312011719,816.6719970703125,0.21916380524635315,0.1256449818611145,1000,1.0008440017700195,0.21183937788009644,1.573118805885315,2.832914113998413,-0.0014965462032705545,19.213117599487305
0.25430986285209656,140000.0,0.0031901439651846886,1.1798380613327026,148.18020629882812,0,1082.778967543,25.989999771118164,9.82003116607666,0,0.0003118150634691119,-9.155272984173735e-09,10,3.549830913543701,0.0012922786409035325,1.001827597618103,0.9782859086990356,0.039961524307727814,-0.1541694551706314,1,1746517178.4483259,-0.36723753809928894,0.004037085920572281,115.64338684082031,0.2474050223827362,0.31426888704299927,0,1.001827597618103,0.2474050223827362,73.8499984741211,0.7782466411590576,6,0.0035009263083338737,7,134.97079467773438,0.0012444555759429932,0.25430986285209656,4.301041126251221,951.713134765625,0.25430986285209656,0.12551401555538177,1000,1.001827597618103,0.2474050223827362,1.5841083526611328,2.503854990005493,0.0011569822672754526,19.327392578125
0.2897147238254547,160000.0,0.0036272432189434767,1.19979989528656,153.89352416992188,0,1208.131045119,29.0,7.2397379875183105,0,0.00028104506782256067,0.0,10,5.131072521209717,0.0011329073458909988,1.0016021728515625,1.1529706716537476,0.03950624540448189,-0.047563087195158005,1,1746517308.4847093,-0.41816446185112,0.007456874009221792,111.04948425292969,0.28320950269699097,0.3351817727088928,0,1.0016021728515625,0.28320950269699097,57.25,-0.14207136631011963,7,0.00348016619682312,8,129.95999145507812,-0.050926923751831055,0.2897147238254547,-2.5802931785583496,1081.7335205078125,0.2897147238254547,0.1427428275346756,1000,1.0016021728515625,0.28320950269699097,1.6009916067123413,2.348151206970215,-2.076011151075363e-05,18.910484313964844
0.32202020287513733,180000.0,0.001868677674792707,1.2163361310958862,159.65768432617188,0,1342.712553844,23.809999465942383,3.710792303085327,0,0.0002366508706472814,0.0,10,4.997426509857178,0.0017528593307361007,1.0024789571762085,1.445943832397461,0.028870034962892532,0.037178002297878265,1,1746517433.8367834,-0.5251809358596802,0.00726519338786602,106.26739501953125,0.31915801763534546,0.3437328338623047,0,1.0024789571762085,0.31915801763534546,7.349999904632568,-0.215236634016037,8,0.00875366386026144,9,125.26801300048828,-0.10701647400856018,0.32202020287513733,-3.5289456844329834,1207.0811767578125,0.32202020287513733,0.10506895929574966,1000,1.0024789571762085,0.31915801763534546,1.6147407293319702,3.2714977264404297,0.00527349766343832,19.00058937072754
0.3548673093318939,200000.0,0.003919104114174843,1.2316981554031372,148.69020080566406,0,1475.242890092,19.209999084472656,3.6643922328948975,0,0.00035204540472477674,6.103515470812226e-09,10,4.703060150146484,0.0007016606978140771,1.0009922981262207,1.4817742109298706,0.0542556531727314,0.0950377881526947,1,1746517568.4182978,-0.4088006019592285,0.011531886644661427,115.4681396484375,0.35486382246017456,0.28720012307167053,0,1.0009922981262207,0.35486382246017456,48.54999923706055,-0.1220778226852417,9,0.003985118120908737,10,134.5078582763672,0.11638033390045166,0.3548673093318939,-0.04640007019042969,1341.672607421875,0.3548673093318939,0.1271345317363739,1000,1.0009922981262207,0.35486382246017456,1.6272550821304321,2.2590250968933105,-0.004768545739352703,19.039682388305664
0.38676998019218445,220000.0,0.004508434794843197,1.2537533044815063,150.99307250976562,0,1605.069712924,16.059999465942383,2.8626205921173096,0,0.00032123454730026424,-3.814697002724188e-09,10,4.546760082244873,0.002047437708824873,1.002895474433899,1.1471539735794067,0.06684642285108566,0.16561996936798096,1,1746517700.9486406,-0.44794487953186035,0.012520887888967991,113.45562744140625,0.3900214433670044,0.2998514473438263,0,1.0028955936431885,0.3900214433670044,25.299999237060547,-0.4129883050918579,10,0.003925728611648083,11,132.45640563964844,-0.039144277572631836,0.38676998019218445,-0.8017716407775879,1474.198974609375,0.38676998019218445,0.14236542582511902,1000,1.0028955936431885,0.3900214433670044,1.6449995040893555,2.1062097549438477,-5.938950926065445e-05,19.000761032104492
