Misc/AcceptanceStep,Train/PolicyRatio/Max,Metrics/EpCost,Train/KL,Metrics/LagrangeMultiplier/Min,Time/Rollout,Train/PolicyRatio,Time/Epoch,Train/Epoch,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Std,Value/Adv,Loss/Loss_cost_critic/Delta,Misc/Alpha,Metrics/LagrangeMultiplier,Train/PolicyStd,Train/PolicyRatio/Min,Metrics/EpRet,Time/Update,Misc/xHx,Value/reward,Value/cost,Time/Total,Loss/Loss_pi,_timestamp,Misc/gradient_norm,_runtime,Misc/FinalStepNorm,Time/FPS,Train/Entropy,Loss/Loss_cost_critic,Loss/Loss_pi/Delta,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Std,Misc/H_inv_g,Metrics/EpLen,Metrics/LagrangeMultiplier/Max,Train/LR,TotalEnvSteps,Train/StopIter,_step
1,0.9986078143119812,22.850000381469727,0.0002659521996974945,0.03599999472498894,71.92291259765625,0.9986078143119812,80.53388977050781,0,0.009943199343979359,0,-2.2888183792701966e-08,2.2945313453674316,2.5006070137023926,0.03599999472498894,1.0035390853881836,0.9986078143119812,-1.5753810405731201,8.610949516296387,0.003198436228558421,0.2870486378669739,-0.048717714846134186,80.53497314453125,-0.005173920653760433,1743316037.0044827,0.0499713197350502,161.269888305,0.30175402760505676,248.34266662597656,1.422451138496399,2.2945313453674316,-0.005173920653760433,0.009943199343979359,0.0009844379965215921,0.1206723153591156,1000,0.03599999472498894,0,20000.0,10,1
1,0.9990142583847046,15.5,0.00037434708792716265,0.07003077864646912,71.26482391357422,0.9990141987800598,79.81120300292969,1,0.0057490114122629166,0,4.463195679704768e-08,-0.9737870693206787,1.5474435091018677,0.07003077864646912,1.0038875341415405,0.9990142583847046,-1.0850131511688232,8.546358108520508,0.008352180011570454,0.1955147087574005,0.24794307351112366,160.39352416992188,-0.008182023651897907,1743316116.901517,0.10911532491445541,241.503226559,0.25811251997947693,250.59140014648438,1.4227913618087769,1.320744276046753,-0.003008102998137474,-0.004194187931716442,0.0006970807444304228,0.16679932177066803,1000,0.07003077864646912,0,40000.0,10,2
1,1.0009835958480835,20.933332443237305,0.000235193976550363,0.10450181365013123,71.62577819824219,1.0009835958480835,80.174072265625,2,0.004707117099314928,0,0.0,1.409437656402588,1.8648240566253662,0.10450181365013123,0.9994489550590515,1.0009835958480835,-0.6348609924316406,8.548276901245117,0.00575113482773304,0.17981870472431183,0.592775285243988,240.65237426757812,-0.007875844836235046,1743316197.1347806,0.04263820871710777,322.530673137,0.3518276512622833,249.4571990966797,1.4183210134506226,2.730181932449341,0.00030617881566286087,-0.0010418943129479885,0.0006954230484552681,0.18866534531116486,1000,0.10450181365013123,0,60000.0,10,3
1,0.9989172220230103,19.3125,0.0002710174594540149,0.13907012343406677,72.42303466796875,0.9989171624183655,80.97863006591797,3,0.00422753905877471,0,1.5258788677030566e-09,-0.8807977437973022,1.7913331985473633,0.13907012343406677,0.9877921938896179,0.9989172220230103,-0.4547058641910553,8.555570602416992,0.006232704967260361,0.14160017669200897,1.1024243831634521,321.69140625,-0.008515087887644768,1743316278.1622899,0.05994308367371559,403.512127832,0.3484524190425873,246.97874450683594,1.4066020250320435,1.8493841886520386,-0.0006392430514097214,-0.00047957804054021835,0.000765667762607336,0.19452127814292908,1000,0.13907012343406677,0,80000.0,10,4
1,0.9999589920043945,30.989999771118164,0.0002936985110864043,0.17384684085845947,72.3273696899414,0.9999589920043945,80.90892028808594,4,0.0061448547057807446,0,-5.340575981449547e-09,1.8986769914627075,1.5021899938583374,0.17384684085845947,0.9835712313652039,0.9999589920043945,-0.19028949737548828,8.581528663635254,0.008862979710102081,0.12627092003822327,0.8960910439491272,402.6488342285156,-0.010033901780843735,1743316359.1437016,0.05872107297182083,484.371439105,0.33393433690071106,247.19154357910156,1.4023669958114624,3.748061180114746,-0.001518813893198967,0.0019173156470060349,2.9025157346040942e-05,0.22229833900928497,1000,0.17384684085845947,0,100000.0,10,5
1,1.0009112358093262,40.209999084472656,0.0004016069869976491,0.2086680382490158,72.21603393554688,1.0009112358093262,80.7965087890625,5,0.007401651702821255,0,1.5258788677030566e-09,0.3297462463378906,1.394068717956543,0.2086680382490158,0.9886109232902527,1.0009112358093262,0.3916691243648529,8.580455780029297,0.010291085578501225,0.11681225895881653,1.8077468872070312,483.5167236328125,-0.011133290827274323,1743316440.0030632,0.125678151845932,565.06965686,0.2981645166873932,247.53546142578125,1.4074748754501343,4.077807426452637,-0.0010993890464305878,0.0012567969970405102,0.0006443409947678447,0.21388079226016998,1000,0.2086680382490158,0,120000.0,10,6
1,1.000758171081543,58.41999816894531,0.0003420497814659029,0.2430957704782486,72.04297637939453,1.000758171081543,80.63211822509766,6,0.011444163508713245,0,4.577636492086867e-09,0.9665522575378418,1.3232146501541138,0.2430957704782486,0.9770317077636719,1.000758171081543,0.9939175248146057,8.589117050170898,0.01142270676791668,0.12677167356014252,3.448903799057007,564.2111206054688,-0.01043238490819931,1743316520.701246,0.08583255857229233,645.261812664,0.31097733974456787,248.0401153564453,1.395591378211975,5.0443596839904785,0.0007009059190750122,0.004042511805891991,0.0005361640942282975,0.23501655459403992,1000,0.2430957704782486,0,140000.0,10,7
1,1.0021686553955078,63.70000076293945,0.000321366882417351,0.2778312563896179,71.53189086914062,1.0021686553955078,80.09829711914062,7,0.020001903176307678,0,-6.103515470812226e-09,-0.8983125686645508,1.3480421304702759,0.2778312563896179,0.962493360042572,1.0021686553955078,1.59266996383667,8.566385269165039,0.01100582629442215,0.16945083439350128,4.274905681610107,644.3767700195312,-0.01030715648084879,1743316600.8934774,0.0831756666302681,726.775339956,0.31300267577171326,249.6931915283203,1.380548357963562,4.146047115325928,0.0001252284273505211,0.008557739667594433,0.001533414819277823,0.2321905791759491,1000,0.2778312563896179,0,160000.0,10,8
1,0.9999994039535522,68.80000305175781,0.0003308410232421011,0.3130262792110443,72.83106231689453,0.9999993443489075,81.30807495117188,8,0.01077311672270298,0,0.0,-1.1482634544372559,1.5230623483657837,0.3130262792110443,0.9513648152351379,0.9999994039535522,1.9459668397903442,8.476995468139648,0.00862172432243824,0.14518572390079498,4.229727745056152,725.7782592773438,-0.009050145745277405,1743316682.4070604,0.07414981722831726,807.355179639,0.31845852732658386,245.97804260253906,1.3686062097549438,2.997783660888672,0.0012570107355713844,-0.009228786453604698,4.780773110724112e-07,0.2090909332036972,1000,0.3130262792110443,0,180000.0,10,9
1,1.0005182027816772,73.80000305175781,0.00036294388701207936,0.34870582818984985,72.00369262695312,1.0005182027816772,80.50019073486328,9,0.015443284064531326,0,2.1171569386524425e-08,0.9295127391815186,0.9427104592323303,0.34870582818984985,0.9473060965538025,1.0005182027816772,2.5030343532562256,8.496476173400879,0.022504694759845734,0.18002763390541077,4.661830425262451,806.4854125976562,-0.01497921347618103,1743316762.9869165,0.1559414118528366,887.414219435,0.30269181728363037,248.44662475585938,1.3640155792236328,3.9272964000701904,-0.0059290677309036255,0.004670167341828346,0.00036645279033109546,0.32108673453330994,1000,0.34870582818984985,0,200000.0,10,10
1,0.9997886419296265,66.51000213623047,0.00034992897417396307,0.3847919702529907,71.49200439453125,0.9997885823249817,79.97703552246094,10,0.02463359385728836,0,1.2207030941624453e-08,-0.8895812034606934,1.2694025039672852,0.3847919702529907,0.9407694935798645,0.9997886419296265,3.4260730743408203,8.485016822814941,0.0124116912484169,0.28320932388305664,5.096114158630371,886.5410766601562,-0.01074740756303072,1743316843.045631,0.14820517599582672,967.40477636,0.3001823127269745,250.07177734375,1.3568309545516968,3.037715196609497,0.0042318059131503105,0.009190309792757034,0.00014945272414479405,0.23647527396678925,1000,0.3847919702529907,0,220000.0,10,11
1,1.0009632110595703,53.90999984741211,0.00033848019666038454,0.4209025502204895,71.34905242919922,1.0009632110595703,79.86328887939453,11,0.027386659756302834,0,-9.155272984173735e-09,-0.8181321620941162,1.2620731592178345,0.4209025502204895,0.9363215565681458,1.0009632110595703,4.257245063781738,8.514208793640137,0.012556266970932484,0.32126951217651367,4.3284406661987305,966.489501953125,-0.011098633520305157,1743316923.0362952,0.11357680708169937,1047.821887216,0.2987024486064911,250.42796325683594,1.3520642518997192,2.219583034515381,-0.00035122595727443695,0.002753065899014473,0.0006810369086451828,0.23667602241039276,1000,0.4209025502204895,0,240000.0,10,12
1,0.9997142553329468,49.84000015258789,0.00033947438350878656,0.45688396692276,71.8331069946289,0.999714195728302,80.32669830322266,12,0.019961897283792496,0,-1.2969969986897922e-08,-0.15641307830810547,1.2585816383361816,0.45688396692276,0.9349824786186218,0.9997142553329468,4.483060836791992,8.49357795715332,0.01262603048235178,0.24235102534294128,4.613181114196777,1046.9390869140625,-0.010852317325770855,1743317003.4533203,0.16660113632678986,1127.580221323,0.2980847954750061,248.98321533203125,1.3506321907043457,2.0631699562072754,0.00024631619453430176,-0.007424762472510338,0.00020210818911436945,0.2368418574333191,1000,0.45688396692276,0,260000.0,10,13
1,1.0000438690185547,49.310001373291016,0.00036964117316529155,0.492735892534256,71.20042419433594,1.0000438690185547,79.689697265625,13,0.03171605244278908,0,-2.4414061883248905e-08,-0.11095559597015381,1.1970462799072266,0.492735892534256,0.918069064617157,1.0000438690185547,6.0007405281066895,8.4892578125,0.01395750604569912,0.41988492012023926,4.354445934295654,1126.7200927734375,-0.011110715568065643,1743317083.2118492,0.13806940615177155,1207.297607141,0.2854016423225403,250.9734649658203,1.3326191902160645,1.9522143602371216,-0.00025839824229478836,0.011754155158996582,3.10763789457269e-05,0.23842155933380127,1000,0.492735892534256,0,280000.0,10,14
1,1.000322699546814,38.939998626708984,0.00029454490868374705,0.5279998779296875,71.13626861572266,1.000322699546814,79.63863372802734,14,0.039688970893621445,0,-2.4414061883248905e-08,0.5332635641098022,1.1940864324569702,0.5279998779296875,0.9004141688346863,1.000322699546814,7.064377307891846,8.50234317779541,0.014026783406734467,0.46012890338897705,3.837473154067993,1206.4267578125,-0.011191817931830883,1743317162.9293056,0.10440056771039963,1287.560195001,0.3194502294063568,251.13438415527344,1.313156247138977,2.485477924346924,-8.110236376523972e-05,0.007972918450832367,0.00022815493866801262,0.26752689480781555,1000,0.5279998779296875,0,300000.0,10,15
1,1.0014371871948242,41.79999923706055,0.0003497633442748338,0.5629120469093323,71.71365356445312,1.0014371871948242,80.19949340820312,15,0.03343251347541809,0,-5.722045615108584e-10,-0.46867847442626953,1.0756458044052124,0.5629120469093323,0.9003191590309143,1.0014371871948242,7.899182319641113,8.48581600189209,0.017285868525505066,0.5500212907791138,4.184671401977539,1286.70556640625,-0.012245208956301212,1743317243.1918817,0.16126255691051483,1367.346328488,0.27546605467796326,249.37814331054688,1.3126391172409058,2.0167994499206543,-0.0010533910244703293,-0.006256457418203354,0.0010162447579205036,0.2560936510562897,1000,0.5629120469093323,0,320000.0,10,16
1,0.999260425567627,45.09000015258789,0.00034842791501432657,0.5976872444152832,71.19868469238281,0.999260425567627,79.70264434814453,16,0.03753473609685898,0,-4.1961669694501325e-09,0.17146992683410645,1.0455485582351685,0.5976872444152832,0.896461546421051,0.999260425567627,8.682117462158203,8.503931999206543,0.018295375630259514,0.5939855575561523,4.508741855621338,1366.4705810546875,-0.012690412811934948,1743317322.9780574,0.11521115899085999,1447.452716169,0.29279717803001404,250.93270874023438,1.308064579963684,2.1882693767547607,-0.00044520385563373566,0.0041022226214408875,0.000522986170835793,0.2800416946411133,1000,0.5976872444152832,0,340000.0,10,17
1,1.0005191564559937,44.959999084472656,0.00037738995160907507,0.6323411464691162,71.49559783935547,1.0005191564559937,79.9972152709961,17,0.03978333994746208,0,-2.0980834847250662e-08,-0.35271477699279785,1.1165815591812134,0.6323411464691162,0.8865497708320618,1.0005191564559937,10.210908889770508,8.501599311828613,0.016041643917560577,0.6615148186683655,3.8231711387634277,1446.5594482421875,-0.011756233870983124,1743317403.084464,0.13683314621448517,1527.507860469,0.2715645134449005,250.0087127685547,1.2972383499145508,1.835554599761963,0.0009341789409518242,0.0022486038506031036,0.000367070926586166,0.24321064352989197,1000,0.6323411464691162,0,360000.0,10,18
1,1.0009231567382812,43.25,0.0003537708253134042,0.6668086647987366,71.48916625976562,1.0009231567382812,79.97940063476562,18,0.045754991471767426,0,-6.294250454175199e-09,-0.10575544834136963,1.2149920463562012,0.6668086647987366,0.8805431723594666,1.0009231567382812,10.96740436553955,8.490218162536621,0.013548238202929497,0.7831990122795105,4.471149444580078,1526.643798828125,-0.011281341314315796,1743317483.1396298,0.1748151332139969,1607.637442624,0.27854496240615845,250.06439208984375,1.2906895875930786,1.7297991514205933,0.0004748925566673279,0.005971651524305344,0.0006528265657834709,0.22925661504268646,1000,0.6668086647987366,0,380000.0,10,19
