Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_pi/Delta,Safety/shield_adv_c,Time/Update,Train/KL,Train/PolicyStd,Train/PolicyRatio/Max,Value/cost,Train/PolicyRatio/Std,Metrics/EpRet,Safety/ShieldLagrangeMultiplier/Max,_runtime,Train/Entropy,Train/StopIter,Time/Rollout,Time/Total,TotalEnvSteps,Loss/Loss_pi,Time/Epoch,_timestamp,Metrics/EpCost,Train/Epoch,Value/Adv,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Max,Value/reward,Safety/EpCostShield,_step,Loss/Loss_cost_critic,Time/FPS,Metrics/EpLen,Metrics/LagrangeMultiplier/Min,Train/LR,Train/PolicyRatio,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Std,Safety/shield_violation
6.567869186401367,0,-0.46749454736709595,NaN,88.81365966796875,0.011422781273722649,0.9688941240310669,1.0060276985168457,0.01695435866713524,0.012031479738652706,-0.9984604120254517,0.044999994337558746,326.349666373,1.3872569799423218,40,81.10420989990234,169.9186248779297,20000.0,-0.46749454736709595,169.9179229736328,1746520983.384602,20.100000381469727,0,-0.13685917854309082,0.044999994337558746,0.044999994337558746,1.0060276985168457,0.03599999472498894,-0.05421343818306923,38.0,1,6.567869186401367,117.70388793945312,1000,0.03599999472498894,0.0002969999914057553,1.0060275793075562,0.007867367006838322,0.03599999472498894,0.007867367006838322,0,-0.02390996366739273
7.723488807678223,0,0.03871461749076843,NaN,93.57755279541016,0.010940207168459892,0.9342392683029175,1.0051106214523315,0.15722262859344482,0.011959570460021496,-0.9801944494247437,0.07898073643445969,478.413262597,1.350809097290039,40,61.85527801513672,325.4271545410156,40000.0,-0.4287799298763275,155.43289184570312,1746521138.9052489,33.42499923706055,1,0.0016835182905197144,0.07898073643445969,0.07898073643445969,1.0051106214523315,0.07040433585643768,-0.05837276577949524,71.94999694824219,2,14.29135799407959,128.6728973388672,1000,0.07040433585643768,0.00029399999766610563,1.0051106214523315,0.0076027968898415565,0.07040433585643768,-0.00026457011699676514,0,0.6027129292488098
-9.683236598968506,0,0.013918310403823853,NaN,91.5085220336914,0.012590725906193256,0.8950552940368652,1.006845235824585,0.17005956172943115,0.012397539801895618,-0.8822416663169861,0.11244028806686401,625.428943541,1.3078980445861816,40,60.465274810791016,477.4884948730469,60000.0,-0.41486161947250366,151.973876953125,1746521290.9688077,27.649999618530273,2,-0.2928682267665863,0.11244028806686401,0.11244028806686401,1.006845235824585,0.10503178089857101,-0.08137303590774536,40.25,3,4.608121395111084,131.60157775878906,1000,0.10503178089857101,0.000291000003926456,1.006845235824585,0.0054854461923241615,0.10503178089857101,-0.002117350697517395,0,0.45038360357284546
2.3061885833740234,0,0.015563011169433594,NaN,85.30443572998047,0.013215146958827972,0.8607308268547058,1.005963683128357,0.6671236753463745,0.012276376597583294,-0.600948691368103,0.1456758975982666,781.695643223,1.2686752080917358,40,61.6258659362793,624.5093383789062,80000.0,-0.39929860830307007,146.93035888671875,1746521437.9845128,26.5,3,-0.015547376126050949,0.1456758975982666,0.1456758975982666,1.005963683128357,0.13970237970352173,-0.05448193475604057,39.29999923706055,4,6.914309978485107,136.11891174316406,1000,0.13970237970352173,0.0002880000101868063,1.005963683128357,0.0042486004531383514,0.13970237970352173,-0.00123684573918581,0,2.296900510787964
5.6861252784729,0,0.03285497426986694,NaN,91.67737579345703,0.011816699057817459,0.8270255923271179,1.0103645324707031,1.164655089378357,0.012235959060490131,-0.24930815398693085,0.17955094575881958,947.807147071,1.2286527156829834,40,64.51319885253906,780.7849731445312,100000.0,-0.3664436340332031,156.19065856933594,1746521594.2511659,29.350000381469727,4,-0.07912501692771912,0.17955094575881958,0.17955094575881958,1.0103645324707031,0.1745537668466568,-0.030686113983392715,78.25,5,12.600435256958008,128.0486297607422,1000,0.1745537668466568,0.0002849999873433262,1.0103644132614136,0.008522656746208668,0.1745537668466568,0.004274056293070316,0,3.287663221359253
7.474946975708008,0,0.08983460068702698,NaN,95.32313537597656,0.011500535532832146,0.8066115975379944,1.006447196006775,1.6857632398605347,0.011631294153630733,0.4147525131702423,0.21275894343852997,1102.174711025,1.2036761045455933,40,70.69954681396484,946.8856201171875,120000.0,-0.27660903334617615,166.0227508544922,1746521760.3626776,39.91999816894531,5,-0.00610235333442688,0.21275894343852997,0.21275894343852997,1.006447196006775,0.2097015082836151,0.002953341230750084,137.14999389648438,6,20.075382232666016,120.46541595458984,1000,0.2097015082836151,0.00028199999360367656,1.006447196006775,0.01156526803970337,0.2097015082836151,0.0030426112934947014,0,3.8313868045806885
-2.1234073638916016,0,-0.07158967852592468,NaN,87.93795013427734,0.013756331987679005,0.7818093299865723,1.0093523263931274,3.002424716949463,0.012504830956459045,0.9974842667579651,0.24666613340377808,1256.799865383,1.172537088394165,40,66.3514404296875,1101.263916015625,140000.0,-0.34819871187210083,154.28944396972656,1746521914.7301226,42.849998474121094,6,0.09370078146457672,0.24666613340377808,0.24666613340377808,1.0093523263931274,0.2451452910900116,0.04740510508418083,96.8499984741211,7,17.951974868774414,129.62649536132812,1000,0.2451452910900116,0.0002789999998640269,1.0093523263931274,0.011599081568419933,0.2451452910900116,3.381352871656418e-05,0,5.749149799346924
-4.105323791503906,0,-0.028764337301254272,NaN,88.90225219726562,0.014856948517262936,0.7590674161911011,1.0115209817886353,3.5072953701019287,0.012798753567039967,1.9359869956970215,0.28098511695861816,1401.962142881,1.142902135848999,40,65.64037322998047,1255.884033203125,160000.0,-0.3769630491733551,154.54269409179688,1746522069.355412,49.439998626708984,7,-0.07091546058654785,0.28098511695861816,0.28098511695861816,1.0115209817886353,0.2808791995048523,0.09701400995254517,90.44999694824219,8,13.846651077270508,129.41407775878906,1000,0.2808791995048523,0.00027600000612437725,1.0115209817886353,0.017380859702825546,0.2808791995048523,0.005781778134405613,0,7.766692161560059
-4.60905647277832,0,-0.01606425642967224,NaN,76.64070892333984,0.01376285683363676,0.7366467714309692,1.0129642486572266,3.419879674911499,0.013056478463113308,2.5878045558929443,0.3150452971458435,1559.281504889,1.1129900217056274,40,68.44767761230469,1401.0531005859375,180000.0,-0.39302730560302734,145.08843994140625,1746522214.5178502,51.209999084472656,8,0.4379093050956726,0.3150452971458435,0.3150452971458435,1.0129642486572266,0.31691592931747437,0.1334484964609146,67.30000305175781,9,9.237594604492188,137.8469696044922,1000,0.31691592931747437,0.0002730000123847276,1.012964129447937,0.014526894316077232,0.31691592931747437,-0.002853965386748314,0,6.869221210479736
-0.5835151672363281,0,0.03933390974998474,NaN,88.4063491821289,0.011623287573456764,0.7214841246604919,1.0100215673446655,4.312018394470215,0.012406861409544945,2.8183531761169434,0.349724143743515,1719.632837203,1.092288851737976,40,68.84613800048828,1558.3809814453125,200000.0,-0.3536933958530426,157.25253295898438,1746522371.8371892,55.380001068115234,9,0.06785525381565094,0.349724143743515,0.349724143743515,1.0100215673446655,0.3532644808292389,0.1846950501203537,107.0999984741211,10,8.65407943725586,127.1839599609375,1000,0.3532644808292389,0.0002699999895412475,1.0100215673446655,0.012094317935407162,0.3532644808292389,-0.0024325763806700706,0,8.403775215148926
