Train/PolicyRatio,Loss/Loss_reward_critic/Delta,_runtime,Misc/gradient_norm,Time/Total,Metrics/LagrangeMultiplier/Max,TotalEnvSteps,Train/Entropy,Metrics/LagrangeMultiplier/Std,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Min,Train/LR,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio/Max,Train/KL,_step,Misc/xHx,Train/PolicyStd,Value/Adv,Misc/AcceptanceStep,Train/PolicyRatio/Min,Train/StopIter,Metrics/EpLen,Safety/shield_violation,Loss/Loss_cost_critic/Delta,Safety/shield_adv_c,Metrics/EpRet,Safety/EpCostShield,Train/Epoch,Loss/Loss_pi,Misc/FinalStepNorm,Misc/H_inv_g,Metrics/LagrangeMultiplier/Min,Value/cost,Train/PolicyRatio/Std,Time/FPS,Metrics/EpCost,Metrics/LagrangeMultiplier,Value/reward,_timestamp,Safety/ShieldLagrangeMultiplier/Std,Time/Rollout,Time/Update,Misc/Alpha,Time/Epoch
0.9994404911994934,0.03587842732667923,280.348533378,0.06817102432250977,162.83653259277344,0.035999998450279236,20000.0,1.411199688911438,0,0.03587842732667923,0.04500000178813934,0,76.23951721191406,0.04500000178813934,-0.37200260162353516,0.04500000178813934,0.9994405508041382,0.0004358507285360247,1,0.00178438366856426,0.9923065304756165,-1.9836425835251248e-08,1,0.9994405508041382,10,500,-0.20215483009815216,76.23951721191406,5.118391513824463,-2.9734249114990234,175.5,0,-0.37200260162353516,0.2287750095129013,0.06833432614803314,0.035999998450279236,-0.1196051761507988,0.00039564652252011,122.82337188720703,131.6999969482422,0.035999998450279236,0.016615409404039383,1746508493.2444277,0,145.61672973632812,17.21868896484375,3.3478782176971436,162.83544921875
1.0012578964233398,-0.013218333944678307,399.448580678,0.045479871332645416,279.47625732421875,0.07013598829507828,40000.0,1.4113448858261108,0,0.022660093382000923,0.07639475166797638,0,33.62545394897461,0.07639475166797638,-0.04563459753990173,0.07639475166797638,1.0012578964233398,0.0003016487753484398,2,0.002211365383118391,0.9924412369728088,-2.2888182460434336e-09,1,1.0012578964233398,10,500,2.135195732116699,-42.61406326293945,1.3968963623046875,-1.3736120462417603,69.4749984741211,1,-0.4176371991634369,0.34573671221733093,0.11496396362781525,0.07013598829507828,1.0244624614715576,0.0008894109632819891,171.56312561035156,91.8375015258789,0.07013598829507828,0.017730336636304855,1746508609.8850036,0,98.60012817382812,17.975017547607422,3.0073485374450684,116.5751724243164
1.000571846961975,-0.0016519781202077866,517.487085575,0.12448407709598541,398.5780029296875,0.10381489247083664,60000.0,1.4249067306518555,0,0.021008115261793137,0.1082107424736023,0,43.65453338623047,0.1082107424736023,0.0870358943939209,0.1082107424736023,1.0005719661712646,0.00047200650442391634,3,0.005255581345409155,1.0060205459594727,0.0,1,1.0005719661712646,10,500,5.224803447723389,10.02907943725586,2.2923872470855713,-0.5005518198013306,97.2249984741211,2,-0.330601304769516,0.23905137181282043,0.12254258245229721,0.10381489247083664,3.4052515029907227,0.00040432874811813235,168.01719665527344,82.18000030517578,0.10381489247083664,0.06959833949804306,1746508728.9850545,0,101.23016357421875,17.805252075195312,1.9507616758346558,119.03543853759766
1.002052664756775,0.002118900418281555,637.539269999,0.041602328419685364,516.6156005859375,0.1369686722755432,80000.0,1.4453939199447632,0,0.023127015680074692,0.1405756175518036,0,53.31675338745117,0.1405756175518036,-0.015510976314544678,0.1405756175518036,1.002052664756775,0.0003392584912944585,4,0.004333870951086283,1.0268981456756592,0.0,1,1.002052664756775,10,500,8.66569709777832,9.662220001220703,1.287412166595459,1.2366530895233154,104.375,3,-0.34611228108406067,0.34187671542167664,0.15914499759674072,0.1369686722755432,6.365674018859863,0.001451481250114739,169.527099609375,71.70999908447266,0.1369686722755432,0.11003059148788452,1746508847.0235462,0,100.12235260009766,17.85286521911621,2.1482088565826416,117.9752426147461
1.0011976957321167,0.008515145629644394,756.897338258,0.059600409120321274,636.6564331054688,0.1701166033744812,100000.0,1.471921443939209,0,0.031642161309719086,0.173456072807312,0,62.036319732666016,0.173456072807312,0.035502105951309204,0.173456072807312,1.0011976957321167,0.0004051825380884111,5,0.0048459367826581,1.054612159729004,-1.831054596834747e-08,1,1.0011976957321167,10,500,9.46414852142334,8.719566345214844,0.3957356810569763,3.36923885345459,111.125,4,-0.31061017513275146,0.2974076271057129,0.14639507234096527,0.1701166033744812,6.884734153747559,0.0008468706510029733,166.69801330566406,78.73999786376953,0.1701166033744812,0.2386281043291092,1746508967.075686,0,102.3516845703125,17.6257266998291,2.031541347503662,119.97743225097656
1.0032119750976562,0.010778438299894333,875.993695554,0.056976210325956345,756.0288696289062,0.20332105457782745,120000.0,1.485398292541504,0,0.04242059960961342,0.20642182230949402,0,63.58101272583008,0.20642182230949402,-0.039908528327941895,0.20642182230949402,1.0032119750976562,0.0004000284825451672,6,0.006037368904799223,1.068908929824829,7.629394005448376e-09,1,1.0032119750976562,10,500,11.02627182006836,1.5446929931640625,0.5147203803062439,5.574617385864258,98.4749984741211,5,-0.35051870346069336,0.28916922211647034,0.15887708961963654,0.20332105457782745,7.790990829467773,0.0022711532656103373,167.64804077148438,79.69999694824219,0.20332105457782745,0.4260053336620331,1746509086.4337654,0,101.52948760986328,17.76803207397461,1.8200812339782715,119.29754638671875
1.0030642747879028,0.031839970499277115,992.085944711,0.06035241484642029,875.123779296875,0.23643513023853302,140000.0,1.4975380897521973,0,0.07426057010889053,0.23968926072120667,0,66.62944030761719,0.23968926072120667,0.04066857695579529,0.23968926072120667,1.0030643939971924,0.0003820770944003016,7,0.003749668598175049,1.0819538831710815,1.525878801089675e-08,1,1.0030643939971924,10,500,12.704835891723633,3.0484275817871094,0.17508473992347717,7.070505142211914,109.05000305175781,6,-0.30985012650489807,0.269476979970932,0.11668196320533752,0.23643513023853302,10.328011512756348,0.0021667976398020983,168.01744079589844,74.55000305175781,0.23643513023853302,0.6217299699783325,1746509205.53028,0,101.66825103759766,17.36699676513672,2.309499979019165,119.03526306152344
1.0026817321777344,0.005390465259552002,1106.012745437,0.0857551321387291,991.2159423828125,0.26940202713012695,160000.0,1.514074444770813,0,0.07965103536844254,0.2720206081867218,0,45.8476448059082,0.2720206081867218,-0.10540804266929626,0.2720206081867218,1.0026817321777344,0.0003618620103225112,8,0.0037795347161591053,1.0999430418014526,1.9836425835251248e-08,1,1.0026817321777344,10,500,10.400723457336426,-20.781795501708984,2.164278507232666,8.187836647033691,64.67500305175781,7,-0.41525816917419434,0.27313536405563354,0.11873608827590942,0.26940202713012695,8.338346481323242,0.0018963272450491786,172.36724853515625,71.31999969482422,0.26940202713012695,0.8296271562576294,1746509321.6224215,0,98.18402862548828,17.84726905822754,2.300356864929199,116.03131866455078
1.0011974573135376,0.03973359614610672,1220.793198164,0.0988188236951828,1105.1275634765625,0.3015877902507782,180000.0,1.5050363540649414,0,0.11938463151454926,0.3036925792694092,0,48.330902099609375,0.3036925792694092,-0.006001085042953491,0.3036925792694092,1.0011975765228271,0.0004197241796646267,9,0.002455437555909157,1.0902122259140015,7.629394005448376e-09,1,1.0011975765228271,10,500,11.145608901977539,2.483257293701172,-1.6858670711517334,9.249909400939941,66.25,8,-0.4212592542171478,0.25897371768951416,0.09074151515960693,0.3015877902507782,8.741778373718262,0.0008467582520097494,175.66897583007812,52.369998931884766,0.3015877902507782,1.1053977012634277,1746509435.5492513,0,96.38964080810547,17.460834503173828,2.8539717197418213,113.85050201416016
1.0011749267578125,0.0017964169383049011,1328.644042153,0.12171770632266998,1219.9278564453125,0.33289942145347595,200000.0,1.4918586015701294,0,0.12118104845285416,0.33462196588516235,0,58.92507553100586,0.33462196588516235,-0.04668000340461731,0.33462196588516235,1.0011749267578125,0.0004009477561339736,10,0.00466280709952116,1.0759121179580688,4.1961669694501325e-08,1,1.0011749267578125,10,500,12.685845375061035,10.594173431396484,-0.17319178581237793,10.759535789489746,59.29999923706055,9,-0.46793925762176514,0.25029322504997253,0.1208532378077507,0.33289942145347595,9.448081016540527,0.0008307424723170698,174.3314971923828,46.099998474121094,0.33289942145347595,1.269527792930603,1746509550.3297825,0,97.27628326416016,17.447654724121094,2.0710511207580566,114.72396087646484
