total_steps,EpRet,EpCost,CostRate
1000,-0.4279159199933722,0.0,0.0
2000,-0.3742079307356865,109.0,0.054527263631815905
3000,-0.21076387819652087,0.0,0.03634544848282761
4000,-0.15110065645493054,0.0,0.02725681420355089
5000,-1.059412546081478,0.0,0.021804360872174435
6000,0.47395874549561984,0.0,0.018169694949158193
7000,-1.357932903043413,0.0,0.01557365337905415
8000,0.526036574585036,0.0,0.01362670333791724
9000,3.4366850777724354,0.0,0.012112456939659962
10000,0.28565785836703983,43.0,0.015201520152015202
11000,0.933004109618585,0.0,0.013819438130739159
12000,-3.440308709077156,0.0,0.012667722310192517
13000,0.20398389988479226,0.0,0.011693207169782291
14000,-0.8983790534354281,0.0,0.010857918422744481
15000,-7.974026348429887,0.0,0.010134008933928929
16000,-2.3115301431258883,0.0,0.009500593787111695
17000,-1.8230113554980742,0.0,0.008941702453085476
18000,0.1297939128499519,1.0,0.008500472248458247
19000,0.9274021738958202,0.0,0.008053055423969682
20000,-1.9698962134312752,12.0,0.00825041252062603
21000,1.9955738842339943,17.0,0.008667079384732606
22000,0.11749419431501862,56.0,0.01081867357607164
23000,1.7421745101047925,0.0,0.010348276012000522
24000,0.3717132950423202,0.0,0.009917079878328263
25000,1.0400884813115314,185.0,0.016920676827073083
26000,0.1846178140406422,0.0,0.016269856532943574
27000,0.2909546038455065,0.0,0.01566724693507167
28000,-0.26664731743032344,0.0,0.015107682417229186
29000,-0.9836920231876782,0.0,0.014586709886547812
30000,-2.9572944365363303,0.0,0.014100470015667188
31000,0.07298093629619673,23.0,0.014387560889060937
32000,0.8711825500029577,8.0,0.014187943373230413
33000,-0.023828303685295094,0.0,0.013757992666444438
34000,-0.02043082857823758,0.0,0.01335333392158593
35000,-0.20526421693711439,0.0,0.012971799194262694
36000,0.5938338825086646,0.0,0.012611461429484152
37000,1.9072928106740585,0.0,0.01227060190815968
38000,1.5815532145986937,42.0,0.013052975078291534
39000,0.07445092241020485,0.0,0.01271827482755968
