Train/StopIter,Safety/ShieldLagrangeMultiplier/Max,_runtime,Metrics/EpRet,Train/LR,Train/KL,Loss/Loss_pi,Metrics/EpCost,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Min,_step,Train/PolicyRatio,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Max,_timestamp,Train/Entropy,Train/PolicyRatio/Min,Metrics/EpLen,Value/reward,Safety/EpCostShield,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic,Time/Rollout,Time/FPS,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Std,Time/Total,Loss/Loss_pi/Delta,TotalEnvSteps,Train/PolicyStd,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio/Max,Loss/Loss_reward_critic/Delta,Value/Adv,Time/Epoch,Value/cost,Safety/shield_adv_c,Safety/shield_violation,Time/Update,Train/Epoch
40,0.044999994337558746,433.865360882,-2.775792360305786,0.0002969999914057553,0.009904450736939907,-0.16838659346103668,126.0250015258789,0.03599999472498894,0.044999994337558746,0.044999994337558746,0.03599999472498894,1,1.000301718711853,0.011644851416349411,0.03599999472498894,1746555931.411318,1.4158021211624146,1.000301718711853,500,0.016260620206594467,167.0500030517578,65.63671875,0.03058640845119953,130.7208251953125,88.27470397949219,65.63671875,0,226.56661987304688,-0.16838659346103668,20000.0,0.9969534277915955,0,1.000301718711853,0.03058640845119953,-0.08755511045455933,226.56546020507812,-0.11578701436519623,NaN,-0.20265640318393707,95.84457397460938,0
40,0.07934346795082092,565.345711573,-1.3441379070281982,0.00029399999766610563,0.010359036736190319,-0.15927942097187042,115.6500015258789,0.07088953256607056,0.07934346795082092,0.07934346795082092,0.07088953256607056,2,1.000142216682434,0.012224078178405762,0.07088953256607056,1746556137.846866,1.3952748775482178,1.000142216682434,500,-0.0347953736782074,123.5250015258789,-35.57699012756348,0.022413942962884903,111.37796783447266,96.91212463378906,30.059728622436523,0,433.0083312988281,0.00910717248916626,40000.0,0.9767149686813354,0,1.000142216682434,-0.008172465488314629,-0.15953318774700165,206.37252807617188,2.544032096862793,NaN,3.075467348098755,94.9945068359375,1
10,0.1103120967745781,776.02354829,0.742142915725708,0.000291000003926456,0.020533036440610886,-0.24756936728954315,88.30000305175781,0.10511289536952972,0.1103120967745781,0.1103120967745781,0.10511289536952972,3,0.9998672008514404,0.014939120970666409,0.10511289536952972,1746556269.327223,1.3608057498931885,0.9998672008514404,500,0.0431881882250309,48.92499923706055,-7.151050567626953,0.029123051092028618,107.41561889648438,152.1957550048828,22.90867805480957,0,564.4856567382812,-0.08828994631767273,60000.0,0.9442790746688843,0,0.9998672008514404,0.006709108129143715,0.07998545467853546,131.40969848632812,2.3723785877227783,NaN,3.15910005569458,23.994035720825195,2
40,0.14261718094348907,986.169374734,4.4230217933654785,0.0002880000101868063,0.011212805286049843,-0.08585735410451889,75.94000244140625,0.13865810632705688,0.14261718094348907,0.14261718094348907,0.13865810632705688,4,0.9994616508483887,0.012916361913084984,0.13865810632705688,1746556480.004969,1.3294578790664673,0.9994616508483887,500,0.18657566606998444,134.3000030517578,41.506879806518555,0.04177631810307503,112.34660339355469,94.95631408691406,64.41555786132812,0,775.173828125,0.16171201318502426,80000.0,0.9160647392272949,0,0.9994616508483887,0.01265326701104641,0.029987163841724396,210.6231689453125,7.022457599639893,NaN,9.25093936920166,98.2765121459961,3
40,0.17587372660636902,1194.925320969,7.5716657638549805,0.0002849999873433262,0.010034148581326008,-0.054695673286914825,101.8499984741211,0.17253081500530243,0.17587372660636902,0.17587372660636902,0.17253081500530243,5,0.9981188774108887,0.012386592105031013,0.17253081500530243,1746556690.150729,1.30419921875,0.9981188774108887,500,0.4332033097743988,154.22500610351562,0.20780181884765625,0.056477759033441544,113.59854125976562,95.21353149414062,64.62335968017578,0,985.2848510742188,0.031161680817604065,100000.0,0.8940190076828003,0,0.9981188774108887,0.014701440930366516,-0.04137098789215088,210.05418395996094,10.369951248168945,NaN,13.660415649414062,96.45558166503906,4
40,0.20979994535446167,1404.791602242,10.30438232421875,0.00028199999360367656,0.011279542930424213,-0.05052604898810387,120.66999816894531,0.20687155425548553,0.20979994535446167,0.20979994535446167,0.20687155425548553,6,1.0020761489868164,0.011643528938293457,0.20687155425548553,1746556898.9067235,1.2804269790649414,1.0020761489868164,500,0.7703217267990112,163.1750030517578,13.814338684082031,0.08424012362957001,113.67208099365234,95.83171844482422,78.43769836425781,0,1194.07373046875,0.004169624298810959,120000.0,0.8736825585365295,0,1.0020761489868164,0.027762364596128464,0.259378582239151,208.6991729736328,13.087178230285645,NaN,17.369449615478516,95.02703094482422,5
40,0.2442178577184677,1615.738122704,11.266737937927246,0.0002789999998640269,0.00926600769162178,-0.011702440679073334,125.02999877929688,0.24158045649528503,0.2442178577184677,0.2442178577184677,0.24158045649528503,7,1.0000524520874023,0.01191567163914442,0.24158045649528503,1746557108.7730484,1.267254114151001,1.0000524520874023,500,1.1675221920013428,167.25,-10.232284545898438,0.10569252073764801,115.02556610107422,95.324951171875,68.20541381835938,0,1403.9393310546875,0.03882360830903053,140000.0,0.8622421622276306,0,1.0000524520874023,0.021452397108078003,-0.1300983875989914,209.80865478515625,13.619681358337402,NaN,17.892333984375,94.7829818725586,6
40,0.2791593074798584,1826.997099105,13.356941223144531,0.00027600000612437725,0.008453452959656715,-0.01798301748931408,151.7899932861328,0.27673882246017456,0.2791593074798584,0.2791593074798584,0.27673882246017456,8,1.0014113187789917,0.011268035508692265,0.27673882246017456,1746557319.71944,1.249625563621521,1.0014113187789917,500,1.5524251461029053,202.72500610351562,40.95355987548828,0.13867904245853424,114.44457244873047,94.84002685546875,109.15897369384766,0,1614.8797607421875,-0.0062805768102407455,160000.0,0.8472726345062256,0,1.0014113187789917,0.03298652172088623,-0.02262251079082489,210.88143920898438,20.99217414855957,NaN,26.018478393554688,96.43680572509766,7
40,0.31455662846565247,2037.768478242,15.12366008758545,0.0002730000123847276,0.00876348651945591,-0.022995121777057648,167.8699951171875,0.31231924891471863,0.31455662846565247,0.31455662846565247,0.31231924891471863,9,0.9999496936798096,0.011067110113799572,0.31231924891471863,1746557530.9785593,1.2445646524429321,0.9999496936798096,500,1.967514991760254,214.6999969482422,-3.5964126586914062,0.1877465695142746,113.68798065185547,94.70033264160156,105.56256103515625,0,1826.1407470703125,-0.005012104287743568,180000.0,0.8425818681716919,0,0.9999496936798096,0.049067527055740356,0.24524852633476257,211.19248962402344,24.512800216674805,NaN,29.409225463867188,97.50445556640625,8
40,0.35029399394989014,2248.323808974,16.62468910217285,0.0002699999895412475,0.008762005716562271,-0.0766596570611,185.0800018310547,0.34830790758132935,0.35029399394989014,0.35029399394989014,0.34830790758132935,10,1.002219319343567,0.010393382981419563,0.34830790758132935,1746557741.7498767,1.229578971862793,1.002219319343567,500,2.3802883625030518,208.8000030517578,2.7391891479492188,0.18890132009983063,112.90042114257812,94.91365051269531,108.30175018310547,0,2036.919677734375,-0.05366453528404236,200000.0,0.8303205370903015,0,1.002219319343567,0.0011547505855560303,-0.1332579106092453,210.7178497314453,26.7283992767334,NaN,31.004634857177734,97.8173828125,9
