Metrics/LagrangeMultiplier,Value/Adv,Misc/AcceptanceStep,Loss/Loss_cost_critic/Delta,Time/Rollout,Misc/Alpha,Metrics/LagrangeMultiplier/Min,Misc/xHx,Misc/gradient_norm,Train/PolicyRatio,Time/FPS,Value/cost,_runtime,Metrics/EpLen,Metrics/EpCost,Metrics/LagrangeMultiplier/Std,Train/KL,Train/PolicyRatio/Std,Loss/Loss_reward_critic/Delta,Train/LR,Time/Epoch,Metrics/LagrangeMultiplier/Max,TotalEnvSteps,Train/PolicyRatio/Max,Time/Update,_step,Metrics/EpRet,Misc/H_inv_g,Value/reward,Misc/FinalStepNorm,_timestamp,Time/Total,Train/Entropy,Train/StopIter,Loss/Loss_pi/Delta,Train/Epoch,Loss/Loss_cost_critic,Loss/Loss_pi,Train/PolicyStd,Loss/Loss_reward_critic,Train/PolicyRatio/Min
0.035999998450279236,6.771087690538025e-09,1,8.122097969055176,97.24818420410156,1.9776279926300049,0.035999998450279236,0.005113755352795124,0.053843121975660324,0.9991198182106018,184.24551391601562,0.1275077611207962,216.571084577,500,45.849998474121094,0,0.00019526951655279845,0.0006223684758879244,0.027568211778998375,0,108.55081176757812,0.035999998450279236,20000.0,0.9991198778152466,11.302597045898438,1,-0.13387952744960785,0.18413253128528595,-0.012287055142223835,0.3641456365585327,1743306034.9315858,108.55159759521484,1.4212085008621216,10,-0.006893529091030359,0,8.122097969055176,-0.006893529091030359,1.0023800134658813,0.027568211778998375,0.9991198778152466
0.07015104591846466,1.5258788677030566e-09,1,6.384922981262207,95.54933166503906,1.5249868631362915,0.07015104591846466,0.008599977008998394,0.04955023527145386,0.99917072057724,187.16485595703125,1.5185580253601074,323.570240913,500,82.625,0,0.00024769260198809206,0.0005864031845703721,-0.0034488681703805923,0,106.85767364501953,0.07015104591846466,40000.0,0.99917072057724,11.308309555053711,2,0.5456434488296509,0.23901313543319702,0.002652090275660157,0.36449190974235535,1743306141.8396492,215.47181701660156,1.4114748239517212,10,-0.0032919649966061115,1,14.507020950317383,-0.01018549408763647,0.9926683306694031,0.024119343608617783,0.99917072057724
0.10422725230455399,-1.3351439953623867e-08,1,1.1560735702514648,95.5942611694336,1.336188554763794,0.10422725230455399,0.01120196282863617,0.08169328421354294,1.0005947351455688,187.03684997558594,6.287540912628174,430.990725613,500,113.33000183105469,0,0.00037341282586567104,0.00042056935490109026,-0.007353533059358597,0,106.93080139160156,0.10422725230455399,60000.0,1.0005948543548584,11.336517333984375,3,1.6671779155731201,0.23849277198314667,0.029921352863311768,0.318671315908432,1743306248.8387365,322.4523620605469,1.4054063558578491,10,-0.0018893536180257797,2,15.663094520568848,-0.01207484770566225,0.9865700602531433,0.016765810549259186,1.0005948543548584
0.13757997751235962,2.0599363992346298e-08,1,9.651652336120605,95.83592987060547,1.0494071245193481,0.13757997751235962,0.01816108077764511,0.2270287573337555,0.9996965527534485,186.30384826660156,16.685596466064453,538.237620533,500,182.92999267578125,0,0.0005029506282880902,0.00021458364790305495,0.008479002863168716,0,107.35151672363281,0.13757997751235962,80000.0,0.9996966123580933,11.515555381774902,4,3.682626724243164,0.22578014433383942,0.19661682844161987,0.23693528771400452,1743306356.259184,429.8759460449219,1.3870010375976562,10,-0.0013413308188319206,3,25.314746856689453,-0.013416178524494171,0.9686831831932068,0.025244813412427902,0.9996966123580933
0.17053590714931488,-7.400512203048493e-08,1,5.70570182800293,95.86519622802734,1.2748141288757324,0.17053590714931488,0.01230653841048479,0.26935097575187683,0.9994595050811768,186.58348083496094,29.20951271057129,645.190580206,500,266.8800048828125,0,0.00046277965884655714,0.0003821876016445458,0.007965926080942154,0,107.19062042236328,0.17053590714931488,100000.0,0.9994595050811768,11.325407028198242,5,6.240411758422852,0.17454639077186584,0.418107807636261,0.22251419723033905,1743306463.5061133,537.1323852539062,1.372161865234375,10,0.002660338766872883,4,31.020448684692383,-0.010755839757621288,0.9547491073608398,0.033210739493370056,0.9994595050811768
0.2036944031715393,-1.3351439953623867e-08,1,2.8315067291259766,95.56085205078125,1.2140096426010132,0.2036944031715393,0.013570173643529415,0.2225409597158432,0.999459445476532,187.13990783691406,38.110595703125,752.111514064,500,339.7300109863281,0,0.0004076846526004374,0.0003822438302449882,0.0077514685690402985,0,106.87191009521484,0.2036944031715393,120000.0,0.999459445476532,11.311030387878418,6,8.770355224609375,0.22898423671722412,0.709048867225647,0.27798905968666077,1743306570.4590478,644.0607299804688,1.3636521100997925,10,-0.0005569513887166977,5,33.85195541381836,-0.011312791146337986,0.9474890828132629,0.040962208062410355,0.999459445476532
0.2374744415283203,2.1362303925798187e-08,1,3.9239845275878906,95.54217529296875,1.054643988609314,0.2374744415283203,0.017981169745326042,0.20086826384067535,1.0006217956542969,187.1597137451172,41.68258285522461,859.343843459,500,373.1499938964844,0,0.0004244672891218215,0.0004396197327878326,0.01887809857726097,0,106.86060333251953,0.2374744415283203,140000.0,1.0006217956542969,11.318408012390137,7,11.2001371383667,0.21454577147960663,1.0235874652862549,0.2262694090604782,1743306677.380047,751.0018310546875,1.3536466360092163,10,-0.0012528635561466217,6,37.77593994140625,-0.012565654702484608,0.9387156963348389,0.059840306639671326,1.0006217956542969
0.2719261944293976,0.0,1,1.876129150390625,95.84742736816406,1.3233932256698608,0.2719261944293976,0.011419625021517277,0.1253804713487625,1.0011091232299805,186.63134765625,45.85771942138672,966.340900581,500,383.0,0,0.00028570799622684717,0.0007843247731216252,0.04331362992525101,0,107.16313934326172,0.2719261944293976,160000.0,1.0011091232299805,11.315691947937012,8,13.901252746582031,0.22130407392978668,1.378926396369934,0.2928723096847534,1743306784.612398,858.2251586914062,1.3399323225021362,10,0.002808372490108013,7,39.652069091796875,-0.009757282212376595,0.927018940448761,0.10315393656492233,1.0011091232299805
0.3069304823875427,8.01086397217432e-09,1,-6.207344055175781,95.59192657470703,0.9973776936531067,0.3069304823875427,0.02010529674589634,0.30434438586235046,0.999146044254303,187.0602264404297,45.66215133666992,1073.241027717,500,362.1499938964844,0,0.0003686319978442043,0.0006038238643668592,0.013405196368694305,0,106.91743469238281,0.3069304823875427,180000.0,0.9991461038589478,11.325490951538086,9,17.345802307128906,0.2560335099697113,1.88720703125,0.2553620934486389,1743306891.609507,965.2119750976562,1.3274513483047485,10,-0.0029214872047305107,8,33.444725036621094,-0.012678769417107105,0.9169411659240723,0.11655913293361664,0.9991461038589478
0.3423061668872833,5.340575981449547e-09,1,1.452178955078125,95.51670837402344,0.8116757869720459,0.3423061668872833,0.03035740554332733,0.30042198300361633,0.9992051124572754,187.1769561767578,48.47020721435547,1180.573517835,500,342.32000732421875,0,0.0003955806605517864,0.000562098459340632,0.057506218552589417,0,106.85076141357422,0.3423061668872833,200000.0,0.9992051124572754,11.334030151367188,10,20.476940155029297,0.31014537811279297,2.2657740116119385,0.251737505197525,1743306998.509588,1072.142822265625,1.3099533319473267,10,-0.0036382386460900307,9,34.89690399169922,-0.016317008063197136,0.9019773602485657,0.17406535148620605,0.9992051124572754
