Misc/Lambda_star,Metrics/EpCost,Time/Total,Time/Update,Train/PolicyRatio/Std,Misc/s,Train/Epoch,Time/Rollout,Misc/r,_step,Train/PolicyRatio,Time/FPS,Misc/AcceptanceStep,Train/LR,Misc/A,Value/Adv,Loss/Loss_pi,Misc/Alpha,Value/reward,Train/Entropy,Misc/xHx,Loss/Loss_cost_critic,Time/Epoch,Misc/OptimCase,_timestamp,Loss/Loss_pi/Delta,Misc/B,Train/KL,Misc/cost_gradient_norm,Metrics/EpLen,Misc/Nu_star,Value/cost,Loss/Loss_reward_critic/Delta,TotalEnvSteps,Misc/gradient_norm,Train/PolicyRatio/Min,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Max,Metrics/EpRet,Train/PolicyStd,Misc/H_inv_g,_runtime,Train/StopIter,Misc/q,Loss/Loss_reward_critic,Misc/FinalStepNorm
0,39.849998474121094,106.78260803222656,15.384408950805664,0.00012571000843308866,0.02846933715045452,0,91.39701843261719,0.004408279433846474,1,1.0001777410507202,187.29844665527344,1,0,0.004719127435237169,-6.103515470812226e-09,-0.0032158929388970137,1.9241929054260254,0.04134690389037132,1.4244424104690552,0.005401718895882368,4.04217529296875,106.78145599365234,0,1743323744.2994285,-0.0032158929388970137,-55780.05859375,0.00012933432299178094,0.10985314846038818,1000,0.8381586670875549,0.1790977567434311,0.004794843960553408,20000.0,0.05678123980760574,1.0001777410507202,4.04217529296875,1.0001777410507202,-0.20041561126708984,1.0055803060531616,0.1744721531867981,214.122372787,10,0.005401718895882368,0.004794843960553408,0.3299977779388428
0,33.650001525878906,212.88772583007812,15.009547233581543,0.00018061329319607466,0.02058425173163414,1,90.99283599853516,5.322415381669998e-05,2,1.0002554655075073,188.67495727539062,1,0,0.008497413247823715,-1.2207030941624453e-08,-0.005176210775971413,1.5341501235961914,0.02115519344806671,1.443405270576477,0.008497551083564758,2.2316761016845703,106.00241088867188,0,1743323850.4153488,-0.001960317837074399,-55009.12890625,0.00015085630002431571,0.11158628016710281,1000,0.9857059121131897,1.1176133155822754,0.0013369745574891567,40000.0,0.07839645445346832,1.0002554655075073,-1.8104991912841797,1.0002554655075073,-0.2760174870491028,1.0249319076538086,0.20801439881324768,320.933072833,10,0.008497551083564758,0.006131818518042564,0.31108352541923523
0,38.900001525878906,319.7129821777344,15.476422309875488,2.7547407626116183e-06,0.03379909694194794,2,91.23552703857422,-0.0012885131873190403,3,1.0000038146972656,187.42037963867188,1,0,0.008689448237419128,-3.051757735406113e-09,-0.006462362594902515,1.5128453969955444,0.023930750787258148,1.4454050064086914,0.008738569915294647,2.973320484161377,106.71197509765625,0,1743323957.2256737,-0.0012861518189311028,-44770.69140625,0.0001570524473208934,0.11134035885334015,1000,0.7692409157752991,1.7008577585220337,7.480569183826447e-05,60000.0,0.07611354440450668,1.0000038146972656,0.7416443824768066,1.0000038146972656,-0.24476931989192963,1.026908040046692,0.2019532024860382,429.227962728,10,0.008738569915294647,0.006206624209880829,0.3133505582809448
0,32.474998474121094,428.0084533691406,15.365082740783691,0.0004956188495270908,0.016675390303134918,3,92.83331298828125,-0.00018130686657968909,4,0.9992990493774414,184.8455810546875,1,0,0.006320365238934755,3.814697002724188e-09,-0.004928594455122948,1.7785900831222534,0.006726639345288277,1.443585753440857,0.006322336383163929,1.599987506866455,108.19841766357422,0,1743324065.5209289,0.0015337681397795677,-63244.37109375,0.00015963774058036506,0.09272755682468414,1000,1.0951582193374634,2.7483348846435547,-0.0019294042140245438,80000.0,0.047373197972774506,0.9992990493774414,-1.3733329772949219,0.9992990493774414,-0.30083703994750977,1.0251129865646362,0.19329440593719482,535.983705116,10,0.006322336383163929,0.004277219995856285,0.3114759027957916
0,28.940000534057617,534.76611328125,15.203569412231445,0.0007869097753427923,0.010902039706707,4,91.45736694335938,-0.00021313736215233803,5,0.9988871216773987,187.51002502441406,1,0,0.007876351475715637,-3.8146971692576415e-10,-0.0033390421885997057,1.5930789709091187,-0.026140594854950905,1.431955337524414,0.007880518212914467,1.267405390739441,106.66096496582031,0,1743324172.276672,0.001589552266523242,-76822.5546875,0.00013132207095623016,0.07196734100580215,1000,1.3544435501098633,1.0596413612365723,0.005462433211505413,100000.0,0.09182664752006531,0.9988871812820435,-0.33258211612701416,0.9988871812820435,-0.39327317476272583,1.013500690460205,0.18162418901920319,642.687065351,10,0.007880518212914467,0.009739653207361698,0.3316282331943512
0,21.25,641.4597778320312,15.619810104370117,7.561146776424721e-05,0.0023488726001232862,5,90.97887420654297,0.0013781896559521556,6,0.9998930096626282,187.6195068359375,1,0,0.01959339901804924,4.577636492086867e-09,0.0016078357584774494,0.9900977611541748,-0.019261106848716736,1.4230588674545288,0.02040204219520092,0.3994731605052948,106.5987319946289,0,1743324278.980307,0.004946877947077155,-192245.65625,0.00013139490329194814,0.030961528420448303,1000,2.9179935455322266,1.2603007555007935,-0.006488259416073561,120000.0,0.19936160743236542,0.999893069267273,-0.8679322302341461,0.999893069267273,-0.47178536653518677,1.004414677619934,0.2782961130142212,749.23782481,10,0.02040204219520092,0.0032513937912881374,0.3403747081756592
0,26.31999969482422,748.0216674804688,15.251940727233887,4.043289663968608e-05,0.059552766382694244,6,91.2089614868164,-0.0020849492866545916,7,0.9999427795410156,187.8623504638672,1,0,0.01039037760347128,-3.051757735406113e-09,-0.008224071934819221,1.382543921470642,-0.023976171389222145,1.4130992889404297,0.010463371872901917,0.8291332721710205,106.46092987060547,0,1743324385.5309038,-0.009831907693296671,-11632.3916015625,0.00016395059356000274,0.19084520637989044,1000,0.5795140862464905,1.0467890501022339,0.00018441746942698956,140000.0,0.10887656360864639,0.9999427795410156,0.4296601116657257,0.9999427795410156,-0.5703027248382568,0.9946848750114441,0.22525206208229065,855.608007909,10,0.010463371872901917,0.003435811260715127,0.28861644864082336
0,19.280000686645508,854.3780517578125,15.023418426513672,0.00023866357514634728,0.016022901982069016,7,91.24149322509766,0.0005017694784328341,8,1.0003376007080078,188.2088165283203,1,0,0.011704004369676113,3.051757735406113e-09,-0.0041655004024505615,1.306339979171753,-0.050125230103731155,1.4033020734786987,0.011719717644155025,1.5032179355621338,106.26495361328125,0,1743324491.9008856,0.00405857153236866,-23199.16015625,0.00016076426254585385,0.08153118938207626,1000,1.1172343492507935,1.4097858667373657,0.002677061827853322,160000.0,0.16693644225597382,1.0003376007080078,0.6740846633911133,1.0003376007080078,-0.6136742234230042,0.984994649887085,0.2065509408712387,961.733486155,10,0.011719717644155025,0.006112873088568449,0.30145204067230225
0,22.40999984741211,960.5018920898438,14.84390640258789,4.3270782043691725e-05,0.020251687616109848,8,91.17481231689453,0.00140904332511127,9,1.0000611543655396,188.64588928222656,1,0,0.013116592541337013,3.051757735406113e-09,-0.003936866298317909,1.2302329540252686,-0.05888902768492699,1.4141807556152344,0.013214629143476486,1.1359820365905762,106.01874542236328,0,1743324598.0262637,0.00022863410413265228,-24798.302734375,0.00012974800483789295,0.09916984289884567,1000,0.9937663674354553,1.4936352968215942,-0.000328846275806427,180000.0,0.15044984221458435,1.000061273574829,-0.3672358989715576,1.000061273574829,-0.6830660104751587,0.9954964518547058,0.2172432541847229,1067.874848451,10,0.013214629143476486,0.005784026812762022,0.32661768794059753
0,19.450000762939453,1066.657958984375,15.111769676208496,0.0008793799206614494,0.004305181093513966,9,90.9337158203125,0.0010493698064237833,10,0.9987564086914062,188.5982666015625,1,0,0.009613566100597382,-1.0681151962899094e-08,-0.00048532075015828013,1.4235429763793945,-0.049937523901462555,1.4313408136367798,0.009869345463812351,0.39105504751205444,106.0455093383789,0,1743324704.1679397,0.003451545548159629,-87871.234375,0.00013560752267949283,0.05797189474105835,1000,2.1553547382354736,1.3338863849639893,0.0024344581179320812,200000.0,0.11886556446552277,0.9987564086914062,-0.7449269890785217,0.9987564086914062,-0.7469632625579834,1.0126656293869019,0.20914597809314728,1175.342646482,10,0.009869345463812351,0.008218484930694103,0.3308171033859253
0,19.170000076293945,1174.120849609375,15.875125885009766,0.00043863628525286913,0.0008091063355095685,10,91.4969711303711,8.778034680290148e-05,11,0.9993796348571777,186.26809692382812,1,0,0.011411228217184544,-1.5258788677030566e-09,-0.0006008873460814357,1.323327898979187,-0.02807137370109558,1.445360779762268,0.011420750990509987,0.22402073442935944,107.37212371826172,0,1743324811.635625,-0.00011556659592315555,-454185.40625,0.00014608078345190734,0.02079475298523903,1000,4.971752643585205,1.0838510990142822,-0.004892079159617424,220000.0,0.060662973672151566,0.9993796348571777,-0.167034313082695,0.9993796348571777,-0.6615260243415833,1.0271955728530884,0.24034245312213898,1281.460723652,10,0.011420750990509987,0.0033264057710766792,0.31092360615730286
0,9.869999885559082,1280.2314453125,15.141935348510742,0.0006333266501314938,0.007394587621092796,11,90.86963653564453,0.0013643261045217514,12,0.9991043210029602,188.65859985351562,1,0,0.01139089372009039,-4.577636492086867e-09,-0.0012391973286867142,1.31065833568573,-0.027760259807109833,1.4390764236450195,0.011642616242170334,0.42791858315467834,106.0115966796875,0,1743324917.7537327,-0.0006383099826052785,-13174.044921875,0.00017189502250403166,0.08969561010599136,1000,1.6445903778076172,0.9073822498321533,0.00024262862280011177,240000.0,0.06491125375032425,0.999104380607605,0.2038978487253189,0.999104380607605,-0.6855372786521912,1.020641803741455,0.23470693826675415,1388.76635348,10,0.011642616242170334,0.003569034393876791,0.3021095097064972
0,7.78000020980835,1387.5430908203125,15.257735252380371,0.00071416434366256,0.005736581515520811,12,91.94683074951172,-0.0005660842871293426,13,0.9989900588989258,186.5591583251953,1,0,0.007100299000740051,-6.103515470812226e-09,-0.003329454455524683,1.6717629432678223,-0.0518377423286438,1.4320464134216309,0.007156159728765488,0.4461216628551483,107.20459747314453,0,1743325025.0590608,-0.002090257126837969,-10551.2646484375,9.458622662350535e-05,0.039322007447481155,1000,1.8671879768371582,1.280700445175171,0.003989056218415499,260000.0,0.05976756289601326,0.9989900588989258,0.01820307970046997,0.9989900588989258,-0.8023736476898193,1.013407826423645,0.1898222118616104,1494.300647554,10,0.007156159728765488,0.00755809061229229,0.37159964442253113
0,2.630000114440918,1493.0728759765625,14.15234375,0.00019758442067541182,0.0032346113584935665,13,91.27627563476562,6.595208105864003e-05,14,1.000279426574707,189.70176696777344,1,0,0.015182401984930038,-4.577636492086867e-09,-0.0009074752451851964,1.147692084312439,-0.07820200175046921,1.425702691078186,0.015183746814727783,0.336852490901947,105.42864990234375,0,1743325130.5935898,0.0024219792103394866,-2138.375732421875,0.00012983307533431798,0.033241819590330124,1000,2.4865846633911133,0.8366355299949646,-0.00014896225184202194,280000.0,0.22875851392745972,1.000279426574707,-0.1092691719532013,1.000279426574707,-0.9219189286231995,1.0069423913955688,0.19928628206253052,1602.030272255,10,0.015183746814727783,0.007409128360450268,0.3326781690120697
0,3.2699999809265137,1600.802978515625,15.08128547668457,0.0002567867049947381,0.00487911980599165,14,92.54326629638672,0.002374260686337948,15,0.9996368288993835,185.83116149902344,1,0,0.01398223266005516,3.051757735406113e-09,0.0011020614765584469,1.1494406461715698,-0.08196424692869186,1.4266371726989746,0.015137584879994392,0.3047802448272705,107.62458038330078,0,1743325238.323151,0.0020095367217436433,-2191.538818359375,0.00016279086412396282,0.06122077256441116,1000,2.0246212482452393,0.9426841735839844,0.0009046094492077827,300000.0,0.0856173038482666,0.9996368288993835,-0.032072246074676514,0.9996368288993835,-0.779512882232666,1.0077675580978394,0.2722841799259186,1709.710012398,10,0.015137584879994392,0.00831373780965805,0.2962251901626587
0,14.449999809265137,1708.488037109375,15.554786682128906,0.0007010987610556185,0.033775731921195984,15,92.02608489990234,-0.0018490152433514595,16,0.9990084767341614,185.90660095214844,1,0,0.013236022554337978,-2.6702879907247734e-09,-0.006270275916904211,1.224564790725708,-0.07346557825803757,1.3974227905273438,0.013337245211005211,0.6503562927246094,107.5809097290039,0,1743325346.00278,-0.007372337393462658,-6182.0048828125,0.00019883269851561636,0.16809996962547302,1000,0.7695069313049316,0.8503249287605286,-0.0017474652267992496,320000.0,0.16439905762672424,0.9990085363388062,0.34557604789733887,0.9990085363388062,-0.9825905561447144,0.9792423248291016,0.23109176754951477,1817.255751703,10,0.013337245211005211,0.006566272582858801,0.26392194628715515
0,13.1899995803833,1816.0159912109375,15.898250579833984,0.0009719624649733305,0.0014011848252266645,16,91.5292739868164,-9.198221960105002e-05,17,1.00137460231781,186.17198181152344,1,0,0.017315564677119255,-3.051757735406113e-09,-0.00170336221344769,1.074535608291626,-0.07710051536560059,1.3790427446365356,0.017321603372693062,0.20952817797660828,107.42755126953125,0,1743325453.548713,0.004566913703456521,-124162.6484375,0.00013244540605228394,0.027787763625383377,1000,3.7780330181121826,0.8254926800727844,0.0011426242999732494,340000.0,0.14372192323207855,1.00137460231781,-0.4408281147480011,1.00137460231781,-1.089370846748352,0.9611412882804871,0.26242876052856445,1924.390329556,10,0.017321603372693062,0.00770889688283205,0.3172363042831421
0,12.739999771118164,1923.1630859375,15.051883697509766,0.0003942697076126933,0.001068435376510024,17,91.97631072998047,0.0002356498152948916,18,0.9994423985481262,186.86660766601562,1,0,0.008446680381894112,3.433227480087453e-09,9.248100104741752e-05,1.5340505838394165,-0.06822044402360916,1.3710449934005737,0.008498653769493103,0.14287760853767395,107.0282211303711,0,1743325560.683329,0.0017958432144951075,-151910.03125,0.00018542574252933264,0.026729410514235497,1000,4.326520919799805,0.7737300395965576,-0.001664910465478897,360000.0,0.059808943420648575,0.999442458152771,-0.06665056943893433,0.999442458152771,-0.9662044048309326,0.953490674495697,0.21040484309196472,2032.149394686,10,0.008498653769493103,0.006043986417353153,0.2993003726005554
