Time/Epoch,Metrics/EpCost,Safety/EpCostShield,Loss/Loss_reward_critic/Delta,Time/FPS,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi/Delta,Safety/shield_adv_c,_timestamp,Loss/Loss_pi,Train/LR,Train/PolicyRatio,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Train/Entropy,Metrics/LagrangeMultiplier/Min,Value/reward,Metrics/LagrangeMultiplier/Std,_runtime,Value/cost,Loss/Loss_reward_critic,Train/Epoch,Train/PolicyRatio/Max,Train/PolicyStd,Safety/ShieldLagrangeMultiplier/Min,Value/Adv,Metrics/EpLen,Safety/shield_violation,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Train/KL,_step,Time/Total,Train/StopIter,Train/PolicyRatio/Min,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Std,Metrics/EpRet,TotalEnvSteps,Time/Update,Time/Rollout,Safety/ShieldLagrangeMultiplier
212.9640655517578,26.100000381469727,44.349998474121094,0.008600379340350628,93.91255950927734,0.03599999472498894,-0.06547162681818008,NaN,1746564892.232161,-0.06547162681818008,0.0002969999914057553,1.0005340576171875,0.009194815531373024,8.41364860534668,1.416623592376709,0.03599999472498894,0.20114915072917938,0,398.305373289,0.10464354604482651,0.008600379340350628,0,1.0005340576171875,0.9976962208747864,0.044999994337558746,0.02579726278781891,1000,6.73166723572649e-05,0.03599999472498894,0.044999994337558746,0.0062503269873559475,1,212.96514892578125,40,1.0005340576171875,8.41364860534668,0,-0.3402441143989563,20000.0,94.77815246582031,118.18582153320312,0.044999994337558746
184.33811950683594,42.875,91.9000015258789,0.0008987579494714737,108.49627685546875,0.07044002413749695,0.05845377687364817,NaN,1746565076.6594896,-0.007017849944531918,0.00029399999766610563,0.9984200596809387,0.01197583507746458,13.484127044677734,1.4088237285614014,0.07044002413749695,0.16137947142124176,0,582.695060349,0.6463704109191895,0.009499137289822102,1,0.9984201192855835,0.9899575710296631,0.07864716649055481,-0.09306444972753525,1000,0.5520232319831848,0.07044002413749695,0.07864716649055481,0.012452446855604649,2,397.3895263671875,40,0.9984201192855835,21.897775650024414,0,-0.5528739094734192,40000.0,95.73152923583984,88.60652923583984,0.07864716649055481
184.3233642578125,43.28333282470703,75.8499984741211,-0.002181312534958124,108.50496673583984,0.10520250350236893,-0.0076358625665307045,NaN,1746565261.0492196,-0.014653712511062622,0.000291000003926456,0.9977278113365173,0.013089744374155998,-4.350368499755859,1.3835489749908447,0.10520250350236893,0.1410977989435196,0,771.580626071,1.3864398002624512,0.007317824754863977,2,0.9977278113365173,0.9652705192565918,0.11286032944917679,0.22914642095565796,1000,2.0460336208343506,0.10520250350236893,0.11286032944917679,0.013239025138318539,3,581.8018188476562,40,0.9977278113365173,17.547407150268555,0,-0.009744365699589252,60000.0,94.27924346923828,90.04405212402344,0.11286032944917679
188.8170928955078,57.32500076293945,144.60000610351562,0.002479639369994402,105.92261505126953,0.14004383981227875,0.10671696811914444,NaN,1746565449.9348257,0.09206325560808182,0.0002880000101868063,0.998949408531189,0.013119807466864586,5.156557083129883,1.378143072128296,0.14004383981227875,0.14116598665714264,0,958.378910698,2.296808958053589,0.00979746412485838,3,0.998949408531189,0.9600450396537781,0.14663738012313843,-0.19794464111328125,1000,3.6124067306518555,0.14004383981227875,0.14663738012313843,0.012099524028599262,4,770.6832885742188,40,0.998949408531189,22.703964233398438,0,0.541760265827179,80000.0,95.62799835205078,93.18903350830078,0.14663738012313843
186.73577880859375,55.810001373291016,81.75,0.006589380092918873,107.10320281982422,0.17513903975486755,-0.1281161643564701,NaN,1746565636.7330456,-0.03605290874838829,0.0002849999873433262,0.9999328851699829,0.012637116014957428,-8.067023277282715,1.3553498983383179,0.17513903975486755,0.16848130524158478,0,1148.878572665,2.9918460845947266,0.016386844217777252,4,0.9999329447746277,0.9384053349494934,0.18037959933280945,0.3446339964866638,1000,5.128673076629639,0.17513903975486755,0.18037959933280945,0.013891481794416904,5,957.488525390625,40,0.9999329447746277,14.636940956115723,0,1.1956892013549805,100000.0,96.86173248291016,89.87398529052734,0.18037959933280945
190.41421508789062,63.29999923706055,103.25,-0.004513547755777836,105.03417205810547,0.21047787368297577,0.03698056534631178,NaN,1746565827.2327247,0.0009276565979234874,0.00028199999360367656,1.0009146928787231,0.012727648951113224,-2.6709842681884766,1.3336591720581055,0.21047787368297577,0.18541067838668823,0,1337.413196767,3.068910837173462,0.011873296461999416,5,1.0009148120880127,0.9182665348052979,0.21454735100269318,0.1517947018146515,1000,5.870708465576172,0.21047787368297577,0.21454735100269318,0.01363934762775898,6,1147.965087890625,40,1.0009148120880127,11.965956687927246,0,1.93513822555542,120000.0,97.24974060058594,93.16442108154297,0.21454735100269318
188.47415161132812,62.369998931884766,113.0999984741211,0.011283825151622295,106.11534881591797,0.2460271567106247,0.02943540021078661,NaN,1746566015.767461,0.0303630568087101,0.0002789999998640269,1.0005693435668945,0.012829848565161228,2.519289016723633,1.3174493312835693,0.2460271567106247,0.2439737319946289,0,1524.778750621,2.931410312652588,0.02315712161362171,6,1.0005693435668945,0.903498649597168,0.24913060665130615,-0.06130385398864746,1000,6.189431190490723,0.2460271567106247,0.24913060665130615,0.014425097033381462,7,1336.525390625,40,1.0005693435668945,14.485245704650879,0,3.2364957332611084,140000.0,96.46265411376953,92.01144409179688,0.24913060665130615
187.29774475097656,64.61000061035156,93.0,-0.004510030150413513,106.78185272216797,0.2817765176296234,-0.05485665053129196,NaN,1746566203.1328857,-0.024493593722581863,0.00027600000612437725,1.0005542039871216,0.013249848037958145,-1.6417055130004883,1.3038487434387207,0.2817765176296234,0.27233800292015076,0,1712.016680262,3.133213520050049,0.0186470914632082,7,1.0005542039871216,0.8912913203239441,0.2836894392967224,-0.26830148696899414,1000,6.381619453430176,0.2817765176296234,0.2836894392967224,0.015002163127064705,8,1523.8831787109375,40,1.0005542039871216,12.84354019165039,0,4.059744834899902,160000.0,96.56407928466797,90.73359680175781,0.2836894392967224
187.07391357421875,54.709999084472656,96.0999984741211,-0.00047291070222854614,106.90961456298828,0.3174423277378082,-0.011129483580589294,NaN,1746566390.3708994,-0.03562307730317116,0.0002730000123847276,1.0001567602157593,0.01353013701736927,-1.4171667098999023,1.289171814918518,0.3174423277378082,0.3606555759906769,0,1901.275169693,3.332771062850952,0.018174180760979652,8,1.0001567602157593,0.8783288598060608,0.3182952404022217,-0.035624608397483826,1000,7.10756254196167,0.3174423277378082,0.3182952404022217,0.014702248387038708,9,1711.0260009765625,40,1.0001567602157593,11.426373481750488,0,4.724320888519287,180000.0,94.84247589111328,92.23137664794922,0.3182952404022217
189.17164611816406,52.790000915527344,92.55000305175781,0.0030372366309165955,105.72409057617188,0.3529774844646454,0.010495569556951523,NaN,1746566579.6293757,-0.025127507746219635,0.0002699999895412475,0.9998437166213989,0.013091457076370716,0.034440040588378906,1.2744389772415161,0.3529774844646454,0.4348827600479126,0,2090.862764427,3.3006160259246826,0.021211417391896248,9,0.9998437166213989,0.865524411201477,0.35286590456962585,0.04695314168930054,1000,6.61592435836792,0.3529774844646454,0.35286590456962585,0.014179888181388378,10,1900.360595703125,40,0.9998437166213989,11.460813522338867,0,5.220892906188965,200000.0,96.53166198730469,92.63993072509766,0.35286590456962585
